0	Index      	 *	Score 	Summary	Detail	
1	61131 73844	 * 	187.92	DCR|3DMG|2VULN|1AART|2ZMB	1aVULN|2CGEN|3MBVNT|45aDMG|6aZMB|7AART|8LEGI|9RCR|aBPWR
510	51235 14323	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1AIRHEL|2DUST|3RCR|4RPLT|59VULN|6AART|7ZMB|8LIT|aDMG
511	61261 31134	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	18VULN|2CGEN|39DUR|4ASPD|57DMG|6RCR|aLWND
512	61261 31135	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	18VULN|2aCGEN|39DUR|4ASPD|57DMG|6RCR
513	61261 31136	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	18VULN|2CGEN|39DUR|4ASPD|57DMG|6RCR|aFEWX
514	44261 32333	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	1CGEN|29VULN|38DUR|4ASPD|5aDMG|6RCR|7LWND
515	44261 33333	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	1CGEN|29VULN|38DUR|4ASPD|5aDMG|6RCR|7BEXP
516	61261 32333	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	19VULN|2CGEN|38DUR|4ASPD|5aDMG|6RCR|7LWND
517	61261 33333	   	158.78	DCR|2VULN|2DMG|2DUR|1ASPD	19VULN|2CGEN|38DUR|4ASPD|5aDMG|6RCR|7BEXP
518	31362 24114	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2TLV|3CDMG|4DMG|5DMSP|6RCR|78VULN|9MLV|aAART
519	35143 62322	   	158.77	DCR|3VULN|1AART|1CDMG	1RPLT|28CGEN|379VULN|4CDMG|5AART|6RCR|aRCVC
520	44232 36133	   	158.72	DCR|4VULN|1DMG|1DUR	1aCGEN|2789VULN|3DUR|4DMG|5MLV|6RCR
521	61232 36133	   	158.72	DCR|4VULN|1DMG|1DUR	1789VULN|2aCGEN|3DUR|4DMG|5MLV|6RCR
522	61232 36134	   	158.72	DCR|4VULN|1DMG|1DUR	1789VULN|2CGEN|3DUR|4DMG|5MLV|6RCR|aLWND
523	61232 36136	   	158.72	DCR|4VULN|1DMG|1DUR	1789VULN|2CGEN|3DUR|4DMG|5MLV|6RCR|aFEWX
524	63434 21121	   	158.71	DCR|2VULN|2DMG|1AART	1aVULN|2LHND|3NUKE|4aDMG|5AART|6aLIT|7RMIN|8RPLT|9RCR|aBPWR
525	33263 11344	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BELT|467DUST|56DMG|6BPWR|8RCR|9VULN|aCDMG
526	63217 32134	   	158.62	DCR|4VULN|1DMG|1DUR	158aVULN|2LHND|3MBVNT|4RMIN|6RCR|7DMG|9DUR
527	63426 32132	   	158.62	DCR|4VULN|1DMG|1ASPD	1589VULN|2LHND|3NUKE|4BEXP|6RCR|7DMG|aASPD
528	44232 36131	   	158.62	DCR|4VULN|1DMG|1DUR	1CGEN|2789VULN|3DUR|4DMG|5MLV|6RCR|aNUKE
529	61232 36131	   	158.62	DCR|4VULN|1DMG|1DUR	1789VULN|2CGEN|3DUR|4DMG|5MLV|6RCR|aNUKE
530	34332 33135	   	158.60	DCR|3VULN|2AART|1ASPD	1RPLT|25aVULN|34AART|67CGEN|8RCR|9ASPD
531	62248 81443	   	158.56	DCR|3VULN|1AART|1ZMB|1ASPD	178VULN|2DUST|3MBVNT|4LIT|5ZMB|6RCR|9ASPD|aAART
532	45331 13523	   	158.54	ACR|3DMG|1VULN|1ZMB|1DUR	1CGEN|2DUR|3RCR|45aDMG|6RCVC|7VULN|8ZMB|9LHND
533	44261 31131	   	158.54	DCR|2VULN|2DMG|2DUR|1ASPD|1SELL	1CGEN|28VULN|39DUR|4ASPD|57DMG|6RCR|aSELL
534	61261 31131	   	158.54	DCR|2VULN|2DMG|2DUR|1ASPD|1SELL	18VULN|2CGEN|39DUR|4ASPD|57DMG|6RCR|aSELL
535	13416 32132	   	158.52	DCR|4VULN|1DMG|1ASPD	1DUST|2LHND|3NUKE|4589VULN|6RCR|7DMG|aASPD
536	61232 36161	   	158.47	DCR|4VULN|1DMG|1DUR|1SELL	178aVULN|2CGEN|3DUR|4DMG|5MLV|6RCR|9SELL
537	33135 31552	 * 	158.45	DCR|3AART|2DMG|1VULN	1RPLT|248AART|3VULN|5LWND|6aDMG|7DUST|9RCR
538	33136 31552	   	158.45	DCR|3AART|2DMG|1VULN	1RPLT|248AART|3VULN|5LHND|6aDMG|7DUST|9RCR
539	16416 32132	   	158.42	DCR|4VULN|1DMG|1ASPD	1DUST|2LEGI|3NUKE|4589VULN|6RCR|7DMG|aASPD
540	33633 43511	   	158.41	ACR|3AART|1VULN|1DMG|2DUR	1RPLT|268AART|3CGEN|4RCR|5VULN|79DUR|aDMG
541	61313 63324	 * 	158.40	DCR|2AART|2VULN|3ZMB	18VULN|2CGEN|369ZMB|4BEXP|57AART|aRCR
542	33132 13114	   	158.37	DCR|3VULN|2AART|1ZMB	1RPLT|24AART|356VULN|7LIT|8LEGI|9ZMB|aRCR
543	21536 13214	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|3AART|4CDMG|5DMG|6aVULN|7RPLT|8RCR|9BEXP
544	21536 13224	   	158.28	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|3AART|4CDMG|5DMG|6aVULN|7RPLT|8RCR|9LHND
545	45331 34233	   	158.22	ACR|2DMG|2AART|1CDMG|1DUR	1CGEN|2DUR|3RCR|45DMG|6FEWX|7CDMG|8RMIN|9aAART
546	33111 53434	   	158.18	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1RPLT|2AART|3aVULN|4aLWND|5BELT|6CDMG|7ASPD|8RCR|9aDUR|aBPWR
547	33121 53434	   	158.18	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1RPLT|2AART|3aVULN|4aLHND|5BELT|6CDMG|7ASPD|8RCR|9aDUR|aBPWR
548	11536 13214	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CGEN|3AART|4CDMG|5DMG|6aVULN|7RPLT|8RCR|9BEXP
549	11536 13224	   	158.18	DCR|2VULN|1AART|1DMG|1CDMG	1DUST|2CGEN|3AART|4CDMG|5DMG|6aVULN|7RPLT|8RCR|9LHND
550	44232 31132	   	158.17	DCR|3VULN|1DMG|2ASPD|1DUR	1CGEN|289VULN|3DUR|4DMG|5MLV|6RCR|7aASPD
551	45632 31132	   	158.17	DCR|3VULN|1DMG|2ASPD|1DUR	1CGEN|2DUR|389VULN|4DMG|5MLV|6RCR|7aASPD
552	61232 31132	   	158.17	DCR|3VULN|1DMG|2ASPD|1DUR	189VULN|2CGEN|3DUR|4DMG|5MLV|6RCR|7aASPD
553	61261 36112	   	158.17	DCR|3VULN|1DMG|2ASPD|1DUR	178VULN|2CGEN|3DUR|4aASPD|5DMG|6RCR|9MLV
554	61261 36132	   	158.15	DCR|3VULN|1DMG|2DUR|1ASPD	178VULN|2CGEN|39DUR|4ASPD|5DMG|6RCR|aRCVC
555	44211 31132	   	158.07	DCR|3VULN|1DMG|2ASPD|1DUR	1CGEN|289VULN|3DUR|4TLV|5DMG|6RCR|7aASPD
556	45611 31132	   	158.07	DCR|3VULN|1DMG|2ASPD|1DUR	1CGEN|2DUR|389VULN|4TLV|5DMG|6RCR|7aASPD
557	61211 31132	   	158.07	DCR|3VULN|1DMG|2ASPD|1DUR	189VULN|2CGEN|3DUR|4TLV|5DMG|6RCR|7aASPD
558	61261 34132	   	158.07	DCR|3VULN|1DMG|2ASPD|1DUR	189VULN|2CGEN|3DUR|4aASPD|5DMG|6RCR|7TLV
559	61261 36332	   	158.07	DCR|3VULN|1DMG|2ASPD|1DUR	179VULN|2CGEN|3DUR|4aASPD|5DMG|6RCR|8TLV
