0	Index      	 *	Score 	Summary	Detail	
1	25341 22321	 * 	196.74	ACR|3DMG|2VULN|3CDMG|2ZMB	148CDMG|29VULN|3RCR|5BELT|68ZMB|78aDMG|8BPWR
478	25362 84333	 * 	168.54	ACR|2VULN|1AART|2CDMG|2ASPD|1DUR	17CDMG|27VULN|3RCR|4MBVNT|57ASPD|6RCVC|7BPWR|8VENICY|9DUR|aAART
479	37711 34235	   	168.54	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aERES
480	37711 34236	   	168.54	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8DUR|9AART|aDUST
481	21651 24331	 * 	168.54	DCR|3VULN|1AART|2CDMG|2ZMB	18CDMG|2BELT|3DUST|468VULN|5RMIN|78ZMB|8BPWR|9RCR|aAART
482	25326 42111	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3RCR|4LEGI|59DMG|6AART|7BEXP|8ASPD|aLWND
483	25326 42221	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4LEGI|5DMG|6AART|7BEXP|8DUR|9LWND
484	25326 43111	   	168.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3RCR|4LEGI|59DMG|6AART|7LHND|8ASPD|aLWND
485	32452 11221	   	168.53	ACR|3DMG|2AART|1CDMG	1MBVNT|2BEXP|3RCR|49aDMG|5DUST|68AART|7CDMG
486	64332 13612	   	168.52	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|279VULN|3CDMG|4RCR|5ASPD|6CGEN|8DMG
487	25326 42113	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3RCR|4LEGI|59DMG|6AART|7BEXP|8ASPD|aDUST
488	25326 43113	   	168.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CDMG|2VULN|3RCR|4LEGI|59DMG|6AART|7LHND|8ASPD|aDUST
489	36112 21654	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3LIT|4AART|5DMG|689VULN|7LWND|aRCR
490	36112 22554	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3LIT|4AART|5DMG|679VULN|8LHND|aRCR
491	36112 22614	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3LIT|4AART|5DMG|678VULN|9LHND|aRCR
492	64332 23612	   	168.42	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|279VULN|3CDMG|4RCR|5ASPD|6TLV|8DMG
493	64333 12122	 * 	168.39	ACR|3VULN|1AART|3DUR|1CDMG|1SELL	189DUR|289VULN|3CDMG|4RCR|5SELL|6CGEN|789DUST|89BPWR|aAART
494	33451 37384	   	168.34	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7RCVC|8DUR|9VULN|aAART
495	33451 37534	   	168.34	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7RCVC|8VULN|9DUR|aAART
496	37711 33418	   	168.34	ACR|3DMG|1AART|2ASPD|1CDMG	1MBVNT|2LEGI|3RCR|468DMG|56ASPD|6BPWR|7CDMG|9LWND|aAART
497	25361 53431	   	168.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|27VULN|3RCR|4MBVNT|59ERES|6AART|8DUR|aDMG
498	25311 41531	   	168.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3RCR|4DUST|59ERES|6AART|7DUR|aDMG
499	36112 22684	   	168.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3LIT|4AART|5DMG|678VULN|9LEGI|aRCR
500	64333 52122	 * 	168.29	ACR|3VULN|1AART|3DUR|1CDMG|1SELL	189DUR|289VULN|3CDMG|4RCR|5SELL|6TLV|789DUST|89BPWR|aAART
501	42256 22131	   	168.22	DCR|3DMG|1AART|1VULN|1ASPD	1VULN|2LHND|3RCVC|459DMG|6ASPD|7AART|8RCR|aFEWX
502	42256 22132	   	168.22	DCR|3DMG|1AART|1VULN|1ASPD	1VULN|2LHND|3RCVC|459DMG|6ASPD|7AART|8RCR|aLWND
503	25345 31222	   	168.18	ACR|4VULN|3CDMG|1DUR	147CDMG|2789VULN|3RCR|5RCVC|679MLV|79BPWR|aDUR
504	32765 21432	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	1MBVNT|2BEXP|3DMSP|46DMG|58AART|7RCR|9VULN|aZMB
505	33765 21432	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	1MBVNT|2FEWX|3DMSP|46DMG|58AART|7RCR|9VULN|aZMB
506	22335 35351	   	168.13	ACR|3VULN|2AART|1CDMG	1CDMG|25BEXP|3RCR|4RPLT|68aVULN|79AART
507	21651 22333	   	168.13	DCR|3VULN|2DMG|2CDMG	18CDMG|2BELT|3DUST|468VULN|5RMIN|78DMG|8BPWR|9RCR|aMLV
508	21651 22336	   	168.13	DCR|3VULN|2DMG|2CDMG	18CDMG|2BELT|3DUST|468VULN|5RMIN|78DMG|8BPWR|9RCR|aRPLT
509	33456 12316	   	168.11	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|29FEWX|3RCR|49DMG|5BEXP|6AART|7LIT|89CDMG|9BPWR|aVULN
510	33545 11231	 * 	168.09	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1MBVNT|2FEWX|34ZMB|56AART|7RCR|8CDMG|9VULN|aDMG
511	37711 34142	   	168.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8BELT|9DUR|aAART
512	21651 22332	   	168.03	DCR|3VULN|2DMG|2CDMG	18CDMG|2BELT|3DUST|468VULN|5RMIN|78DMG|8BPWR|9RCR|aERES
513	21651 22334	   	168.03	DCR|3VULN|2DMG|2CDMG	18CDMG|2BELT|3aDUST|468VULN|5RMIN|78DMG|8BPWR|9RCR
514	25311 42261	   	168.01	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|29VULN|3RCR|4DUST|5ERES|6AART|79CGEN|8RMIN|9BPWR|aDMG
515	32452 12316	   	168.01	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|29BEXP|3RCR|49DMG|5DUST|6AART|7LIT|89CDMG|9BPWR|aVULN
516	33452 12316	   	168.01	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|29FEWX|3RCR|49DMG|5DUST|6AART|7LIT|89CDMG|9BPWR|aVULN
517	25231 43115	   	168.00	ACR|2VULN|2AART|2CDMG|1ZMB	18CDMG|27VULN|38FEWX|4RCR|58ERES|6aAART|8BPWR|9ZMB
518	25321 41112	   	167.99	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	18CDMG|28VULN|3RCR|4LEGI|58ERES|6AART|7RCVC|8BPWR|9ZMB|aDUR
519	37245 44283	 * 	167.95	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1MBVNT|2LEGI|3DMG|4LWND|5RCR|69VULN|7FLTHEA|8CDMG|aAART
520	25343 42313	   	167.94	ACR|3VULN|1AART|2CDMG|1DUR	14CDMG|269VULN|3RCR|5ERES|7MBVNT|8DUR|aAART
521	25326 14111	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3RCR|4LEGI|5DMG|6CGEN|7AART|9DUR|aLWND
522	25326 14132	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|28VULN|3RCR|4LEGI|5DMG|6CGEN|7AART|9LWND|aASPD
523	33451 36181	   	167.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2aFEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9VULN
524	33451 36184	   	167.93	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9VULN|aMLV
525	25322 24351	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|29VULN|3RCR|4LEGI|5ASPD|6TLV|7AART|8CGEN|aDMG
526	25326 14113	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3RCR|4LEGI|5DMG|6CGEN|7AART|9DUR|aDUST
527	25326 24111	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3RCR|4LEGI|5DMG|6TLV|7AART|9DUR|aLWND
528	25326 24132	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|28VULN|3RCR|4LEGI|5DMG|6TLV|7AART|9LWND|aASPD
529	33451 36117	   	167.83	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9ERES|aVULN
530	33451 36122	   	167.83	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9LEGI|aVULN
531	33451 36142	   	167.83	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|7AART|8DUR|9DUST|aVULN
532	25322 14121	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|28VULN|3RCR|4LEGI|5ASPD|6CGEN|7AART|9ERES|aDMG
533	25311 43151	   	167.81	ACR|2VULN|1AART|1DMG|2CDMG	18CDMG|27VULN|3RCR|48DUST|58ERES|6AART|8BPWR|9BEXP|aDMG
534	25363 32464	   	167.79	ACR|3VULN|1AART|2CDMG|1DUR|1SELL	18CDMG|269VULN|3RCR|4MBVNT|5SELL|7DUR|aAART
535	25323 11364	   	167.79	ACR|3VULN|2AART|1CDMG|1SELL	1CDMG|29aVULN|3RCR|4LEGI|5SELL|6CGEN|78AART
536	25322 24121	   	167.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|28VULN|3RCR|4LEGI|5ASPD|6TLV|7AART|9ERES|aDMG
537	25326 24113	   	167.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|28VULN|3RCR|4LEGI|5DMG|6TLV|7AART|9DUR|aDUST
538	25364 27311	 * 	167.70	ACR|3VULN|1DMG|3DUR|1CDMG	1CDMG|29aVULN|3RCR|4MBVNT|578DUR|6DMG
539	25323 21364	   	167.69	ACR|3VULN|2AART|1CDMG|1SELL	1CDMG|29aVULN|3RCR|4LEGI|5SELL|6ERES|78AART
540	25326 42212	   	167.69	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|2VULN|3RCR|4LEGI|5DMG|6aAART|7BEXP|89DUR
541	25326 43232	   	167.69	ACR|2AART|1DMG|1VULN|1CDMG|2DUR	1CDMG|2VULN|3RCR|4LEGI|5DMG|69AART|7LHND|8aDUR
542	25264 11412	   	167.69	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	18CDMG|2VULN|3FEWX|4MBVNT|5DUR|6RCR|7aAART|9DMG
543	34253 16127	 * 	167.68	DCR|3DMG|1VULN|3DUR|1CDMG	1MBVNT|2389CGEN|4VULN|589DMG|6RCR|789DUR|89BPWR|aCDMG
544	21513 51623	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BELT|3AART|4BEXP|5DUR|68VULN|7RCR|9DMG|aLHND
545	21531 51623	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BELT|3AART|4DUR|5LHND|68VULN|7RCR|9DMG|aLWND
546	21511 51622	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BELT|3AART|4BEXP|5LHND|68VULN|7RCR|9DMG|aDUR
547	25333 14361	   	167.61	ACR|2VULN|1AART|1DMG|2CDMG	19CDMG|29VULN|3RCR|4RMIN|5MLV|6LWND|7AART|89CGEN|9BPWR|aDMG
548	34253 16224	   	167.60	DCR|3VULN|2DMG|2DUR	1MBVNT|239CGEN|48aVULN|59DMG|6RCR|79DUR|9BPWR
549	34451 11524	   	167.60	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|35DMG|49DUR|6RCR|7DMSP|89aVULN|9BPWR
550	34462 11524	   	167.60	DCR|3VULN|2DMG|2DUR	1MBVNT|29CGEN|34DMG|59DUR|6RCR|7DMSP|89aVULN|9BPWR
551	25341 22241	   	167.57	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	14CDMG|2VULN|3RCR|5BELT|6ZMB|7DMG|8DUR|9RCVC|aAART
552	41612 15132	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	179VULN|2LEGI|3AART|4LIT|5RCR|6RMIN|8DUR|aDMG
553	25364 22372	   	167.53	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2VULN|3RCR|4MBVNT|5DUR|6DMG|7ASPD|8CGEN|9aAART
554	62313 23136	   	167.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|7BEXP|8VULN|aZMB
555	62313 25136	   	167.52	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ZMB	19DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|7LHND|8VULN|aZMB
556	42364 11448	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2LHND|3CDMG|4MBVNT|5DUR|6RCR|7AART|8LWND|aDMG
557	42364 11471	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2LHND|3CDMG|4MBVNT|5DUR|6RCR|7AART|8LWND|9DMG
558	25321 41332	   	167.48	ACR|3VULN|1AART|2CDMG	1aCDMG|29aVULN|3RCR|4LEGI|5aERES|6AART|78RCVC|aBPWR
559	25364 22173	   	167.46	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|2aVULN|3RCR|4MBVNT|5DUR|69DMG|7ASPD|8BELT
560	25364 22428	   	167.46	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1CDMG|29VULN|3RCR|4MBVNT|5DUR|6aDMG|7ASPD|8LHND
561	62313 22136	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|7DUST|8VULN|aZMB
562	62313 26236	   	167.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2CGEN|3CDMG|4DMG|5AART|6RCR|7VULN|8DUST|aZMB
563	41364 11448	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2LEGI|3CDMG|4MBVNT|5DUR|6RCR|7AART|8LWND|aDMG
564	41364 11471	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2LEGI|3CDMG|4MBVNT|5DUR|6RCR|7AART|8LWND|9DMG
565	36714 11441	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3LWND|4DUST|5DUR|6RCR|7AART|8DMG|9aVULN
566	22333 35314	   	167.41	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|2BEXP|3RCR|4RPLT|68VULN|7AART|9LHND|aDMG
567	22333 35324	   	167.41	ACR|2VULN|1AART|1DMG|2CDMG	15CDMG|2BEXP|3RCR|4RPLT|68VULN|7AART|9FEWX|aDMG
568	21531 51321	   	167.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	18CDMG|2BELT|3AART|4DUR|5LHND|6VULN|7RCR|9DMG|aZMB
569	21536 51321	   	167.34	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	18CDMG|2BELT|3AART|4DUR|5LWND|6VULN|7RCR|9DMG|aZMB
570	25231 43132	   	167.34	ACR|3VULN|3CDMG|1AART	18aCDMG|279VULN|38aFEWX|4RCR|58aERES|6AART|8aBPWR
571	25352 52112	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4CANHEL|5DUR|6DMG|7FEWX|8AART|9CGEN
572	22326 31123	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2BEXP|3RCR|4LHND|5DMG|6SNIHEL|7aVULN|8AART|9DUR
573	25355 22123	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4CANHEL|5DMG|6LHND|7FEWX|8AART|9DUR
574	25366 23412	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2aVULN|3RCR|4MBVNT|5LHND|6DMG|7BELT|8AART|9ASPD
575	41365 11411	   	167.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2LEGI|3CDMG|4MBVNT|5DUST|6RCR|7AART|8DMG|9DUR
576	25342 14121	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	14CDMG|28VULN|3RCR|5LHND|6LWND|7AART|9ERES|aDMG
577	33451 36441	   	167.31	ACR|2DMG|1AART|1VULN|3ASPD	1MBVNT|2FEWX|3RCR|46DMG|569ASPD|6BPWR|7AART|8MLV|aVULN
578	25232 53611	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|279VULN|3FEWX|4RCR|5ASPD|6ZMB|8DMG|aLIT
579	25232 53613	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|279VULN|3FEWX|4RCR|5ASPD|6ZMB|8DMG|aLWND
580	64335 32211	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|278VULN|3CDMG|4RCR|5LHND|6RPLT|9DMG|aZMB
581	22365 61111	   	167.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2BEXP|3RCR|4ZMB|57DUR|6AART|8VENICY|9DMG|aVULN
582	25341 62122	   	167.24	ACR|3VULN|3CDMG|1AART	146CDMG|269VULN|3RCR|5BELT|6BPWR|7MLV|8ERES|aAART
583	25231 43122	   	167.24	ACR|3VULN|3CDMG|1AART	189CDMG|27aVULN|38FEWX|4RCR|58ERES|6AART|8BPWR
584	25352 53112	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4CANHEL|5DUR|6DMG|7DUST|8AART|9CGEN
585	32453 31123	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BEXP|3RCR|4DMG|5CDMG|6SNIHEL|7aVULN|8AART|9DUR
586	33453 31123	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2FEWX|3RCR|4DMG|5CDMG|6SNIHEL|7aVULN|8AART|9DUR
587	37718 41411	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LEGI|3RCR|4DMG|5LHND|6aVULN|7CDMG|8AART|9DUR
588	32453 31141	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BEXP|3RCR|4DMG|5CDMG|6SNIHEL|79VULN|8AART|aDUR
589	33453 31141	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2FEWX|3RCR|4DMG|5CDMG|6SNIHEL|79VULN|8AART|aDUR
590	25326 32123	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4LEGI|5DMG|6AIRHEA|7FEWX|8AART|9DUR
591	25351 53123	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4CANHEL|5BEXP|6DMG|7DUST|8AART|9DUR
592	25355 23123	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4CANHEL|5DMG|6LHND|7DUST|8AART|9DUR
593	21652 23331	 * 	167.23	DCR|3VULN|1AART|2CDMG|2ASPD	18CDMG|2BELT|3DUST|468VULN|58ASPD|7RMIN|8BPWR|9RCR|aAART
594	25255 21123	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3FEWX|4CANHEL|5DMG|6LHND|9RCR|aAART
595	41332 63422	   	167.23	DCR|3VULN|1AART|2CDMG|1FLTHEA	145VULN|2LEGI|34CDMG|4BPWR|6FLTHEA|7LWND|8CGEN|9RCR|aAART
596	25241 22331	 * 	167.22	DCR|2VULN|2DMG|3CDMG|1ZMB	148CDMG|28VULN|3FEWX|5BELT|6ZMB|78DMG|8BPWR|9LWND|aRCR
597	25241 22341	   	167.22	DCR|2VULN|2DMG|3CDMG|1ZMB	148CDMG|28VULN|3FEWX|5BELT|6ZMB|78DMG|8BPWR|9BEXP|aRCR
598	25345 31121	   	167.20	ACR|3VULN|3CDMG|1DMG	147CDMG|278VULN|3RCR|5RCVC|678MLV|78BPWR|9LHND|aDMG
599	64334 32211	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|278VULN|3CDMG|4RCR|5DUST|6RPLT|9DMG|aZMB
600	25233 32253	   	167.18	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1SELL	1CDMG|26VULN|3FEWX|4RCR|5SELL|7DUR|89AART|aZMB
601	25326 33123	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4LEGI|5DMG|6AIRHEA|7DUST|8AART|9DUR
602	25367 33123	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2aVULN|3RCR|4MBVNT|5DMG|6AIRHEA|7DUST|8AART|9DUR
603	37713 31123	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LEGI|3RCR|4DMG|5CDMG|6SNIHEL|7aVULN|8AART|9DUR
604	25367 33141	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29VULN|3RCR|4MBVNT|5DMG|6AIRHEA|7DUST|8AART|aDUR
605	37713 31147	   	167.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LEGI|3RCR|4DMG|5CDMG|6SNIHEL|79VULN|8AART|aDUR
606	41332 63222	   	167.13	DCR|3VULN|1AART|2CDMG|1FLTHEA	145VULN|2LEGI|34CDMG|4BPWR|6FLTHEA|7LWND|8ERES|9RCR|aAART
607	41332 64323	   	167.13	DCR|3VULN|1AART|2CDMG|1FLTHEA	145VULN|2LEGI|34CDMG|4BPWR|6FLTHEA|7NUKE|8FEWX|9RCR|aAART
608	25241 22311	   	167.12	DCR|2VULN|2DMG|3CDMG|1ZMB	148CDMG|28VULN|3FEWX|5BELT|6ZMB|78DMG|8BPWR|9DUST|aRCR
609	25345 31111	   	167.10	ACR|3VULN|3CDMG|1DMG	147CDMG|278VULN|3RCR|5RCVC|678MLV|78BPWR|9DMG|aMBVNT
610	25345 31112	   	167.10	ACR|3VULN|3CDMG|1DMG	147CDMG|278VULN|3RCR|5RCVC|678MLV|78BPWR|9DMG|aERES
611	25345 31113	   	167.10	ACR|3VULN|3CDMG|1DMG	147CDMG|278VULN|3RCR|5RCVC|678MLV|78BPWR|9DMG|aLEGI
612	25321 41125	   	167.09	ACR|2VULN|3CDMG|1AART|1ZMB	189CDMG|28VULN|3RCR|4LEGI|58ERES|6AART|7RCVC|8BPWR|aZMB
613	25313 32214	   	167.09	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4DUST|5SELL|7DUR|8AART|9LHND|aDMG
614	25313 32224	   	167.09	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4DUST|5SELL|7DUR|8AART|9FEWX|aDMG
615	25363 32215	   	167.09	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4MBVNT|5SELL|7DUR|8AART|9LHND|aDMG
616	25363 32225	   	167.09	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4MBVNT|5SELL|7DUR|8AART|9FEWX|aDMG
617	22361 21421	   	167.09	ACR|3VULN|1AART|1CDMG|1ZMB	1CDMG|257BEXP|3RCR|4ZMB|69aVULN|8AART
618	25321 51532	   	167.06	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|58ERES|6SELL|7AART|8BPWR|9DMG|aFEWX
619	25323 21532	   	167.06	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|9DMG|aFEWX
620	25323 21535	   	167.06	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|9DMG|aDMSP
621	64333 35313	   	167.04	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|268VULN|3CDMG|4RCR|5SELL|7ZMB|9DMG|aLHND
622	25233 35411	   	167.04	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|268VULN|3FEWX|4RCR|5SELL|7ZMB|9DMG|aDUR
623	33457 34452	 * 	167.03	ACR|2VULN|2DMG|2FLTHEA|1DUR	1MBVNT|2aFEWX|3RCR|4aDMG|5DUR|69VULN|7aFLTHEA|8RMIN|aBPWR
624	25364 63313	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	1CDMG|279VULN|3RCR|4MBVNT|56DUR|8CGEN|aAART
625	22343 13562	 * 	167.01	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	14CDMG|2BEXP|3RCR|5DUR|6LWND|7VULN|8DMG|9aAART
626	22343 23562	   	167.01	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	14CDMG|2BEXP|3RCR|5DUR|6FEWX|7VULN|8DMG|9aAART
627	64332 16313	   	167.01	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	18DUR|29VULN|3CDMG|4RCR|5ASPD|6CGEN|7ZMB|aAART
628	64332 53323	   	167.01	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	19DUR|27VULN|3CDMG|4RCR|5ASPD|6ZMB|8CGEN|aAART
629	64332 51313	   	167.01	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	18DUR|29VULN|3CDMG|4RCR|5ASPD|6ZMB|7MLV|aAART
630	25363 32245	   	166.99	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|26VULN|3RCR|4MBVNT|5SELL|7DUR|8AART|9LEGI|aDMG
631	21511 51623	   	166.99	DCR|2VULN|1AART|1DMG|2CDMG	1aCDMG|2BELT|3AART|4BEXP|5LHND|68VULN|7RCR|9DMG
632	25321 51531	   	166.96	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|58ERES|6SELL|7AART|8BPWR|9DMG|aTLV
633	25321 51533	   	166.96	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|58ERES|6SELL|7AART|8BPWR|9DMG|aDUST
634	25323 21531	   	166.96	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|9DMG|aTLV
