0	Index      	 *	Score 	Summary	Detail	
1	32213 36143	 * 	193.42	DCR|3DMG|2VULN|3ASPD|1CDMG|1DUR	129DMG|29BPWR|3DUR|49aASPD|5ERES|6CDMG|7RCR|89VULN
498	11461 11341	   	166.52	DCR|3VULN|2DMG|1CDMG	1RMIN|29FEWX|39aVULN|4CGEN|5CDMG|69DMG|7RCVC|8RCR|9BPWR
499	13461 11341	   	166.52	DCR|3VULN|2DMG|1CDMG	1RMIN|29BEXP|39aVULN|4CGEN|5CDMG|69DMG|7RCVC|8RCR|9BPWR
500	36123 31652	   	166.51	DCR|3DMG|2VULN|3DUR	19aDMG|234DUR|5LIT|67VULN|8RCR
501	36133 31652	   	166.51	DCR|3DMG|2VULN|3DUR	149DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|aDUST
502	62261 52231	   	166.50	DCR|2VULN|2DMG|3ZMB	145DUST|249ZMB|3RCVC|49BPWR|69DMG|79VULN|8RCR|aERES
503	11411 11341	   	166.42	DCR|3VULN|2DMG|1CDMG	1RMIN|29FEWX|39aVULN|4ERES|5CDMG|69DMG|7RCVC|8RCR|9BPWR
504	13411 11341	   	166.42	DCR|3VULN|2DMG|1CDMG	1RMIN|29BEXP|39aVULN|4ERES|5CDMG|69DMG|7RCVC|8RCR|9BPWR
505	33362 11132	   	166.35	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45CGEN|5BPWR|8DUR|9CDMG|aRCR
506	33362 11352	   	166.35	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45CGEN|5BPWR|8CDMG|9DUR|aRCR
507	33211 23636	   	166.35	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|27VULN|3BELT|4DMSP|5aAART|6DUR|8ASPD|9RCR
508	25443 31332	   	166.32	DCR|3VULN|2DMG|1CDMG	1aBEXP|24DUST|34aVULN|4aBPWR|5ERES|6CDMG|7RCVC|8RCR|9aDMG
509	33365 11132	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|4CGEN|8DUR|9CDMG|aRCR
510	33365 11352	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|4CGEN|8CDMG|9DUR|aRCR
511	14136 11361	   	166.25	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|28DMG|3DMSP|45LHND|68DUR|78VULN|8BPWR|9AART|aRCR
512	16236 11361	   	166.25	DCR|2VULN|2DMG|1AART|2DUR	1RMIN|2DMSP|38DMG|45LHND|68DUR|78VULN|8BPWR|9AART|aRCR
513	33614 61133	   	166.17	DCR|3VULN|2DMG|1ZMB	19DMG|257VULN|3AIRHEL|4FEWX|6RCR|8RMIN|aZMB
514	33312 11132	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45ERES|5BPWR|8DUR|9CDMG|aRCR
515	33315 11132	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|4ERES|8DUR|9CDMG|aRCR
516	33352 11132	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45TLV|5BPWR|8DUR|9CDMG|aRCR
517	33352 11352	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|45TLV|5BPWR|8CDMG|9DUR|aRCR
518	33355 11132	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|4TLV|8DUR|9CDMG|aRCR
519	33355 11352	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|267VULN|3LWND|4TLV|8CDMG|9DUR|aRCR
520	33262 32262	   	166.12	DCR|3VULN|3DMG	14aDMG|269VULN|3BELT|5aLIT|7aBASICY|8RCR|aBPWR
521	33262 34312	   	166.12	DCR|3VULN|3DMG	147DMG|26aVULN|3BELT|5LIT|8RCR|9LSRICY
522	33262 34331	   	166.12	DCR|3VULN|3DMG	147DMG|269VULN|3BELT|5LIT|8RCR|aBEXP
523	33262 34332	   	166.12	DCR|3VULN|3DMG	147DMG|269VULN|3BELT|5LIT|8RCR|aMLV
524	33262 34335	   	166.12	DCR|3VULN|3DMG	147DMG|269VULN|3aBELT|5LIT|8RCR
525	33262 34336	   	166.12	DCR|3VULN|3DMG	147DMG|269VULN|3BELT|5LIT|8RCR|aFEWX
526	33261 13433	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	14DMG|2VULN|3BELT|58AART|6BEXP|7ERES|9RCR|aCDMG
527	33261 16433	   	166.02	DCR|2AART|2DMG|1VULN|1CDMG	14DMG|2VULN|3BELT|58AART|6BEXP|7NUKE|9RCR|aCDMG
528	33262 34325	   	166.02	DCR|3VULN|3DMG	147DMG|26aVULN|3BELT|5LIT|8RCR|9NUKE
529	32231 52223	   	166.01	DCR|3DMG|1AART|1VULN|2DUR	124DMG|24BPWR|34DUR|5FEWX|6VULN|7MLV|8RMIN|9RCR|aAART
530	36531 52223	   	166.01	DCR|3DMG|1AART|1VULN|2DUR	134DMG|24DUR|4BPWR|5FEWX|6VULN|7MLV|8RMIN|9RCR|aAART
531	33223 24514	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	16DMG|256VULN|3BELT|4RPLT|6BPWR|7ZMB|8ERES|9RCR|aDUR
532	33223 24516	   	166.01	DCR|3VULN|2DMG|1ZMB|1ASPD	16DMG|256VULN|3BELT|4RPLT|6BPWR|7ZMB|8ERES|9RCR|aASPD
533	46413 31332	   	165.97	DCR|2VULN|2DMG|1CDMG|2DUR	1aDUR|2BEXP|3aVULN|47RCVC|5ERES|6CDMG|8RCR|9aDMG|aBPWR
534	33261 36433	   	165.92	DCR|2AART|2DMG|1VULN|1CDMG	14DMG|2VULN|3BELT|58AART|6DUST|7NUKE|9RCR|aCDMG
535	33452 33613	   	165.92	DCR|3VULN|2DMG|1ZMB|1SELL	18DMG|23aVULN|4SELL|5LHND|6RCR|7LEGI|9ZMB
536	32232 45521	   	165.84	DCR|3DMG|1AART|1CDMG|2DUR|1ASPD	124DMG|24BPWR|34DUR|5CDMG|6LIT|7AART|8ASPD|9ERES|aRCR
537	33362 32542	   	165.83	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|3LWND|457CGEN|58BPWR|68CDMG|9ERES|aRCR
538	33362 33542	   	165.83	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|37LWND|45CGEN|58BPWR|68CDMG|9ERES|aRCR
539	36133 31621	 * 	165.82	DCR|2VULN|2DMG|3DUR|2ZMB	14DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9aZMB
540	32231 56423	   	165.81	DCR|3DMG|1AART|1VULN|2DUR	124DMG|24BPWR|34DUR|5FEWX|6VULN|78DUST|9RCR|aAART
541	33312 32512	   	165.73	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|37LWND|45ERES|58BPWR|68CDMG|9CGEN|aRCR
542	33315 32512	   	165.73	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|37LWND|4ERES|68CDMG|8BPWR|9CGEN|aRCR
543	33322 31364	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2VULN|3LWND|4LHND|5CDMG|6RCR|7LSRHEA|8ASPD|aAART
544	33211 14133	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3BELT|4DMSP|5AART|6BEXP|8ZMB|9RCR|aCDMG
545	33421 31363	   	165.65	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|237aVULN|45DUR|6ASPD|8RCVC|9RCR
546	33424 12363	   	165.65	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|236aVULN|47DUR|5ASPD|8RCVC|9RCR
547	32533 62321	   	165.65	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	12DMG|2BPWR|35CGEN|4AART|6RCR|7aDUR|8CDMG|9ZMB
548	32533 62611	   	165.65	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	12DMG|2BPWR|35CGEN|4AART|6RCR|7aDUR|8ZMB|9CDMG
549	33315 31512	   	165.63	DCR|3DMG|2VULN|2CDMG	158DMG|28VULN|3LWND|47ERES|68CDMG|8BPWR|9CGEN|aRCR
550	33521 33627	   	165.63	DCR|3DMG|2VULN|2CDMG	178DMG|28VULN|3CGEN|4BEXP|58CDMG|6MBVNT|8BPWR|9ERES|aRCR
551	33211 34133	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3BELT|4DMSP|5AART|6DUST|8ZMB|9RCR|aCDMG
552	32212 14255	   	165.55	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	12DMG|2BPWR|3DUR|4ASPD|5FEWX|6VULN|7BELT|8CDMG|9RCR|aAART
553	33261 23231	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3aBELT|5AART|6DUR|8RMIN|9RCR
554	33261 23232	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8RMIN|9RCR|aRPLT
555	33261 23235	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8RMIN|9RCR|aLWND
556	32151 84435	   	165.54	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	127DMG|2BPWR|3BEXP|4SELL|5MBVNT|6ZMB|8AART|9RCR|aVULN
557	33261 14632	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|27VULN|3BELT|5AART|6BEXP|8ASPD|9RCR|aDUST
558	33261 23233	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8RMIN|9RCR|aDUST
559	33261 23234	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8RMIN|9RCR|aERES
560	33261 23331	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3aBELT|5AART|6DUR|8ERES|9RCR
561	33261 23332	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ERES|9RCR|aRPLT
562	33261 23336	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ERES|9RCR|aLIT
563	33262 32226	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|26VULN|3BELT|5LIT|7BASICY|8RCR|9AART|aASPD
564	33263 53433	   	165.42	DCR|2DMG|2AART|1VULN|1CDMG	14DMG|2VULN|3BELT|5BEXP|68AART|7ERES|9RCR|aCDMG
565	32412 35153	   	165.42	DCR|3DMG|1AART|1VULN|1ASPD	12aDMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|7VULN|8RCR|9CGEN
566	32214 52242	 * 	165.38	DCR|3DMG|1VULN|3DUR|2ASPD	129DMG|29BPWR|367DUR|49ASPD|5RCVC|8RCR|aVULN
567	33522 33312	 * 	165.38	DCR|3DMG|2VULN|2ZMB|1SELL	15aDMG|2aVULN|3CGEN|45BEXP|5aBPWR|6RMIN|7SELL|8RCR|9aZMB
568	33261 23333	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ERES|9RCR|aDUST
569	33261 23334	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8aERES|9RCR
570	32412 35143	   	165.32	DCR|3DMG|1AART|1VULN|1ASPD	12aDMG|2BPWR|3LWND|4ASPD|5FEWX|6AART|7VULN|8RCR|9TLV
571	33422 63322	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|239VULN|4DUR|5LIT|6AART|7DUST|8RCR|aFEWX
572	33422 63323	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|239VULN|4DUR|5LIT|6AART|7DUST|8RCR|aLWND
573	33422 63333	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|23aVULN|4DUR|5LIT|6AART|7DUST|8RCR|9MLV
574	33422 63352	   	165.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|23aVULN|4DUR|5LIT|6AART|7DUST|8RCR|9LHND
575	35122 31562	 * 	165.31	DCR|3DMG|2AART|1CDMG	169DMG|24MLV|3aAART|5CDMG|7BEXP|8RCR
576	33525 33312	 * 	165.28	DCR|3DMG|2VULN|2ZMB|1SELL	15aDMG|2aVULN|3CGEN|4BEXP|6RMIN|7SELL|8RCR|9aZMB|aBPWR
577	14522 63312	 * 	165.28	DCR|3VULN|2DMG|2ZMB|1SELL	1RMIN|2aDMG|35aVULN|45BEXP|5aBPWR|6ERES|7SELL|8RCR|9aZMB
578	31236 21422	   	165.27	DCR|3DMG|1VULN|2CDMG|2DUR	14aDMG|2DMSP|34DUR|4aBPWR|5aLWND|6ERES|7VULN|8RCR|9aCDMG
579	31426 13422	   	165.27	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2DMSP|3LWND|4aDUR|5CGEN|6VULN|8RCR|9aCDMG|aBPWR
580	31552 13422	   	165.27	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2DMSP|3CGEN|4aDUR|5FEWX|6VULN|8RCR|9aCDMG|aBPWR
581	14624 13322	 * 	165.27	DCR|3DMG|2FLTHEA|1VULN|2DUR	1RMIN|27aDMG|37FLTHEA|4LWND|5LHND|67DUR|7BPWR|8RCR|9VULN
582	14631 13322	   	165.27	DCR|3DMG|2FLTHEA|1VULN|2DUR	1RMIN|27aDMG|37FLTHEA|4LHND|5LWND|67DUR|7BPWR|8RCR|9VULN
583	33634 51131	   	165.25	DCR|2VULN|2DMG|1AART|1DUR	14DMG|26VULN|3AIRHEL|5aDUST|7DUR|8RCR|9AART
584	33634 51133	   	165.25	DCR|2VULN|2DMG|1AART|1DUR	14DMG|26VULN|3AIRHEL|5DUST|7DUR|8RCR|9AART|aLEGI
585	33422 63326	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|239VULN|4DUR|5LIT|6AART|7DUST|8RCR|aTLV
586	35121 55211	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|24MLV|3AART|57VULN|6RMIN|8RCR|9CDMG|aDUR
587	35121 56211	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	17DMG|24MLV|3AART|5VULN|6RMIN|8RCR|9CDMG|aDUR
588	35122 35512	   	165.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16DMG|24MLV|3AART|5CDMG|7VULN|8RCR|9DUR|aBEXP
589	35122 33562	   	165.21	DCR|3DMG|2AART|1CDMG	169DMG|24MLV|3aAART|5CDMG|7DUST|8RCR
590	14523 63312	 * 	165.18	DCR|3VULN|2DMG|2ZMB|1SELL	1RMIN|2aDMG|36aVULN|4BEXP|5ERES|7SELL|8RCR|9aZMB|aBPWR
591	31352 13422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2DMSP|3TLV|4aDUR|5FEWX|6VULN|8RCR|9aCDMG|aBPWR
592	31356 13422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2DMSP|3TLV|4aDUR|5LHND|6VULN|8RCR|9aCDMG|aBPWR
593	32226 21422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	12aDMG|2aBPWR|34DUR|5aLWND|6ERES|7VULN|8RCR|9aCDMG
594	32241 21422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	12aDMG|2aBPWR|35DUR|4aLWND|6ERES|7VULN|8RCR|9aCDMG
595	32356 21422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	12aDMG|2aBPWR|3TLV|4aDUR|56LHND|7VULN|8RCR|9aCDMG
596	33123 63422	   	165.17	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2VULN|3aDUR|46LHND|5ERES|8RCR|9aCDMG|aBPWR
597	33412 32121	   	165.17	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4ASPD|5FEWX|6CDMG|7CGEN|9RCR
598	33434 32121	   	165.17	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4FEWX|5ASPD|6CDMG|7CGEN|9RCR
599	35121 13442	 * 	165.15	DCR|3AART|2VULN|1DMG	1DMG|24MLV|39aAART|58VULN|6RCR|7CGEN
600	33254 13341	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DMG|268VULN|3aBELT|4ERES|5RCR|7AART|9DUR
601	33254 13342	   	165.14	ACR|3VULN|1AART|1DMG|1DUR	1DMG|268VULN|3BELT|4ERES|5RCR|7AART|9DUR|aRPLT
602	35122 35511	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16DMG|24MLV|3AART|5CDMG|7VULN|8RCR|9DUR|aDUST
603	35122 35513	   	165.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16DMG|24MLV|3AART|5CDMG|7VULN|8RCR|9DUR|aAIRHEA
604	35121 13451	   	165.08	DCR|3VULN|1AART|1DMG	1DMG|24MLV|3AART|58aVULN|6RCR|79CGEN
605	33213 54133	   	165.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3BELT|4DMSP|5BEXP|6AART|8ZMB|9RCR|aCDMG
606	31231 21422	   	165.07	DCR|3DMG|1VULN|2CDMG|2DUR	14aDMG|2DMSP|34DUR|4aBPWR|5aDUST|6ERES|7VULN|8RCR|9aCDMG
607	33123 23422	   	165.07	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2VULN|3aDUR|4LHND|56ERES|8RCR|9aCDMG|aBPWR
608	41512 13422	   	165.07	DCR|3DMG|1VULN|2CDMG|2DUR	1aDUR|24TLV|37aDMG|5FEWX|6VULN|8RCR|9aCDMG|aBPWR
609	33412 14421	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4ASPD|5FEWX|7ERES|8CDMG|9RCR
610	33412 16221	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4ASPD|5FEWX|7CDMG|8ERES|9RCR
611	33412 16343	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4ASPD|5FEWX|7CDMG|8MBVNT|9RCR
612	33412 31121	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4ASPD|5FEWX|6CDMG|7ERES|9RCR
613	33416 16343	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4ASPD|5LHND|7CDMG|8MBVNT|9RCR
614	33434 16221	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4FEWX|5ASPD|7CDMG|8ERES|9RCR
615	33434 16343	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|236aVULN|4FEWX|5ASPD|7CDMG|8MBVNT|9RCR
616	33434 31121	   	165.07	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4FEWX|5ASPD|6CDMG|7ERES|9RCR
617	32214 37823	   	165.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	12DMG|2BPWR|3DUR|4ASPD|5RCVC|6MBVNT|7CDMG|8RCR|9aVULN
618	33254 13343	   	165.04	ACR|3VULN|1AART|1DMG|1DUR	1DMG|268VULN|3BELT|4ERES|5RCR|7AART|9DUR|aDUST
619	32533 62361	   	165.01	DCR|3DMG|1AART|1CDMG|1DUR	129DMG|2BPWR|35CGEN|4AART|6RCR|7DUR|8CDMG|aBELT
620	32533 62362	   	165.01	DCR|3DMG|1AART|1CDMG|1DUR	129DMG|2BPWR|35CGEN|4AART|6RCR|7DUR|8CDMG|aLWND
621	33254 13411	 * 	165.00	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|26VULN|3BELT|4ERES|5RCR|78AART|9CGEN|aZMB
622	33254 13431	   	165.00	ACR|2VULN|2AART|1DMG|1ZMB	1DMG|26VULN|3BELT|4ERES|5RCR|78AART|9RMIN|aZMB
623	33214 54133	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|27VULN|3BELT|4DMSP|5DUST|6AART|8ZMB|9RCR|aCDMG
624	33322 35553	   	164.98	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1DMG|29aVULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|8BEXP
625	33322 35642	   	164.98	DCR|3DMG|1VULN|1FLTHEA|1CDMG	189DMG|2VULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|aLIT
626	32221 21422	   	164.97	DCR|3DMG|1VULN|2CDMG|2DUR	12aDMG|2aBPWR|34DUR|5aDUST|6ERES|7VULN|8RCR|9aCDMG
627	33114 23422	   	164.97	DCR|3DMG|1VULN|2CDMG|2DUR	17aDMG|2VULN|3aDUR|46ERES|5DUST|8RCR|9aCDMG|aBPWR
628	36521 21422	   	164.97	DCR|3DMG|1VULN|2CDMG|2DUR	13aDMG|24DUR|5aDUST|6ERES|7VULN|8RCR|9aCDMG|aBPWR
629	32232 26626	   	164.96	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|5CDMG|6LWND|7ZMB|8VULN|9ERES|aRCR
630	32232 13466	   	164.96	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|5CDMG|6ERES|7ZMB|8CGEN|9VULN|aRCR
631	32234 33342	   	164.96	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|5CGEN|6CDMG|7ZMB|8DUST|9VULN|aRCR
632	32162 33225	   	164.96	DCR|3DMG|3CDMG|1AART|1DUR	124DMG|246BPWR|346BEXP|568CDMG|7DUR|9AART|aRCR
633	33112 16316	   	164.96	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|45ERES|5BPWR|7RPLT|8AART|9RCR|aRCVC
634	33115 16316	   	164.96	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|4ERES|7RPLT|8AART|9RCR|aRCVC
635	33456 11313	   	164.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1SELL	1DMG|2367VULN|4SELL|5RPLT|8CDMG|9RCR|aASPD
636	33322 35453	   	164.88	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1DMG|29aVULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|8DUST
637	32533 62241	   	164.88	DCR|2DMG|1AART|1VULN|3DUR	12DMG|2BPWR|35CGEN|4AART|6RCR|789DUR|aVULN
638	32232 13342	   	164.86	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|5CDMG|6ERES|7ZMB|8DUST|9VULN|aRCR
639	36532 13342	   	164.86	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	134DMG|24DUR|4BPWR|5CDMG|6ERES|7ZMB|8DUST|9VULN|aRCR
640	33251 13433	   	164.82	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|26VULN|3BELT|4ERES|5BEXP|78AART|9RCR|aCDMG
641	33252 33433	   	164.82	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|25VULN|3BELT|4ERES|6FEWX|78AART|9RCR|aCDMG
642	32531 15243	   	164.82	DCR|2AART|2DMG|1VULN|1ASPD	12DMG|2BPWR|3CGEN|49AART|5TLV|6RCVC|7VULN|8RCR|aASPD
643	32236 53341	 * 	164.77	DCR|3DMG|3DUR|2ASPD|1CDMG|1ZMB	124DMG|24BPWR|345DUR|6ZMB|78ASPD|9RCR|aCDMG
644	32553 36111	   	164.76	DCR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3CGEN|4DUR|5ERES|6CDMG|7RCR|8VULN|9ZMB|aFLTHEA
645	32233 12421	   	164.71	DCR|3DMG|1AART|1VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6LIT|7RPLT|8AART|9VULN|aRCR
646	36533 12421	   	164.71	DCR|3DMG|1AART|1VULN|2DUR	134DMG|24DUR|4BPWR|5ERES|6LIT|7RPLT|8AART|9VULN|aRCR
647	33232 31152	   	164.71	DCR|2VULN|2AART|1DMG|1DUR	1DMG|27VULN|3BELT|4DUR|5DLOT|6RCR|8aAART|9MLV
648	33261 22236	   	164.71	DCR|2AART|2DMG|1VULN|2DUR	14DMG|2VULN|3BELT|5aAART|67DUR|8RMIN|9RCR
649	32353 36111	   	164.66	DCR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3TLV|4DUR|5ERES|6CDMG|7RCR|8VULN|9ZMB|aFLTHEA
650	32213 36151	   	164.64	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	12DMG|2BPWR|3DUR|4ASPD|5ERES|6CDMG|7RCR|8aVULN|9DMSP
651	33232 31124	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	1DMG|27VULN|3BELT|4DUR|5DLOT|6RCR|8aAART|9ERES
652	33232 31146	   	164.61	DCR|2VULN|2AART|1DMG|1DUR	1DMG|27VULN|3BELT|4DUR|5DLOT|6RCR|8aAART|9DUST
653	36133 31635	   	164.61	DCR|2VULN|2DMG|3DUR|1CDMG	14DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9LWND|aCDMG
654	33521 51121	   	164.54	DCR|4VULN|1DMG|2CDMG	1DMG|268aVULN|3CGEN|4BEXP|56CDMG|6BPWR|7ERES|9RCR
655	33413 36211	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aMLV
656	33413 36216	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aCGEN
657	33413 36262	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9CGEN|aBEXP
658	33413 36352	   	164.51	DCR|2VULN|2DMG|2ASPD|1CDMG	1aDMG|23VULN|4aASPD|5ERES|6CDMG|7RCR|8RMIN|9aFEWX|aBPWR
659	31413 36112	   	164.51	DCR|2VULN|2DMG|2ASPD|1CDMG	1aDMG|2DMSP|3LWND|4aASPD|5ERES|6CDMG|7RCR|8aVULN|9RMIN|aBPWR
660	31413 36142	   	164.51	DCR|2VULN|2DMG|2ASPD|1CDMG	19DMG|2DMSP|3LWND|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aLHND
661	31413 36143	   	164.51	DCR|2VULN|2DMG|2ASPD|1CDMG	19DMG|2DMSP|3LWND|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aBEXP
662	36133 31662	   	164.51	DCR|2VULN|2DMG|3DUR|1CDMG	14DMG|234DUR|4BPWR|5LIT|67VULN|8RCR|9TLV|aCDMG
663	32534 12521	   	164.48	DCR|3DMG|1AART|1VULN	127DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|8VULN|9LHND|aMLV
664	33162 31336	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	159DMG|2VULN|3DUR|45CGEN|5BPWR|6CDMG|7ERES|8RCR|aZMB
665	14522 11143	   	164.45	DCR|5VULN|1DMG|1DUR	1RMIN|2DMG|3567aVULN|45BEXP|5BPWR|8DUR|9RCR
666	33413 36212	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aDUST
