0	Index      	Bounty	 *	Score 	Summary	Detail	
1	16324 11621	8	 * 	271.78	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD|1AART	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9AART|aDMG
483	16362 22532	6	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|236VULN|4LEGI|5BEXP|7DMG|8RCR|9LIT|aTLV
484	16362 32532	4	   	243.07	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|235VULN|4LEGI|6BEXP|7DMG|8RCR|9LIT|aTLV
485	16422 22236	2	   	243.07	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|245VULN|3LHND|6DUR|7DMG|8RCR|9LIT|aERES
486	16363 13432	6	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|238VULN|4LEGI|5ERES|6RCR|7DUR|9LIT|aDMG
487	16363 16133	7	   	242.97	DCR|3VULN|1DMG|1TLV|1CDMG	1CDMG|239VULN|4LEGI|5ERES|6RCR|7DMG|8LIT|aTLV
488	16363 41332	7	   	242.97	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|236VULN|4LEGI|56ERES|6BPWR|7DUR|8RCR|9LIT|aDMG
489	16322 26743	9	 * 	242.96	DCR|2VULN|2DMG|3CDMG|2ASPD	19aCDMG|23VULN|49ASPD|59DMG|6MBVNT|7RCR|8RPLT|9BPWR
490	25533 63331	4	   	242.92	DCR|3VULN|1DMG|1TLV|1CDMG|1SELL	1BEXP|2TLV|369VULN|4SELL|5LIT|7DMG|8RCR|aCDMG
491	45231 63331	4	   	242.92	DCR|3VULN|1DMG|1TLV|1CDMG|1SELL	1LIT|2BEXP|3SELL|4TLV|569VULN|7DMG|8RCR|aCDMG
492	11244 12336	9	   	242.86	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	12CDMG|39DMG|4aVULN|5DUR|6RCR|7LHND|8ASPD
493	13244 12336	9	   	242.86	DCR|2VULN|2DMG|2CDMG|1DUR|1ASPD	12CDMG|2BPWR|39DMG|4aVULN|5DUR|6RCR|7LHND|8ASPD
494	16233 42242	2	   	242.71	DCR|3VULN|2DMG|2CDMG	17CDMG|279VULN|3LWND|4BEXP|5BELT|67DMG|7BPWR|8RCR|aRPLT
495	16233 42243	2	   	242.71	DCR|3VULN|2DMG|2CDMG	17CDMG|279VULN|3LWND|4BEXP|5BELT|67DMG|7BPWR|8RCR|aCGEN
496	12256 15133	1	   	242.61	DCR|3VULN|2DMG|2CDMG	16CDMG|2RPLT|3aDMG|4FEWX|567VULN|6BPWR|8RCR|9LWND
497	16333 15316	8	   	242.61	DCR|3VULN|2DMG|2CDMG	19CDMG|23aVULN|49FEWX|5ERES|6RCR|7MLV|89DMG|9BPWR
498	12242 15143	1	   	242.61	DCR|3VULN|2DMG|2CDMG	16CDMG|2RPLT|3aDMG|479VULN|56LHND|6BPWR|8RCR
499	12324 32512	3	   	242.61	DCR|3VULN|2DMG|2CDMG	19CDMG|2LWND|349VULN|5CGEN|6ERES|79DMG|8RCR|9BPWR|aLHND
500	12324 32514	3	   	242.61	DCR|3VULN|2DMG|2CDMG	19CDMG|2LWND|349VULN|5CGEN|6ERES|79DMG|8RCR|9BPWR|aBEXP
501	12324 32515	3	   	242.61	DCR|3VULN|2DMG|2CDMG	19CDMG|2LWND|349VULN|5CGEN|6ERES|79DMG|8RCR|9BPWR|aFEWX
502	16333 22516	6	   	242.61	DCR|3VULN|2DMG|2CDMG	19CDMG|23aVULN|49FEWX|5ERES|6MLV|79DMG|8RCR|9BPWR
503	16511 64244	3	   	242.61	DCR|3VULN|2DMG|2CDMG	1aCDMG|26aVULN|3CGEN|4ZMB|5MBVNT|7aDMG|8RCR|9RCVC|aBPWR
504	16512 54244	3	   	242.61	DCR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3CGEN|4ZMB|6MBVNT|7aDMG|8RCR|9RCVC|aBPWR
505	32615 31513	5	   	242.61	DCR|3VULN|3DUR|1CDMG	1DMSP|234DUR|589VULN|6RPLT|7RCR|8BPWR|aCDMG
506	42123 61422	10	 * 	242.56	DCR|3VULN|3LIT|2TLV|2AART	127LIT|27aBPWR|37aLWND|45AART|67aVULN|8RCR|9aTLV
507	42223 61431	9	 * 	242.56	DCR|3VULN|3LIT|2CDMG|2AART	127LIT|27aBPWR|37aLHND|45AART|67aVULN|8RCR|9aCDMG
508	11243 15316	9	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|38DMG|49aVULN|5FEWX|6RCR|7MLV
509	11261 13323	3	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|3aDMG|4RPLT|579VULN|6MLV|8RCR
510	11561 13323	2	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|3aDMG|4RPLT|579VULN|6MLV|8RCR
511	13243 15316	9	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|2BPWR|38DMG|49aVULN|5FEWX|6RCR|7MLV
512	13261 13323	3	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|2BPWR|3aDMG|4RPLT|579VULN|6MLV|8RCR
513	13561 13323	2	   	242.51	DCR|3VULN|2DMG|2CDMG	12CDMG|2BPWR|3aDMG|4RPLT|579VULN|6MLV|8RCR
514	16313 15316	8	   	242.51	DCR|3VULN|2DMG|2CDMG	19CDMG|23aVULN|49ERES|5FEWX|6RCR|7MLV|89DMG|9BPWR
515	16363 15312	8	   	242.51	DCR|3VULN|2DMG|2CDMG	19CDMG|239VULN|4LEGI|5ERES|6RCR|7MLV|89DMG|9BPWR|aLHND
516	16363 22512	6	   	242.51	DCR|3VULN|2DMG|2CDMG	19CDMG|239VULN|4LEGI|5ERES|6MLV|79DMG|8RCR|9BPWR|aLHND
517	12324 32511	3	   	242.51	DCR|3VULN|2DMG|2CDMG	19CDMG|2LWND|349VULN|5CGEN|6aERES|79DMG|8RCR|9BPWR
518	16313 22516	6	   	242.51	DCR|3VULN|2DMG|2CDMG	19CDMG|23aVULN|49ERES|5FEWX|6MLV|79DMG|8RCR|9BPWR
519	24523 16221	2	   	242.51	DCR|3VULN|3DUR|1CDMG	1BEXP|267VULN|356DUR|4MBVNT|6BPWR|8RCR|9BBNT|aCDMG
520	16363 15311	8	   	242.41	DCR|3VULN|2DMG|2CDMG	19CDMG|239VULN|4LEGI|5aERES|6RCR|7MLV|89DMG|9BPWR
521	16363 22511	6	   	242.41	DCR|3VULN|2DMG|2CDMG	19CDMG|239VULN|4LEGI|5aERES|6MLV|79DMG|8RCR|9BPWR
522	12322 41246	3	 * 	242.40	DCR|4VULN|2ASPD|1CDMG	1CDMG|2LWND|345aVULN|6DMSP|79ASPD|8RCR
523	12322 61246	3	   	242.40	DCR|4VULN|2ASPD|1CDMG	1CDMG|2LWND|345aVULN|6RCVC|79ASPD|8RCR
524	16122 31246	2	   	242.40	DCR|4VULN|2ASPD|1CDMG	1CDMG|245aVULN|36BEXP|79ASPD|8RCR
525	16122 31246	3	   	242.40	DCR|4VULN|2ASPD|1CDMG	1CDMG|245aVULN|36BEXP|79ASPD|8RCR
526	16332 31246	3	   	242.40	DCR|4VULN|2ASPD|1CDMG	1CDMG|235aVULN|46BEXP|79ASPD|8RCR
527	16513 33335	2	   	242.36	DCR|3VULN|3DUR|1CDMG|1SELL	1CDMG|268VULN|3SELL|4RCVC|567DUR|6BPWR|9TBNT|aRCR
528	15223 26318	10	   	242.36	DCR|2VULN|3DMG|2CDMG|1ASPD	1aCDMG|2CGEN|38aDMG|4ASPD|5ZMB|6MBVNT|7RCR|9aVULN|aBPWR
529	16316 13512	7	   	242.32	DCR|3VULN|2ASPD|2CDMG|1TLV	19CDMG|239VULN|4ERES|5TLV|6LEGI|79ASPD|8RCR|9BPWR|aLHND
530	16363 11512	7	   	242.32	DCR|3VULN|2ASPD|2CDMG|1TLV	19CDMG|239VULN|4LEGI|5ERES|6RCR|7TLV|89ASPD|9BPWR|aLHND
531	15211 26318	10	   	242.26	DCR|2VULN|3DMG|2CDMG|1ASPD	1aCDMG|2CGEN|38aDMG|4ERES|5ASPD|6MBVNT|7RCR|9aVULN|aBPWR
532	16316 13511	7	   	242.22	DCR|3VULN|2ASPD|2CDMG|1TLV	19CDMG|239VULN|4aERES|5TLV|6LEGI|79ASPD|8RCR|9BPWR
533	16363 11511	7	   	242.22	DCR|3VULN|2ASPD|2CDMG|1TLV	19CDMG|239VULN|4LEGI|5aERES|6RCR|7TLV|89ASPD|9BPWR
534	15422 21126	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2CGEN|3DUR|4LWND|5TLV|69aVULN|7ASPD|8RCR
535	16323 11245	7	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5BELT|6DUR|7FEWX|8RCR|aTLV
536	16324 11115	10	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|89CGEN
537	16324 11126	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8CGEN|9RMIN
538	16324 11136	8	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8CGEN|9FEWX
539	16324 11216	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8MLV|9CGEN
540	16324 11316	7	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6RCR|7TLV|8LHND|9DMSP
541	16324 11621	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9aLHND
542	16324 11621	10	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LHND|aLWND
543	16324 11622	10	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LHND|aBEXP
544	16324 11622	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LHND|aLWND
545	16324 12223	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7LHND|8LWND|aTLV
546	16324 13523	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5DUR|6RCR|7LWND|8LHND|aTLV
547	16324 31126	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|23aVULN|4ASPD|5DUR|6BEXP|7TLV|8CGEN|9RCR
548	32221 11666	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|2DUR|3LWND|4ASPD|5CDMG|6RCR|7TLV|89aVULN
549	35221 11626	8	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|28aVULN|3LWND|4ASPD|5CDMG|6RCR|7TLV|9DUR
550	35621 11611	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|aLWND
551	35621 11611	10	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|aFEWX
552	35621 11612	9	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|aLHND
553	35621 11613	10	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|aLHND
554	16621 21612	8	   	242.04	DCR|3VULN|2DUR|3CDMG	168CDMG|268VULN|3BELT|459DMSP|68BPWR|78DUR|aRCR
555	16621 21621	8	   	242.04	DCR|3VULN|2DUR|3CDMG	168CDMG|268VULN|3BELT|45DMSP|68BPWR|78DUR|9RCR|aLWND
556	16621 21622	8	   	242.04	DCR|3VULN|2DUR|3CDMG	168CDMG|268VULN|3BELT|45DMSP|68BPWR|78DUR|9RCR|aFEWX
557	16621 21623	8	   	242.04	DCR|3VULN|2DUR|3CDMG	168CDMG|268VULN|3BELT|45DMSP|68BPWR|78DUR|9RCR|aMLV
558	16621 21632	9	   	242.04	DCR|3VULN|2DUR|3CDMG	168CDMG|268VULN|3BELT|459DMSP|68BPWR|78DUR|aRCR
559	35641 11312	8	   	241.99	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DMSP|29VULN|3DUR|49CGEN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aLWND
560	35641 11313	8	   	241.99	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DMSP|29VULN|3DUR|49CGEN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aBEXP
561	16324 11523	6	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aFEWX
562	16324 12523	6	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78BEXP|8BPWR|9AART|aBELT
563	16324 12523	7	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aFEWX
564	16324 13523	7	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LWND|8BPWR|9AART|aFEWX
565	16324 21233	5	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	19CDMG|239VULN|4ASPD|5DUR|6AART|79BEXP|8RCR|9BPWR|aBELT
566	16324 21236	5	   	241.98	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	19CDMG|239VULN|4ASPD|5DUR|6AART|79BEXP|8RCR|9BPWR|aCGEN
567	12353 51123	9	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|2LWND|369VULN|4DUR|5LEGI|7ASPD|8RCR|aTLV
568	16312 53162	5	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ERES|5BELT|6ASPD|7TLV|9RCR|aDUR
569	16323 41162	7	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7ERES|9RCR|aDUR
570	16323 41162	6	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7ERES|9RCR|aDUR
571	16323 41262	8	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5BELT|6TLV|7ERES|9RCR|aDUR
572	16324 11612	8	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9BBNT|aBEXP
573	16324 11613	8	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9BBNT|aMLV
574	16324 11623	10	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9LHND|aLEGI
575	16324 11632	9	   	241.95	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9ERES|aLHND
576	16324 11633	10	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9ERES|aBEXP
577	16361 23523	7	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|236VULN|4LEGI|5LWND|7ASPD|8RCR|9DUR|aTLV
578	35621 11612	10	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|289VULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|aERES
579	35621 11632	10	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1DMSP|28aVULN|3DUR|4ASPD|5CDMG|6RCR|7TLV|9ERES
580	11513 33632	4	 * 	241.93	DCR|2VULN|3DUR|1DMG|2CDMG|1SELL	12CDMG|3SELL|46VULN|567DUR|6BPWR|8DMG|9LHND|aRCR
581	13513 33632	4	 * 	241.93	DCR|2VULN|3DUR|1DMG|2CDMG|1SELL	12CDMG|26BPWR|3SELL|46VULN|567DUR|8DMG|9LHND|aRCR
582	35641 11311	8	   	241.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DMSP|29VULN|3DUR|49CGEN|5CDMG|6RCR|7TLV|89DMG|9BPWR|aERES
583	16324 11521	6	   	241.88	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aBBNT
584	16324 12521	7	   	241.88	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LHND|8BPWR|9AART|aBBNT
585	16324 12521	6	   	241.88	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78BEXP|8BPWR|9AART|aBBNT
586	16324 13521	7	   	241.88	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	18CDMG|238VULN|4ASPD|5DUR|6RCR|78LWND|8BPWR|9AART|aBBNT
587	16324 21231	5	   	241.88	DCR|3VULN|2CDMG|1DUR|1ASPD|1AART	19CDMG|239VULN|4ASPD|5DUR|6AART|79BEXP|8RCR|9BPWR|aBBNT
588	16324 11631	9	   	241.85	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9aERES
589	16324 11631	10	   	241.85	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1CDMG|238VULN|4ASPD|5DUR|6RCR|7TLV|9aERES
590	16324 13423	6	   	241.85	DCR|2VULN|2DUR|1DMG|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|57DUR|6RCR|8LIT|9RPLT|aDMG
591	16533 13413	6	   	241.84	DCR|3VULN|2DUR|3CDMG	19aCDMG|289VULN|3CGEN|4RMIN|5ERES|6RCR|79DUR|9BPWR
592	16563 21313	6	   	241.84	DCR|3VULN|2DUR|3CDMG	19aCDMG|259VULN|3CGEN|4ERES|69DUR|7RMIN|8RCR|9BPWR
593	16533 61313	7	   	241.84	DCR|3VULN|2DUR|3CDMG	19aCDMG|269VULN|3CGEN|4RMIN|5ERES|79DUR|8RCR|9BPWR
594	16324 11322	8	   	241.81	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1SELL	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8SELL|aCGEN
595	16324 11325	8	   	241.81	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1SELL	1CDMG|239VULN|4ASPD|5DUR|6RCR|7TLV|8SELL|aMLV
