0	Index      	 *	Score 	Summary	Detail	
1	23531 34215	 * 	204.55	ACR|3DMG|2VULN|1AART|2CDMG	1RCR|2BELT|3aLHND|46aDMG|56VULN|6aBPWR|7LIT|8aCDMG|9AART
488	23231 33232	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7DUST|8DUR|9BEXP|aAART
489	23231 34535	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2BELT|3FEWX|46DMG|56VULN|6BPWR|7LIT|8DUR|9ERES|aAART
490	23531 35224	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7ERES|8ASPD|9LWND|aAART
491	23531 36224	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2BELT|3LHND|46DMG|56VULN|6BPWR|7TLV|8ASPD|9LWND|aAART
492	42214 33112	   	174.89	ACR|3DMG|1AART|3DUR|1CDMG|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8CDMG|9aDUST
493	42214 33352	 * 	174.89	ACR|3DMG|1AART|3DUR|2ASPD|1SELL	145DUR|2RCR|345DMG|45BPWR|6SELL|7AART|8DUST|9aASPD
494	13234 23452	   	174.86	DCR|3DMG|1AART|2ASPD|1CDMG|1DUR	14ASPD|258DMG|3MBVNT|6RCR|7DUR|9CDMG|aAART
495	21351 11524	   	174.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2RCVC|3LIT|4DMG|59aVULN|6MLV|7AART|8DUR
496	13234 21532	   	174.83	DCR|3DMG|1AART|1VULN|2ASPD	14ASPD|25aDMG|3MBVNT|6RCR|7VULN|8CANSTR|9AART
497	24211 13123	   	174.81	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2LIT|3AART|4aCDMG|5CGEN|6FEWX|7aMLV|8VULN|9aDMG|aBPWR
498	22512 11163	   	174.73	ACR|2VULN|2DMG|3DUR|2ASPD	1RCR|249CGEN|345DUR|49BPWR|6aVULN|79DMG|89ASPD
499	24212 53123	   	174.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2LIT|3AART|4aCDMG|5BEXP|6TLV|7aMLV|8VULN|9aDMG|aBPWR
500	24216 53123	   	174.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2LIT|3AART|4aCDMG|5LHND|6TLV|7aMLV|8VULN|9aDMG|aBPWR
501	13217 44581	   	174.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|26DMG|3MBVNT|4TLV|5AART|7aVULN|8RCR|9DUR
502	42214 21313	   	174.69	ACR|3DMG|1VULN|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9RMIN|aVULN
503	42214 21341	   	174.69	ACR|3DMG|1VULN|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9VULN|aLIT
504	42214 21342	   	174.69	ACR|3DMG|1VULN|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LHND|7ZMB|8ASPD|9VULN|aRPLT
505	42214 51313	   	174.69	ACR|3DMG|1VULN|3DUR|1ZMB|1ASPD	145DUR|2RCR|345DMG|45BPWR|6LWND|7ZMB|8ASPD|9RMIN|aVULN
506	23231 31533	   	174.68	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7MLV|8RMIN
507	23231 32133	   	174.68	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7LHND|8RCVC
508	23231 32433	   	174.68	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|78LHND
509	23531 32633	   	174.68	ACR|4VULN|2DMG	1RCR|2BELT|37LHND|46DMG|569aVULN|6BPWR|8FEWX
510	24211 16113	   	174.61	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2LIT|3AART|4aCDMG|5CGEN|6FEWX|7aDMG|8VULN|9aERES|aBPWR
511	24215 21226	   	174.61	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2LIT|3AART|49CDMG|5RMIN|68DMG|7LWND|aVULN
512	24231 33563	   	174.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2LIT|3AART|4aERES|5FEWX|6CGEN|7aVULN|8DMG|9aCDMG|aBPWR
513	23231 33133	   	174.58	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7DUST|8RCVC
514	23231 35533	   	174.58	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7ERES|8RMIN
515	23231 36533	   	174.58	ACR|4VULN|2DMG	1RCR|2BELT|3FEWX|46DMG|569aVULN|6BPWR|7TLV|8RMIN
