0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
491	23142 61243	   	164.82	ACR|2AART|2VULN|2ZMB|2DUR	1aAART|29DUR|3MBVNT|47FEWX|5RCR|69ZMB|89VULN|9BPWR
492	45251 23312	   	164.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1SELL|2DMG|3ZMB|49LHND|5aVULN|6RCR|7AART|8ASPD
493	23361 22613	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3LWND|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aCDMG
494	21124 13245	   	164.66	DCR|4VULN|1AART|1ASPD	1AART|2LHND|3MBVNT|4TLV|568aVULN|7RCR|9ASPD
495	21164 13245	   	164.66	DCR|4VULN|1AART|1ASPD	1AART|2LHND|3MBVNT|4ERES|568aVULN|7RCR|9ASPD
496	24124 13245	   	164.66	DCR|4VULN|1AART|1ASPD	1AART|2LWND|3MBVNT|4ERES|568aVULN|7RCR|9ASPD
497	23124 13213	   	164.66	DCR|4VULN|1AART|1DUR	1AART|2DUR|3MBVNT|4TLV|568aVULN|7RCR|9RPLT
498	23112 23413	   	164.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5RCR|69VULN|7ZMB|8ASPD|aCDMG
499	23112 62351	   	164.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|7CDMG|8ASPD|9aVULN
500	23172 62351	   	164.61	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6ZMB|7CDMG|8ASPD|9aVULN
501	23331 22613	   	164.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3LWND|4DUST|5RCR|69VULN|7ASPD|8ZMB|aCDMG
502	23435 13532	   	164.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	19AART|2DUR|3ASPD|4ZMB|5DMG|6LHND|7RPLT|8RCR|aVULN
503	23435 23532	   	164.57	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	19AART|2DUR|3ASPD|4ZMB|5DMG|6LWND|7RPLT|8RCR|aVULN
504	23164 13285	   	164.56	DCR|4VULN|1AART|1DUR	1AART|2DUR|3MBVNT|4ERES|568aVULN|7RCR|9TLV
505	23443 23241	   	164.49	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	14AART|2DUR|3ASPD|5LHND|68VULN|7RCR|9ZMB|aBELT
506	23443 23242	   	164.49	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	14AART|2DUR|3ASPD|5LHND|68VULN|7RCR|9ZMB|aFEWX
507	23443 23243	   	164.49	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	14AART|2DUR|3ASPD|5LHND|68VULN|7RCR|9ZMB|aLIT
508	22623 23413	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2aLIT|37MLV|4aVULN|5CDMG|6RCR|8DMG|9aLWND|aBPWR
509	22623 23443	   	164.48	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2aLIT|37MLV|4aVULN|5CDMG|6RCR|8DMG|9aLHND|aBPWR
510	22623 26326	 * 	164.45	DCR|2AART|1VULN|2CDMG|1DMG	1aAART|2LIT|3MLV|4VULN|59CDMG|6RCR|7DMG|8CGEN
511	31251 42216	   	164.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17ERES|2DMSP|3VULN|4RCR|57LHND|67DMG|7BPWR|8DUR|9AART|aCDMG
512	31252 42216	   	164.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	17ERES|2DMSP|3VULN|4RCR|57FEWX|67DMG|7BPWR|8DUR|9AART|aCDMG
513	31353 42335	 * 	164.43	ACR|2VULN|2DMG|3ASPD|1DUR	17ERES|2DMSP|3DUR|4RCR|57VULN|67DMG|7BPWR|89aASPD
514	21516 14112	   	164.41	DCR|3VULN|1AART|1CDMG|1DUR	1AART|29LHND|3CGEN|4DUR|56aVULN|7RCR|8CDMG
515	21516 14213	   	164.41	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2LHND|3CGEN|4DUR|568VULN|7RCR|9RPLT|aCDMG
516	23562 14213	   	164.41	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3CGEN|468VULN|5LWND|7RCR|9RPLT|aCDMG
517	23441 23242	   	164.39	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	14AART|2DUR|3ASPD|5LEGI|6LWND|7RCR|89VULN|aZMB
518	31212 43514	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2DMSP|3VULN|456DMG|7ZMB|8RCR|9DUR|aCDMG
519	22616 21226	   	164.35	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2LIT|3MLV|49CDMG|5VULN|6RCR|7ERES|8DMG
520	22623 21226	   	164.35	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2LIT|3MLV|4VULN|59CDMG|6RCR|7ERES|8DMG
521	31353 22623	   	164.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2DMSP|3DUR|4RCR|58VULN|6FLTHEA|7DMG|9AART|aLHND
522	31353 22625	   	164.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2DMSP|3DUR|4RCR|58VULN|6FLTHEA|7DMG|9AART|aBEXP
523	31252 22621	   	164.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2DMSP|38VULN|4RCR|5FEWX|6FLTHEA|7DMG|9AART|aASPD
524	31256 22621	   	164.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1ERES|2DMSP|38VULN|4RCR|5BEXP|6FLTHEA|7DMG|9AART|aASPD
525	32353 42116	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2MLV|3ASPD|4RCR|58VULN|6DMG|7LWND|9AART|aCDMG
526	23561 14213	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3CGEN|468VULN|5DUST|7RCR|9RPLT|aCDMG
527	25512 14213	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2ERES|368VULN|4DUR|5LWND|7RCR|9RPLT|aCDMG
528	25523 34213	   	164.31	DCR|3VULN|1AART|1CDMG|1DUR	1AART|24ERES|348VULN|4BPWR|5LWND|6DUR|7RCR|9RPLT|aCDMG
529	25242 12333	 * 	164.30	DCR|3DMG|1AART|3DUR|1ASPD	1AART|257ERES|379DMG|467DUR|79BPWR|8RCR|aASPD
530	23425 36132	   	164.29	DCR|2AART|2DMG|1ZMB|1ASPD|1DUR	16AART|2DUR|3ASPD|4ERES|58DMG|7RCR|9LEGI|aZMB
531	26423 35312	   	164.29	ACR|2VULN|1AART|2FLTHEA|1ZMB|1ASPD	1AART|28FEWX|3ASPD|48FLTHEA|5RCR|6BELT|78VULN|8BPWR|9BEXP|aZMB
532	22616 26112	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4CDMG|5aVULN|6RCR|7DMG|8RMIN|9BEXP
533	22616 26221	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4CDMG|5VULN|6RCR|78DMG|9CGEN|aBEXP
534	22616 26223	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4CDMG|5VULN|6RCR|78DMG|9aCGEN
535	22616 26312	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4CDMG|5aVULN|6RCR|7DMG|8CGEN|9BEXP
536	22623 22635	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|39MLV|48VULN|5CDMG|6RCR|7FEWX|aDMG
537	22623 23451	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|37MLV|49VULN|5CDMG|6RCR|8DMG|aLWND
538	22623 23452	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|37MLV|49VULN|5CDMG|6RCR|8DMG|aBEXP
539	22623 26112	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8RMIN|9BEXP
540	22623 26135	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|39MLV|4VULN|5CDMG|6RCR|7aDMG|8RMIN
541	22623 26141	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8RMIN|9BELT
542	22623 26216	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9aLWND
543	22623 26221	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9CGEN|aBEXP
544	22623 26223	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9aCGEN
545	22623 26225	   	164.28	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9CGEN|aLWND
546	22623 26312	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8CGEN|9BEXP
547	22623 26342	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8CGEN|9FEWX
548	25225 21533	   	164.27	DCR|3DMG|2VULN|1AART|1CDMG|1MSE	1AART|27ERES|356DMG|46VULN|6BPWR|8CDMG|9MSE|aRCR
549	23124 13185	 * 	164.27	DCR|3AART|2VULN|1CDMG|1DUR	19aAART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8CDMG
550	23124 33183	   	164.27	DCR|3AART|2VULN|1CDMG|1DUR	169AART|2DUR|3MBVNT|4TLV|5aVULN|7RCR|8CDMG
551	23434 72142	   	164.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6LHND|7DMG|8CDMG|9RCR|aVULN
552	25123 62226	   	164.25	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2ERES|3TLV|4VULN|59CDMG|6RCR|7LIT|8DMG
553	31353 22326	   	164.23	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	18ERES|2DMSP|3DUR|4RCR|5VULN|6FLTHEA|7aDMG|9AART
554	31353 22624	   	164.23	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1ERES|2DMSP|3DUR|4RCR|58VULN|6FLTHEA|7DMG|9AART|aDUST
555	31353 41622	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2DMSP|3DUR|4RCR|58VULN|6DMG|7AIRHEA|9AART|aCDMG
556	32353 36114	   	164.22	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ERES|2MLV|3ASPD|4RCR|58aVULN|6ZMB|7DUR|9AART
557	21124 13247	   	164.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2LHND|3MBVNT|4TLV|568VULN|7RCR|9ASPD|aCDMG
558	21164 13247	   	164.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2LHND|3MBVNT|4ERES|568VULN|7RCR|9ASPD|aCDMG
559	24124 13247	   	164.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2LWND|3MBVNT|4ERES|568VULN|7RCR|9ASPD|aCDMG
560	21124 13183	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2LHND|3MBVNT|4TLV|56aVULN|7RCR|8CDMG|9DUR
561	23124 13113	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8CDMG|9LHND
562	23124 13133	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8CDMG|9BEXP
563	23124 13173	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8CDMG|9FEWX
564	23124 13235	 * 	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9FEWX|aFLTHEA
565	23124 13265	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9LHND|aFLTHEA
566	23124 13355	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|569VULN|7RCR|8LHND|aFLTHEA
567	23124 13383	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8LHND|9CDMG
568	23124 13555	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|569VULN|7RCR|8BEXP|aFLTHEA
569	23124 13755	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|569VULN|7RCR|8LWND|aFLTHEA
570	23124 13783	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8LWND|9CDMG
571	23164 13213	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9RPLT|aCDMG
572	23164 13235	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9FEWX|aFLTHEA
573	23164 13265	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9LHND|aFLTHEA
574	23164 13273	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9LIT|aCDMG
575	23164 13385	   	164.21	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4ERES|569VULN|7RCR|8LHND|aFLTHEA
576	25511 14213	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2ERES|368VULN|4DUR|5DUST|7RCR|9RPLT|aCDMG
577	26361 22611	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2FEWX|3LWND|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aDMG
578	26112 23853	   	164.19	ACR|3VULN|2AART|1ZMB	1aAART|2FEWX|3MBVNT|4LWND|5RCR|689VULN|7ZMB
579	22616 21212	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4CDMG|5aVULN|6RCR|7ERES|8DMG|9BEXP
580	22616 21242	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4CDMG|5aVULN|6RCR|7ERES|8DMG|9FEWX
581	22616 26222	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4CDMG|5VULN|6RCR|78DMG|9CGEN|aERES
582	25533 62212	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3aVULN|4MLV|5CDMG|6RCR|7LIT|8DMG|9BEXP
583	22623 21212	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7ERES|8DMG|9BEXP
584	22623 21242	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7ERES|8DMG|9FEWX
585	22623 21542	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|7ERES|8LHND|9aDMG
586	22623 21642	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|7ERES|8LWND|9aDMG
587	22623 22442	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7FEWX|8ERES|9DMG
588	22623 23453	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|37MLV|49VULN|5CDMG|6RCR|8DMG|aBASICY
589	22623 26162	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8RMIN|9DUST
590	22623 26214	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9LWND|aERES
591	22623 26222	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9CGEN|aERES
592	22623 26224	   	164.18	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2LIT|3MLV|4VULN|5CDMG|6RCR|78DMG|9CGEN|aBASICY
593	22623 26512	   	164.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7DMG|8ERES|9BEXP
594	23124 13162	   	164.11	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|49TLV|56aVULN|7RCR|8CDMG
595	23124 13225	   	164.11	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9DUST|aFLTHEA
596	23164 13152	   	164.11	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|49ERES|56aVULN|7RCR|8CDMG
597	23164 13225	   	164.11	DCR|3VULN|1AART|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9DUST|aFLTHEA
598	21112 22211	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LHND|3MBVNT|4LWND|5RCR|69VULN|7ASPD|8ZMB|aDMG
599	21112 63438	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2LHND|3MBVNT|4LWND|5RCR|6ZMB|7DUR|89DMG|aVULN
600	21112 83438	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2LHND|3MBVNT|4LWND|5RCR|6DUR|7ZMB|89DMG|aVULN
601	23112 68522	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|7aDMG|8LIT|9VULN
602	23112 68613	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|7DMG|89VULN|aBEXP
603	23142 23775	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6aVULN|7ZMB|8BELT|9DMG
604	23142 63122	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6ZMB|7LIT|8aDMG|9VULN
605	23142 68522	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6ZMB|7aDMG|8LIT|9VULN
606	23142 68613	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6ZMB|7DMG|89VULN|aBEXP
607	23142 68641	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|49FEWX|5RCR|6ZMB|7aDMG|8VULN
608	24172 23411	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LWND|3MBVNT|4BEXP|5RCR|69VULN|7ZMB|8ASPD|aDMG
609	24182 22211	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LWND|3MBVNT|4LHND|5RCR|69VULN|7ASPD|8ZMB|aDMG
610	26331 22611	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2FEWX|3LWND|4DUST|5RCR|69VULN|7ASPD|8ZMB|aDMG
611	23112 23711	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|69VULN|7ZMB|8MLV|aDMG
612	23112 65438	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|7LHND|89DMG|aVULN
613	23112 68338	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|79DMG|8BEXP|aVULN
614	23142 68338	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6ZMB|79DMG|8BEXP|aVULN
615	26112 23841	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2FEWX|3MBVNT|4LWND|5RCR|68VULN|7ZMB|9ASPD|aDMG
616	24132 23853	   	164.09	ACR|3VULN|2AART|1ZMB	1aAART|2LWND|3MBVNT|4DUST|5RCR|689VULN|7ZMB
617	25123 62212	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3TLV|4aVULN|5CDMG|6RCR|7LIT|8DMG|9BEXP
618	25123 62242	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3TLV|4aVULN|5CDMG|6RCR|7LIT|8DMG|9FEWX
619	22623 21452	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2LIT|3MLV|4aVULN|5CDMG|6RCR|7ERES|8MBVNT|9DMG
620	25123 61152	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2ERES|3TLV|4aVULN|5CDMG|6RCR|7CGEN|8MLV|9DMG
621	22423 52352	   	164.02	DCR|2AART|2DMG|1VULN|1DUR	18AART|2LIT|3aDMG|4VULN|5DUR|6DMSP|7RCVC|9RCR
622	31212 34531	 * 	164.01	DCR|3DMG|2VULN|2ASPD	17ERES|2DMSP|39VULN|457DMG|67ASPD|7BPWR|8RCR|aLHND
623	31212 34532	   	164.01	DCR|3DMG|2VULN|2ASPD	17ERES|2aDMSP|39VULN|457DMG|67ASPD|7BPWR|8RCR
624	31212 34533	   	164.01	DCR|3DMG|2VULN|2ASPD	17ERES|2DMSP|39VULN|457DMG|67ASPD|7BPWR|8RCR|aLIT
625	31212 34534	   	164.01	DCR|3DMG|2VULN|2ASPD	17ERES|2DMSP|39VULN|457DMG|67ASPD|7BPWR|8RCR|aMLV
626	32313 32534	   	164.01	DCR|3DMG|2VULN|2ASPD	17ERES|27MLV|37ASPD|456DMG|7BPWR|8RCR|9aVULN
627	23172 68431	 * 	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|68ZMB|7DMG|9CDMG|aVULN
628	23112 68612	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ZMB|7DMG|89VULN|aDUST
629	23142 68612	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6ZMB|7DMG|89VULN|aDUST
630	23331 42242	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3LWND|46DUST|5RCR|7DMG|89VULN|aZMB
631	24132 23411	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2LWND|3MBVNT|4DUST|5RCR|69VULN|7ZMB|8ASPD|aDMG
632	24132 23833	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LWND|3MBVNT|4DUST|5RCR|68VULN|7ZMB|9DMG|aDUR
633	22423 32663	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|48VULN|5DUR|6DUST|7CDMG|9RCR|aCGEN
634	22623 61262	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LIT|3MLV|4VULN|5CDMG|6DUR|7ERES|8aDMG|9RCR
635	22422 12661	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|48VULN|5DUST|6LHND|7CDMG|9RCR|aDUR
636	22423 12663	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|48VULN|5DUR|6LHND|7CDMG|9RCR|aLSRREG
637	31212 34536	   	163.91	DCR|3DMG|2VULN|2ASPD	17ERES|2DMSP|39VULN|457DMG|67ASPD|7BPWR|8RCR|aDUST
638	25222 13234	   	163.88	DCR|3VULN|1AART|1DMG	1AART|2aERES|3DMG|48aVULN|5LWND|6CGEN|7RCR|9aBEXP|aBPWR
639	25222 33234	   	163.88	DCR|3VULN|1AART|1DMG	1AART|2aERES|3DMG|48aVULN|5LWND|6MLV|7RCR|9aBEXP|aBPWR
640	63353 42233	   	163.83	ACR|3VULN|2DMG|1DUR	179LHND|2CGEN|3RCVC|4RCR|57aVULN|67DMG|7BPWR|8DUR
641	22423 13265	   	163.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|28LIT|3DMG|489VULN|5DUR|6LHND|78CGEN|8BPWR|aRCR
642	21454 32143	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LHND|3ASPD|4TLV|5MBVNT|6aVULN|7DMG|8CDMG|9RCR
643	22423 32662	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2LIT|3DMG|48VULN|5DUR|6DUST|7CDMG|9RCR|aERES
644	23127 33255	   	163.81	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|5DMG|68VULN|7RMIN|9RCR|aFLTHEA
645	23127 33455	   	163.81	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6VULN|7RMIN|9RCR|aFLTHEA
646	21326 33264	   	163.78	DCR|3VULN|1AART|1DMG	1AART|2aLHND|3LWND|4aERES|5DMG|6TLV|7RCR|89aVULN|aBPWR
647	63353 42133	   	163.73	ACR|3VULN|2DMG|1ASPD	17LHND|2CGEN|3RCVC|4RCR|57aVULN|67DMG|7BPWR|8TLV|9ASPD
648	22423 33235	   	163.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|28LIT|3DMG|489VULN|5DUR|6DUST|78CGEN|8BPWR|aRCR
649	21124 13538	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2LHND|3MBVNT|4TLV|56aVULN|7RCR|8BEXP|9DMG
650	21127 24431	   	163.68	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4TLV|58aDMG|6LWND|7RCR|9VULN
651	21127 34361	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2LHND|3MBVNT|4TLV|5DMG|69aVULN|7RCR|8RPLT
652	21127 34411	   	163.68	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4TLV|58aDMG|6VULN|7RCR|9LWND
653	21127 34441	   	163.68	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4TLV|58aDMG|6VULN|7RCR|9FEWX
