0	Index      	 *	Score 	Summary	Detail	
1	52234 22142	 * 	201.99	ACR|4VULN|1AART|1DMG|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG
506	52533 33213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3BEXP|4aAART|5MLV|6LWND
507	52535 33213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3BEXP|4aAART|5CGEN|6LWND
508	52633 23213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3FEWX|4aAART|5MLV|6LHND
509	52633 43213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3FEWX|4aAART|5MLV|6LWND
510	52635 23213	   	172.78	ACR|4VULN|2AART	1789VULN|2RCR|3FEWX|4aAART|5CGEN|6LHND
511	52254 31312	   	172.69	ACR|3VULN|1DMG|2CDMG|2DUR	19aVULN|2RCR|35DUR|4aCDMG|6DMG|7FEWX|8aERES|aBPWR
512	52254 33312	   	172.69	ACR|3VULN|1DMG|2CDMG|2DUR	19aVULN|2RCR|35DUR|4aCDMG|6DMG|7LHND|8aERES|aBPWR
513	52241 11336	   	172.60	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1aVULN|2RCR|34DUR|5aERES|6ASPD|7ZMB|8aDMG|9DMSP|aBPWR
514	52222 31224	   	172.60	ACR|2AART|2VULN|2DUR|1ZMB|1ASPD	18VULN|2RCR|37DUR|4ASPD|59AART|6LHND|aZMB
515	52222 41224	   	172.60	ACR|2AART|2VULN|2DUR|1ZMB|1ASPD	18VULN|2RCR|37DUR|4ASPD|59AART|6LWND|aZMB
516	52253 31112	   	172.54	ACR|4VULN|2CDMG|1ZMB|1DUR	189aVULN|2RCR|3DUR|4aCDMG|5ERES|6ZMB|7aLWND|aBPWR
517	52253 32512	   	172.54	ACR|4VULN|2CDMG|1ZMB|1DUR	179aVULN|2RCR|3DUR|4aCDMG|5ERES|6ZMB|8aLHND|aBPWR
518	52212 11211	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4CGEN|5AART|6FEWX|aCDMG
519	52212 22122	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2RCR|39DUR|4CGEN|5AART|6RCVC|7CDMG
520	52212 31211	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4CGEN|5AART|6LHND|aCDMG
521	52212 41211	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|37DUR|4CGEN|5AART|6LWND|aCDMG
522	52342 12136	 * 	172.52	ACR|3VULN|3CDMG|1FLTHEA|2DUR	179VULN|2RCR|35LHND|49DUR|689CDMG|9BPWR|aFLTHEA
523	52512 21211	   	172.52	ACR|3VULN|1AART|1CDMG|2DUR	189VULN|2RCR|3BEXP|4CGEN|5AART|67DUR|aCDMG
524	52241 11316	   	172.50	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1aVULN|2RCR|34DUR|59aERES|6ASPD|7ZMB|8aDMG|aBPWR
525	42243 12153	   	172.49	ACR|1AART|3CDMG|1DMG|1VULN|2DUR	19FEWX|2RCR|39DUR|4AART|5VULN|6CGEN|789CDMG|9BPWR|aDMG
526	52124 53213	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2RCR|3RPLT|4BEXP|6LHND|7AART|8DMG|9DUR
527	52341 13143	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	19aVULN|2RCR|3LHND|4DUR|5BELT|6DMG|7AART|8FEWX
528	52341 13622	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	19aVULN|2RCR|3LHND|4DUR|5BELT|6DMG|7AART|8RMIN
529	42334 12151	   	172.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	169FEWX|2RCR|39LHND|4AART|5DMG|7CDMG|89VULN|9BPWR|aDUR
530	52222 63314	   	172.42	ACR|3VULN|1AART|2ASPD|2DUR	179VULN|2RCR|38DUR|4aASPD|5AART|6LIT
531	52222 26253	   	172.42	ACR|3VULN|1AART|2ASPD|2DUR	189VULN|2RCR|3aDUR|47ASPD|5AART|6RCVC
532	42243 32153	   	172.39	ACR|1AART|3CDMG|1VULN|1DMG|2DUR	19FEWX|2RCR|39DUR|4AART|5VULN|6ERES|789CDMG|9BPWR|aDMG
533	52335 13214	   	172.34	ACR|4VULN|1AART|1ZMB	1789VULN|2RCR|3LHND|4AART|5CGEN|6FEWX|aZMB
534	52336 13214	   	172.34	ACR|4VULN|1AART|1ZMB	1789VULN|2RCR|3LHND|4AART|5FEWX|6CGEN|aZMB
535	52533 33214	   	172.34	ACR|4VULN|1AART|1ZMB	1789VULN|2RCR|3BEXP|4AART|5MLV|6LWND|aZMB
536	52633 23214	   	172.34	ACR|4VULN|1AART|1ZMB	1789VULN|2RCR|3FEWX|4AART|5MLV|6LHND|aZMB
537	52253 32116	   	172.34	ACR|4VULN|2CDMG|1ZMB|1DUR	179aVULN|2RCR|3DUR|48CDMG|5ERES|6ZMB
538	52335 13221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3LHND|49AART|5CGEN|6FEWX|aCDMG
539	52336 13221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3LHND|49AART|5FEWX|6CGEN|aCDMG
540	52533 33221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3BEXP|49AART|5MLV|6LWND|aCDMG
541	52535 33221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3BEXP|49AART|5CGEN|6LWND|aCDMG
542	52633 23221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3FEWX|49AART|5MLV|6LHND|aCDMG
543	52633 43221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3FEWX|49AART|5MLV|6LWND|aCDMG
544	52635 23221	   	172.33	ACR|3VULN|2AART|1CDMG	178VULN|2RCR|3FEWX|49AART|5CGEN|6LHND|aCDMG
545	52233 13532	   	172.28	ACR|2VULN|1AART|3DUR|2ASPD|1ZMB	19VULN|2RCR|379DUR|4AART|5BASHEA|6BEXP|89ASPD|9BPWR|aZMB
546	52233 23532	   	172.28	ACR|2VULN|1AART|3DUR|2ASPD|1ZMB	19VULN|2RCR|379DUR|4AART|5BASHEA|6FEWX|89ASPD|9BPWR|aZMB
547	52234 12222	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8LWND|aCGEN
548	52234 12225	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8LWND|aBEXP
549	52234 12226	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8aLWND
550	52234 12233	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8LWND|9BEXP
551	52234 22111	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9FEWX|aLHND
552	52234 22112	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9FEWX|aDMSP
553	52234 22114	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9FEWX|aLIT
554	52234 22115	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9aFEWX
555	52234 22131	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|69RCVC|7CDMG|aMLV
556	52234 22133	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|69aRCVC|7CDMG
557	52234 22161	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9BEXP|aLHND
558	52234 22162	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9BEXP|aDMSP
559	52234 22221	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8aLHND
560	52234 22223	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|aLWND
561	52234 22224	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|aLIT
562	52234 22225	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|aFEWX
563	52234 22226	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|aMLV
564	52234 22234	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|9FEWX
565	52234 22321	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|aLHND
566	52234 22323	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|aFEWX
567	52234 22324	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|aLIT
568	52234 22326	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|aMLV
569	52234 22334	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|9FEWX
570	52234 32222	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8LWND|aCGEN
571	52234 32225	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8LWND|aBEXP
572	52234 32226	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8aLWND
573	52234 32233	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8LWND|9BEXP
574	52234 42221	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|68LWND|7CDMG|aLHND
575	52234 42223	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|68LWND|7CDMG|aFEWX
576	52234 62213	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6LIT|7CGEN|9RCVC|aCDMG
577	52234 63113	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2RCR|3DUR|4AART|5DMG|6LIT|8CGEN|9RCVC|aCDMG
578	52334 13431	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2RCR|3LHND|4AART|5DMG|6FEWX|7CGEN|8CDMG|9ASPD
579	52334 22622	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|8CGEN|9DUR
580	52334 32622	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|36LHND|4AART|5DMG|7CDMG|8CGEN|9DUR
581	52534 22222	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3BEXP|4AART|5DMG|6DUR|7CDMG|8LWND|aCGEN
582	52334 22121	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3aLHND|4AART|5DMG|6RCVC|7CDMG|9DUR
583	52334 22123	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|9DUR|aLWND
584	52334 22124	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|9DUR|aLIT
585	52334 22125	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|9DUR|aFEWX
586	52334 22126	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|9DUR|aMLV
587	52334 32121	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36aLHND|4AART|5DMG|7CDMG|9DUR
588	52334 32123	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36LHND|4AART|5DMG|7CDMG|9DUR|aLWND
589	52334 32124	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36LHND|4AART|5DMG|7CDMG|9DUR|aLIT
590	52334 32125	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36LHND|4AART|5DMG|7CDMG|9DUR|aFEWX
591	52334 32126	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36LHND|4AART|5DMG|7CDMG|9DUR|aMLV
592	52334 52323	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RMIN|7CDMG|9DUR|aFEWX
593	52634 12132	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RCR|36FEWX|4AART|5DMG|7CDMG|9ASPD|aRMIN
594	52634 32132	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RCR|3FEWX|4AART|5DMG|6RCVC|7CDMG|9ASPD|aRMIN
595	42244 12121	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16FEWX|2RCR|3DUR|4AART|5DMG|7CDMG|89VULN|aLHND
596	42244 12122	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16FEWX|2RCR|3DUR|4AART|5DMG|7CDMG|89VULN|aDMSP
597	42244 12132	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	169FEWX|2RCR|3DUR|4AART|5aDMG|7CDMG|8VULN
598	42244 32121	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|89VULN|aLHND
599	42244 32122	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|89VULN|aDMSP
600	42333 32224	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2RCR|3LHND|4AART|5MLV|6ASPD|7CDMG|8DMG|9aVULN
601	42335 32221	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2RCR|3LHND|4AART|5CGEN|6ASPD|7CDMG|8DMG|9aVULN
602	52366 31221	   	172.18	ACR|4VULN|2DMG	189aVULN|2RCR|3LHND|49DUST|5BEXP|6LWND|79DMG|9BPWR
603	52512 33213	   	172.18	ACR|4VULN|2AART	1789VULN|2RCR|3BEXP|4CGEN|5aAART|6LWND
604	52612 23213	   	172.18	ACR|4VULN|2AART	1789VULN|2RCR|3FEWX|4CGEN|5aAART|6LHND
605	52612 43213	   	172.18	ACR|4VULN|2AART	1789VULN|2RCR|3FEWX|4CGEN|5aAART|6LWND
606	52233 43532	   	172.18	ACR|2VULN|1AART|3DUR|2ASPD|1ZMB	19VULN|2RCR|379DUR|4AART|5BASHEA|6DUST|89ASPD|9BPWR|aZMB
607	52234 12221	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8LWND|aERES
608	52234 12312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8ERES|9RCVC
609	52234 22116	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|9FEWX|aBASHEA
610	52234 22135	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|69RCVC|7CDMG|aTLV
611	52234 22214	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|9DUST
612	52234 22222	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LHND|aTLV
613	52234 22314	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8LWND|9DUST
614	52234 22612	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG|8ERES|9LWND
615	52234 32221	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8LWND|aERES
616	52234 32312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8ERES|9RCVC
617	52234 52231	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6RMIN|7CDMG|8BEXP|9ERES
618	52534 22221	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2RCR|3BEXP|4AART|5DMG|6DUR|7CDMG|8LWND|aERES
619	52534 22312	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RCR|3BEXP|4AART|5DMG|6DUR|7CDMG|8ERES|9RCVC
620	52334 22122	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7CDMG|9DUR|aTLV
621	52334 32122	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|36LHND|4AART|5DMG|7CDMG|9DUR|aTLV
622	52334 52322	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2RCR|3LHND|4AART|5DMG|6RMIN|7CDMG|9DUR|aERES
623	52634 12131	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RCR|36FEWX|4AART|5DMG|7CDMG|9ASPD|aSNIHEL
624	52634 32131	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RCR|3FEWX|4AART|5DMG|6RCVC|7CDMG|9ASPD|aSNIHEL
625	42334 32321	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|2RCR|3LHND|4AART|5DMG|6ASPD|7CDMG|8ERES|9aVULN
626	53534 31313	   	172.12	ACR|4VULN|2DMG|1DUR	1678VULN|2MLV|38DMG|48CGEN|5RCR|8BPWR|9DMSP|aDUR
627	52251 15122	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	19aVULN|2RCR|3DUR|4CDMG|5LIT|6ZMB|7DMG|8FEWX
628	52251 15212	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4CDMG|5LIT|6ZMB|7DMG|aCGEN
629	52251 15213	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4CDMG|5LIT|6ZMB|7DMG|aBEXP
630	52251 16112	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4CDMG|5LIT|6ZMB|8DMG|aCGEN
631	52251 16113	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4CDMG|5LIT|6ZMB|8DMG|aBEXP
632	52163 12112	   	172.08	ACR|4VULN|2DMG	189aVULN|2RCR|3RPLT|4DUST|5aERES|6RCVC|7aDMG|aBPWR
