0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
483	43424 17234	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7ZMB|8AIRHEA|9FEWX
484	43424 17237	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|9FEWX
485	43424 17241	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA|aRCVC
486	43424 17244	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA|aCGEN
487	43424 17246	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA|aLHND
488	43424 17284	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7ZMB|8AIRHEA|9LWND
489	43424 17448	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7ZMB|8LWND|9ERES
490	43424 17614	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9LWND|aDUST
491	43424 17633	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7ZMB|9BELT|aDUST
492	43424 17741	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8DUST|aLHND
493	43424 17743	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8DUST|aRPLT
494	43424 18153	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7BELT|8ZMB|aDUST
495	43422 22417	   	159.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|5ERES|6CDMG|79DMG|8DUR|aRCR
496	43422 22467	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|39VULN|4AART|5ERES|6CDMG|7DMG|8DUR|aRCR
497	43424 22158	   	159.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MBVNT|2LIT|3VULN|4AART|57DMG|6CDMG|8TLV|9ASPD|aRCR
498	43424 22441	   	159.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|57DMG|6CDMG|8DUR|9LEGI|aRCR
499	43424 22461	   	159.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|57DMG|6CDMG|8DUR|9DUST|aRCR
500	43424 26441	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|37VULN|4AART|5DMG|6CDMG|8DUR|9LEGI|aRCR
501	43424 26461	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|37VULN|4AART|5DMG|6CDMG|8DUR|9DUST|aRCR
502	43427 45411	   	159.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|37VULN|4AART|5DUST|6CDMG|8DUR|9DMG|aRCR
503	23136 33243	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3FEWX|45VULN|6RCR|7DUST|8DMG|9AART|aDUR
504	23536 33242	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3BEXP|45VULN|6RCR|7DUST|8DMG|9AART|aDUR
505	43424 16431	   	159.53	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|58DMG|6RCR|7VENICY|9DUST|aZMB
506	43424 17217	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7ZMB|8AIRHEA|aDUST
507	43424 17247	   	159.53	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8AIRHEA|aDUST
508	43424 17744	   	159.53	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2LIT|3VULN|4AART|59DMG|6RCR|7ZMB|8aDUST
509	43424 14138	   	159.48	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1MBVNT|2LIT|39VULN|4AART|5DMG|6RCR|7FEWX|8SELL|aZMB
510	46421 32744	   	159.47	DCR|4VULN|2DMG	1MBVNT|27DMG|3456VULN|89DUST|aRCR
511	22625 23353	   	159.44	DCR|3VULN|2DMG|1ASPD|1DUR	1ASPD|2DUST|3FEWX|479VULN|56DMG|8DUR|aRCR
512	46123 13226	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2aDMG|3aCGEN|4VULN|5RPLT|6RCR|7CDMG|8aERES|9AART|aBPWR
513	46131 13226	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2aDMG|3aCGEN|4RPLT|5VULN|6RCR|7CDMG|8aERES|9AART|aBPWR
514	43423 45237	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2LIT|379VULN|4AART|5LHND|6CDMG|8ZMB|aRCR
515	21421 41136	 * 	159.36	DCR|2VULN|3ZMB|1DMG|2ASPD	17ASPD|2RCVC|367ZMB|4RPLT|57VULN|7BPWR|8RCR|9BEXP|aDMG
516	21421 41161	   	159.36	DCR|2VULN|3ZMB|1DMG|2ASPD	17ASPD|2RCVC|367ZMB|4RPLT|57VULN|7BPWR|8RCR|9BELT|aDMG
517	21423 31136	   	159.36	DCR|2VULN|3ZMB|1DMG|2ASPD	17ASPD|2RCVC|357ZMB|4RPLT|67VULN|7BPWR|8RCR|9BEXP|aDMG
518	21423 31161	   	159.36	DCR|2VULN|3ZMB|1DMG|2ASPD	17ASPD|2RCVC|357ZMB|4RPLT|67VULN|7BPWR|8RCR|9BELT|aDMG
519	42431 44213	   	159.31	DCR|3VULN|2DMG|1CDMG	1MBVNT|26LHND|3CDMG|4FEWX|567VULN|6BPWR|89DMG|aRCR
520	11155 25133	 * 	159.30	DCR|2VULN|1AART|1FLTHEA|2ASPD|1DUR	19ERES|2RCVC|3DMSP|4DUR|59VULN|6AART|7RCR|89ASPD|9BPWR|aFLTHEA
521	46123 13225	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|3CGEN|4aVULN|5RPLT|6RCR|7CDMG|8ERES|9AART
522	46131 13225	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|3CGEN|4RPLT|5aVULN|6RCR|7CDMG|8ERES|9AART
523	46413 13225	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|3aVULN|4CGEN|5RPLT|6RCR|7CDMG|8ERES|9AART
524	42421 84213	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|2LHND|3CDMG|4BEXP|567VULN|89DMG|aRCR
525	42431 84213	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|2LHND|3CDMG|4FEWX|567VULN|89DMG|aRCR
526	46423 11713	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7FEWX|8LWND|aRCR
527	46423 12513	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7LWND|8FEWX|aRCR
528	46423 14513	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7LHND|8FEWX|aRCR
529	46423 34713	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|347VULN|5CDMG|6FEWX|8LWND|aRCR
530	46423 72213	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|348VULN|5CDMG|6LHND|7BEXP|aRCR
531	48321 84213	   	159.21	DCR|3VULN|2DMG|1CDMG	1MBVNT|2BEXP|3FEWX|4CDMG|567VULN|89DMG|aRCR
532	21123 26613	   	159.20	DCR|3VULN|2AART|1ASPD	1ASPD|2RCVC|3DMSP|48aVULN|5FEWX|69AART|7RCR
533	46432 47242	 * 	159.18	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1MBVNT|2DMG|37VULN|45ZMB|6aASPD|8RCR|9CDMG
534	46435 44242	   	159.18	DCR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	1MBVNT|2DMG|35VULN|47ZMB|6aASPD|8RCR|9CDMG
535	23652 12521	 * 	159.17	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	13ASPD|2BELT|4aVULN|5CDMG|6ZMB|7LHND|8RCR|9AART
536	46423 11313	   	159.11	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7FEWX|8DUST|aRCR
537	46423 12313	   	159.11	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7LWND|8DUST|aRCR
538	46423 14313	   	159.11	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|346VULN|5CDMG|7LHND|8DUST|aRCR
539	46423 34313	   	159.11	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|347VULN|5CDMG|6FEWX|8DUST|aRCR
540	46423 74313	   	159.11	DCR|3VULN|2DMG|1CDMG	1MBVNT|29DMG|347VULN|5CDMG|6LHND|8DUST|aRCR
541	46123 13425	   	159.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1MBVNT|29DMG|39CGEN|4VULN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aZMB
542	46131 13425	   	159.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1MBVNT|29DMG|39CGEN|4RPLT|5VULN|6RCR|7CDMG|89DUR|9BPWR|aZMB
543	43424 12572	   	158.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9DMSP|aCDMG
544	43424 12188	   	158.42	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8SELL|9CDMG|aASPD
545	46421 43424	   	158.38	DCR|3VULN|1AART|1DMG	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8FEWX|9MLV|aAART
546	46421 43434	   	158.38	DCR|3VULN|1AART|1DMG	1MBVNT|2DMG|345VULN|69CGEN|7RCR|8FEWX|aAART
547	46341 22842	 * 	158.19	DCR|2VULN|2DMG|1FLTHEA|2DUR	1MBVNT|26DMG|37DUR|4MLV|5aVULN|8FLTHEA|9RCR
548	46311 27311	   	158.00	DCR|3DMG|2VULN|2DUR	1MBVNT|267DMG|38DUR|48CGEN|58VULN|8BPWR|9BELT|aRCR
549	46341 27311	   	158.00	DCR|3DMG|2VULN|2DUR	1MBVNT|267DMG|38DUR|48MLV|58VULN|8BPWR|9BELT|aRCR
550	43424 16721	   	157.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7VENICY|8DUR|9aCDMG
551	46833 44222	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2DMG|3CDMG|4RMIN|5ZMB|6MLV|7RCR|8AART|9DUR|aVULN
552	48411 84222	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|25BEXP|3CDMG|4ZMB|6DMG|7RCR|8AART|9DUR|aVULN
553	43425 72322	   	157.90	DCR|3VULN|2AART|1ASPD	1MBVNT|2LIT|36aVULN|47AART|5LWND|8RCR|9ASPD
554	46425 32314	   	157.90	DCR|3VULN|2DMG|2DUR	1MBVNT|28DMG|348VULN|5LWND|6MLV|78DUR|8BPWR|9DUST|aRCR
555	46428 32314	   	157.90	DCR|3VULN|2DMG|2DUR	1MBVNT|28DMG|348VULN|5LHND|6MLV|78DUR|8BPWR|9DUST|aRCR
556	46422 54424	   	157.88	DCR|4VULN|1DMG|1ZMB	1MBVNT|2DMG|347aVULN|5FEWX|6RPLT|8RCR|9ZMB
557	16411 35112	   	157.87	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2RPLT|3RCR|4ZMB|57VULN|69DMG|8RCVC|aASPD
558	31641 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2CGEN|3CDMG|4MLV|56VULN|7RCR|89DMG|aASPD
559	33124 22212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
560	33124 22216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
561	33131 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
562	33131 52216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
563	35124 22212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2RMIN|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
564	35124 22216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2RMIN|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
565	35131 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2RMIN|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
566	35131 52216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2RMIN|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
567	61631 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2CGEN|3CDMG|4RMIN|56VULN|7RCR|89DMG|aASPD
568	63124 22212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
569	63124 22216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2MLV|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
570	63131 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
571	63131 52216	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2MLV|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
572	65124 22212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2RMIN|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
573	65131 52212	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|2RMIN|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
574	43424 12182	   	157.80	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1SELL	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8SELL|9aCDMG
575	23332 13243	 * 	157.77	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUR|4VULN|5BEXP|7RCR|8DMG|9aAART
576	16411 35212	   	157.77	ACR|2VULN|2DMG|1ZMB|1ASPD	18ERES|2RPLT|3RCR|4ZMB|57VULN|69DMG|aASPD
577	43424 52237	   	157.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|59DMG|6DUST|7DUR|8RCR|aASPD
578	15124 22212	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2FEWX|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
579	15124 22216	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2FEWX|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
580	15131 52212	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2FEWX|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
581	15131 52216	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2FEWX|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
582	31621 52212	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1BEXP|2CGEN|3CDMG|4TLV|56VULN|7RCR|89DMG|aASPD
583	31621 52216	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2CGEN|3CDMG|4TLV|56VULN|7RCR|89DMG|aDUR
584	56124 22212	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2BEXP|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
585	56131 52212	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2BEXP|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
586	51315 13162	 * 	157.68	DCR|3VULN|1AART|2CDMG	1aTLV|2RCVC|3AART|4RPLT|5LEGI|68aVULN|7aCDMG|9RCR|aBPWR
587	43424 25832	   	157.68	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6CDMG|7aMGNSTR|8RCR|9LEGI|aBPWR
588	23233 13243	   	157.67	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUST|4VULN|5DUR|7RCR|8DMG|9aAART
589	23316 13243	   	157.67	DCR|2AART|1VULN|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUR|4DUST|5VULN|7RCR|8DMG|9aAART
590	41733 14417	   	157.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CGEN|3CDMG|4RCR|5LEGI|6DMG|7VULN|8DUR|9AART|aZMB
591	16413 13352	   	157.65	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2RPLT|3RCR|4ZMB|5RMIN|69DMG|7DUST|8AART|aVULN
592	16415 11322	   	157.65	ACR|2DMG|1AART|1VULN|1ZMB	1ERES|2RPLT|3RCR|4ZMB|56DMG|7RCVC|8AART|9NUKE|aVULN
593	11325 53222	   	157.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2RCVC|3AART|4LWND|58DUR|6RCR|7CDMG|9DMG|aVULN
594	11365 53222	   	157.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1ERES|2RCVC|3AART|4LHND|58DUR|6RCR|7CDMG|9DMG|aVULN
595	12124 22212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
596	12124 22216	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
597	12131 52212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1ERES|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
598	12131 52216	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1ERES|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
599	52124 22212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aASPD
600	52124 22216	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|2DUST|3CGEN|45VULN|6CDMG|7RCR|89DMG|aDUR
601	52131 52212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aASPD
602	52131 52216	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1TLV|2DUST|3CGEN|4CDMG|56VULN|7RCR|89DMG|aDUR
603	54324 22212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2ERES|3BEXP|45VULN|6CDMG|7RCR|89DMG|aASPD
604	54331 52212	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1TLV|2ERES|3BEXP|4CDMG|56VULN|7RCR|89DMG|aASPD
605	43424 25842	   	157.58	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6CDMG|7MGNSTR|8RCR|9aDUST|aBPWR
606	15253 23522	   	157.55	DCR|2VULN|2DMG|1ZMB|1DUR	1ERES|2aFEWX|3DLOT|4ZMB|5DUR|6RCR|7aDMG|8BEXP|9aVULN|aBPWR
607	16415 33232	   	157.55	ACR|2DMG|1AART|1VULN|1ZMB	16ERES|2RPLT|3RCR|4ZMB|59DMG|7TLV|8AART|aVULN
608	32324 36343	   	157.53	DCR|3VULN|1DMG|1CDMG|1ZMB	13BEXP|2LWND|456VULN|7CDMG|8RCR|9DMG|aZMB
609	45241 18412	   	157.53	DCR|2AART|2VULN|1DMG|1SELL	1MBVNT|2SELL|3MLV|49AART|5LHND|68VULN|7RCR|aDMG
610	14325 53222	   	157.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	12ERES|3AART|4LWND|58DUR|6RCR|7CDMG|9DMG|aVULN
611	41733 11262	   	157.49	ACR|2DMG|1AART|1VULN|1CDMG	1MBVNT|28CGEN|3CDMG|4RCR|5LEGI|68DMG|78LWND|8BPWR|9AART|aVULN
612	46221 14463	   	157.46	DCR|2DMG|1AART|1VULN|2DUR	1MBVNT|29DMG|3DLOT|49LIT|5VULN|6RCR|7FEWX|89DUR|9BPWR|aAART
613	12253 23522	   	157.35	DCR|2VULN|2DMG|1ZMB|1DUR	1ERES|2aDUST|3DLOT|4ZMB|5DUR|6RCR|7aDMG|8BEXP|9aVULN|aBPWR
614	42426 12841	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4BEXP|5AART|6ZMB|7VULN|8RCR|9DUR|aDMG
615	42417 11841	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6VULN|7FEWX|8RCR|9DUR|aDMG
616	42417 13831	   	157.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4ZMB|5AART|6VULN|7LWND|8RCR|9DUR|aDMG
617	46123 12451	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2aDMG|3CGEN|4VULN|5RPLT|6RCR|7BEXP|8AART|9ZMB
618	46131 12451	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2aDMG|3CGEN|4RPLT|5VULN|6RCR|7BEXP|8AART|9ZMB
619	46413 12451	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2aDMG|3VULN|4CGEN|5RPLT|6RCR|7BEXP|8AART|9ZMB
620	41732 14214	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2CGEN|3CDMG|4RCR|5DUST|6DMG|7aVULN|8LWND|9AART
621	41733 14214	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2CGEN|3CDMG|4RCR|5LEGI|6DMG|7aVULN|8LWND|9AART
622	16415 11333	 * 	157.29	ACR|3DMG|1AART|2ZMB	1aERES|2RPLT|3RCR|4aZMB|56aDMG|7RCVC|8AART|9DMSP|aBPWR
623	42417 18432	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|2LHND|3CDMG|4ZMB|5AART|68VULN|7RCR|9FEWX|aASPD
624	42417 18442	   	157.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|2LHND|3CDMG|4ZMB|5AART|68VULN|7RCR|9LWND|aASPD
625	23336 43241	   	157.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|45VULN|6DUST|7RCR|8DMG|9AART|aFEWX
626	21123 26612	   	157.20	DCR|2VULN|2AART|1CDMG|1ASPD	1ASPD|2RCVC|3DMSP|48VULN|5FEWX|69AART|7RCR|aCDMG
627	41733 14514	   	157.19	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2CGEN|3CDMG|4RCR|5LEGI|6DMG|7aVULN|8DUST|9AART
628	46123 14363	   	157.17	DCR|2VULN|2AART|1DMG	1MBVNT|2DMG|38CGEN|47VULN|5RPLT|6RCR|9aAART
629	46131 14363	   	157.17	DCR|2VULN|2AART|1DMG	1MBVNT|2DMG|38CGEN|4RPLT|57VULN|6RCR|9aAART
630	46413 14363	   	157.17	DCR|2VULN|2AART|1DMG	1MBVNT|2DMG|37VULN|48CGEN|5RPLT|6RCR|9aAART
631	16421 14222	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|3RCR|4CGEN|58VULN|6ZMB|7RCVC|9AART|aDMG
632	16421 15322	   	157.15	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2RPLT|3RCR|48CGEN|57VULN|6ZMB|9AART|aDMG
633	42433 64214	 * 	157.10	ACR|3VULN|1AART|2CDMG	1MBVNT|28LHND|38CDMG|4FEWX|5RCR|6LWND|78aVULN|8BPWR|9AART
634	32133 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LWND|3MLV|5CDMG|68VULN|7RCR|9AART|aDMG
635	32163 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LWND|3MLV|4RCVC|5CDMG|68VULN|7RCR|9AART|aDMG
636	32213 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LWND|34CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
637	32343 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LWND|4CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
638	32633 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LWND|3CDMG|4CGEN|5DMSP|68VULN|7RCR|9AART|aDMG
639	32636 62222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	16BEXP|2LWND|3CDMG|4CGEN|58VULN|7RCR|9AART|aDMG
640	36133 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LHND|3MLV|5CDMG|68VULN|7RCR|9AART|aDMG
641	36163 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3MLV|4RCVC|5CDMG|68VULN|7RCR|9AART|aDMG
642	36213 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|34CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
643	36343 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LHND|4CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
644	36633 12222	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3CDMG|4CGEN|5DMSP|68VULN|7RCR|9AART|aDMG
645	43424 11382	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7RMIN|89DUR|aCDMG
