0	Index      	 *	Score 	Summary	Detail	
1	22433 65221	 * 	189.02	DCR|4VULN|3DMG|1ZMB	17aDMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR
500	23434 33325	   	160.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2LHND|3DUR|4CGEN|56VULN|7RCR|8LIT|9ZMB|aAART
501	31244 32341	   	160.70	ACR|3VULN|1AART|1DMG	1FEWX|2BEXP|39RCVC|4RCR|568VULN|7AART|aDMG
502	32541 42321	   	160.70	ACR|3VULN|1AART|1DMG	1FEWX|238VULN|4RCR|59CGEN|6RMIN|7AART|aDMG
503	31244 32261	   	160.70	ACR|3VULN|1AART|1DMG	1FEWX|2BEXP|38RCVC|4RCR|569VULN|7AART|aDMG
504	32241 42361	   	160.70	ACR|3VULN|1AART|1DMG	13FEWX|289VULN|4RCR|5CGEN|6RMIN|7AART|aDMG
505	32341 42361	   	160.70	ACR|3VULN|1AART|1DMG	1FEWX|289VULN|3RCVC|4RCR|5CGEN|6RMIN|7AART|aDMG
506	61142 31432	 * 	160.69	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2RCVC|3DUR|4CDMG|5RCR|68BEXP|7VULN|9DMG
507	35121 16361	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	13FEWX|2RPLT|3BPWR|4CGEN|5DMG|6RCR|7AART|89VULN|aCDMG
508	12312 13455	   	160.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BASICY|2ASPD|3AART|4VULN|5ZMB|6DUR|7CGEN|8DMG|9CDMG|aRCR
509	52521 13325	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|23VULN|4DMG|5ERES|6DUR|7RCR|8LIT|9ZMB|aAART
510	22126 11613	   	160.66	4VULN|3DMG|2AART	189DMG|2DMSP|34AART|5LHND|689aVULN|789DUST|89BPWR
511	22231 51561	   	160.65	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2DMSP|3BPWR|4BASHEA|5DUR|6LIT|78VULN|9AART|aRCR
512	22266 23363	   	160.62	DCR|3DMG|1AART|1VULN|1ASPD	138DMG|2DMSP|3BPWR|4VULN|5ASPD|6LIT|7BEXP|9RCR|aAART
513	22611 41253	   	160.62	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2DMSP|348VULN|5CGEN|6BELT|7DUR|9RCR|aAART
514	26213 11124	   	160.61	DCR|2VULN|2DMG|1AART	18DMG|235LWND|48VULN|68BEXP|7RCR|8BPWR|9MLV|aAART
515	26213 11154	   	160.61	DCR|2VULN|2DMG|1AART	18DMG|235LWND|48VULN|68BEXP|7RCR|8BPWR|9CGEN|aAART
516	32246 33341	   	160.60	ACR|3VULN|1AART|1DMG	13FEWX|268VULN|4RCR|5DUST|7AART|9RCVC|aDMG
517	32346 33341	   	160.60	ACR|3VULN|1AART|1DMG	1FEWX|268VULN|39RCVC|4RCR|5DUST|7AART|aDMG
518	32542 23623	   	160.60	ACR|3VULN|1AART|1DMG	1FEWX|23aVULN|4RCR|5ERES|6LWND|7AART|8DMG|9CGEN
519	32242 42361	   	160.60	ACR|3VULN|1AART|1DMG	13FEWX|289VULN|4RCR|5ERES|6RMIN|7AART|aDMG
520	32246 33261	   	160.60	ACR|3VULN|1AART|1DMG	13FEWX|269VULN|4RCR|5DUST|7AART|8RCVC|aDMG
521	32342 42361	   	160.60	ACR|3VULN|1AART|1DMG	1FEWX|289VULN|3RCVC|4RCR|5ERES|6RMIN|7AART|aDMG
522	32346 33261	   	160.60	ACR|3VULN|1AART|1DMG	1FEWX|269VULN|38RCVC|4RCR|5DUST|7AART|aDMG
523	14142 23511	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	1BASICY|2RPLT|3RCR|47DMG|5CDMG|6RCVC|8DUR|9aVULN
524	22366 11261	   	160.50	DCR|3DMG|2VULN|2DUR	15aDMG|2DMSP|3aDUR|4LWND|6FEWX|7aVULN|8BELT|9RCR|aBPWR
525	35141 51321	   	160.50	DCR|3VULN|2DMG|2DUR	13aFEWX|2RPLT|3aBPWR|45DMG|67aVULN|8aDUR|9RCR
526	61162 34331	   	160.45	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	15AART|2RCVC|3DUR|4TLV|6CDMG|7RCR|8ASPD|9ZMB|aVULN
527	61526 31232	   	160.43	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2RCVC|3VULN|4FEWX|56CDMG|7aDUR|8RCR|9DMG
528	61541 32232	   	160.43	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2RCVC|3VULN|46CDMG|5aDUR|7FEWX|8RCR|9DMG
529	14142 53222	 * 	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|47DMG|5CDMG|6BEXP|8AART|9MLV|aVULN
530	14142 53232	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|47DMG|5CDMG|6BEXP|8AART|9CGEN|aVULN
531	14142 61222	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7FEWX|8AART|9MLV|aVULN
532	14142 61232	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7FEWX|8AART|9CGEN|aVULN
533	14142 62222	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7BEXP|8AART|9MLV|aVULN
534	14142 62232	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7BEXP|8AART|9CGEN|aVULN
535	23361 16633	 * 	160.38	DCR|2DMG|1AART|3ASPD|1CDMG	19DMG|2LHND|3CDMG|48aASPD|5DUST|6RCR|7AART
536	32541 21332	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|23aVULN|4RCR|5CGEN|6LWND|7CDMG|8ZMB|9DMG
537	52541 21332	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|23aVULN|4RCR|5CGEN|6LWND|7CDMG|8ZMB|9DMG
538	52543 32232	   	160.35	ACR|3VULN|1DMG|1CDMG|1ZMB	15LHND|23aVULN|4RCR|6CGEN|7ZMB|8CDMG|9DMG
539	23316 13126	 * 	160.32	DCR|2DMG|3CDMG|1VULN|2ZMB|1DUR	18DMG|2LHND|378CDMG|4DUR|5TLV|68ZMB|8BPWR|9VULN|aRCR
540	12314 61322	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BASICY|2ASPD|3AART|45VULN|6DMG|79FEWX|8CDMG|aRCR
541	12314 61333	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BASICY|2ASPD|3AART|45VULN|6DMG|7FEWX|8CDMG|9CGEN|aRCR
542	14142 53212	   	160.29	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|47DMG|5CDMG|6BEXP|8AART|9DUST|aVULN
543	14142 61212	   	160.29	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7FEWX|8AART|9DUST|aVULN
544	14142 62212	   	160.29	ACR|2DMG|1AART|1VULN|1CDMG	1BASICY|2RPLT|3RCR|46DMG|5CDMG|7BEXP|8AART|9DUST|aVULN
545	63613 31243	   	160.27	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	19AART|25MLV|3CDMG|4BEXP|6VULN|7DMG|8RCR|aASPD
546	63632 31226	   	160.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2MLV|3CDMG|5BEXP|6VULN|7DMG|8RCR|9BELT|aDUR
547	63632 31263	   	160.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2MLV|3CDMG|5BEXP|6VULN|7DMG|8RCR|9FEWX|aDUR
548	63633 61233	   	160.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2MLV|3CDMG|5RMIN|6BEXP|7DUR|8RCR|9DMG|aVULN
549	32543 11143	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|239VULN|4RCR|5LHND|6ZMB|7CDMG|8DUST|aDMG
550	32542 21332	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1FEWX|23aVULN|4RCR|5ERES|6LWND|7CDMG|8ZMB|9DMG
551	52542 21332	   	160.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|23aVULN|4RCR|5ERES|6LWND|7CDMG|8ZMB|9DMG
552	23145 13221	   	160.18	DCR|2DMG|1AART|2CDMG|2ZMB	19DMG|2LHND|39FEWX|47ZMB|5LWND|6RCR|89CDMG|9BPWR|aAART
553	26143 13221	   	160.18	DCR|2DMG|1AART|2CDMG|2ZMB	19DMG|2LWND|39FEWX|47ZMB|5LHND|6RCR|89CDMG|9BPWR|aAART
554	51345 13221	   	160.18	DCR|2DMG|1AART|2CDMG|2ZMB	19LHND|2BEXP|39DMG|47ZMB|5LWND|6RCR|89CDMG|9BPWR|aAART
555	65632 31233	   	160.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	14AART|2ERES|3CDMG|59BEXP|6VULN|7DMG|8RCR|aASPD
556	63632 31212	   	160.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2MLV|3CDMG|5BEXP|6VULN|7DMG|8RCR|9ERES|aDUR
557	22265 21211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2DMSP|3BPWR|4VULN|5LHND|6LIT|7AART|8RCR|9ASPD|aZMB
558	22565 21211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2DMSP|4VULN|5LHND|6LIT|7AART|8RCR|9ASPD|aZMB
559	22615 21211	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMG|2DMSP|34VULN|5LHND|6LIT|7AART|8RCR|9ASPD|aZMB
560	22636 21211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DMG|2DMSP|3VULN|4LWND|6LIT|7AART|8RCR|9ASPD|aZMB
561	22666 21211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DMG|2DMSP|3VULN|4LHND|6LIT|7AART|8RCR|9ASPD|aZMB
562	25165 31211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DMG|2LIT|3DMSP|4LWND|6VULN|7AART|8RCR|9ASPD|aZMB
563	26216 21211	   	160.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DMG|23LWND|4VULN|6LIT|7AART|8RCR|9ASPD|aZMB
564	52524 31211	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	16LHND|23VULN|4DMG|5LIT|7AART|8RCR|9ASPD|aZMB
565	52542 32232	   	160.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|23aVULN|4RCR|56ERES|7ZMB|8CDMG|9DMG
566	32223 61164	   	160.10	DCR|3DMG|2VULN|1ASPD	136FEWX|28VULN|489DMG|568LWND|68BPWR|7RCR|aASPD
567	31244 35232	   	160.10	ACR|3VULN|1AART|1DMG	1FEWX|2BEXP|3RCVC|4RCR|569VULN|7BELT|8AART|aDMG
568	65632 31213	   	160.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	14AART|29ERES|3CDMG|5BEXP|6VULN|7DMG|8RCR|aASPD
569	12324 52332	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BASICY|2ASPD|3AART|4RPLT|58VULN|6CGEN|7DMG|9RCR|aZMB
570	25625 31211	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	15DMG|2LIT|3TLV|4MLV|6VULN|7AART|8RCR|9ASPD|aZMB
571	13612 41613	   	160.04	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BASICY|2DUR|3AART|4DMG|5ZMB|6MLV|7VULN|89CDMG|aRCR
572	21335 65221	   	159.99	DCR|3VULN|3DMG|2CDMG|1SELL|2MSE	17aDMG|24MSE|37CDMG|5SELL|678VULN|7BPWR|9RCR
573	12324 22632	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BASICY|2ASPD|3AART|4RPLT|58VULN|6TLV|7DMG|9RCR|aZMB
574	13611 61613	   	159.94	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1BASICY|2DUR|3AART|4DMG|5ERES|6ZMB|7VULN|89CDMG|aRCR
575	32543 13631	 * 	159.90	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|23VULN|4RCR|5LHND|69ZMB|7AART|8DMG|aCGEN
576	32543 13632	   	159.90	ACR|2VULN|1AART|1DMG|2ZMB	1aFEWX|23VULN|4RCR|5LHND|69ZMB|7AART|8DMG
577	32543 13633	   	159.90	ACR|2VULN|1AART|1DMG|2ZMB	1FEWX|23VULN|4RCR|5LHND|69ZMB|7AART|8DMG|aBEXP
578	12312 14431	   	159.90	3VULN|3DMG|1AART|1ZMB|1ASPD|1DUR	19BASICY|2ASPD|3AART|49aVULN|5ZMB|6DUR|789DMG|9BPWR
579	13612 51431	   	159.90	3VULN|3DMG|1AART|1ZMB|1ASPD|1DUR	19BASICY|2DUR|3AART|489DMG|5ZMB|6ASPD|79aVULN|9BPWR
580	14142 33111	   	159.89	ACR|2VULN|2DMG|2CDMG	1BASICY|2RPLT|3RCR|47DMG|56CDMG|8LHND|9aVULN
581	14142 33211	   	159.89	ACR|2VULN|2DMG|2CDMG	1BASICY|2RPLT|3RCR|47DMG|56CDMG|8FEWX|9aVULN
582	23144 15131	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7DUR|8CDMG|9AART|aRMIN
583	23144 15132	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7DUR|8CDMG|9AART|aRCVC
584	63233 34232	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|25MLV|3FEWX|4CDMG|6VULN|7ZMB|8RCR|9DMG|aDUR
585	63233 34236	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|25MLV|3FEWX|4CDMG|6VULN|7ZMB|8RCR|9DMG|aASPD
586	63234 34232	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|7ZMB|8RCR|9DMG|aDUR
587	63613 34232	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|25MLV|3CDMG|4BEXP|6VULN|7ZMB|8RCR|9DMG|aDUR
588	23651 34221	   	159.83	DCR|3DMG|1VULN|1CDMG|1ZMB	145DMG|2LHND|3RPLT|6LEGI|7RCR|8ZMB|9VULN|aCDMG
589	22265 21233	   	159.81	DCR|2VULN|2DMG|1AART	13DMG|2DMSP|3BPWR|4aVULN|5LHND|6LIT|7AART|8RCR|9CGEN
590	22565 21233	   	159.81	DCR|2VULN|2DMG|1AART	13DMG|2DMSP|4aVULN|5LHND|6LIT|7AART|8RCR|9CGEN
591	22636 21233	   	159.81	DCR|2VULN|2DMG|1AART	15DMG|2DMSP|3aVULN|4LWND|6LIT|7AART|8RCR|9CGEN
592	22666 21233	   	159.81	DCR|2VULN|2DMG|1AART	15DMG|2DMSP|3aVULN|4LHND|6LIT|7AART|8RCR|9CGEN
593	25165 31233	   	159.81	DCR|2VULN|2DMG|1AART	15DMG|2LIT|3DMSP|4LWND|6aVULN|7AART|8RCR|9CGEN
594	26216 21233	   	159.81	DCR|2VULN|2DMG|1AART	15DMG|23LWND|4aVULN|6LIT|7AART|8RCR|9CGEN
595	52526 21221	   	159.81	DCR|2VULN|2DMG|1AART	1LHND|23VULN|45DMG|6LIT|7AART|8RCR|9BEXP|aCGEN
596	52526 21222	   	159.81	DCR|2VULN|2DMG|1AART	1LHND|23VULN|45DMG|6LIT|7AART|8RCR|9BEXP|aMLV
597	52526 21223	   	159.81	DCR|2VULN|2DMG|1AART	1LHND|23VULN|45DMG|6LIT|7AART|8RCR|9BEXP|aRCVC
598	23134 33216	   	159.80	DCR|3VULN|2DMG|1DUR	19DMG|2LHND|3FEWX|4CGEN|56aVULN|7RCR|8DUR
599	23434 33116	   	159.80	DCR|3VULN|2DMG|1DUR	19DMG|2LHND|3DUR|4CGEN|56aVULN|7RCR|8LWND
600	31144 33216	   	159.80	DCR|3VULN|2DMG|1DUR	1FEWX|2BEXP|35aVULN|49DMG|6CGEN|7RCR|8DUR
601	32522 62234	   	159.77	DCR|4VULN|2DMG	17FEWX|2368VULN|49DMG|5RMIN|aRCR
602	63232 31222	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|9BELT
603	63232 31241	   	159.75	DCR|2AART|1VULN|2CDMG|1DMG	19AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aLIT
604	63232 31242	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35aFEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR
605	63232 31243	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aRPLT
606	63232 31244	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aLWND
607	63612 31222	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7DMG|8RCR|9BELT
608	63612 31241	   	159.75	DCR|2AART|1VULN|2CDMG|1DMG	19AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7DMG|8RCR|aLIT
609	63612 31242	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7DMG|8RCR|aFEWX
610	63652 31222	   	159.75	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2MLV|35CDMG|45FEWX|5BPWR|6VULN|7DMG|8RCR|9BELT
611	23144 12132	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aDUR
612	23144 12136	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aASPD
613	51344 12132	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2BEXP|3DMG|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aDUR
614	15222 43533	   	159.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1BASICY|2BELT|3VULN|4FEWX|5FLTHEA|6RCR|7ASPD|8ZMB|9AART|aDMG
615	23144 15133	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3FEWX|4ZMB|5VULN|6RCR|7DUR|8CDMG|9AART|aERES
616	23444 12131	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3DUR|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aRMIN
617	23444 12132	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3DUR|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aRCVC
618	25625 31233	   	159.71	DCR|2VULN|2DMG|1AART	15DMG|2LIT|3TLV|4MLV|6aVULN|7AART|8RCR|9CGEN
619	63612 41233	   	159.70	DCR|2DMG|1AART|2CDMG|1DUR|1ASPD	1AART|2MLV|35CDMG|45BEXP|5BPWR|6DUR|79DMG|8RCR|aASPD
620	32166 13116	   	159.70	DCR|3VULN|2DMG|1DUR	1FEWX|24aVULN|34TLV|4BPWR|59DMG|6DUR|7RCR|8LWND
621	32521 13116	   	159.70	DCR|3VULN|2DMG|1DUR	1FEWX|23aVULN|49DMG|5ERES|6DUR|7RCR|8LWND
622	52521 13116	   	159.70	DCR|3VULN|2DMG|1DUR	1LHND|23aVULN|49DMG|5ERES|6DUR|7RCR|8LWND
623	52521 23216	   	159.70	DCR|3VULN|2DMG|1DUR	1LHND|23aVULN|49DMG|5ERES|6FEWX|7RCR|8DUR
624	22612 31234	   	159.67	DCR|4VULN|2DMG	19DMG|2DMSP|3468VULN|5FEWX|7TLV|aRCR
625	63623 41232	   	159.66	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR|1SELL	1AART|2MLV|3CDMG|47VULN|5DUR|6aASPD|8RCR|9SELL
626	65232 31241	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2ERES|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aLIT
627	65232 31242	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2ERES|35aFEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR
628	65232 31243	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2ERES|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aRPLT
629	63232 31245	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aERES
630	63232 31246	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	19AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7DMG|8RCR|aTLV
631	63632 31261	   	159.65	DCR|2AART|1VULN|1DMG|2CDMG	14AART|2MLV|3aCDMG|5BEXP|6VULN|7DMG|8RCR|9FEWX
632	61162 35323	 * 	159.65	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	158AART|2RCVC|3DUR|4TLV|6CDMG|7DMG|9VULN|aRCR
633	23444 12133	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3DUR|4ZMB|5VULN|6RCR|7DUST|8CDMG|9AART|aERES
634	63623 41221	   	159.60	DCR|2VULN|1AART|2CDMG|1DUR|1ASPD	1AART|2MLV|3aCDMG|47VULN|5DUR|6ASPD|8RCR|9FEWX
635	61324 44642	   	159.55	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2RCVC|3MBVNT|4BEXP|59CDMG|6VULN|7DMG|8RCR
636	62116 32232	   	159.55	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2DUST|3VULN|47BEXP|56CDMG|8RCR|9DMG
637	62116 33232	   	159.55	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|2DUST|3VULN|4BEXP|56CDMG|7RCVC|8RCR|9DMG
638	63233 31231	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3FEWX|4CDMG|6VULN|79DMG|8RCR|aLIT
639	63233 31232	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3aFEWX|4CDMG|6VULN|79DMG|8RCR
640	63233 31233	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3FEWX|4CDMG|6VULN|79DMG|8RCR|aRPLT
641	63233 31234	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3FEWX|4CDMG|6VULN|79DMG|8RCR|aLWND
642	63233 31256	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	1AART|25MLV|3FEWX|4CDMG|6aVULN|7DMG|8RCR|9LIT
643	63234 31231	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR|aLIT
644	63234 31232	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3aFEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR
645	63234 31233	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR|aRPLT
646	63234 31234	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR|aLWND
647	63613 31231	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aLIT
648	63613 31232	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aFEWX
649	63613 31234	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aLWND
650	63614 31231	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3CDMG|4BEXP|5RCVC|6VULN|79DMG|8RCR|aLIT
651	63614 31232	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3CDMG|4BEXP|5RCVC|6VULN|79DMG|8RCR|aFEWX
652	63653 31231	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4FEWX|6VULN|79DMG|8RCR|aLIT
653	63653 31232	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4aFEWX|6VULN|79DMG|8RCR
654	63653 31233	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4FEWX|6VULN|79DMG|8RCR|aRPLT
655	22241 52523	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	13DMG|2DMSP|3BPWR|47FEWX|5CGEN|6RCR|8CDMG|9AART|aVULN
656	23144 15312	   	159.47	DCR|3DMG|1VULN|2ZMB|1DUR	189DMG|2LHND|3FEWX|4aZMB|5VULN|6RCR|7DUR
657	62156 32232	   	159.45	DCR|2AART|1VULN|1DMG|2CDMG	1aAART|24DUST|3VULN|56CDMG|7BEXP|8RCR|9DMG
658	26212 65333	   	159.41	DCR|3VULN|2DMG|1CDMG	17DMG|237LWND|467VULN|5RMIN|7BPWR|8CDMG|9ERES|aRCR
659	61422 13241	   	159.41	DCR|2AART|2VULN|1DMG|1DUR	14AART|2RCVC|3DMG|5LIT|67VULN|8MGNLIT|9DUR|aRCR
660	61324 44651	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3MBVNT|4BEXP|5CDMG|69VULN|7DMG|8RCR|aFEWX
661	61324 44654	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3MBVNT|4BEXP|5CDMG|69VULN|7DMG|8RCR|aCGEN
662	61526 21231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|37VULN|4aFEWX|5CDMG|6LEGI|8RCR|9DMG
663	61526 21233	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|37VULN|4FEWX|5CDMG|6LEGI|8RCR|9DMG|aLIT
664	62115 13231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG|aFEWX
665	62115 13234	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG|aMGNLIT
666	62116 21231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG|aFEWX
