0	Index      	 *	Score 	Summary	Detail	
1	16135 42448	 * 	196.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aZMB
496	12526 22351	   	167.11	DCR|2AART|2VULN|1DMG|2DUR	13AART|2RPLT|4aVULN|5aDUR|6DMG|7LWND|8aTLV|9RCR|aBPWR
497	21461 43322	   	167.08	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2AART|3RCVC|4CDMG|5aVULN|6RCR|7DMG|8CGEN|9LWND
498	16734 42431	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9LSRICY|aZMB
499	16734 42443	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5aRMIN|68DUR|7RCR|8BPWR|9ZMB
500	16734 42444	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9ZMB|aCGEN
501	16734 42445	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9ZMB|aLHND
502	16734 42474	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9LHND|aZMB
503	16738 22431	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|58DUR|6RMIN|7RCR|8BPWR|9LSRICY|aZMB
504	16738 22443	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|58DUR|6aRMIN|7RCR|8BPWR|9ZMB
505	16738 22444	   	167.05	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|58DUR|6RMIN|7RCR|8BPWR|9ZMB|aCGEN
506	26523 23215	   	167.03	ACR|2VULN|2DMG|2CDMG|1ASPD	127FEWX|27BPWR|3RCR|4aVULN|57DMG|67CDMG|8DUST|9ASPD
507	26523 23243	   	167.03	ACR|2VULN|2DMG|2CDMG|1DUR	127FEWX|27BPWR|3RCR|4aVULN|57DMG|67CDMG|8DUST|9DUR
508	41211 72211	   	167.01	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1aERES|2MBVNT|3aDMG|4SELL|5LHND|6AART|7DUR|8RCR|9aVULN|aBPWR
509	41213 72211	   	167.01	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1aERES|2MBVNT|3aDMG|4SELL|5LWND|6AART|7DUR|8RCR|9aVULN|aBPWR
510	21461 43312	   	166.98	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2AART|3RCVC|4CDMG|5aVULN|6RCR|7DMG|8CGEN|9MBVNT
511	16734 42413	   	166.95	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9ERES|aZMB
512	16734 42446	   	166.95	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68DUR|7RCR|8BPWR|9ZMB|aDUST
513	16738 22413	   	166.95	DCR|3DMG|1AART|2DUR|1ZMB	1AART|2MBVNT|348DMG|58DUR|6RMIN|7RCR|8BPWR|9ERES|aZMB
514	16135 52411	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68BEXP|7RCR|8BPWR|9CDMG|aFEWX
515	16135 52412	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68aBEXP|7RCR|8BPWR|9CDMG
516	16135 52413	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68BEXP|7RCR|8BPWR|9CDMG|aCGEN
517	16135 62411	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9CDMG|aFEWX
518	16135 62412	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9CDMG|aBEXP
519	16135 62414	   	166.91	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9CDMG|aMLV
520	21645 13213	   	166.88	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1FEWX|2AART|3DUST|4DMG|5FLTHEA|69VULN|7ZMB|8RCVC|aRCR
521	41245 22374	   	166.84	ACR|2DMG|2AART|1VULN|1CDMG	1ERES|2MBVNT|39DMG|4TLV|5RCR|6CDMG|7VULN|8aAART
522	11246 32131	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2LWND|3FEWX|49DMG|5RCR|6BELT|7CDMG|8VULN|aASPD
523	11246 32136	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2LWND|3FEWX|49DMG|5RCR|6BELT|7CDMG|8VULN|aDUR
524	11256 32134	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2LWND|3FEWX|4ASPD|5RCR|6BELT|7CDMG|8aVULN|9DMG
525	11364 13321	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3RCVC|45CDMG|6aVULN|7DMG|8LIT|9RCR
526	15364 13321	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LHND|3RCVC|45CDMG|6aVULN|7DMG|8LIT|9RCR
527	11364 23216	 * 	166.79	DCR|2AART|2VULN|3CDMG	18AART|2aLWND|36RCVC|45aCDMG|7aVULN|9RCR|aBPWR
528	16174 14464	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2MBVNT|3ASPD|4MLV|5RCR|6LHND|7VULN|89DMG|aCDMG
529	16135 32411	   	166.71	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aFEWX
530	16135 32412	   	166.71	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aBEXP
531	16135 32414	   	166.71	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aMLV
532	16135 32416	   	166.71	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aLHND
533	16135 32418	   	166.71	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aRMIN
534	21421 62513	   	166.68	DCR|3VULN|1AART|1DMG	1FEWX|2AART|3RCVC|4MLV|56aVULN|7RCR|8LWND|9DMG
535	16174 74433	 * 	166.63	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|2MBVNT|3aASPD|4MLV|5RCR|6DUR|79VULN|8DMG
536	12525 14332	   	166.61	DCR|2AART|2VULN|1DMG|1ASPD	13AART|2RPLT|4aVULN|5MLV|6DMG|7RCR|8CGEN|9ASPD
537	16135 32415	   	166.61	DCR|2AART|2DMG|2ASPD|1CDMG	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9CDMG|aTLV
538	52533 22413	   	166.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ZMB|3RCR|4DUR|5DMG|6CDMG|7VULN|8LIT|9ASPD|aAART
539	52533 43232	   	166.58	ACR|2DMG|2AART|3DUR|1ZMB	18CGEN|2ZMB|3RCR|489DUR|58DMG|67AART|8BPWR|aDUST
540	16632 54211	 * 	166.58	DCR|2VULN|1AART|1DMG|3DUR	1AART|2MBVNT|37VULN|45aDUR|6RCR|8CGEN|9DMG
