0	Index      	 *	Score 	Summary	Detail	
1	31542 53112	 * 	187.22	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aAART
504	33331 43624	   	157.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RPLT|4DMG|5ASPD|6RCR|7ZMB|8TLV|9VULN|aAART
505	36331 43124	   	157.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|2BPWR|3RPLT|4DMG|5ASPD|6RCR|7ZMB|8ERES|9VULN|aAART
506	32113 65223	   	157.69	DCR|3VULN|1AART|1DUR|1ASPD	1DUR|24FEWX|3LWND|5AART|6RCR|7ASPD|89aVULN
507	63123 65223	   	157.69	DCR|3VULN|1AART|1DUR|1ASPD	13LWND|2DUR|4FEWX|5AART|6RCR|7ASPD|89aVULN
508	22432 33442	 * 	157.64	ACR|3DMG|3CDMG|1FLTHEA|1SELL	19MLV|249CDMG|3RCR|5FLTHEA|6LWND|79aDMG|8SELL|9BPWR
509	22225 54222	   	157.64	DCR|2AART|1VULN|1DMG|1CDMG	16MLV|2CDMG|35AART|4RCVC|7RCR|8VULN|9DMG|aFEWX
510	22225 54223	   	157.64	DCR|2AART|1VULN|1DMG|1CDMG	16MLV|2CDMG|35AART|4RCVC|7RCR|8VULN|9DMG|aLIT
511	22225 62532	   	157.64	DCR|2AART|1VULN|1DMG|1CDMG	1aMLV|2CDMG|35AART|4RCVC|6RPLT|7RCR|8VULN|9DMG
512	22225 62533	   	157.54	DCR|2AART|1VULN|1DMG|1CDMG	1MLV|2CDMG|35AART|4RCVC|6RPLT|7RCR|8VULN|9DMG|aLSRHEA
513	26322 35213	   	157.48	ACR|2VULN|2DMG|2ZMB	15MLV|2RCR|3aZMB|4FEWX|6LHND|7aVULN|8LIT|9aDMG|aBPWR
514	26333 52113	   	157.48	ACR|2VULN|2DMG|2ZMB	1MLV|2RCR|3aZMB|4LIT|57VULN|6aFEWX|8LHND|9aDMG|aBPWR
515	26362 35213	   	157.48	ACR|2VULN|2DMG|2ZMB	15MLV|2RCR|3aZMB|4LWND|6LHND|7aVULN|8LIT|9aDMG|aBPWR
516	21332 24224	 * 	157.48	DCR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|2LWND|34CDMG|5FLTHEA|6TLV|7RCR|8AART|9aDMG
517	21333 34224	   	157.48	DCR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|2LWND|34CDMG|5ERES|6FLTHEA|7RCR|8AART|9aDMG
518	22221 31231	   	157.46	DCR|2AART|2VULN|1CDMG	1MLV|2CDMG|38AART|4RCVC|5TLV|6RCR|7LHND|9aVULN
519	42221 31231	   	157.46	DCR|2AART|2VULN|1CDMG	1TLV|2CDMG|38AART|4RCVC|5MLV|6RCR|7LHND|9aVULN
520	33336 25361	   	157.46	DCR|2VULN|1AART|1DMG|2DUR	12DUR|3RPLT|4DMG|5BEXP|6AART|7RCR|8aVULN|9CGEN
521	23341 43362	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2ERES|3RPLT|4aDMG|5ASPD|6RCR|7ZMB|89VULN
522	43341 43333	   	157.45	DCR|2VULN|2DMG|1ZMB|1ASPD	19TLV|2ERES|3RPLT|49DMG|5ASPD|6RCR|7ZMB|89VULN|9BPWR|aLIT
523	32231 35343	 * 	157.42	ACR|3VULN|1AART|2ASPD|1DUR	1DUR|2FEWX|34ASPD|5RCR|6DUST|78aVULN|9AART
524	12231 15343	   	157.42	ACR|3VULN|1AART|2ASPD|1DUR	1DUST|2FEWX|34ASPD|5RCR|6DUR|78aVULN|9AART
525	46233 63222	   	157.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2RCR|34LWND|5RPLT|6AART|7DMG|8VULN|9CDMG|aZMB
526	26333 52613	   	157.38	ACR|2VULN|2DMG|2ZMB	1MLV|2RCR|3aZMB|4LIT|57VULN|6aFEWX|8DUST|9aDMG|aBPWR
527	46333 52113	   	157.38	ACR|2VULN|2DMG|2ZMB	1TLV|2RCR|3aZMB|4LIT|57VULN|6aFEWX|8LHND|9aDMG|aBPWR
528	26521 22162	   	157.38	ACR|2VULN|2DMG|1CDMG	17MLV|2RCR|37DMG|4FEWX|5TLV|67VULN|7BPWR|8ERES|9CDMG|aRCVC
529	26233 63241	   	157.38	ACR|2VULN|1AART|1DMG|1DUR	1MLV|2RCR|34LWND|5RPLT|6AART|7DMG|8aVULN|9DUR
530	41333 34224	   	157.38	DCR|2DMG|1AART|2CDMG|1FLTHEA	1TLV|2LWND|34CDMG|5ERES|6FLTHEA|7RCR|8AART|9aDMG
531	43341 43331	   	157.35	DCR|2VULN|2DMG|1ZMB|1ASPD	19TLV|2ERES|3RPLT|49DMG|5ASPD|6RCR|7ZMB|89VULN|9BPWR|aDUST
532	33336 25315	 * 	157.34	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	129DUR|3RPLT|4DMG|5BEXP|6AART|7RCR|8VULN|aCDMG
533	61362 35312	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16LWND|2ZMB|3CDMG|4ERES|5DMG|7RCR|8DUR|9AART|aVULN
534	46321 35213	   	157.28	ACR|2VULN|2DMG|2ZMB	15TLV|2RCR|3aZMB|4FEWX|6LHND|7aVULN|8LIT|9aDMG|aBPWR
535	65322 26213	   	157.27	DCR|2VULN|2DMG|2CDMG	1aLWND|25VULN|3RPLT|4aCDMG|6TLV|7RCR|8LIT|9aDMG|aBPWR
536	26541 33311	   	157.25	ACR|3DMG|1VULN|1CDMG	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9CDMG|aRPLT
537	26541 33332	   	157.25	ACR|3DMG|1VULN|1CDMG	1MLV|2RCR|378DMG|4RCVC|5LIT|6VULN|9RPLT|aCDMG
538	26563 21212	   	157.24	ACR|3DMG|1AART|1ZMB	17MLV|2RCR|379DMG|47LWND|5MBVNT|6RCVC|7BPWR|8ZMB|aAART
539	15362 25231	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2aVULN|3RPLT|4ERES|5MLV|6RCR|7ZMB|8AART|9DMG
