0	Index      	 *	Score 	Summary	Detail	
1	63235 33263	 * 	202.60	ACR|2DMG|3ZMB|1AART|2CDMG|1VULN	1RCR|23aZMB|4AART|5VULN|6aCDMG|7CGEN|8LIT|9aDMG|aBPWR
503	63211 61632	   	173.34	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|45VULN|6DUST|7ASPD|8AART|9DMG|aLHND
504	62361 43132	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2DUST|3DMSP|4DMG|5aVULN|6AART|7ASPD|8CGEN|9CDMG
505	66324 31113	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7RPLT|8DUST|9LWND|aDMG
506	66324 32112	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7LSRREG|8DMG|9LWND|aMLV
507	66324 32132	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7LSRREG|8DMG|9LHND|aMLV
508	21413 21411	   	173.28	ACR|3VULN|3DMG|1DUR	149VULN|23ERES|5RCR|69AIRHEL|789DMG|9BPWR|aDUR
509	21413 21415	   	173.28	ACR|3VULN|3DMG|1ASPD	149VULN|23ERES|5RCR|69AIRHEL|789DMG|9BPWR|aASPD
510	22561 21211	   	173.27	ACR|3VULN|2AART|1CDMG|1ASPD	189VULN|24AART|3CDMG|5RCR|6LWND|7RPLT|aASPD
511	22561 31211	   	173.27	ACR|3VULN|2AART|1CDMG|1ASPD	189VULN|24AART|3CDMG|5RCR|6FEWX|7RPLT|aASPD
512	63211 21412	 * 	173.24	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|23ZMB|45VULN|6MGNSTR|78DMG|9LSRHEA|aCDMG
513	63211 21431	   	173.24	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|23ZMB|45VULN|6MGNSTR|78DMG|9TLV|aCDMG
514	63211 21461	   	173.24	ACR|2VULN|2DMG|2ZMB|1CDMG	1RCR|23ZMB|45VULN|6MGNSTR|78DMG|9ERES|aCDMG
515	66324 32111	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7LSRREG|8DMG|9LWND|aDUST
516	66324 32131	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3CDMG|45VULN|6AART|7LSRREG|8DMG|9LHND|aDUST
517	63235 36121	   	173.21	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1RCR|23ZMB|4AART|5VULN|6CDMG|7FEWX|8ASPD|9DMG|aRCVC
518	12552 21222	   	173.14	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|25AART|3CDMG|4RCR|6LWND|7RPLT|89VULN|aDMG
519	22341 66212	 * 	173.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	18VULN|2AART|3aASPD|4RCVC|5CDMG|6DMG|7BELT|9RCR
520	42115 21431	   	173.12	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27DMG|35FEWX|45VULN|5BPWR|6MGNSTR|8RCR|9ZMB|aAART
521	66113 12122	   	173.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|25DUR|3BELT|4AART|6DMG|7aVULN|8ERES|9ASPD
522	22223 21165	   	173.07	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1aVULN|2AART|3RPLT|4DUST|5RCR|6ASPD|7DMG|8DUR|9FLTHEA
523	42111 21431	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27DMG|3FEWX|45VULN|6MGNSTR|8RCR|9ZMB|aAART
524	61633 13131	   	172.93	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2CANHEL|3aAART|4ASPD|5DMG|6CGEN|78VULN|9BELT
525	42211 21431	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27DMG|3DUST|45VULN|6MGNSTR|8RCR|9ZMB|aAART
526	42215 21431	   	172.92	DCR|2VULN|2DMG|1AART|1ZMB	1RCVC|27DMG|35DUST|45VULN|5BPWR|6MGNSTR|8RCR|9ZMB|aAART
527	66136 22221	   	172.92	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4aCGEN|578DMG|68VULN|8BPWR|9FEWX
528	66136 22222	   	172.92	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9aFEWX
529	66136 22223	   	172.92	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9FEWX|aBEXP
530	66136 22231	   	172.92	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4aCGEN|578DMG|68VULN|8BPWR|9LHND
531	66136 22232	   	172.92	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9LHND|aFEWX
532	23326 36152	   	172.89	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	149VULN|29DUR|3SELL|5RCR|6AART|79CDMG|8RCVC|9BPWR|aCGEN
533	23326 36153	   	172.89	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	149VULN|29DUR|3SELL|5RCR|6AART|79CDMG|8RCVC|9BPWR|aLIT
534	22256 11132	   	172.87	DCR|4VULN|1AART|1CDMG	1459VULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|aCGEN
535	22256 11133	   	172.87	DCR|4VULN|1AART|1CDMG	1459VULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|aLIT
536	22256 11134	   	172.87	DCR|4VULN|1AART|1CDMG	1459VULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|aMGNSTR
537	63311 42621	   	172.84	ACR|2VULN|2AART|2ZMB|1CDMG	1RCR|29ZMB|3ERES|479CGEN|59VULN|68AART|9BPWR|aCDMG
538	61633 23131	   	172.83	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2CANHEL|3aAART|4ASPD|5DMG|6ERES|78VULN|9BELT
539	61633 42111	   	172.83	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2CANHEL|37AART|4ASPD|5DMG|6LEGI|8BEXP|9aVULN
540	63215 32361	   	172.82	ACR|2VULN|2AART|3ZMB	1RCR|235ZMB|45VULN|5BPWR|6LWND|7BEXP|8RCVC|9aAART
541	66136 22211	   	172.82	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4aCGEN|578DMG|68VULN|8BPWR|9MBVNT
542	66136 22212	   	172.82	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9MBVNT|aFEWX
543	66136 22233	   	172.82	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9LHND|aDUST
544	63211 52225	   	172.81	ACR|2VULN|3ZMB|1AART|2DUR	1RCR|238ZMB|45VULN|68DUR|78LWND|8BPWR|9RCVC|aAART
545	22256 11115	   	172.77	DCR|4VULN|1AART|1CDMG	145aVULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|9DUST
546	22256 11136	   	172.77	DCR|4VULN|1AART|1CDMG	1459VULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|aMBVNT
547	61633 42211	   	172.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2CANHEL|37AART|4ASPD|5DMG|6LEGI|8MBVNT|9aVULN
548	61633 42311	   	172.73	ACR|2AART|2VULN|1DMG|1ASPD	1RCR|2CANHEL|37AART|4ASPD|5DMG|6LEGI|8DUST|9aVULN
549	22252 11422	   	172.72	DCR|2AART|2VULN|1DMG|1CDMG	14VULN|25AART|3RPLT|6CDMG|7RCR|8LHND|9LWND|aDMG
550	22512 46121	   	172.72	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|25AART|3CDMG|4BEXP|6MGNSTR|7RCR|8DMG|aLWND
551	22512 46122	   	172.72	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|25AART|3CDMG|4BEXP|6MGNSTR|7RCR|8DMG|aMLV
552	12525 22235	   	172.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|3CDMG|4DUST|58VULN|6RCR|7RCVC|9DMG|aDUR
553	12543 22235	   	172.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|3CDMG|48VULN|5DUST|6RCR|7RCVC|9DMG|aDUR
554	22521 22235	   	172.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2AART|3CDMG|4DUST|5LWND|6RCR|7RCVC|9DMG|aDUR
555	66321 32311	   	172.72	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|28DUR|3CDMG|48aVULN|5LWND|6BEXP|78MLV|8BPWR|9AART
556	66322 42311	   	172.72	ACR|3VULN|1AART|1CDMG|2DUR	1RCR|28DUR|3CDMG|48aVULN|5FEWX|6LWND|78MLV|8BPWR|9AART
557	66136 22213	   	172.72	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9MBVNT|aDUST
558	66136 22214	   	172.72	ACR|3DMG|2VULN|2DUR	1RCR|28DUR|3BELT|4CGEN|578DMG|68VULN|8BPWR|9MBVNT|aLSRHEA
559	22561 15131	   	172.68	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1VULN|24AART|36CDMG|5RCR|7RCVC|8FEWX|9DMG|aZMB
560	22561 31235	 * 	172.65	ACR|3VULN|2AART|2CDMG	18aVULN|24AART|39CDMG|5RCR|6FEWX|7RPLT
561	22252 11462	   	172.62	DCR|2AART|2VULN|1DMG|1CDMG	14VULN|25AART|3RPLT|6CDMG|7RCR|8LHND|9DUST|aDMG
562	22512 46123	   	172.62	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|25AART|3CDMG|4BEXP|6MGNSTR|7RCR|8DMG|aDUST
563	22522 46121	   	172.62	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|25AART|3CDMG|4DUST|6MGNSTR|7RCR|8DMG|aLWND
564	22522 46122	   	172.62	DCR|2AART|2VULN|1DMG|1CDMG	19VULN|25AART|3CDMG|4DUST|6MGNSTR|7RCR|8DMG|aMLV
