0	Index      	 *	Score 	Summary	Detail	
1	22253 25426	 * 	192.82	DCR|3VULN|2DMG|1AART|3DUR	19aDUR|2MBVNT|36aVULN|4aDMG|5AART|7RMIN|8RCR|aBPWR
483	22253 33525	   	163.85	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4DMG|59AART|6ASPD|7LHND|aRCR
484	22283 21325	   	163.85	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4ASPD|59AART|7LWND|8DMG|aRCR
485	22283 28325	   	163.85	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|2MBVNT|36VULN|4ASPD|59AART|7LHND|8DMG|aRCR
486	12253 32521	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2MBVNT|3aVULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9TLV
487	13261 52153	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5ERES|6DUR|7RCR|8DMG|9AART|aDUST
488	13262 52153	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6TLV|7RCR|8DMG|9AART|aDUST
489	13262 62153	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|23VULN|4CDMG|5DUR|6ERES|7RCR|8DMG|9AART|aDUST
490	22253 25444	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4DMG|5AART|7RMIN|8RCR|9ERES|aCDMG
491	22253 25474	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4DMG|5AART|7RMIN|8RCR|9TLV|aCDMG
492	23261 32151	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6LEGI|7RCR|8DMG|9AART|aLHND
493	23261 32152	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6LEGI|7RCR|8DMG|9AART|aBEXP
494	23261 32154	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6LEGI|7RCR|8DMG|9AART|aRMIN
495	23261 32156	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6LEGI|7RCR|8DMG|9AART|aFEWX
496	32253 32521	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2MBVNT|3aVULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9TLV
497	62223 32521	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2MBVNT|3aVULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9TLV
498	62223 32581	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2MBVNT|3aVULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9ERES
499	33261 22153	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|23VULN|4CDMG|5ERES|6DUST|7RCR|8DMG|9AART|aDUR
500	31232 56113	   	163.78	DCR|3VULN|1AART|1DMG	1LHND|2DUST|37aVULN|4BELT|5AART|6RCR|8DMG|9BEXP
501	23222 41653	   	163.77	DCR|4VULN|1AART|3DUR	145DUR|2367VULN|7BPWR|8LHND|9RCR|aAART
502	23132 36614	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|3ZMB|4LHND|5BELT|6RCR|7CGEN|8aDMG|9AART
503	15125 12153	   	163.74	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1LWND|2LHND|3ZMB|45CDMG|6VULN|7RCR|8DMG|9AART|aDUR
504	22253 22444	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4DMG|5AART|79ERES|8RCR|aCDMG
505	22253 22474	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|36VULN|4DMG|5AART|7ERES|8RCR|9TLV|aCDMG
506	23261 32153	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6LEGI|7RCR|8DMG|9AART|aDUST
507	23113 52124	   	163.70	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|27VULN|3ZMB|4DUST|5AART|6FLTHEA|8FEWX|9CDMG|aRCR
508	12237 34884	 * 	163.67	DCR|4VULN|1AART|2ZMB	1LWND|2MBVNT|346aVULN|56ZMB|6BPWR|7LSRHEA|8AART|9RCR
509	12252 34881	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2MBVNT|36VULN|46DMG|5RCVC|6BPWR|7LSRHEA|8AART|9RCR|aDUR
510	32124 28142	 * 	163.64	ACR|2VULN|2DMG|2ZMB|1CDMG	1LHND|2MBVNT|37ZMB|4CDMG|5RCR|69VULN|8aDMG
511	12331 26518	   	163.51	DCR|2VULN|2DMG|1AART	1aLWND|2MBVNT|3FEWX|4aVULN|5AART|6RMIN|7RCR|8aDMG|9RCVC|aBPWR
512	12343 16518	   	163.51	DCR|2VULN|2DMG|1AART	1aLWND|2MBVNT|3FEWX|4RMIN|5AART|6aVULN|7RCR|8aDMG|9RCVC|aBPWR
513	32331 26518	   	163.51	DCR|2VULN|2DMG|1AART	1aLHND|2MBVNT|3FEWX|4aVULN|5AART|6RMIN|7RCR|8aDMG|9RCVC|aBPWR
514	32343 16518	   	163.51	DCR|2VULN|2DMG|1AART	1aLHND|2MBVNT|3FEWX|4RMIN|5AART|6aVULN|7RCR|8aDMG|9RCVC|aBPWR
515	23121 54215	   	163.47	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	17aDUR|2aVULN|3ZMB|4CDMG|5RCVC|6AART|8RCR|9aERES|aBPWR
516	23121 54225	   	163.47	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	17aDUR|2aVULN|3ZMB|4CDMG|5RCVC|6AART|8RCR|9aTLV|aBPWR
517	13264 52222	   	163.45	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1LWND|23VULN|4CDMG|5ASPD|68DUR|7RCR|9ZMB|aDMG
518	23264 32222	   	163.45	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	18DUR|23VULN|4CDMG|5ASPD|6LHND|7RCR|9ZMB|aDMG
519	33264 52222	   	163.45	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1LHND|23VULN|4CDMG|5ASPD|68DUR|7RCR|9ZMB|aDMG
520	21243 14121	   	163.42	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2DUST|3VULN|48aDMG|5AART|6TLV|7BELT|9RCR
521	15242 33114	   	163.41	DCR|2VULN|2DMG|1AART	1LWND|2LHND|37VULN|4aDMG|5BELT|6RCR|8FEWX|9AART
522	13125 16113	   	163.38	DCR|3VULN|1AART|2CDMG|1ZMB	1LWND|267VULN|3ZMB|45CDMG|8AART|9LHND|aRCR
523	13125 16133	   	163.38	DCR|3VULN|1AART|2CDMG|1ZMB	1LWND|267VULN|3ZMB|45CDMG|8AART|9FEWX|aRCR
524	33125 16113	   	163.38	DCR|3VULN|1AART|2CDMG|1ZMB	1LHND|267VULN|3ZMB|45CDMG|8AART|9LWND|aRCR
525	33125 16133	   	163.38	DCR|3VULN|1AART|2CDMG|1ZMB	1LHND|267VULN|3ZMB|45CDMG|8AART|9FEWX|aRCR
526	12254 36317	   	163.36	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1LWND|2MBVNT|356VULN|46DMG|6BPWR|7DUR|8SELL|9ZMB|aRCR
527	22254 31317	   	163.36	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7FEWX|8SELL|9ZMB|aRCR
528	22254 33317	   	163.36	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7LWND|8SELL|9ZMB|aRCR
529	22254 38317	   	163.36	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7LHND|8SELL|9ZMB|aRCR
530	32254 36317	   	163.36	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1LHND|2MBVNT|356VULN|46DMG|6BPWR|7DUR|8SELL|9ZMB|aRCR
531	23264 22222	   	163.35	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	18DUR|23VULN|4CDMG|5ASPD|6DUST|7RCR|9ZMB|aDMG
532	31233 33214	   	163.31	DCR|2VULN|2DMG|1AART	1LHND|2DUST|37VULN|4BELT|5aDMG|6RCR|8LWND|9AART
533	23212 31143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6LWND|7AART|8DMG|9CDMG|aRCR
534	23221 11143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5BEXP|6DMSP|7AART|8DMG|9CDMG|aRCR
535	23223 21143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|56LHND|7AART|8DMG|9CDMG|aRCR
536	23224 31143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5DMSP|6LWND|7AART|8DMG|9CDMG|aRCR
537	23242 11143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4BEXP|6DMSP|7AART|8DMG|9CDMG|aRCR
538	63222 11143	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|23VULN|45DUR|6DMSP|7AART|8DMG|9CDMG|aRCR
539	22254 34357	   	163.26	DCR|3VULN|2DMG|1ZMB|1DUR|1SELL	1DUR|2MBVNT|356VULN|46DMG|6BPWR|7ZMB|8DUST|9SELL|aRCR
540	23261 22153	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6DUST|7RCR|8DMG|9DMSP|aAART
541	23263 42138	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DUST|6RMIN|7RCR|8DMG|9MBVNT|aAART
542	23263 52153	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DUST|6TLV|7RCR|8DMG|9DMSP|aAART
543	23263 62153	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5DUST|6ERES|7RCR|8DMG|9DMSP|aAART
544	22841 13362	   	163.20	DCR|3DMG|1VULN|1CDMG|2DUR|1ASPD	15DUR|2MBVNT|3CDMG|47aDMG|6VULN|8ASPD|9RCR
545	11243 52142	   	163.18	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LWND|2DUST|37VULN|4DMG|5AART|6FLTHEA|8FEWX|9ZMB|aRCR
546	31243 52142	   	163.18	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1LHND|2DUST|37VULN|4DMG|5AART|6FLTHEA|8FEWX|9ZMB|aRCR
547	23262 41521	   	163.13	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9CGEN|aDMSP
548	23261 22113	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|69DUST|7RCR|8DMG|aAART
549	23263 52113	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|59DUST|6TLV|7RCR|8DMG|aAART
550	23263 62113	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|59DUST|6ERES|7RCR|8DMG|aAART
551	22253 28345	   	163.05	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7LHND|9MLV|aRCR
552	23262 41511	   	163.03	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9TLV|aDMSP
553	23262 41522	   	163.03	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9CGEN|aERES
554	23262 41523	   	163.03	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9CGEN|aMBVNT
555	23263 42162	   	162.99	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5DUST|6RMIN|7RCR|8aDMG
556	12253 22725	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2MBVNT|36VULN|48DMG|5AART|7ERES|9DUR|aRCR
557	22253 21315	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7LWND|9TLV|aRCR
558	22253 21385	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7LWND|9ERES|aRCR
559	22253 26315	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7BEXP|9TLV|aRCR
560	22253 28315	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7LHND|9TLV|aRCR
561	62223 22725	   	162.95	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|36VULN|48DMG|5AART|7ERES|9DUR|aRCR
562	23125 22138	   	162.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|45CDMG|6DUST|7RCR|8DMG|9MBVNT|aAART
563	23262 41512	   	162.93	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9TLV|aERES
564	23262 41513	   	162.93	DCR|4VULN|2CDMG|3DUR	157DUR|2367VULN|47CDMG|7BPWR|8RCR|9TLV|aMBVNT
565	13253 11224	   	162.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LWND|23VULN|4ZMB|5ASPD|6AART|7DMG|8MLV|9DUR|aRCR
566	33253 11224	   	162.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1LHND|23VULN|4ZMB|5ASPD|6AART|7DMG|8MLV|9DUR|aRCR
567	22253 22735	   	162.85	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|36VULN|48DMG|5AART|7ERES|9DUST|aRCR
