0	Index      	 *	Score 	Summary	Detail	
1	32426 12335	 * 	195.92	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	137aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8DUR|9DMG
500	36412 38214	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7DUST|8RCR|9BELT|aAART
501	36415 13161	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|58LHND|6AART|7ERES|9RCR|aZMB
502	36415 32441	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|57LHND|6ZMB|8RCR|9CANSTR|aAART
503	36415 33441	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LHND|6ZMB|7RCVC|8RCR|9CANSTR|aAART
504	36415 38214	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LHND|6ZMB|7DUST|8RCR|9BELT|aAART
505	36411 53262	   	168.86	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6CGEN|7aAART|8DMSP|9RCR
506	36411 53462	   	168.86	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|58BEXP|6CGEN|7aAART|9RCR
507	36414 53262	   	168.86	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6BEXP|7aAART|8DMSP|9RCR
508	36414 53462	   	168.86	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|68BEXP|7aAART|9RCR
509	36426 41346	   	168.83	ACR|3VULN|1AART|1DMG|2DUR	178VULN|2MBVNT|3DMG|48DUR|5RCR|68BEXP|8BPWR|9FEWX|aAART
510	32416 13125	   	168.82	DCR|4VULN|1AART|1ZMB	138aVULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7ZMB|9CGEN
511	32426 11125	   	168.82	DCR|4VULN|1AART|1ZMB	138aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|7ERES|9CGEN
512	33216 13125	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ERES|5AART|6RCR|7ZMB|9CGEN
513	33216 13155	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ERES|5AART|6RCR|7ZMB|9BEXP
514	33216 13165	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ERES|5AART|6RCR|7ZMB|9LHND
515	33226 11125	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6RCR|7ERES|9CGEN
516	33226 11155	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6RCR|7ERES|9BEXP
517	33226 11165	   	168.82	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6RCR|7ERES|9LHND
518	33226 12314	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LWND|aERES
519	33226 12315	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LWND|aTLV
520	33226 12324	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9BEXP|aERES
521	33226 12325	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9BEXP|aTLV
522	33226 12341	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9ERES|aCGEN
523	33226 12342	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9ERES|aFEWX
524	33226 12343	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9ERES|aRPLT
525	33226 12344	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9ERES|aLWND
526	33226 12346	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9ERES|aBELT
527	33226 12355	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9CGEN|aERES
528	33226 12364	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LHND|aERES
529	33226 12365	   	168.82	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9LHND|aTLV
530	33226 12635	   	168.82	DCR|4VULN|1AART|1ZMB	127aVULN|3MLV|4ZMB|5AART|6RCR|8BEXP|9TLV
531	23161 26324	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DUST|9TLV|aDMG
532	31521 52334	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3CGEN|4LEGI|5ZMB|6AART|78DMG|8BPWR|9RCR|aDUST
533	31521 52335	   	168.82	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28VENICY|3CGEN|4LEGI|5ZMB|6AART|78DMG|8BPWR|9RCR|aERES
534	36411 24632	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RPLT|9CDMG|aZMB
535	36412 34638	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8RPLT|9CDMG|aDUR
536	36418 23438	   	168.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7AART|8DUR|9LIT|aRCR
537	36411 53364	   	168.76	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6CGEN|7aAART|8DUST|9RCR
538	36414 53364	   	168.76	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6BEXP|7aAART|8DUST|9RCR
539	36414 73262	   	168.76	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6DUST|7aAART|8DMSP|9RCR
540	36414 73464	   	168.76	DCR|2VULN|2DMG|2AART	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6DUST|7aAART|8BEXP|9RCR
541	36426 41336	   	168.73	ACR|3VULN|1AART|1DMG|2DUR	178VULN|2MBVNT|3DMG|48DUR|5RCR|68BEXP|8BPWR|9LEGI|aAART
542	33226 12345	   	168.72	DCR|4VULN|1AART|1ZMB	1278VULN|3MLV|4ZMB|5AART|6RCR|9aERES
543	34416 12311	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9aLHND
544	34416 12313	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9LHND|aBEXP
545	34416 12321	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9BEXP|aLHND
546	34416 12322	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9BEXP|aFEWX
547	34416 12323	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9BEXP|aBELT
548	34416 12331	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9FEWX|aLHND
549	34416 12332	   	168.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9aFEWX
550	32416 12325	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9BEXP|aCDMG
551	32416 12335	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9FEWX|aCDMG
552	33216 12325	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3MLV|4ERES|5AART|6RCR|7DMG|8DUR|9BEXP|aCDMG
553	33216 12335	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	12VULN|3MLV|4ERES|5AART|6RCR|7DMG|8DUR|9FEWX|aCDMG
554	12334 62352	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2RMIN|3SNIHEL|47DMG|5AART|6RCR|8CDMG|9VULN|aDUR
555	36418 24632	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8RPLT|9CDMG|aZMB
556	36412 34125	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8BASHEA|9CDMG|aASPD
557	36412 34544	   	168.70	DCR|2VULN|2DMG|1FLTHEA|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8ERES|9FLTHEA|aASPD
558	53326 21512	   	168.66	DCR|2AART|2VULN|2DMG	129CANSTR|29BPWR|38AART|4LEGI|59DMG|69VULN|7BELT|aRCR
559	31264 34331	   	168.64	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR|1ASPD	18VULN|2VENICY|38ZMB|4ASPD|5AART|6ERES|78DUR|8BPWR|9RCR|aCDMG
560	34416 12312	   	168.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9LHND|aLEGI
561	34416 12333	   	168.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9FEWX|aLEGI
562	32416 12351	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9LSRHEA|aCDMG
563	63132 33616	   	168.60	ACR|3VULN|1AART|1DMG|1ZMB	1DUST|2FEWX|367VULN|4DMG|5RCR|8AART|9LHND|aZMB
564	63132 33661	   	168.60	ACR|3VULN|1AART|1DMG|1ZMB	1DUST|2FEWX|367VULN|4DMG|5RCR|8AART|9ZMB|aRPLT
565	33226 12146	   	168.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	127VULN|3MLV|4ZMB|5AART|6RCR|8BASICY|9DUR|aASPD
566	34411 15213	   	168.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4ERES|5LIT|6DMG|7RCR|8AART|9CGEN|aZMB
567	46334 22222	   	168.53	ACR|2VULN|2DMG|1AART	1CGEN|2RCR|3VENICY|47DMG|5AART|6aVULN|8RPLT|9BELT
568	36473 12346	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	167VULN|2MBVNT|3DMG|4AART|5MLV|8LIT|9CDMG|aRCR
569	33432 25241	   	168.42	DCR|3VULN|3DMG	124VULN|3DMSP|58aDMG|6CGEN|7RCR|9DUST
570	36411 53261	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6CGEN|7AART|8DMSP|9RCR|aZMB
571	36411 53461	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|58BEXP|6CGEN|7AART|9RCR|aZMB
572	36414 53261	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6BEXP|7AART|8DMSP|9RCR|aZMB
573	36414 53461	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|68BEXP|7AART|9RCR|aZMB
574	36416 17141	   	168.41	DCR|3DMG|2VULN|1ZMB|1ASPD	14VULN|2MBVNT|34aDMG|4BPWR|5ASPD|6LIT|7ZMB|8RCR|9BELT
575	36415 32416	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	149VULN|2MBVNT|34DMG|4BPWR|57LHND|6ZMB|8RCR|aDUR
576	36415 33416	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	149VULN|2MBVNT|34DMG|4BPWR|5LHND|6ZMB|7RCVC|8RCR|aDUR
577	36412 53283	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	14aVULN|2MBVNT|34DMG|4BPWR|5LWND|6CGEN|7DUR|8RCR|9ZMB
578	34142 53222	   	168.34	ACR|3VULN|1AART|2CDMG|1ASPD	18aVULN|2ASPD|3aLHND|4RCR|5RMIN|6AART|7aCDMG|9RCVC|aBPWR
579	36414 73261	   	168.32	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5CGEN|6DUST|7AART|8DMSP|9RCR|aZMB
580	21132 33214	   	168.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1LIT|2SELL|3BEXP|45DMG|69VULN|7RCR|8AART|aDUR
581	21532 33211	   	168.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1LIT|2SELL|3LWND|45DMG|69VULN|7RCR|8AART|aDUR
582	21632 63214	   	168.31	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1LIT|2SELL|39VULN|45DMG|6BEXP|7RCR|8AART|aDUR
583	33226 62213	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9DUR|aLIT
584	33226 62216	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12VULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9DUR|aLHND
585	33226 62225	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9BEXP|aDUR
586	36411 28248	   	168.31	DCR|3DMG|2VULN|1ZMB|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7DUST|8RCR|aZMB
587	21132 33114	   	168.27	DCR|3VULN|3DMG|1SELL	1LIT|2SELL|3BEXP|458DMG|69aVULN|7RCR
588	21532 33114	   	168.27	DCR|3VULN|3DMG|1SELL	1LIT|2SELL|3LWND|458DMG|69aVULN|7RCR
589	21632 63114	   	168.27	DCR|3VULN|3DMG|1SELL	1LIT|2SELL|39aVULN|458DMG|6BEXP|7RCR
590	33226 12115	   	168.27	DCR|3VULN|1AART|2ASPD|1ZMB	127VULN|3MLV|4ZMB|5AART|6RCR|8BASICY|9aASPD
591	36476 12213	   	168.25	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2MBVNT|37DMG|4AART|5ERES|8RCR|9DUR|aDUST
592	34141 35313	   	168.21	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	16VULN|2ASPD|3LHND|4RCR|59DUR|7CDMG|8AART|aZMB
593	31264 22152	   	168.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2VENICY|3ZMB|4ASPD|5AART|7DMG|8RCR|9LIT|aDUR
594	31354 22152	   	168.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	16VULN|2VENICY|3ASPD|4ZMB|5AART|7DMG|8RCR|9LIT|aDUR
595	36416 42342	   	168.16	DCR|3VULN|3DMG|1ASPD	146VULN|2MBVNT|349DMG|4BPWR|5ASPD|7TLV|8FEWX|aRCR
596	31234 34332	   	168.11	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aMLV
597	31234 34333	   	168.11	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aLHND
598	23162 41124	   	168.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LIT|2aDUR|3VULN|4AART|5ZMB|6RCR|7DUST|8CDMG|9DMG
599	31234 34334	   	168.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aDUST
600	31234 34335	   	168.01	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6aERES|78DUR|8BPWR|9RCR
601	16436 14244	   	168.00	ACR|3DMG|1AART|1VULN|1ZMB	1LWND|2MBVNT|3LHND|478DMG|5RCR|6ZMB|9AART|aVULN
602	36413 23364	 * 	167.91	DCR|3VULN|2DMG|2AART|1ASPD|1MSE	14aVULN|2MBVNT|34DMG|4BPWR|5MSE|6ASPD|78AART|9RCR
603	46433 13232	 * 	167.90	ACR|3DMG|1VULN|1FLTHEA|1CDMG	1CGEN|2RCR|35LSRICY|459DMG|5BPWR|6VULN|7LIT|8CDMG|aFLTHEA
604	34416 11113	 * 	167.89	DCR|2VULN|1AART|1DMG|3ASPD	13VULN|239ASPD|3BPWR|47ERES|5AART|6RCR|8BASICY|aDMG
605	36426 33641	   	167.89	ACR|4VULN|1DMG|1CDMG|1DUR	1679VULN|2MBVNT|3DMG|4DUR|5RCR|8CDMG|aLHND
606	36426 33643	   	167.89	ACR|4VULN|1DMG|1CDMG|1DUR	1679VULN|2MBVNT|3DMG|4DUR|5RCR|8CDMG|aLWND
607	36426 33644	   	167.89	ACR|4VULN|1DMG|1CDMG|1DUR	1679VULN|2MBVNT|3DMG|4DUR|5RCR|8CDMG|aBEXP
608	33431 31343	 * 	167.88	DCR|4VULN|1AART|2CDMG	1248VULN|3DMSP|5BELT|68CDMG|78FEWX|8BPWR|9RCR|aAART
609	33431 33343	   	167.88	DCR|4VULN|1AART|2CDMG	1248VULN|3DMSP|5BELT|68CDMG|78LWND|8BPWR|9RCR|aAART
610	35323 45332	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	147VULN|2RPLT|3CGEN|5BEXP|6RCR|8DUR|9DMG|aAART
611	46333 35332	   	167.70	ACR|3DMG|1VULN|1CDMG|1FLTHEA	1CGEN|2RCR|35VENICY|459DMG|5BPWR|6CDMG|7VULN|8LIT|aFLTHEA
612	46333 13232	   	167.70	ACR|3DMG|1VULN|1CDMG|1FLTHEA	1CGEN|2RCR|35VENICY|459DMG|5BPWR|6VULN|7LIT|8CDMG|aFLTHEA
613	46533 13232	   	167.70	ACR|3DMG|1VULN|1FLTHEA|1CDMG	1CGEN|2RCR|35LSRHEA|459DMG|5BPWR|6VULN|7LIT|8CDMG|aFLTHEA
614	23161 26132	   	167.65	DCR|3VULN|1AART|1CDMG|2DUR|1SELL	1LIT|28DUR|356VULN|4AART|7RCR|9SELL|aCDMG
615	31334 22146	   	167.65	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2VENICY|3ASPD|4aDMG|5AART|7NUKE|8RCR|9ERES
616	36487 24411	 * 	167.64	ACR|2VULN|2AART|1DMG|1CDMG	19VULN|2MBVNT|3DMG|4LIT|5RCR|6DMSP|7aAART|8CDMG
617	33241 23551	   	167.64	ACR|3VULN|1AART|1DMG|1ASPD	129VULN|3MLV|4RCR|5BEXP|6ASPD|7AART|8BELT|aDMG
618	34141 35331	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	169VULN|2ASPD|3LHND|4RCR|5DUR|7CDMG|8AART|aCGEN
619	36147 43311	   	167.43	ACR|3VULN|2AART|1ZMB|1DUR	136VULN|2MBVNT|4DUST|5RCR|78AART|9DUR|aZMB
620	23312 45261	   	167.41	DCR|2AART|2DMG|1VULN|1DUR	1aLIT|2DUR|3aCGEN|49AART|5BEXP|6RCR|7VULN|8aDMG|aBPWR
621	36411 24258	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RMIN|9RPLT|aAART
622	36411 24414	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8LWND|9BELT|aAART
623	36411 24618	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RPLT|9RMIN|aAART
624	36416 54414	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6BEXP|7RCR|8LWND|9BELT|aAART
625	36416 74414	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6DUST|7RCR|8LWND|9BELT|aAART
626	36418 24414	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8LWND|9BELT|aAART
627	36411 24133	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8BASHEA|9LWND|aAART
628	36411 24153	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8BASHEA|9FEWX|aAART
629	36411 24236	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RMIN|9LEGI|aAART
630	36411 24423	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8LWND|9LSRHEA|aAART
631	36416 54133	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6BEXP|7RCR|8BASHEA|9LWND|aAART
632	36416 54423	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6BEXP|7RCR|8LWND|9LSRHEA|aAART
633	33246 13216	 * 	167.22	ACR|5VULN|1CDMG|1ZMB	12689VULN|35MLV|4RCR|7CDMG|aZMB
634	23212 45261	   	167.21	DCR|2AART|2DMG|1VULN|1DUR	1aLIT|2DUR|3aERES|49AART|5BEXP|6RCR|7VULN|8aDMG|aBPWR
635	63122 61126	   	167.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2FEWX|3aVULN|4ZMB|5RCR|6LIT|7AART|8CDMG|9DMG
636	36416 74133	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6DUST|7RCR|8BASHEA|9LWND|aAART
637	36416 74423	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6DUST|7RCR|8LWND|9LSRHEA|aAART
638	36418 24133	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8BASHEA|9LWND|aAART
639	36418 24153	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8BASHEA|9FEWX|aAART
640	36418 24236	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8RMIN|9LEGI|aAART
641	36418 24423	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8LWND|9LSRHEA|aAART
642	33216 13351	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ERES|5AART|6RCR|7ZMB|89DUR|9BPWR|aBEXP
643	33216 13352	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ERES|5AART|6RCR|7ZMB|89DUR|9BPWR|aLHND
644	33216 13353	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ERES|5AART|6RCR|7ZMB|89DUR|9BPWR|aDMSP
645	33226 11351	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5AART|6RCR|7ERES|89DUR|9BPWR|aBEXP
646	33226 11352	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5AART|6RCR|7ERES|89DUR|9BPWR|aLHND
647	33226 11353	   	167.15	DCR|3VULN|1AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5AART|6RCR|7ERES|89DUR|9BPWR|aDMSP
648	36426 71221	   	167.07	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|38DMG|4DUR|5RCR|6LIT|7AART|9BELT
649	32426 12311	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|89DUR|aFEWX
650	32426 12313	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|89DUR|aCGEN
651	32426 12325	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8aDUR|9BEXP
652	32426 12342	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8aDUR|9LWND
653	33226 12615	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	127VULN|3MLV|4ZMB|5AART|6RCR|8BEXP|9aDUR
654	33426 12412	   	167.05	DCR|3VULN|1AART|2DUR|1ZMB	127VULN|3DMSP|4aDUR|5AART|6RCR|8ZMB|9RPLT
655	36873 12214	   	167.04	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	167VULN|2MBVNT|3ASPD|4AART|5MLV|8RCR|9DUR|aCDMG
656	31234 22536	   	167.02	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2VENICY|3ZMB|47DMG|5AART|8LSRICY|9DUST|aRCR
657	36412 31622	 * 	167.02	DCR|2VULN|2DMG|3CDMG|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|789CDMG|aRCR
658	36415 31622	   	167.02	DCR|2VULN|2DMG|3CDMG|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LHND|6ZMB|789CDMG|aRCR
659	36426 71234	   	166.97	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2MBVNT|38DMG|4DUR|5RCR|6LIT|7AART|9VENICY
660	33432 25231	   	166.97	DCR|4VULN|2DMG	1249VULN|3DMSP|58DMG|6CGEN|7RCR|aFEWX
661	33432 25232	   	166.97	DCR|4VULN|2DMG	1249VULN|3DMSP|58DMG|6CGEN|7RCR|aLHND
662	33432 25233	   	166.97	DCR|4VULN|2DMG	1249VULN|3DMSP|58DMG|6CGEN|7RCR|aRCVC
663	33432 25235	   	166.97	DCR|4VULN|2DMG	1249VULN|3DMSP|58DMG|6aCGEN|7RCR
