0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
461	11226 46313	   	170.24	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6DUST|7VULN|8AART|9DMG|aASPD
462	12243 21415	   	170.21	ACR|2AART|1DMG|2CDMG|1VULN|1ASPD	15CDMG|2RCVC|35LHND|4RCR|5BPWR|69AART|7VULN|8ASPD|aDMG
463	42133 66212	   	170.17	ACR|3VULN|2DMG|2DUR|1SELL	17DUR|2RCR|379VULN|4LHND|5MLV|67DMG|7BPWR|8SELL|aTLV
464	11253 51216	 * 	170.13	ACR|2VULN|3CDMG|1AART|3DUR	15aCDMG|258DUR|3RCR|4DMSP|5BPWR|6AART|79VULN
465	13526 21333	   	170.13	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2CGEN|378VULN|4DMG|5RCVC|6AART|9RMIN|aRCR
466	11632 38363	   	170.11	DCR|3VULN|1AART|2CDMG|2DUR	19CDMG|29DUR|3MBVNT|4BEXP|5LIT|69aVULN|7AART|8RCR|9BPWR
467	52332 14613	 * 	170.06	ACR|4VULN|3ZMB|1ASPD	149LHND|2RCR|349ZMB|49BPWR|5ASPD|6TLV|789aVULN
468	11211 61463	   	170.03	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3RCR|4MLV|57AART|6DMG|8ASPD|9LWND|aVULN
469	42336 15313	   	170.02	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	14DUR|2RCR|34ZMB|4BPWR|57VULN|6LHND|8AART|9MLV|aCDMG
470	11211 22663	   	170.02	ACR|3VULN|1AART|1CDMG|2DUR	1CDMG|29DUR|3RCR|4MLV|5AART|6DUST|78aVULN
471	11221 46141	   	170.02	ACR|3VULN|3CDMG|1FLTHEA|2DUR	168CDMG|28DUR|3RCR|4FLTHEA|5DUST|789VULN|8BPWR|aCGEN
472	11221 46142	   	170.02	ACR|3VULN|3CDMG|1FLTHEA|2DUR	168CDMG|28DUR|3RCR|4FLTHEA|5DUST|789VULN|8BPWR|aLIT
473	11221 46143	   	170.02	ACR|3VULN|3CDMG|1FLTHEA|2DUR	168CDMG|28DUR|3RCR|4FLTHEA|5DUST|789VULN|8BPWR|aLWND
474	11221 46152	   	170.02	ACR|3VULN|3CDMG|1FLTHEA|2DUR	168CDMG|28DUR|3RCR|4FLTHEA|5DUST|78aVULN|8BPWR|9BEXP
475	11221 46162	   	170.02	ACR|3VULN|3CDMG|1FLTHEA|2DUR	168CDMG|28DUR|3RCR|4FLTHEA|5DUST|78aVULN|8BPWR|9LWND
476	42342 31111	   	170.00	ACR|2VULN|3ZMB|3DUR|1CDMG|1ASPD	149DUR|2RCR|369ZMB|5ASPD|7CGEN|89VULN|9BPWR|aCDMG
477	11221 14652	   	169.99	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1CDMG|27DUR|3RCR|4FLTHEA|5DUST|6RCVC|8DMG|9VULN|aAART
478	11223 15762	   	169.99	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1CDMG|27DUR|3RCR|4FLTHEA|5MBVNT|6RCVC|8DMG|9VULN|aAART
479	11211 61242	   	169.99	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|57AART|6DMG|9RCVC|aVULN
480	52121 35341	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2RCR|37VULN|4ZMB|5RCVC|6FEWX|8AART|9DUR|aDMG
481	22124 12633	   	169.99	ACR|3VULN|1AART|1CDMG|1ZMB	1LWND|2RCR|39aVULN|4ZMB|5ERES|6CDMG|7AART|8CGEN
482	11211 61433	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3RCR|4MLV|57AART|6DMG|8ASPD|9DUST|aVULN
483	11241 61413	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUR|3RCR|4RMIN|57AART|6DMG|8ASPD|9LEGI|aVULN
484	11241 61423	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUR|3RCR|4RMIN|57AART|6DMG|8ASPD|9MBVNT|aVULN
485	15226 33236	   	169.91	ACR|2DMG|1AART|2CDMG|2FLTHEA	1aCDMG|2FEWX|3RCR|4aFLTHEA|5TLV|6RCVC|7AART|8CGEN|9aDMG|aBPWR
486	41233 11641	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|23VULN|4AART|5LWND|6CDMG|8RCR|9RPLT|aDMG
487	42332 14611	   	169.90	ACR|2VULN|3ZMB|3DUR|1CDMG|1ASPD	149DUR|2RCR|349ZMB|49BPWR|5ASPD|68TLV|79VULN|aCDMG
488	42333 13513	   	169.90	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8AART|aLWND
489	11261 61242	   	169.89	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|57AART|6DMG|9RCVC|aVULN
490	42121 15321	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2RCR|37VULN|4ZMB|5RCVC|6LHND|8AART|9DUST|aDMG
491	22121 43314	   	169.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5RCVC|6aDMG|7CDMG|8BEXP
492	52121 43314	   	169.89	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5RCVC|6aDMG|7CDMG|8BEXP
493	13222 32132	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2CGEN|3FEWX|48DMG|5VULN|6RCR|7ZMB|9MGNLIT|aAART
494	15612 32132	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2FEWX|38DMG|4CGEN|5VULN|6RCR|7ZMB|9MGNLIT|aAART
495	42433 35113	 * 	169.85	ACR|3VULN|3ASPD|3DUR|1ZMB	149DUR|2RCR|349ASPD|49BPWR|5CGEN|6ZMB|7RCVC|89aVULN
496	22544 33323	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2RCR|3LIT|4DUR|5CDMG|6aVULN|7RMIN|8AART|9DMG
497	42133 13323	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4LHND|5MLV|6LIT|7CDMG|8AART|9DMG
498	42133 13363	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|39VULN|4LHND|5MLV|6LIT|7CDMG|8AART|aDMG
499	42133 62212	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2RCR|3VULN|4LHND|5MLV|69DMG|7LIT|8AART|aCDMG
500	42134 13323	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4LHND|5CGEN|6LIT|7CDMG|8AART|9DMG
501	42134 13363	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|39VULN|4LHND|5CGEN|6LIT|7CDMG|8AART|aDMG
502	42134 62212	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2RCR|3VULN|4LHND|5CGEN|69DMG|7LIT|8AART|aCDMG
503	42152 43323	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4CGEN|5LIT|6LHND|7CDMG|8AART|9DMG
504	52152 13323	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCR|3aVULN|4CGEN|5LIT|6DUR|7CDMG|8AART|9DMG
505	52152 13363	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCR|39VULN|4CGEN|5LIT|6DUR|7CDMG|8AART|aDMG
506	12642 22211	   	169.83	ACR|2VULN|2AART|3DUR|1CDMG	1CDMG|2RCVC|368DUR|4RCR|59VULN|7aAART
507	11261 61433	   	169.83	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3RCR|4TLV|57AART|6DMG|8ASPD|9DUST|aVULN
508	12642 22315	   	169.82	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|28RCVC|36DUR|4RCR|5VULN|7AART|9ZMB|aDMG
509	42333 13511	   	169.80	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8AART|aLSRREG
510	42333 13512	   	169.80	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8AART|aAIRHEA
511	42333 25325	   	169.80	ACR|2VULN|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LHND|7aVULN|8AART|9DUST
512	22121 43114	   	169.79	ACR|2VULN|2DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5RCVC|6aDMG|7CDMG|8DUST
513	52121 43114	   	169.79	ACR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5RCVC|6aDMG|7CDMG|8DUST
514	13122 32141	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2CGEN|3BEXP|48DMG|5VULN|6RCR|7ZMB|9ERES|aAART
515	13222 32141	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2CGEN|3FEWX|48DMG|5VULN|6RCR|7ZMB|9ERES|aAART
516	15612 32141	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2FEWX|38DMG|4CGEN|5VULN|6RCR|7ZMB|9ERES|aAART
517	21412 13224	   	169.77	ACR|2VULN|2AART|1DMG|1DUR|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5LIT|6DUR|7DMG|89AART
518	41412 43213	   	169.77	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1DUR|2VULN|3ASPD|4RCR|5LIT|6LHND|79DMG|8aAART
519	51412 13213	   	169.77	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1LHND|2VULN|3ASPD|4RCR|5LIT|6DUR|79DMG|8aAART
520	51412 13224	   	169.77	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1LHND|2aVULN|3ASPD|4RCR|5LIT|6DUR|7DMG|89AART
521	11226 12233	   	169.74	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6VULN|7LHND|8DMG|9AART|aASPD
522	11226 56233	   	169.74	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6LWND|7VULN|8DMG|9AART|aASPD
523	11226 66233	   	169.74	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6LHND|7VULN|8DMG|9AART|aASPD
524	22544 31323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2RCR|3LIT|4DUR|5CDMG|6aVULN|7TLV|8AART|9DMG
525	42136 13323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4LHND|5ERES|6LIT|7CDMG|8AART|9DMG
526	42136 62212	   	169.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2RCR|3VULN|4LHND|5ERES|69DMG|7LIT|8AART|aCDMG
527	42162 43323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4ERES|5LIT|6LHND|7CDMG|8AART|9DMG
528	42165 13323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3aVULN|4ERES|5LHND|6LIT|7CDMG|8AART|9DMG
529	42521 43323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|3LIT|4ERES|5aVULN|6LHND|7CDMG|8AART|9DMG
530	52162 13323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCR|3aVULN|4ERES|5LIT|6DUR|7CDMG|8AART|9DMG
531	52521 13323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2RCR|3LIT|4ERES|5aVULN|6DUR|7CDMG|8AART|9DMG
532	64131 23323	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	13MLV|2RCR|3BPWR|4TLV|5DUR|6aVULN|7DMG|8AART|9CDMG
533	52133 64131	   	169.73	ACR|2VULN|2DMG|2CDMG|1DUR	148aLHND|2RCR|38VULN|5aBEXP|6DUR|78DMG|8aBPWR|9aCDMG
534	13523 21553	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|25CGEN|37aVULN|4DMG|6AART|8LWND|9RCR
535	22412 34135	 * 	169.73	ACR|2VULN|2DMG|2ASPD|1CDMG	18LWND|2RCR|38ASPD|4RMIN|5DUST|6aVULN|78DMG|8BPWR|9CDMG
536	22224 24126	 * 	169.71	ACR|3DMG|3ZMB|1FLTHEA|1DUR	189LWND|2RCR|3FEWX|489ZMB|5ERES|6DUR|789DMG|89BPWR|aFLTHEA
537	22336 41211	   	169.70	ACR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	14LWND|2RCR|34ZMB|4BPWR|59VULN|6DMG|7DUR|8SELL|aAART
538	52336 41211	   	169.70	ACR|2VULN|1AART|1DMG|2ZMB|1DUR|1SELL	14LHND|2RCR|34ZMB|4BPWR|59VULN|6DMG|7DUR|8SELL|aAART
539	11252 62315	   	169.67	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	16CDMG|2DUR|3RCR|4DMSP|5VULN|7AART|8RCVC|9ZMB|aDMG
540	11221 56233	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6TLV|7VULN|8DMG|9AART|aASPD
541	11223 67233	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6TLV|7VULN|8DMG|9AART|aASPD
542	11226 46233	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6DUST|7VULN|8DMG|9AART|aASPD
543	22114 31613	   	169.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1LWND|2RCR|37VULN|4MGNLIT|5aDUR|6AART|8ASPD|9DMG
544	52114 31613	   	169.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1LHND|2RCR|37VULN|4MGNLIT|5aDUR|6AART|8ASPD|9DMG
545	13126 51231	   	169.61	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2CGEN|3BEXP|4DMG|57AART|6RCR|8DUR|9VULN|aASPD
546	22332 14611	 * 	169.61	ACR|3VULN|3ZMB|1CDMG|1ASPD	149LWND|2RCR|349ZMB|49BPWR|5ASPD|6TLV|789VULN|aCDMG
547	42333 25152	   	169.58	ACR|2VULN|3ZMB|1DMG|3DUR	149DUR|2RCR|345ZMB|49BPWR|6LHND|79VULN|89LWND|aDMG
548	42333 35152	   	169.58	ACR|2VULN|3ZMB|1DMG|3DUR	149DUR|2RCR|345ZMB|49BPWR|6BEXP|79VULN|89LWND|aDMG
549	22436 43331	 * 	169.56	ACR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	14aLWND|2RCR|34ASPD|4aBPWR|5aVULN|6DMG|7MBVNT|8ZMB|9aCDMG
550	52132 64131	   	169.53	ACR|2VULN|2DMG|2CDMG|1DUR	148aLHND|2RCR|38VULN|5aDUST|6DUR|78DMG|8aBPWR|9aCDMG
551	11225 32523	   	169.51	ACR|2VULN|1DMG|2CDMG|2FLTHEA|1DUR	19CDMG|2DUR|3RCR|49FLTHEA|5BELT|6DMG|7aVULN|89MLV|9BPWR
552	11225 32623	   	169.51	ACR|2DMG|2FLTHEA|1VULN|2CDMG|1DUR	19CDMG|2DUR|3RCR|49FLTHEA|5BELT|6aDMG|7VULN|89CGEN|9BPWR
553	41111 42512	   	169.51	ACR|3VULN|1DMG|3DUR|2ZMB	189DUR|29aVULN|3TLV|4RCR|5RCVC|6DMG|79ZMB|9BPWR
554	41311 42512	   	169.51	ACR|3VULN|1DMG|3DUR|2ZMB	189DUR|29aVULN|3ERES|4RCR|5RCVC|6DMG|79ZMB|9BPWR
555	42333 54462	   	169.48	ACR|2VULN|3ZMB|1DMG|3DUR	149DUR|2RCR|345ZMB|49BPWR|6MBVNT|79BEXP|89VULN|aDMG
556	42336 41311	   	169.48	ACR|2VULN|3ZMB|1DMG|3DUR	147DUR|2RCR|34aZMB|4aBPWR|5aVULN|6DMG|8BASICY|9aLIT
557	11212 13211	   	169.46	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|257DUR|3RCR|45MLV|5BPWR|6VULN|8ZMB|9AART|aDMG
558	42116 36221	   	169.44	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4MGNLIT|59DMG|6ERES|78AART|aRCVC
559	22423 11315	   	169.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	17LWND|2RCR|3ASPD|4BELT|57LIT|67DMG|7BPWR|8VULN|9AART|aCDMG
560	52423 11315	   	169.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	17LHND|2RCR|3ASPD|4BELT|57LIT|67DMG|7BPWR|8VULN|9AART|aCDMG
561	12143 53263	   	169.41	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78DMG|9BELT|aVULN
562	41234 23335	   	169.41	DCR|3VULN|1AART|1DMG|2DUR	16DUR|23aVULN|4AART|5DMSP|7DMG|8NUKE|9RCR
563	21213 42632	   	169.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|23aVULN|4CGEN|5ZMB|6CDMG|7AART|8RCR|9DUR
564	51213 42632	   	169.41	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|23aVULN|4CGEN|5ZMB|6CDMG|7AART|8RCR|9DUR
565	11211 64533	   	169.41	ACR|2AART|1VULN|1DMG|2CDMG|1DUR	18CDMG|2DUR|3RCR|4MLV|59AART|6DMG|7LWND|aVULN
566	12543 23125	   	169.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2RCVC|3DMSP|4ZMB|56VULN|7BEXP|8RCR|9AART|aDMG
567	11215 33211	   	169.36	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|267DUR|3RCR|4MLV|5VULN|8ZMB|9AART|aDMG
568	11245 33251	   	169.36	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|267DUR|3RCR|4RMIN|5VULN|8ZMB|9AART|aDMG
569	12143 53222	   	169.31	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78DMG|9NUKE|aVULN
570	21223 42663	   	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|23aVULN|4ERES|5ZMB|6CDMG|7AART|8RCR|9ASPD
571	11225 32423	   	169.31	ACR|2VULN|1DMG|2CDMG|2FLTHEA|1DUR	19CDMG|2DUR|3RCR|49FLTHEA|5BELT|6DMG|7aVULN|89TLV|9BPWR
572	22222 34153	   	169.29	ACR|3VULN|2DMG|1ZMB	19LWND|2RCR|389FEWX|4ZMB|57DMG|69aVULN|9BPWR
573	52222 34153	   	169.29	ACR|3VULN|2DMG|1ZMB	19LHND|2RCR|389FEWX|4ZMB|57DMG|69aVULN|9BPWR
574	13122 32131	   	169.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1CDMG|2CGEN|3BEXP|489DMG|5VULN|6RCR|7ZMB|aASPD
575	11262 13211	   	169.26	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|257DUR|3RCR|45TLV|5BPWR|6VULN|8ZMB|9AART|aDMG
576	11265 33211	   	169.26	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|267DUR|3RCR|4TLV|5VULN|8ZMB|9AART|aDMG
577	11211 62235	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5AART|6DMG|78BEXP|9aVULN
578	22423 15315	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2RCR|3ASPD|4BELT|5LIT|67DMG|8VULN|9AART|aCDMG
579	41314 33532	   	169.23	ACR|3VULN|2DMG|3DUR	18aDUR|29aVULN|35ERES|4RCR|6TLV|7aDMG|aBPWR
580	11253 45131	 * 	169.18	ACR|2DMG|3CDMG|2ZMB|1FLTHEA|2DUR|1SELL	159CDMG|25DUR|3RCR|4DMSP|59BPWR|6SELL|79ZMB|89DMG|aFLTHEA
581	21126 32116	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29aVULN|3TLV|4ASPD|5CDMG|6RCR|7ZMB|8DMG
582	21326 32116	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29aVULN|3ERES|4ASPD|5CDMG|6RCR|7ZMB|8DMG
583	11241 22623	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|5AART|6DUST|7aVULN|8LIT|9DMG
584	11241 22663	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|5AART|6DUST|79VULN|8LIT|aDMG
585	11261 62235	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5AART|6DMG|78BEXP|9aVULN
586	42112 32164	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|38VULN|4MGNLIT|5BASICY|6DMG|7RMIN|9AART|aCDMG
587	42112 32166	   	169.13	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|2RCR|38VULN|4MGNLIT|5BASICY|6DMG|7RMIN|9AART|aFLTHEA
588	52166 13132	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16LHND|2RCR|3aVULN|4ERES|5CDMG|7DUR|8DMG|9AART
589	11254 51211	   	169.13	ACR|2VULN|2AART|3DUR|1CDMG	1CDMG|258DUR|3RCR|4DMSP|6aAART|79VULN
590	12316 21553	   	169.13	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2RCVC|3ERES|4DMG|5LWND|68AART|7aVULN|9RCR
591	13442 33114	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3ERES|4RCR|59VULN|6ZMB|7DUR|8aDMG
592	21414 12114	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8aDMG
593	21416 12114	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8aDMG
594	11223 48544	 * 	169.11	ACR|1AART|2CDMG|1VULN|2FLTHEA|2ASPD|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6BEXP|7VULN|8aASPD|9AART|aBPWR
595	22336 43316	 * 	169.10	ACR|3VULN|1DMG|2ZMB|1CDMG	14LWND|2RCR|34ZMB|4BPWR|59aVULN|6DMG|7CDMG|8BEXP
596	15226 13361	 * 	169.04	ACR|3VULN|1AART|1CDMG|1FLTHEA	1CDMG|2FEWX|3RCR|4FLTHEA|5TLV|68aVULN|7DMSP|9AART
597	11242 63531	   	169.03	ACR|2DMG|3CDMG|1AART|3DUR	159CDMG|256DUR|3RCR|4RMIN|59BPWR|79DMG|8AART|aLIT
598	11242 63533	   	169.03	ACR|2DMG|3CDMG|1AART|3DUR	159CDMG|256DUR|3RCR|4RMIN|59BPWR|79DMG|8AART|aFEWX
599	16223 12355	   	169.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2LIT|34VULN|5DUR|6ERES|7AART|8RCR|aDMG
600	11223 78544	   	169.01	ACR|1AART|2CDMG|1VULN|2FLTHEA|2ASPD|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5MBVNT|6DUST|7VULN|8aASPD|9AART|aBPWR
601	22151 21333	   	169.00	ACR|3VULN|1AART|2CDMG	19LWND|2RCR|39aVULN|4CGEN|5RCVC|6AART|7BEXP|89CDMG|9BPWR
602	22336 43116	   	169.00	ACR|3VULN|1DMG|2ZMB|1CDMG	14LWND|2RCR|34ZMB|4BPWR|59aVULN|6DMG|7CDMG|8DUST
603	21415 13214	   	168.97	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5FEWX|6LIT|79DMG|8AART
604	42122 23425	   	168.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|56LIT|78CDMG|9AART|aDMG
605	21111 23535	   	168.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2aVULN|3TLV|4RCR|5RCVC|6AART|7DMG|8CDMG|9DUR
606	21311 23563	   	168.94	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ERES|4RCR|5RCVC|6AART|7DMG|8CDMG|9ASPD
607	11211 12536	   	168.92	ACR|2VULN|1AART|3CDMG|2DUR	19aCDMG|29DUR|3RCR|4MLV|5AART|6LWND|79VULN|8RCVC|9BPWR
608	22151 26333	   	168.90	ACR|3VULN|1AART|2CDMG	19LWND|2RCR|39aVULN|4CGEN|5RCVC|6AART|7DUST|89CDMG|9BPWR
609	22336 45113	   	168.88	ACR|3VULN|3ZMB|1DMG	14LWND|2RCR|347ZMB|4BPWR|59aVULN|6DMG|8ERES
610	21112 13214	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2aVULN|3TLV|4RCR|5LIT|6DUR|79DMG|8AART
611	21312 13214	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2aVULN|3ERES|4RCR|5LIT|6DUR|79DMG|8AART
612	22115 24136	   	168.84	ACR|3VULN|2DMG|1ZMB|1SELL	1LWND|2RCR|368VULN|4MGNLIT|5ZMB|7aDMG|9SELL
613	13126 56131	 * 	168.84	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1CDMG|2CGEN|3BEXP|4DMG|5AART|6RCR|7aASPD|8ZMB|9VULN
614	22114 31221	   	168.83	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aBEXP
615	22114 31224	   	168.83	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aCGEN
616	52114 31221	   	168.83	ACR|2VULN|2AART|1DMG|1DUR	1LHND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aBEXP
