0	Index      	 *	Score 	Summary	Detail	
1	42232 42712	 * 	179.26	DCR|3DMG|2VULN|2ZMB|2DUR	1RCVC|2MBVNT|345DMG|6aZMB|7aVULN|8aDUR|9RCR|aBPWR
499	32336 42126	   	149.65	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1LWND|2VULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9BEXP|aZMB
500	42245 33612	 * 	149.62	4VULN|3DMG|1AART	1RCVC|2MBVNT|368DMG|478aVULN|58LWND|8BPWR|9AART
501	42261 31414	   	149.62	DCR|2DMG|2AART|1ZMB	1RCVC|2MBVNT|36DMG|4RPLT|5ZMB|7RCR|8AIRHEA|9aAART
502	15135 33222	 * 	149.57	ACR|3DMG|1VULN|1ASPD|1DUR	13CGEN|2RPLT|4RCR|567DMG|8ASPD|9DUR|aVULN
503	32263 25261	   	149.55	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	1LWND|28VULN|3ASPD|4MLV|5FLTHEA|6BEXP|7ZMB|9RCR|aAART
504	42243 21562	 * 	149.55	5VULN|3DMG|1ZMB	1RCVC|2MBVNT|389DMG|46789VULN|589ERES|89BPWR|aZMB
505	32336 42137	   	149.55	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1LWND|2VULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9MBVNT|aZMB
506	32334 32715	   	149.52	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1LWND|2VULN|3SELL|49DMG|5DUR|6RCVC|7MBVNT|8RCR|aAART
507	32111 34624	   	149.52	DCR|2VULN|1AART|1DMG|1ASPD|1SELL	1LWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8ASPD|9SELL|aAART
508	33233 53162	   	149.46	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|24DUST|3ASPD|5ERES|6AART|7DMG|8RCR|9aVULN
509	32263 15261	   	149.45	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	1LWND|28VULN|3ASPD|4MLV|5FLTHEA|6DUST|7ZMB|9RCR|aAART
510	42238 38122	   	149.26	DCR|3DMG|1AART|1DUR	1RCVC|2MBVNT|349DMG|5BEXP|6AART|7FEWX|8RCR|aDUR
