0	Index      	 *	Score 	Summary	Detail	
1	44212 62132	 * 	196.47	DCR|3VULN|2DMG|3ZMB|2CDMG|1SELL	16aZMB|2SELL|35CDMG|45aVULN|5aBPWR|7aDMG|8RCVC|9RCR
493	32531 22136	   	167.80	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR	18DUR|28VULN|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9ERES|aCDMG
494	23531 22114	   	167.78	DCR|2VULN|3ZMB|1AART|2DUR	18VULN|28DUR|3LWND|4LHND|58aZMB|6RCR|7AART|8BPWR|9FEWX
495	23551 22114	   	167.78	DCR|2VULN|3ZMB|1AART|2DUR	18VULN|28DUR|3LWND|4BEXP|58aZMB|6RCR|7AART|8BPWR|9FEWX
496	32531 22114	   	167.78	DCR|2VULN|3ZMB|1AART|2DUR	18DUR|28VULN|3LWND|4LHND|58aZMB|6RCR|7AART|8BPWR|9FEWX
497	32551 22114	   	167.78	DCR|2VULN|3ZMB|1AART|2DUR	18DUR|28VULN|3LWND|4BEXP|58aZMB|6RCR|7AART|8BPWR|9FEWX
498	22331 61232	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1278VULN|3FEWX|4RCR|5RCVC|6ZMB|9ASPD|aDMG
499	23541 22332	   	167.70	DCR|3VULN|2DMG|2DUR	18aVULN|28DUR|39LWND|47DMG|58BEXP|6RCR|8BPWR
500	23541 22352	   	167.70	DCR|3DMG|2VULN|2DUR	18VULN|28DUR|3LWND|47aDMG|58BEXP|6RCR|8BPWR|9LHND
501	32541 22332	   	167.70	DCR|3VULN|2DMG|2DUR	18DUR|28aVULN|39LWND|47DMG|58BEXP|6RCR|8BPWR
502	32541 22352	   	167.70	DCR|3DMG|2VULN|2DUR	18DUR|28VULN|3LWND|47aDMG|58BEXP|6RCR|8BPWR|9LHND
503	23531 22164	   	167.68	DCR|2VULN|3ZMB|1AART|2DUR	18VULN|28DUR|3LWND|4LHND|58aZMB|6RCR|7AART|8BPWR|9DUST
504	32531 22164	   	167.68	DCR|2VULN|3ZMB|1AART|2DUR	18DUR|28VULN|3LWND|4LHND|58aZMB|6RCR|7AART|8BPWR|9DUST
505	22131 61232	   	167.64	ACR|4VULN|1DMG|1ZMB|1ASPD	1278VULN|3DUST|4RCR|5RCVC|6ZMB|9ASPD|aDMG
506	23513 53423	   	167.61	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	1aVULN|27DUR|3aLWND|4AART|5CGEN|6DMG|8aASPD|9RCR|aBPWR
507	32513 52423	   	167.61	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	1aDUR|27VULN|3aLWND|4AART|5CGEN|6DMG|8aASPD|9RCR|aBPWR
508	22331 53356	   	167.58	ACR|4VULN|2DMG	128aVULN|3aFEWX|4RCR|5RCVC|6BEXP|7LWND|9aDMG|aBPWR
509	22336 12356	   	167.58	ACR|4VULN|2DMG	128aVULN|3aFEWX|4RCR|5BEXP|6LHND|7RCVC|9aDMG|aBPWR
510	22336 31356	   	167.58	ACR|4VULN|2DMG	128aVULN|3aFEWX|4RCR|5BEXP|67LWND|9aDMG|aBPWR
511	22336 33356	   	167.58	ACR|4VULN|2DMG	128aVULN|37aFEWX|4RCR|5BEXP|6LWND|9aDMG|aBPWR
512	22335 63211	   	167.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	126VULN|3FEWX|4RCR|5CGEN|7DUR|8AART|9ASPD|aCDMG
513	46613 31331	   	167.54	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1ZMB|28AART|3RCR|4MLV|5DMG|6VULN|7LHND|9aDUR
514	21442 22332	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUST|3BEXP|47aDMG|58DUR|6RCR|8BPWR|9LWND
515	21442 22352	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUST|3BEXP|47aDMG|58DUR|6RCR|8BPWR|9LHND
516	23446 22332	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUR|3BEXP|47aDMG|58DUST|6RCR|8BPWR|9LWND
517	23542 22322	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUR|3LWND|47aDMG|58DUST|6RCR|8BPWR|9BEXP
518	23542 22332	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUR|3LWND|47aDMG|58DUST|6RCR|8BPWR|9FEWX
519	23542 22352	   	167.50	DCR|3DMG|2VULN|2DUR	18VULN|28DUR|3LWND|47aDMG|58DUST|6RCR|8BPWR|9LHND
520	32446 22332	   	167.50	DCR|3DMG|2VULN|2DUR	18DUR|28VULN|3BEXP|47aDMG|58DUST|6RCR|8BPWR|9LWND
521	32542 22322	   	167.50	DCR|3DMG|2VULN|2DUR	18DUR|28VULN|3LWND|47aDMG|58DUST|6RCR|8BPWR|9BEXP
522	32542 22332	   	167.50	DCR|3DMG|2VULN|2DUR	18DUR|28VULN|3LWND|47aDMG|58DUST|6RCR|8BPWR|9FEWX
523	32542 22352	   	167.50	DCR|3DMG|2VULN|2DUR	18DUR|28VULN|3LWND|47aDMG|58DUST|6RCR|8BPWR|9LHND
524	22135 63211	   	167.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	126VULN|3DUST|4RCR|5CGEN|7DUR|8AART|9ASPD|aCDMG
525	46152 23311	 * 	167.46	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1ZMB|2AART|379CDMG|4RCR|5RMIN|6DMG|8VULN|aLWND
526	46152 23312	   	167.46	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1ZMB|2AART|379CDMG|4RCR|5RMIN|6DMG|8VULN|aBELT
527	46152 23313	   	167.46	ACR|1AART|3CDMG|1VULN|1DMG|1ZMB	1ZMB|2AART|379CDMG|4RCR|5RMIN|6DMG|8VULN|aLIT
528	22131 53356	   	167.38	ACR|4VULN|2DMG	128aVULN|3aDUST|4RCR|5RCVC|6BEXP|7LWND|9aDMG|aBPWR
529	22136 12356	   	167.38	ACR|4VULN|2DMG	128aVULN|3aDUST|4RCR|5BEXP|6LHND|7RCVC|9aDMG|aBPWR
530	22136 31356	   	167.38	ACR|4VULN|2DMG	128aVULN|3aDUST|4RCR|5BEXP|67LWND|9aDMG|aBPWR
531	22163 11551	   	167.28	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	12VULN|3DUST|4ZMB|58ASPD|6LWND|7RCR|9DMG|aAART
532	46621 11121	   	167.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RCR|47VULN|5LIT|68DUR|9CGEN|aCDMG
533	46623 11121	   	167.27	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2AART|3RCR|47VULN|58DUR|6LIT|9CGEN|aCDMG
534	23541 26211	 * 	167.26	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DUR|3LWND|4DMG|5BEXP|6RCR|7CDMG|8FLTHEA|9ZMB
535	32541 26211	   	167.26	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2aVULN|3LWND|4DMG|5BEXP|6RCR|7CDMG|8FLTHEA|9ZMB
536	22163 11352	   	167.22	DCR|4VULN|1DMG|1ZMB|1ASPD	128aVULN|3DUST|4ZMB|5ASPD|6LWND|7RCR|9DMG
537	42143 11352	   	167.22	DCR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|2DUST|348aVULN|5ASPD|6LWND|7RCR|9DMG
538	42243 63212	   	167.22	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ZMB|25DUST|3RCR|456VULN|5BPWR|7DUR|8AART|9ASPD|aFEWX
539	22352 11424	 * 	167.22	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	126VULN|3FEWX|4DUR|56LIT|6BPWR|7FLTHEA|8RCR|9DMG|aCDMG
540	33241 34332	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3RCR|4VULN|5BEXP|6DMG|7CDMG|8FEWX|9AART|aASPD
541	21442 26211	   	167.16	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DUST|3BEXP|4DMG|5DUR|6RCR|7CDMG|8FLTHEA|9ZMB
542	21641 26211	   	167.16	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DUST|3DUR|4DMG|5BEXP|6RCR|7CDMG|8FLTHEA|9ZMB
543	23542 26211	   	167.16	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1aVULN|2DUR|3LWND|4DMG|5DUST|6RCR|7CDMG|8FLTHEA|9ZMB
544	32542 26211	   	167.16	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2aVULN|3LWND|4DMG|5DUST|6RCR|7CDMG|8FLTHEA|9ZMB
545	44211 11351	   	167.13	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1ZMB|2SELL|3CDMG|48VULN|5DUST|6LWND|7RCR|9DMG|aAART
546	42243 63213	   	167.12	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ZMB|25DUST|3RCR|456VULN|5BPWR|7DUR|8AART|9ASPD|aERES
547	13512 11424	   	167.12	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	1LIT|234VULN|5FEWX|6DUR|7FLTHEA|8RCR|9DMG|aCDMG
548	22152 11424	   	167.12	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	126VULN|3DUST|4DUR|56LIT|6BPWR|7FLTHEA|8RCR|9DMG|aCDMG
549	33242 34332	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ZMB|3RCR|4VULN|5DUST|6DMG|7CDMG|8FEWX|9AART|aASPD
550	45243 11132	   	167.04	ACR|4VULN|1AART|1ZMB	1ZMB|25BEXP|3RCR|457aVULN|5BPWR|6RCVC|8RPLT|9AART
551	22421 31424	   	167.02	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	123VULN|3BPWR|4DUR|5DUST|6LIT|7FLTHEA|8RCR|9DMG|aCDMG
552	23512 56212	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6LHND|7RCR|8RCVC|9aDMG
553	23512 56312	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|68LHND|7RCR|9aDMG
554	32512 56212	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6LHND|7RCR|8RCVC|9aDMG
555	32512 56312	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|68LHND|7RCR|9aDMG
556	42221 34412	   	166.99	ACR|3DMG|1AART|1CDMG|1ZMB	1ZMB|2DUST|3RCR|4LHND|5BEXP|69aDMG|7CDMG|8AART
557	43531 25232	 * 	166.97	DCR|4VULN|1AART|2ZMB	17ZMB|2RPLT|3AART|4DMSP|57FEWX|678aVULN|7BPWR|9RCR
558	44211 62233	   	166.96	DCR|2VULN|1AART|2ZMB|1CDMG|2DUR|1SELL	1aZMB|2SELL|3CDMG|4aVULN|5DUST|6RCR|7CGEN|8AART|9aDUR|aBPWR
559	23511 46321	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3LWND|4AART|5DMG|6ERES|7RCR|9RCVC|aCDMG
560	32511 46321	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LWND|4AART|5DMG|6ERES|7RCR|9RCVC|aCDMG
561	21512 26212	   	166.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DUST|36LWND|4AART|5CDMG|7RCR|8DUR|9aDMG
562	34212 23213	   	166.88	ACR|2DMG|1AART|2ZMB|1CDMG|2DUR|1SELL	1aDUR|2SELL|3BEXP|4RCR|5AART|6aDMG|7CDMG|8LHND|9aZMB|aBPWR
563	13511 35361	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|234VULN|5CGEN|6ZMB|7RCR|8DUR|9CDMG|aDMG
564	42243 61332	 * 	166.85	ACR|4VULN|1DMG|2ZMB	1aZMB|25DUST|3RCR|4567VULN|5BPWR|8ERES|9DMG
565	42243 11152	   	166.84	ACR|4VULN|1AART|1ZMB	1ZMB|25DUST|3RCR|457aVULN|5BPWR|6RCVC|8RPLT|9AART
566	21643 16332	 * 	166.71	DCR|4VULN|3DMG|2DUR|1MSE	157aVULN|2DUST|37DUR|457DMG|57BPWR|6BELT|8MSE|9RCR
567	23512 13112	 * 	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|79ZMB|8BEXP|aDMG
568	23512 13312	   	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|79ZMB|8FEWX|aDMG
569	32512 13112	   	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|79ZMB|8BEXP|aDMG
570	32512 13312	   	166.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|79ZMB|8FEWX|aDMG
571	34212 23632	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2SELL|3aBEXP|4RCR|5AART|69DMG|7CDMG|8VULN
572	34212 23633	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2SELL|3BEXP|4RCR|5AART|69DMG|7CDMG|8VULN|aMLV
573	34212 23634	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2SELL|3BEXP|4RCR|5AART|69DMG|7CDMG|8VULN|aRPLT
574	34212 23635	   	166.59	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2SELL|3BEXP|4RCR|5AART|69DMG|7CDMG|8VULN|aLWND
575	42243 23352	   	166.59	ACR|3VULN|2DMG|1ZMB	1ZMB|25DUST|3RCR|458VULN|5BPWR|69DMG|7LWND|aBEXP
576	23512 13512	   	166.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|79ZMB|8MBVNT|aDMG
577	32512 13512	   	166.58	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|79ZMB|8MBVNT|aDMG
578	22163 62213	   	166.57	DCR|3VULN|1AART|2ASPD|1ZMB	12aVULN|3aDUST|4ZMB|59ASPD|6RCR|7aCGEN|8AART|aBPWR
579	46153 13212	   	166.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|27AART|3CDMG|4RCR|5LHND|6FEWX|8VULN|9BEXP|aDMG
580	46153 13232	   	166.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|27AART|3CDMG|4RCR|5LHND|6FEWX|8VULN|9MLV|aDMG
581	34212 23631	   	166.49	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1DUR|2SELL|3BEXP|4RCR|5AART|69DMG|7CDMG|8VULN|aMBVNT
582	42243 23326	   	166.49	ACR|3VULN|2DMG|1ZMB	1ZMB|25DUST|3RCR|458VULN|5BPWR|6aDMG|7LWND|9ERES
583	46621 31221	   	166.48	ACR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2aAART|3RCR|47VULN|59LIT|6LHND|8CDMG
