0	Index      	 *	Score 	Summary	Detail	
1	51111 33433	 * 	186.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aAART
487	51111 33264	   	157.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2VULN|3BEXP|4CDMG|5DUST|6DMG|7RCR|8MBVNT|9aAART
488	55351 22312	   	157.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|29DMG|3ERES|4VULN|5AART|6ASPD|7DUST|aRCR
489	51112 41423	   	157.57	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|27VULN|3BEXP|4CDMG|5RCR|6DUST|8ZMB|aAART
490	51112 43423	   	157.57	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|28VULN|3BEXP|4CDMG|5RCR|6DUST|7ZMB|aAART
491	51312 23423	   	157.57	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|28VULN|3DUST|4CDMG|5RCR|6ZMB|7BEXP|aAART
492	55112 51133	   	157.56	DCR|2DMG|1AART|1VULN|2DUR	13DUR|23DMG|3BPWR|45RMIN|6RCR|7FEWX|8VULN|9CGEN|aAART
493	55233 33236	   	157.55	DCR|2AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3FEWX|4MLV|5CDMG|69AART|7RCR|8ZMB|aASPD
494	61231 21212	 * 	157.48	DCR|3VULN|1DMG|2CDMG|1DUR	1RPLT|25CDMG|3BELT|45aVULN|5BPWR|6LIT|7DUR|8DMG|9RCR
495	55112 51113	   	157.46	DCR|2DMG|1AART|1VULN|2DUR	13DUR|23DMG|3BPWR|45RMIN|6RCR|7FEWX|8VULN|9ERES|aAART
496	25423 51321	 * 	157.43	ACR|3AART|1VULN|1DMG|2ZMB	1LHND|2DMG|3aZMB|478AART|5RCR|6VULN|9LIT
497	51111 33426	   	157.43	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|28VULN|3BEXP|4aCDMG|5DUST|6DMG|7RCR|9ZMB
498	53164 62133	   	157.41	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	19DUR|2RCVC|3MBVNT|49VULN|5RCR|6CDMG|7ASPD|89BEXP|9BPWR|aAART
499	15323 35215	   	157.38	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1BEXP|2DMG|3ERES|48AART|5RCR|6aDUR|7VULN|9ASPD
500	11451 33531	   	157.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|28VULN|3RMIN|4ZMB|5AART|6DUR|7RCR|9CGEN|aCDMG
501	13123 46638	   	157.29	ACR|3VULN|1AART|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|678VULN|9LHND|aCDMG
502	13123 46651	   	157.29	ACR|3VULN|1AART|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|678VULN|9CDMG|aFEWX
503	13123 46652	   	157.29	ACR|3VULN|1AART|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|678VULN|9CDMG|aCGEN
504	23123 46651	   	157.29	ACR|3VULN|1AART|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|678VULN|9CDMG|aBEXP
505	23123 46652	   	157.29	ACR|3VULN|1AART|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|678VULN|9CDMG|aCGEN
506	13123 46238	   	157.29	ACR|3VULN|1AART|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|679VULN|8LHND|aCDMG
507	23123 43738	   	157.29	ACR|3VULN|1AART|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|689VULN|7BEXP|aCDMG
508	23123 46538	   	157.29	ACR|3VULN|1AART|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|679VULN|8FEWX|aCDMG
509	55233 31161	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3aFEWX|4MLV|5CDMG|69AART|7VULN|8RCR
510	55233 31162	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2DMG|3FEWX|4MLV|5CDMG|69AART|7VULN|8RCR|aCGEN
511	16433 33331	   	157.20	DCR|2DMG|2AART|1CDMG|1DUR	1BEXP|2DUR|3RMIN|4MLV|5CDMG|69AART|7RCR|8aDMG
512	55233 33131	   	157.20	DCR|2DMG|2AART|1CDMG|1DUR	1DUR|2aDMG|3FEWX|4MLV|5CDMG|69AART|7RCR|8RMIN
513	15423 25211	   	157.18	ACR|2DMG|1AART|2ASPD|1ZMB|1DUR	1BEXP|29DMG|3ZMB|4AART|5RCR|67ASPD|8DUR|aRCVC
514	15423 32341	   	157.18	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1BEXP|28DMG|3ZMB|4AART|5RCR|6DUR|7DUST|9CDMG|aRCVC
515	11314 43114	   	157.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2VULN|3DUST|4CDMG|5RMIN|6aAART|7DMG|8RCR|9DUR
516	13521 32226	   	157.17	DCR|3VULN|2AART	13BEXP|2RCVC|46AART|58aVULN|7RCR|9FEWX
517	13521 32246	   	157.17	DCR|3VULN|2AART	13BEXP|2RCVC|46AART|58aVULN|7RCR|9LWND
518	13521 32255	   	157.17	DCR|3VULN|2AART	139BEXP|2RCVC|46AART|58aVULN|7RCR
519	13521 32266	   	157.17	DCR|3VULN|2AART	13BEXP|2RCVC|46AART|58aVULN|7RCR|9LHND
520	11623 16632	   	157.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|27VULN|3DMSP|4AART|5ZMB|6DUR|8DMG|9CGEN|aRCR
521	15422 35331	   	157.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DMG|3ZMB|4AART|5LWND|6DUR|79VULN|8BELT|aRCR
522	35423 35331	   	157.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DMG|3ZMB|4AART|5FEWX|6DUR|79VULN|8BELT|aRCR
523	15112 22512	   	157.17	DCR|3DMG|1AART|3DUR	13aBEXP|23aDMG|3aBPWR|45RMIN|6AART|7RCR|89aDUR
524	25112 22312	   	157.17	DCR|3DMG|1AART|3DUR	13aLHND|23aDMG|3aBPWR|45RMIN|6AART|7RCR|89aDUR
525	35112 22312	   	157.17	DCR|3DMG|1AART|3DUR	13aLWND|23aDMG|3aBPWR|45RMIN|6AART|7RCR|89aDUR
526	55112 22342	   	157.17	DCR|3DMG|1AART|3DUR	13aDUR|23aDMG|3aBPWR|45RMIN|6AART|7RCR|8DMSP|9aLWND
527	55112 22352	   	157.17	DCR|3DMG|1AART|3DUR	13aDUR|23aDMG|3aBPWR|45RMIN|6AART|7RCR|8DMSP|9aBEXP
528	13123 48627	   	157.16	ACR|3VULN|2AART	1BEXP|27RCVC|3MBVNT|49AART|5RCR|68aVULN
529	11623 23262	   	157.09	DCR|2VULN|3ZMB|1AART|1DUR	17BEXP|27VULN|3DMSP|4AART|578ZMB|6BELT|7BPWR|9RCR|aDUR
530	13323 33522	   	157.07	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2RCVC|3LWND|4AART|5FEWX|6DUR|7RCR|8aVULN|9DMG
531	33523 33522	   	157.07	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2RCVC|3BEXP|4AART|5FEWX|6DUR|7RCR|8aVULN|9DMG
532	15142 13153	   	157.03	DCR|2DMG|1AART|1VULN|1ZMB	138BEXP|23DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aAART
533	15423 23263	   	157.03	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	17BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|89DUR|aVULN
534	25423 35212	   	157.03	ACR|1AART|1DMG|1VULN|2DUR|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|68DUR|7VULN|9ASPD|aCGEN
535	25423 35213	   	157.03	ACR|1AART|1DMG|1VULN|2DUR|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|68DUR|7VULN|9ASPD|aLWND
536	25423 53213	   	157.03	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|6VULN|7BEXP|8aDUR|9ASPD
537	51112 14422	   	157.02	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|278VULN|3BEXP|4CDMG|5RCR|6MGNSTR|9LHND|aAART
538	31112 12326	   	157.02	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3BEXP|4CDMG|5RCR|6MGNSTR|7ASPD|aAART
539	22531 51612	   	157.01	DCR|2AART|2DMG|1VULN|1ASPD	1LHND|2CGEN|3ASPD|4FEWX|57AART|6VULN|89DMG|aRCR
540	52521 32216	   	156.98	DCR|2AART|2VULN|2DUR|1ASPD	19DUR|25CGEN|3ASPD|46AART|7RCR|8aVULN
541	33164 28433	   	156.98	ACR|2VULN|2DMG|1ZMB|1DUR	19LWND|2RCVC|3MBVNT|49VULN|5RCR|6ZMB|7LIT|89DMG|9BPWR|aDUR
542	55112 22315	   	156.97	DCR|3DMG|1AART|3DUR	139DUR|23aDMG|3BPWR|45RMIN|6AART|7RCR|8DMSP
543	25521 43321	   	156.97	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LHND|2DMG|3ASPD|49CGEN|5VULN|6RCR|7AART|8DUR|aCDMG
544	35521 43321	   	156.97	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2DMG|3ASPD|49CGEN|5VULN|6RCR|7AART|8DUR|aCDMG
545	25423 32513	   	156.93	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LHND|2DMG|3ZMB|4AART|5RCR|6aDUR|7DUST|8VULN|9ASPD
546	31312 12326	   	156.92	ACR|3VULN|1AART|1CDMG|1ASPD	1LWND|289VULN|3DUST|4CDMG|5RCR|6MGNSTR|7ASPD|aAART
547	51312 14412	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|278VULN|3DUST|4CDMG|5RCR|6MGNSTR|9BEXP|aAART
548	51312 14422	   	156.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|278VULN|3DUST|4CDMG|5RCR|6MGNSTR|9LHND|aAART
549	55233 31131	   	156.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3FEWX|4MLV|5CDMG|6AART|7VULN|8RCR|9RPLT|aZMB
550	15142 52231	   	156.82	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	13BEXP|23DMG|3BPWR|4RCVC|5RMIN|6RCR|7VULN|8ASPD|9CDMG|aZMB
551	25112 22222	   	156.77	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aLWND
552	25112 22223	   	156.77	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aBELT
553	25112 22224	   	156.77	DCR|2DMG|2AART|1VULN	13LHND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aLIT
554	35112 22222	   	156.77	DCR|2DMG|2AART|1VULN	13aLWND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN
555	35112 22224	   	156.77	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aLIT
556	35112 22226	   	156.77	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aBELT
557	55423 21313	   	156.77	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3ZMB|49AART|5RCR|6ASPD|78LIT|aCDMG
558	25423 36211	   	156.77	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DMG|3ZMB|48AART|5RCR|6DUR|7BEXP|9ASPD|aCDMG
559	25145 22221	   	156.74	DCR|2DMG|1AART|1VULN|1ASPD	13LHND|23DMG|3BPWR|49RCVC|5ERES|6AART|7RCR|8VULN|aASPD
560	35145 22221	   	156.74	DCR|2DMG|1AART|1VULN|1ASPD	13LWND|23DMG|3BPWR|49RCVC|5ERES|6AART|7RCR|8VULN|aASPD
561	51314 43131	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2VULN|3DUST|4CDMG|5RMIN|6AART|7DMG|8RCR|9RPLT|aZMB
562	61231 61314	 * 	156.68	DCR|3VULN|3CDMG|1DMG	1RPLT|256CDMG|3BELT|456VULN|56BPWR|7LWND|8RMIN|9RCR|aDMG
563	35112 22223	   	156.67	DCR|2DMG|2AART|1VULN	13LWND|23DMG|3BPWR|45RMIN|69AART|7RCR|8VULN|aTLV
564	15423 32411	   	156.67	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2DMG|3ZMB|48AART|5RCR|6DUR|7DUST|9ASPD|aCDMG
565	25423 32211	   	156.67	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2DMG|3ZMB|48AART|5RCR|6DUR|7DUST|9ASPD|aCDMG
566	55521 33312	   	156.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	18DUR|29DMG|3ASPD|4CGEN|5VULN|6LWND|7AART|aRCR
567	61231 61213	   	156.58	DCR|3VULN|3CDMG|1DMG	1RPLT|256CDMG|3BELT|456VULN|56BPWR|7LWND|8TLV|9RCR|aDMG
568	61231 65213	   	156.58	DCR|3VULN|3CDMG|1DMG	1RPLT|256CDMG|3BELT|456VULN|56BPWR|7LHND|8TLV|9RCR|aDMG
569	15323 35431	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2DMG|3ERES|4AART|5RCR|68DUR|79VULN|aMLV
570	15323 35433	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2DMG|3ERES|4AART|5RCR|68DUR|79VULN|aLHND
571	55323 32531	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2DMG|3ERES|4AART|5RCR|7LHND|89VULN|aMLV
572	55323 32533	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2DMG|3ERES|4AART|5RCR|7aLHND|89VULN
573	55323 42231	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2DMG|3ERES|4AART|5RCR|6LHND|79VULN|aMLV
574	55323 42233	   	156.58	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2DMG|3ERES|4AART|5RCR|6aLHND|79VULN
575	25251 35331	   	156.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3FEWX|4ZMB|5AART|6DUR|79VULN|8BELT|aRCR
576	35251 35331	   	156.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DMG|3FEWX|4ZMB|5AART|6DUR|79VULN|8BELT|aRCR
577	51313 31216	   	156.50	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1DUR|27VULN|3DUST|45CDMG|6AART|8RCR|9RMIN|aASPD
578	15323 35432	   	156.48	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2DMG|3ERES|4AART|5RCR|68DUR|79VULN|aDUST
579	55323 32532	   	156.48	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2DMG|3ERES|4AART|5RCR|7LHND|89VULN|aDUST
580	55323 33531	   	156.48	ACR|2VULN|1AART|1DMG|2DUR	16DUR|2DMG|3ERES|4AART|5RCR|7DUST|89VULN|aMLV
581	55323 42232	   	156.48	ACR|2VULN|1AART|1DMG|2DUR	18DUR|2DMG|3ERES|4AART|5RCR|6LHND|79VULN|aDUST
582	31115 31211	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	15LWND|27VULN|3BEXP|4CDMG|6AART|8RCR|9RMIN|aDMG
583	31115 31241	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	15LWND|27VULN|3BEXP|4CDMG|6AART|8RCR|9LIT|aDMG
584	13361 33522	   	156.47	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2RCVC|3LWND|4FEWX|5AART|6DUR|7RCR|8aVULN|9DMG
585	23561 33522	   	156.47	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2RCVC|3BEXP|4FEWX|5AART|6DUR|7RCR|8aVULN|9DMG
586	23641 33522	   	156.47	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2RCVC|3FEWX|4BEXP|5AART|6DUR|7RCR|8aVULN|9DMG
587	33561 33522	   	156.47	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2RCVC|3BEXP|4FEWX|5AART|6DUR|7RCR|8aVULN|9DMG
588	33641 33522	   	156.47	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2RCVC|3FEWX|4BEXP|5AART|6DUR|7RCR|8aVULN|9DMG
589	15142 22312	   	156.45	DCR|3DMG|1AART|2DUR	13aBEXP|23aDMG|3aBPWR|4RCVC|5RMIN|6AART|7RCR|8DMSP|9aDUR
590	53161 61211	   	156.43	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2RCVC|3MBVNT|4VULN|5aAART|6ZMB|7LIT|8DMG|9RCR
591	15142 13234	   	156.42	DCR|3DMG|1VULN|1ZMB|1ASPD	13BEXP|238DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aASPD
592	25142 13334	   	156.42	DCR|3DMG|1VULN|1ZMB|1ASPD	13LHND|238DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aASPD
593	35142 13334	   	156.42	DCR|3DMG|1VULN|1ZMB|1ASPD	13LWND|238DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aASPD
