0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
481	33166 31136	   	155.46	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aCGEN
482	33166 31138	   	155.46	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aBEXP
483	33166 36132	   	155.46	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7LWND|8AART|9RCR|aVULN
484	33446 21327	   	155.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7VULN|8FEWX|9CDMG|aAART
485	33446 21527	   	155.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7VULN|8BEXP|9CDMG|aAART
486	33446 22727	   	155.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7FEWX|8VULN|9CDMG|aAART
487	33125 83452	   	155.44	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9LWND|aCDMG
488	33441 12882	   	155.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|89VULN|aERES
489	33441 13143	   	155.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7aVULN|8DUST|9DMG
490	33441 13343	   	155.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7aVULN|8LEGI|9DMG
491	33162 31131	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|3aDMG|45DUR|6LHND|7VULN|8AART|9RCR
492	33162 61131	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|3aDMG|45DUR|6LWND|7VULN|8AART|9RCR
493	33424 31131	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|34DUR|5aDMG|6LHND|7VULN|8AART|9RCR
494	33424 61131	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|34DUR|5aDMG|6LWND|7VULN|8AART|9RCR
495	33166 31132	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aTLV
496	33166 31133	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aDUST
497	33166 31135	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aLEGI
498	33166 31137	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LHND|7VULN|8AART|9RCR|aCANSTR
499	33166 61132	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LWND|7VULN|8AART|9RCR|aTLV
500	33166 61133	   	155.36	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6LWND|7VULN|8AART|9RCR|aDUST
501	33446 21227	   	155.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7VULN|8DUST|9CDMG|aAART
502	33125 83422	   	155.34	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9LEGI|aCDMG
503	33125 83436	   	155.34	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|36DMG|56VULN|6BPWR|7FEWX|8RCR|9TLV|aCDMG
504	11531 63522	   	155.34	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6AART|7DUR|8VULN|9CGEN|aASPD
505	33145 17422	   	155.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4DMSP|5VULN|6CDMG|7AART|8ZMB|9DUR|aRCR
506	24151 23631	   	155.33	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3FEWX|4AART|5RCVC|6DUST|7aDMG|8ZMB|9RCR
507	33174 31485	   	155.33	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|47VULN|5RMIN|6ZMB|8RCR|9MLV|aAART
508	23131 23143	   	155.29	ACR|4VULN|2DMG|1CDMG|1MSE	19MLV|2MSE|3BELT|4689VULN|5RCR|79DMG|9BPWR|aCDMG
509	33174 31435	   	155.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|47VULN|5RMIN|6ZMB|8RCR|9TLV|aAART
510	33446 12163	   	155.21	ACR|2DMG|1AART|1CDMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8LWND|9AART|aASPD
511	33446 12441	   	155.21	ACR|2DMG|1AART|1CDMG|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8LIT|9AART|aASPD
512	11243 36121	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2BEXP|3LIT|48VULN|56DMG|7RCR|9ZMB|aDUR
513	12243 36121	   	155.15	DCR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2LWND|3LIT|48VULN|56DMG|7RCR|9ZMB|aDUR
514	33413 12543	   	155.12	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5aVULN|6CDMG|7RCR|8LWND|9DMG
515	33163 12455	   	155.12	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8RMIN|9ZMB
516	33172 12455	   	155.12	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8RMIN|9ZMB
517	33343 12655	   	155.12	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6aVULN|7RCR|8ASPD|9ZMB
518	63131 23143	   	155.09	ACR|4VULN|2DMG|1CDMG|1MSE	19TLV|2MSE|3BELT|4689VULN|5RCR|79DMG|9BPWR|aCDMG
519	13243 36121	   	155.05	DCR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2DUST|3LIT|48VULN|56DMG|7RCR|9ZMB|aDUR
520	33441 53356	   	155.04	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6ASPD|7BEXP|8VULN|9AART|aDMG
521	33448 72271	   	155.04	ACR|2VULN|2DMG|2DUR	1aRCVC|2MBVNT|39DUR|4RCR|5MGNSTR|69DMG|79VULN|8LEGI|9BPWR
522	33163 12255	   	155.02	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6CDMG|7RCR|8TLV|9ZMB
523	33172 12255	   	155.02	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6CDMG|7RCR|8TLV|9ZMB
524	33181 12355	   	155.02	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|6aVULN|7RCR|8ASPD|9ZMB
525	33413 12143	   	155.02	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5aVULN|6CDMG|7RCR|8DUST|9DMG
526	33413 12343	   	155.02	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5aVULN|6CDMG|7RCR|8LEGI|9DMG
527	21341 26241	   	154.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|2ERES|3AART|49DUR|5LHND|6RCR|7VULN|8ZMB|aDMG
528	21343 22241	   	154.97	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|2ERES|3AART|49DUR|5FEWX|6RCR|7VULN|8ZMB|aDMG
529	33445 83345	   	154.97	ACR|3VULN|1AART|2DUR	1RCVC|2MBVNT|35DUR|4RCR|689VULN|7BEXP|aAART
530	33182 12481	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aCGEN
531	33182 12483	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aLWND
532	33182 12484	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aRPLT
533	33182 12486	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aLIT
534	33182 12487	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aLHND
535	33343 12481	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aCGEN
536	33343 12483	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aLWND
537	33343 12484	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aRPLT
538	33343 12486	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aLIT
539	33343 12487	   	154.96	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aLHND
540	33445 87211	   	154.94	ACR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|78AART|9DMG|aTLV
541	33445 87214	   	154.94	ACR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|78AART|9DMG|aERES
542	11531 32142	 * 	154.88	ACR|2VULN|2DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|5aDMG|6MLV|79VULN
543	11536 11142	   	154.88	ACR|2VULN|2DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|59VULN|6MLV|7aDMG
544	12536 11142	   	154.88	ACR|2VULN|2DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|59VULN|6MLV|7aDMG
545	61343 22241	   	154.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1TLV|2ERES|3AART|49DUR|5FEWX|6RCR|7VULN|8ZMB|aDMG
546	33444 13526	   	154.87	ACR|2DMG|1AART|2ASPD|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|58LIT|6aDMG|7AART|9aASPD|aBPWR
547	33182 12482	   	154.86	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|59BEXP|69VULN|7RCR|8RMIN|9BPWR|aERES
548	33343 12482	   	154.86	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39BEXP|4CDMG|59DMG|69VULN|7RCR|8RMIN|9BPWR|aERES
549	33284 63418	   	154.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3LWND|4RCR|5LIT|6VULN|7ZMB|8CDMG|9AART|aDMG
550	11531 21142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|5aDMG|69VULN|7NUKE
551	11536 31142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|59VULN|6aDMG|7NUKE
552	12531 62142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|5aDMG|6NUKE|79VULN
553	12536 31142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|59VULN|6aDMG|7NUKE
554	13531 32142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5aDMG|6MLV|79VULN
555	13536 11142	   	154.78	ACR|2VULN|2DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|59VULN|6MLV|7aDMG
556	33182 12545	   	154.76	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6aVULN|7RCR|8LWND
557	33343 12545	   	154.76	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6aVULN|7RCR|8LWND
558	33174 31443	   	154.72	DCR|3VULN|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|479VULN|5RMIN|6ZMB|8RCR|aDUR
559	33174 88443	   	154.72	DCR|3VULN|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|469VULN|5RMIN|7ZMB|8RCR|aDUR
560	11533 26214	   	154.69	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|26BEXP|3RCR|45ZMB|7aVULN|8CDMG|9AART
561	11533 42213	   	154.69	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9AART|aLIT
562	11533 42215	   	154.69	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2aBEXP|3RCR|45ZMB|67VULN|8CDMG|9AART
563	11533 42216	   	154.69	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9AART|aBELT
564	13531 21142	   	154.68	ACR|2VULN|2DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5aDMG|69VULN|7NUKE
565	13531 62142	   	154.68	ACR|2VULN|2DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5aDMG|6NUKE|79VULN
566	13536 31142	   	154.68	ACR|2VULN|2DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|59VULN|6aDMG|7NUKE
567	33156 41134	   	154.68	DCR|2DMG|2AART|1VULN	1RCVC|2MBVNT|35DMG|45LHND|5BPWR|6FEWX|7VULN|8aAART|9RCR
568	33181 12245	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5DUST|6aVULN|7RCR|8BEXP
569	33181 12545	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5DUST|6aVULN|7RCR|8LWND
570	33182 12145	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6aVULN|7RCR|8DUST
571	33182 12345	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6aVULN|7RCR|8LEGI
572	33343 12145	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6aVULN|7RCR|8DUST
573	33343 12345	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6aVULN|7RCR|8LEGI
574	31113 22316	 * 	154.62	DCR|4VULN|1AART	1RCVC|2ERES|3CGEN|456aVULN|7FEWX|8RCR|9AART
575	32513 22316	   	154.62	DCR|4VULN|1AART	1RCVC|2CGEN|3ERES|456aVULN|7FEWX|8RCR|9AART
576	33442 45648	   	154.59	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6BEXP|7DMG|8aVULN|9AART
577	33442 74648	   	154.59	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6DMG|7FEWX|8aVULN|9AART
578	33446 12445	 * 	154.59	ACR|2DMG|1AART|2CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57DMG|6aCDMG|8LIT|9AART
579	33446 73352	   	154.59	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6TLV|7BEXP|8aVULN|9AART
580	33446 83352	   	154.59	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6BEXP|7ERES|8aVULN|9AART
581	11533 42212	   	154.59	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9AART|aDUST
582	13533 42215	   	154.59	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2DUST|3RCR|45ZMB|67VULN|8CDMG|9AART|aBEXP
583	21343 22346	   	154.59	DCR|2AART|2VULN|1DUR|1ASPD	1MLV|2ERES|39AART|4DUR|5FEWX|6RCR|78VULN|aASPD
584	33177 33134	   	154.58	DCR|2DMG|2AART|1VULN	1RCVC|2MBVNT|35DMG|4VULN|6LHND|7FEWX|8aAART|9RCR
585	33177 63134	   	154.58	DCR|2DMG|2AART|1VULN	1RCVC|2MBVNT|35DMG|4VULN|6LWND|7FEWX|8aAART|9RCR
586	31313 22316	   	154.52	DCR|4VULN|1AART	1RCVC|2ERES|3TLV|456aVULN|7FEWX|8RCR|9AART
587	34513 22316	   	154.52	DCR|4VULN|1AART	1RCVC|2TLV|3ERES|456aVULN|7FEWX|8RCR|9AART
588	33131 58271	   	154.52	DCR|2VULN|2DMG|2DUR	1aRCVC|2MBVNT|39DMG|4CANHEL|59DUR|69VULN|7RCR|8LEGI|9BPWR
589	33441 18763	 * 	154.50	ACR|1AART|1VULN|2CDMG|2DUR|1ZMB	1RCVC|2MBVNT|3aDUR|4RCR|5ZMB|69CDMG|7AART|8VULN
590	33132 88433	   	154.49	DCR|2AART|1VULN|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5aAART|6ZMB|7RCR|8VULN|9MLV
591	13533 42212	   	154.49	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2aDUST|3RCR|45ZMB|67VULN|8CDMG|9AART
592	13533 42216	   	154.49	ACR|2VULN|1AART|2ZMB|1CDMG	1LSRICY|2DUST|3RCR|45ZMB|67VULN|8CDMG|9AART|aERES
593	33145 83444	   	154.47	DCR|3VULN|2DMG	1RCVC|2MBVNT|36DMG|4DMSP|569VULN|6BPWR|7aFEWX|8RCR
594	33145 83447	   	154.47	DCR|3VULN|2DMG	1RCVC|2MBVNT|36DMG|4DMSP|569VULN|6BPWR|7FEWX|8RCR|aLHND
595	33145 83448	   	154.47	DCR|3VULN|2DMG	1RCVC|2MBVNT|36DMG|4DMSP|569VULN|6BPWR|7FEWX|8RCR|aLWND
596	33145 83472	   	154.47	DCR|3VULN|2DMG	1RCVC|2MBVNT|36DMG|49DMSP|56aVULN|6BPWR|7FEWX|8RCR
597	33132 88413	   	154.39	DCR|2AART|1VULN|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5aAART|6ZMB|7RCR|8VULN|9NUKE
598	33145 83441	   	154.37	DCR|3VULN|2DMG	1RCVC|2MBVNT|36DMG|4DMSP|569VULN|6BPWR|7FEWX|8RCR|aERES
599	12131 26153	   	154.35	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2LWND|3DUR|4ZMB|58DMG|6RPLT|7RCR|9CDMG|aAART
600	33441 18717	 * 	154.34	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7aAART|8VULN|9LIT
601	24111 53151	   	154.34	ACR|4VULN|1DMG|1DUR	1MLV|2689VULN|3FEWX|4BELT|5RCR|7DMG|aDUR
602	24311 23151	   	154.34	ACR|4VULN|1DMG|1DUR	1MLV|2689VULN|3BEXP|4BELT|5RCR|7DMG|aDUR
603	33181 12276	   	154.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|6VULN|7RCR|8BEXP|9AART|aZMB
604	33182 12176	   	154.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|6VULN|7RCR|8DUST|9AART|aZMB
605	33343 12176	   	154.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6VULN|7RCR|8DUST|9AART|aZMB
606	33441 36374	   	154.27	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2MBVNT|39DUR|4RCR|59ZMB|6LWND|7SNIHEL|89VULN|9BPWR|aAART
607	33125 17222	   	154.24	DCR|1AART|1VULN|1DMG|1CDMG|2RCVC|1ASPD|1DUR	14RCVC|2MBVNT|3DMG|5VULN|6CDMG|7AART|8ASPD|9DUR|aRCR
608	24511 23151	   	154.24	ACR|4VULN|1DMG|1DUR	1MLV|2689VULN|3DUST|4BELT|5RCR|7DMG|aDUR
609	26131 23151	   	154.24	ACR|4VULN|1DMG|1DUR	1MLV|2DUST|3BELT|4689VULN|5RCR|7DMG|aDUR
610	64311 23151	   	154.24	ACR|4VULN|1DMG|1DUR	1TLV|2689VULN|3BEXP|4BELT|5RCR|7DMG|aDUR
611	32445 31131	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2CGEN|3BEXP|4LHND|5aDMG|6ZMB|7VULN|8AART|9RCR
612	32465 32131	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2CGEN|3BEXP|4VULN|5aDMG|6ZMB|7LHND|8AART|9RCR
613	33381 12823	   	154.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|7DMG|8VULN|9CGEN|aAART
614	33166 17232	   	154.19	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6CDMG|7AART|8ASPD|9LWND|aRCR
615	21323 22266	   	154.19	DCR|2AART|1VULN|1DMG|1ZMB	1MLV|2ERES|3aAART|4BEXP|5FEWX|6RCR|7VULN|8ZMB|9DMG
616	66131 23151	   	154.14	ACR|4VULN|1DMG|1DUR	1TLV|2DUST|3BELT|4689VULN|5RCR|7DMG|aDUR
617	31446 31131	   	154.13	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2ERES|3BEXP|4LHND|5aDMG|6ZMB|7VULN|8AART|9RCR
618	31466 32131	   	154.13	DCR|2DMG|1AART|1VULN|1ZMB	1RCVC|2ERES|3BEXP|4VULN|5aDMG|6ZMB|7LHND|8AART|9RCR
619	33721 73425	 * 	154.11	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2MBVNT|3BELT|45CDMG|6VULN|7DMG|8AART|9ZMB|aRCR
620	21333 22266	   	154.09	DCR|2AART|1VULN|1DMG|1ZMB	1MLV|2ERES|3aAART|4DUST|5FEWX|6RCR|7VULN|8ZMB|9DMG
621	61323 22266	   	154.09	DCR|2AART|1VULN|1DMG|1ZMB	1TLV|2ERES|3aAART|4BEXP|5FEWX|6RCR|7VULN|8ZMB|9DMG
622	31313 22312	 * 	154.07	DCR|3VULN|1AART|1CDMG	1RCVC|2ERES|3TLV|456VULN|7FEWX|8RCR|9AART|aCDMG
623	31313 25312	   	154.07	DCR|3VULN|1AART|1CDMG	1RCVC|2ERES|3TLV|456VULN|7BEXP|8RCR|9AART|aCDMG
624	34513 22312	   	154.07	DCR|3VULN|1AART|1CDMG	1RCVC|2TLV|3ERES|456VULN|7FEWX|8RCR|9AART|aCDMG
625	34513 25312	   	154.07	DCR|3VULN|1AART|1CDMG	1RCVC|2TLV|3ERES|456VULN|7BEXP|8RCR|9AART|aCDMG
626	11511 12261	   	154.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2BEXP|3RCR|4CDMG|5FEWX|6ASPD|7DMG|8aVULN|9ZMB
627	12513 12261	   	154.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2LWND|3RCR|4CDMG|5BEXP|6ASPD|7DMG|8aVULN|9ZMB
628	15611 12231	   	154.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|58VULN|6ZMB|7DMSP|9CDMG|aDMG
629	21352 14511	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ERES|3AART|4VULN|5CDMG|6LWND|7RCR|8DMG|9LIT|aZMB
630	61333 22266	   	153.99	DCR|2AART|1VULN|1DMG|1ZMB	1TLV|2ERES|3aAART|4DUST|5FEWX|6RCR|7VULN|8ZMB|9DMG
631	43156 22312	   	153.99	DCR|2AART|2VULN|1DUR|1ASPD	1LWND|2ERES|3FEWX|48AART|5ASPD|6RCR|7aVULN|9DUR
632	11516 12261	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2BEXP|3RCR|4CDMG|5DUST|6ASPD|7DMG|8aVULN|9ZMB
633	11531 25114	   	153.93	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|6VULN|7LSRREG|8CDMG|9DUR
634	13513 12261	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRICY|2DUST|3RCR|4CDMG|5BEXP|6ASPD|7DMG|8aVULN|9ZMB
635	11533 52341	   	153.93	ACR|4VULN|2ZMB|1DUR	1LSRICY|2BEXP|3RCR|45ZMB|6DUR|789aVULN
636	11531 52622	   	153.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|26BEXP|3RCR|4ZMB|5DMG|7FEWX|8AART|9CDMG|aVULN
637	33442 71481	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aLHND
638	33442 71482	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aCGEN
639	33442 71483	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aLIT
640	33442 71484	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aRMIN
641	33448 72272	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5MGNSTR|69DMG|79VULN|8LEGI|9BPWR|aLWND
