0	Index      	 *	Score 	Summary	Detail	
1	11313 36364	 * 	192.39	ACR|3VULN|1AART|1DMG|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDMG
486	11311 12465	   	164.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7LIT|8DMG|9AART|aDUR
487	11111 13143	   	164.53	ACR|3VULN|2AART|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8FEWX|9aAART
488	11111 13446	   	164.53	ACR|3VULN|2AART|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8LHND|9aAART
489	11311 15543	   	164.53	ACR|3VULN|2AART|1CDMG	167VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|8DUST|9aAART
490	61112 61124	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aCDMG|3ERES|4RCR|59LHND|6aVULN|7TLV|8aDMG|aBPWR
491	11315 34883	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3CGEN|4RCR|5MBVNT|6LIT|79DMG|8LEGI|9BPWR|aDUR
492	11414 32163	 * 	164.52	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	15VULN|26CDMG|3DUR|48ZMB|7RCR|9LIT|aAART
493	11144 12622	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|46LHND|7RCR|8AART|9DUR|aDMG
494	11313 21364	   	164.51	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|29CDMG|3CGEN|4RCR|5ERES|6DMSP|79LWND|8AART|9BPWR|aDMG
495	11414 32333	   	164.45	DCR|3VULN|3CDMG|2DUR|1ZMB	159VULN|268CDMG|3aDUR|4ZMB|7RCR
496	11311 34631	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3aCGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART
497	11311 34632	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART|aLHND
498	11311 34633	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART|aFEWX
499	11311 34634	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART|aRPLT
500	11311 34635	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART|aRCVC
501	11311 35636	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2CDMG|37CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART
502	11311 65431	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3aCGEN|4RCR|5MGNSTR|6DMG|7DUR|9AART
503	11311 65432	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DMG|7DUR|9AART|aLHND
504	11311 65433	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DMG|7DUR|9AART|aFEWX
505	11111 13543	   	164.43	ACR|3VULN|2AART|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8DUST|9aAART
506	11115 34883	   	164.43	ACR|2VULN|2DMG|2CDMG|1DUR	19VULN|29CDMG|3ERES|4RCR|5MBVNT|6LIT|79DMG|8LEGI|9BPWR|aDUR
507	11144 22622	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|36ERES|4LHND|7RCR|8AART|9DUR|aDMG
508	11312 51612	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|26CDMG|3CGEN|4RCR|5LHND|8AART|9LWND|aDMG
509	11314 53612	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3CGEN|4RCR|7LHND|8AART|9LWND|aDMG
510	11214 12313	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9FEWX
511	11314 62313	   	164.41	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3CGEN|4RCR|6LWND|7DMG|8AART|9FEWX
512	11414 32622	   	164.37	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	15VULN|26CDMG|3DUR|4ZMB|7RCR|8MBVNT|9DMG|aASPD
513	11111 34631	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DUR|8DMG|9AART|aCGEN
514	11111 34632	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DUR|8DMG|9AART|aFEWX
515	11111 34634	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DUR|8DMG|9AART|aRPLT
516	11111 34635	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DUR|8DMG|9AART|aRCVC
517	11111 65431	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7DUR|9AART|aCGEN
518	11111 65432	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7DUR|9AART|aFEWX
519	11211 34661	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3RMIN|4RCR|5SNIHEL|6DUR|8DMG|9AART|aCGEN
520	11211 34662	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|3RMIN|4RCR|5SNIHEL|6DUR|8DMG|9AART|aFEWX
521	11311 63435	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DMG|7DUST|9AART|aDUR
522	11311 63436	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2CDMG|3CGEN|4RCR|5MGNSTR|6DMG|7DUST|9AART|aASPD
523	11211 66163	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2CDMG|3RMIN|4RCR|5SNIHEL|6DMG|7DMSP|8DUR|9AART
524	12325 26523	   	164.33	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9aLIT
525	11112 51612	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|26CDMG|3ERES|4RCR|5LHND|8AART|9LWND|aDMG
526	11112 51662	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|26CDMG|3ERES|4RCR|5LHND|8AART|9FEWX|aDMG
527	11114 53612	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3ERES|4RCR|7LHND|8AART|9LWND|aDMG
528	11114 62313	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3ERES|4RCR|6LWND|7DMG|8AART|9FEWX
529	11114 62353	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3ERES|4RCR|6LWND|7DMG|8AART|9LHND
530	11215 42463	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	16VULN|2aCDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9LWND
531	11312 51642	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|26CDMG|3CGEN|4RCR|5LHND|8AART|9LEGI|aDMG
532	11214 12333	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9DUST
533	11314 62333	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3CGEN|4RCR|6LWND|7DMG|8AART|9DUST
534	11315 28335	   	164.31	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|29CDMG|3CGEN|4RCR|5MBVNT|6MLV|8AART|aDMG
535	11216 34143	   	164.29	ACR|3VULN|2AART|1CDMG|1SELL	168VULN|2CDMG|3RMIN|4RCR|5BEXP|7SELL|9aAART
536	11111 63435	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7DUST|9AART|aDUR
537	11111 63436	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7DUST|9AART|aASPD
538	12325 26512	   	164.23	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9ERES|aRPLT
539	12325 26513	   	164.23	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9ERES|aBEXP
540	12325 26521	   	164.23	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9LIT|aERES
541	12325 26522	   	164.23	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9LIT|aNUKE
542	12325 26533	   	164.23	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9LSRREG|aBEXP
543	11112 51642	   	164.21	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|26CDMG|3ERES|4RCR|5LHND|8AART|9LEGI|aDMG
544	11114 62333	   	164.21	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2aCDMG|3ERES|4RCR|6LWND|7DMG|8AART|9DUST
545	11215 42433	   	164.21	ACR|2VULN|1AART|1DMG|2CDMG	16VULN|2aCDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9DUST
546	12213 51236	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	18aVULN|2CANSTR|3CGEN|4ERES|5AART|6RCR|7CDMG|9DUR
547	12213 51221	   	164.21	DCR|3VULN|1AART|1CDMG|1DUR	189VULN|2CANSTR|3CGEN|4ERES|5AART|6RCR|7CDMG|aDUR
548	11214 11115	   	164.20	ACR|3VULN|1DMG|2ZMB|1CDMG	157VULN|2CDMG|3RMIN|4RCR|6LWND|89ZMB|aDMG
549	11216 31115	   	164.20	ACR|3VULN|1DMG|2ZMB|1CDMG	167VULN|2CDMG|3RMIN|4RCR|5BEXP|89ZMB|aDMG
550	11314 61115	   	164.20	ACR|3VULN|1DMG|2ZMB|1CDMG	157VULN|2CDMG|3CGEN|4RCR|6LWND|89ZMB|aDMG
551	11215 45153	   	164.19	ACR|3VULN|2AART|1CDMG|1SELL	168VULN|2CDMG|3RMIN|4RCR|5MBVNT|7SELL|9aAART
552	61652 13414	   	164.17	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|2CDMG|3RCR|48VULN|5LHND|6MBVNT|7AART|aZMB
553	12325 26511	   	164.13	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9aERES
554	12325 26532	   	164.13	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4LWND|56DMG|8AART|9LSRREG|aERES
555	11234 32425	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	15VULN|26CDMG|3RMIN|4LWND|7RCR|8DUR|9aDMG
556	11261 32225	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8FEWX|9aDMG
557	11114 61115	   	164.10	ACR|3VULN|1DMG|2ZMB|1CDMG	157VULN|2CDMG|3ERES|4RCR|6LWND|89ZMB|aDMG
558	63331 51353	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2LWND|3aVULN|4RCR|5SELL|6DMG|7TLV|8CDMG|9AART
559	61623 22111	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8LHND|9RMIN
560	61623 22211	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LHND|aRCVC
561	61623 22213	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LHND|aRPLT
562	61623 22215	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LHND|aLWND
563	61623 22223	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9RMIN|aRPLT
564	61623 22224	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9aRMIN
565	61623 22225	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9RMIN|aLHND
566	61623 22241	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9FEWX|aRCVC
567	61623 22243	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9FEWX|aRPLT
568	61623 22251	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LWND|aRCVC
569	61623 22253	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LWND|aRPLT
570	61623 22261	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9aRCVC
571	61623 22311	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8BEXP|9RMIN
572	61623 22324	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8BEXP|9RCVC
573	61623 22331	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8BEXP|9MLV
574	61623 22511	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8FEWX|9RMIN
575	61623 22531	   	164.08	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8FEWX|9MLV
576	11261 32626	   	164.01	DCR|2VULN|2DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8MBVNT|9aDMG
577	11114 23364	   	163.99	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3ERES|4RCR|6BELT|8CGEN|9AART|aZMB
578	11314 23164	   	163.99	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3CGEN|4RCR|6BELT|8ERES|9AART|aZMB
579	11334 32612	   	163.99	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3CGEN|4LWND|7RCR|8AART|9LHND|aDMG
580	11214 53315	   	163.99	ACR|2VULN|3CDMG|1DMG|1ZMB|1ASPD	15VULN|267CDMG|3RMIN|4RCR|8ASPD|9ZMB|aDMG
581	12332 44233	 * 	163.98	ACR|3VULN|1DMG|2ASPD|2DUR	15aVULN|25CANSTR|3RCR|4BELT|5aBPWR|6aDUR|7DMG|8FEWX|9aASPD
582	61623 22216	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LHND|aDUST
583	61623 22221	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9RMIN|aAIRHEL
584	61623 22222	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9RMIN|aDUST
585	61623 22231	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9DUST|aRCVC
586	61623 22233	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9DUST|aRPLT
587	61623 22235	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9DUST|aLWND
588	61623 22411	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8ERES|9LWND
589	61623 22633	   	163.98	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7DMG|8CANSTR|9FEWX
590	11134 32612	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3ERES|4LWND|7RCR|8AART|9LHND|aDMG
591	11134 32662	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3ERES|4LWND|7RCR|8AART|9FEWX|aDMG
592	11334 32642	   	163.89	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3CGEN|4LWND|7RCR|8AART|9LEGI|aDMG
593	52611 62322	   	163.88	DCR|3VULN|1AART|1DMG	1LHND|2MLV|38aVULN|4LIT|5AART|6RCR|7RPLT|9DMG
594	12332 44133	   	163.88	ACR|3VULN|1DMG|2ASPD|2DUR	15aVULN|25CANSTR|3RCR|4BELT|5aBPWR|6aDUR|7DMG|8DUST|9aASPD
595	11216 34141	   	163.84	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	168VULN|2CDMG|3RMIN|4RCR|5BEXP|7SELL|9AART|aZMB
596	61214 32116	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|56VULN|7DMG|8LHND|9RCVC|aAART
597	61214 32131	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|56VULN|7DMG|8LHND|9MLV|aAART
598	61214 32326	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|56VULN|7DMG|8DMSP|9LHND|aAART
599	61314 62131	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3CGEN|4RCR|56VULN|7DMG|8LHND|9MLV|aAART
600	11212 41426	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CDMG|36RMIN|4RCR|5LHND|8DUR|9DMG|aAART
601	11214 12416	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8DUR|9RCVC|aAART
602	11214 12431	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8DUR|9MLV|aAART
603	11214 12651	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8CGEN|9DUR|aAART
604	11214 42431	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LHND|7DMG|8DUR|9MLV|aAART
605	11312 62431	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|5LHND|7DMG|8DUR|9MLV|aAART
606	11314 12431	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6LHND|7DMG|8DUR|9MLV|aAART
607	11314 62431	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6LWND|7DMG|8DUR|9MLV|aAART
608	61211 21526	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|5MLV|6CGEN|78VULN|9DMG|aAART
609	61212 11526	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|56LHND|78VULN|9DMG|aAART
610	61212 31526	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|5LHND|6RCVC|78VULN|9DMG|aAART
611	61213 21526	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|36RMIN|4RCR|5LWND|78VULN|9DMG|aAART
612	61214 21226	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|36RMIN|4RCR|57VULN|8FEWX|9DMG|aAART
613	61311 11526	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3CGEN|4RCR|5MLV|6RMIN|78VULN|9DMG|aAART
614	12321 12431	   	163.80	ACR|3VULN|1AART|1DMG	179VULN|2CANSTR|3RCR|489LWND|59CGEN|6AART|9BPWR|aDMG
615	11134 32642	   	163.79	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|26CDMG|3ERES|4LWND|7RCR|8AART|9LEGI|aDMG
616	21622 12614	   	163.79	ACR|2VULN|3CDMG|1AART|1ZMB	1BELT|2MGNSTR|3RCR|479CDMG|5aVULN|6ZMB|8AART
617	11552 62112	   	163.78	DCR|3VULN|1DMG|2ZMB|1CDMG	145VULN|2CDMG|3aLHND|6DMG|7RCR|89ZMB
618	12213 55342	   	163.78	DCR|3VULN|1AART|1DMG	178VULN|2CANSTR|37CGEN|47ERES|5AART|6RCR|7BPWR|9BELT|aDMG
619	43121 62322	   	163.78	DCR|3VULN|1AART|1DMG	1LIT|2ERES|38aVULN|4FEWX|5AART|6RCR|7RPLT|9DMG
620	11215 45151	   	163.74	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	168VULN|2CDMG|3RMIN|4RCR|5MBVNT|7SELL|9AART|aZMB
621	11112 62431	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3ERES|4RCR|5LHND|7DMG|8DUR|9MLV|aAART
622	11114 12431	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RCR|6LHND|7DMG|8DUR|9MLV|aAART
623	11114 62431	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RCR|6LWND|7DMG|8DUR|9MLV|aAART
624	11215 42547	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|39RMIN|4RCR|5MBVNT|7DMG|8DUR|aAART
625	11215 47147	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|39RMIN|4RCR|5MBVNT|7DUR|8DMG|aAART
626	61114 62131	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|56VULN|7DMG|8LHND|9MLV|aAART
627	61214 32161	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|56VULN|7DMG|8LHND|9ERES|aAART
628	11214 12461	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8DUR|9ERES|aAART
629	11214 42351	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3RMIN|4RCR|6LHND|7DMG|8TLV|9DUR|aAART
630	11215 47427	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DUR|8RCVC|9DMG|aAART
631	11312 62351	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|5LHND|7DMG|8TLV|9DUR|aAART
632	11312 62461	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|5LHND|7DMG|8DUR|9ERES|aAART
633	11312 65326	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3CGEN|4RCR|5LHND|7ASPD|8TLV|9DMG|aAART
634	11313 35426	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3CGEN|4RCR|5ERES|7RMIN|8DUR|9DMG|aAART
635	11314 12351	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6LHND|7DMG|8TLV|9DUR|aAART
636	11314 12461	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RCR|6LHND|7DMG|8DUR|9ERES|aAART
637	11314 15326	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3CGEN|4RCR|6LHND|7ASPD|8TLV|9DMG|aAART
638	61111 11526	   	163.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2CDMG|3ERES|4RCR|5MLV|6RMIN|78VULN|9DMG|aAART
639	11652 22115	   	163.68	DCR|3VULN|1DMG|2ZMB|1CDMG	145VULN|2CDMG|3FEWX|6ERES|7RCR|89ZMB|aDMG
640	15111 62322	   	163.68	DCR|3VULN|1AART|1DMG	18aVULN|2DUST|3ERES|4LIT|5AART|6RCR|7RPLT|9DMG
641	43131 62322	   	163.68	DCR|3VULN|1AART|1DMG	1LIT|2ERES|38aVULN|4DUST|5AART|6RCR|7RPLT|9DMG
642	12213 55313	   	163.68	DCR|3VULN|1AART|1DMG	178VULN|2CANSTR|37CGEN|47ERES|5AART|6RCR|7BPWR|9AIRHEL|aDMG
643	15314 53243	   	163.67	DCR|3VULN|2DMG|1ZMB	13aVULN|28aDUST|4ZMB|5BEXP|6MBVNT|7RCR|9aDMG|aBPWR
644	11112 62351	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CDMG|3ERES|4RCR|5LHND|7DMG|8TLV|9DUR|aAART
645	11112 65326	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CDMG|3ERES|4RCR|5LHND|7ASPD|8TLV|9DMG|aAART
646	11114 12351	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RCR|6LHND|7DMG|8TLV|9DUR|aAART
647	11114 15326	   	163.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2CDMG|3ERES|4RCR|6LHND|7ASPD|8TLV|9DMG|aAART
648	62613 22632	   	163.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	15DUR|2MLV|3DMG|4RCR|6DMSP|79VULN|8AART|aASPD
