0	Index      	Bounty	 *	Score 	Summary	Detail	
1	62313 32355	1	 * 	263.47	DCR|4VULN|2DMG|2DUR	1LEGI|235aVULN|4CGEN|6aDUR|7aDMG|8DLOT|9RCR|aBPWR
506	35123 52844	2	   	235.94	DCR|3VULN|2DMG|1DUR	1DUST|23DMG|459VULN|6LIT|7MBVNT|8RCR|aDUR
507	62261 12243	6	 * 	235.91	DCR|1VULN|2DMG|2TLV|2DUR|1CDMG	1LEGI|28TLV|3FEWX|48DMG|5MLV|6CDMG|78DUR|8BPWR|9RCR|aVULN
508	44322 23152	6	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1AART|28DUR|3BELT|4aVULN|5DLOT|6TLV|7RCR|9DMG
509	43132 16533	6	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1AART|29VULN|3MBVNT|46DUR|5ZMB|7RCR|8DMG|aTLV
510	43132 46533	5	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1AART|29VULN|3MBVNT|46DUR|5ZMB|7RCR|8DMG|aTLV
511	43134 46523	5	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1AART|25VULN|3MBVNT|49DUR|6ZMB|7RCR|8DMG|aTLV
512	43147 51144	4	   	235.90	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1AART|2aVULN|3MBVNT|4RCVC|5aERES|6RCR|7DMG|8TLV|9aDUR|aBPWR
513	43134 36146	6	   	235.86	DCR|3VULN|3DUR|1AART	1AART|25aVULN|3MBVNT|489DUR|6ASPD|7RCR
514	14223 14281	1	 * 	235.65	DCR|3VULN|3DMG	18LHND|2ASPD|3RPLT|4MBVNT|578VULN|689DMG|8BPWR|aRCR
515	25225 14643	2	   	235.65	DCR|3VULN|3DMG	18BEXP|248DMG|3LWND|5MBVNT|6ASPD|789VULN|8BPWR|aRCR
516	42321 53215	6	   	235.58	DCR|4VULN|2DUR|1AART	1AART|29LWND|3BELT|4689VULN|59DUR|7BBNT|9BPWR|aRCR
517	43134 13237	5	   	235.28	DCR|4VULN|2DUR|1AART	1AART|2569VULN|3MBVNT|47DUR|8DUST|aRCR
518	43212 73742	8	   	235.28	DCR|4VULN|2DUR|1AART	1AART|2367VULN|4ERES|5MBVNT|8aDUR|9RCR
519	43215 13335	3	   	235.28	DCR|4VULN|2DUR|1AART	1AART|2369VULN|4DUST|57DUR|8ERES|aRCR
520	43215 22235	5	   	235.28	DCR|4VULN|2DUR|1AART	1AART|2359VULN|4ERES|67DUR|8DUST|aRCR
521	26221 15621	8	   	235.26	DCR|3VULN|1TLV|2CDMG|2LIT	158BEXP|28CDMG|3TLV|45aVULN|58BPWR|68LIT|7RMIN|9RCR
522	22541 33152	4	   	235.26	DCR|3VULN|1TLV|1DMG|2LIT	178BEXP|2TLV|379VULN|4CGEN|5DMG|67LIT|7BPWR|aRCR
523	25533 33152	3	   	235.26	DCR|3VULN|1TLV|1DMG|2LIT	178BEXP|2DMG|379VULN|4CGEN|5TLV|67LIT|7BPWR|aRCR
524	22521 33152	4	   	235.16	DCR|3VULN|1TLV|1DMG|2LIT	178BEXP|2TLV|379VULN|4ERES|5DMG|67LIT|7BPWR|aRCR
525	24523 33152	3	   	235.16	DCR|3VULN|1TLV|1DMG|2LIT	178BEXP|2ERES|379VULN|4DMG|5TLV|67LIT|7BPWR|aRCR
526	25523 33152	4	   	235.16	DCR|3VULN|1TLV|1DMG|2LIT	178BEXP|2DMG|379VULN|4ERES|5TLV|67LIT|7BPWR|aRCR
527	23363 31414	8	   	235.16	DCR|3VULN|1TLV|2CDMG|2LIT	1BEXP|28aVULN|3FEWX|4CGEN|5aLIT|6TLV|7aCDMG|9RCR|aBPWR
528	43231 41223	3	   	235.07	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1AART|23VULN|4RPLT|5CDMG|6RCR|7DMG|8BEXP|9DUR|aTLV
529	22511 33324	3	   	235.06	DCR|3VULN|1TLV|1DMG|2LIT	1BEXP|2TLV|36aVULN|49LIT|5BELT|7RCR|8DMG
530	23163 31414	8	   	235.06	DCR|3VULN|1TLV|2CDMG|2LIT	1BEXP|28aVULN|3DUST|4CGEN|5aLIT|6TLV|7aCDMG|9RCR|aBPWR
531	23343 21414	8	   	235.06	DCR|3VULN|1TLV|2CDMG|2LIT	1BEXP|28aVULN|3FEWX|4TLV|5aLIT|6ERES|7aCDMG|9RCR|aBPWR
532	21223 54342	1	   	235.05	DCR|2VULN|2DMG|1TLV|1CDMG	12BEXP|2BPWR|3TLV|45VULN|6LIT|7RCR|8aDMG|9CDMG
533	22512 34342	3	   	235.05	DCR|2VULN|2DMG|1TLV|1CDMG	1BEXP|2TLV|36VULN|4LIT|5RCVC|7RCR|8aDMG|9CDMG
534	43231 41312	3	   	235.00	DCR|3VULN|2DMG|1CDMG|1AART	1AART|23aVULN|4RPLT|5CDMG|6RCR|7aDMG|8aZMB|9BBNT|aBPWR
535	43231 41332	3	   	235.00	DCR|3VULN|2DMG|1CDMG|1AART	1AART|23aVULN|4RPLT|5CDMG|6RCR|7aDMG|8aZMB|9TBNT|aBPWR
536	23522 46211	8	 * 	234.97	DCR|4VULN|3LIT|1DMG|1SELL	17BEXP|2579VULN|3SELL|457LIT|57BPWR|6RCR|8DMG|aZMB
537	23143 21414	8	   	234.96	DCR|3VULN|1TLV|2CDMG|2LIT	1BEXP|28aVULN|3DUST|4TLV|5aLIT|6ERES|7aCDMG|9RCR|aBPWR
538	32511 33322	3	   	234.96	DCR|3VULN|1TLV|1DMG|2LIT	1DUST|2TLV|36aVULN|49LIT|5BELT|7RCR|8DMG
539	33343 21414	8	   	234.96	DCR|3VULN|1TLV|2CDMG|2LIT	1DUST|28aVULN|3FEWX|4TLV|5aLIT|6ERES|7aCDMG|9RCR|aBPWR
540	36221 15621	8	   	234.96	DCR|3VULN|1TLV|2CDMG|2LIT	158DUST|28CDMG|3TLV|45aVULN|58BPWR|68LIT|7RMIN|9RCR
541	62511 33322	3	   	234.96	DCR|3VULN|1TLV|1DMG|2LIT	1LEGI|2TLV|36aVULN|49LIT|5BELT|7RCR|8DMG
542	32113 12645	2	   	234.95	DCR|2VULN|2DMG|1TLV|1CDMG	1DUST|2TLV|37DMG|4CGEN|5aVULN|6ASPD|8CDMG|9RCR
543	15323 12355	2	   	234.95	DCR|2VULN|3DMG|2ASPD|1DUR	1LHND|247DMG|3DUR|58VULN|69ASPD|aRCR
544	26221 25213	7	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|457aVULN|5BPWR|6LHND|8LWND|9RCR
545	26221 34213	6	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7FEWX|8LWND|9RCR
546	26221 34313	8	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7LWND|8LHND|9RCR
547	26221 34313	7	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7LWND|8LHND|9RCR
548	26221 45313	8	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|457aVULN|5BPWR|6LWND|8LHND|9RCR
549	26221 45313	7	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|457aVULN|5BPWR|6LWND|8LHND|9RCR
550	26221 25324	8	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|4579VULN|5BPWR|68LHND|aRCR
551	26221 32234	8	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|4568VULN|5BPWR|7RCVC|9FEWX|aRCR
552	26221 32264	8	   	234.94	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|4568VULN|5BPWR|7RCVC|9LWND|aRCR
553	26246 32332	9	   	234.93	DCR|2VULN|2DMG|2TLV|1CDMG	1BEXP|2CDMG|39TLV|49DMG|5ZMB|69VULN|7CGEN|8DUST|9BPWR|aRCR
554	33221 64324	4	 * 	234.91	DCR|4VULN|2CDMG|1DMG	1DUST|2367VULN|4FEWX|5DMG|89CDMG|aRCR
555	43212 51148	5	   	234.87	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1AART|23VULN|4ERES|5MBVNT|6RCR|7DMG|8TLV|9DUR|aCDMG
556	23522 46213	8	 * 	234.87	DCR|4VULN|3LIT|1DMG|1SELL	17BEXP|2579VULN|3SELL|457LIT|57BPWR|6RCR|8DMG|aBBNT
557	36242 11423	7	   	234.85	DCR|2VULN|2DMG|1TLV|1CDMG	1DUST|2CDMG|3TLV|4aDMG|5ERES|6LIT|79VULN|8RCR
558	26221 33213	7	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7DUST|8LWND|9RCR
559	26221 33213	6	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7DUST|8LWND|9RCR
560	26221 33313	8	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|456aVULN|5BPWR|7DUST|8LHND|9RCR
561	26221 55213	7	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|457aVULN|5BPWR|6LEGI|8LWND|9RCR
562	26221 55313	8	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|457aVULN|5BPWR|6LEGI|8LHND|9RCR
563	26221 32214	8	   	234.84	DCR|4VULN|1TLV|1CDMG	15BEXP|2CDMG|3TLV|4568VULN|5BPWR|7RCVC|9DUST|aRCR
564	33522 46211	8	 * 	234.77	DCR|4VULN|3LIT|1DMG|1SELL	17DUST|2579VULN|3SELL|457LIT|57BPWR|6RCR|8DMG|aZMB
565	33213 51634	3	   	234.74	DCR|4VULN|1TLV|1CDMG	1DUST|2357VULN|4CGEN|6TLV|8CDMG|9ZMB|aRCR
566	33313 51634	2	   	234.74	DCR|4VULN|1TLV|1CDMG	1DUST|2357VULN|4CGEN|6TLV|8CDMG|9ZMB|aRCR
567	36221 25213	7	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|457aVULN|5BPWR|6LHND|8LWND|9RCR
568	36221 34213	6	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|456aVULN|5BPWR|7FEWX|8LWND|9RCR
569	36221 34313	8	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|456aVULN|5BPWR|7LWND|8LHND|9RCR
570	36221 34313	7	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|456aVULN|5BPWR|7LWND|8LHND|9RCR
571	36221 45313	8	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|457aVULN|5BPWR|6LWND|8LHND|9RCR
572	36221 45313	7	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|457aVULN|5BPWR|6LWND|8LHND|9RCR
573	36221 25324	8	   	234.74	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|4579VULN|5BPWR|68LHND|aRCR
574	32366 34213	6	   	234.73	DCR|2VULN|2DMG|2TLV|1CDMG	1DUST|26TLV|3LEGI|46DMG|5RMIN|6BPWR|78VULN|9CDMG|aRCR
575	22532 32264	3	 * 	234.73	ACR|4VULN|2DMG|2TLV	1BEXP|26TLV|3689VULN|4RMIN|5RCR|6BPWR|7aDMG
576	33522 46213	8	 * 	234.67	DCR|4VULN|3LIT|1DMG|1SELL	17DUST|2579VULN|3SELL|457LIT|57BPWR|6RCR|8DMG|aBBNT
577	22123 52626	2	   	234.65	DCR|2VULN|2DUR|1TLV|1DMG	1BEXP|2TLV|3DMG|4RMIN|5aVULN|69DUR|7LIT|8RCR
578	62531 11132	9	   	234.65	DCR|2VULN|2DUR|1TLV|2CDMG	1LEGI|2TLV|39VULN|4ZMB|5MLV|69CDMG|7ASPD|89DUR|9BPWR|aRCR
579	62535 11132	9	   	234.65	DCR|2VULN|2DUR|1TLV|2CDMG	1LEGI|2TLV|39VULN|4ZMB|5CGEN|69CDMG|7ASPD|89DUR|9BPWR|aRCR
580	62541 11132	9	   	234.65	DCR|2VULN|2DUR|1TLV|2CDMG	1LEGI|2TLV|39VULN|4CGEN|5MLV|69CDMG|7ASPD|89DUR|9BPWR|aRCR
581	16221 35352	6	   	234.65	DCR|4VULN|1DUR|1CDMG|1AART	15LHND|2CDMG|3CGEN|4569VULN|5BPWR|7DUR|8AART|aRCR
582	36221 55213	7	   	234.64	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|457aVULN|5BPWR|6LEGI|8LWND|9RCR
583	36221 55313	8	   	234.64	DCR|4VULN|1TLV|1CDMG	15DUST|2CDMG|3TLV|457aVULN|5BPWR|6LEGI|8LHND|9RCR
584	23225 11551	2	 * 	234.62	DCR|2VULN|3TLV|2DUR|2CDMG	137BEXP|2aVULN|4RMIN|57CDMG|67aTLV|7aBPWR|8aDUR|9RCR
585	43184 51224	3	   	234.59	DCR|3VULN|2DUR|1DMG|1AART	1AART|25aVULN|3MBVNT|4aMLV|6RCR|7DMG|8BEXP|9aDUR|aBPWR
586	43221 23562	4	   	234.59	DCR|3VULN|2DUR|2CDMG|1AART	1AART|238VULN|4RCVC|5CGEN|68DUR|78CDMG|8BPWR|9LWND|aRCR
587	43222 23562	5	   	234.59	DCR|3VULN|2DUR|2CDMG|1AART	1AART|238VULN|4RCVC|5CGEN|68DUR|78CDMG|8BPWR|9LWND|aRCR
588	43222 33562	6	   	234.59	DCR|3VULN|2DUR|2CDMG|1AART	1AART|238VULN|4RCVC|5CGEN|68DUR|78CDMG|8BPWR|9LWND|aRCR
589	43284 51224	1	   	234.59	DCR|3VULN|2DUR|1DMG|1AART	1AART|25aVULN|3MBVNT|4aMLV|6RCR|7DMG|8BEXP|9aDUR|aBPWR
590	43284 51224	2	   	234.59	DCR|3VULN|2DUR|1DMG|1AART	1AART|25aVULN|3MBVNT|4aMLV|6RCR|7DMG|8BEXP|9aDUR|aBPWR
591	42321 34512	9	   	234.55	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2LWND|3BELT|489aVULN|5DUR|6RCR|7CDMG
592	43132 16134	4	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5BEXP|6LWND|78CDMG|8BPWR|aRCR
593	43133 16134	5	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5FEWX|6LWND|78CDMG|8BPWR|aRCR
594	43133 36134	6	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5FEWX|6LWND|78CDMG|8BPWR|aRCR
595	43134 16134	4	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5FEWX|6LWND|78CDMG|8BPWR|aRCR
596	43138 16134	6	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5LWND|6BEXP|78CDMG|8BPWR|aRCR
597	43138 26134	5	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5LWND|6FEWX|78CDMG|8BPWR|aRCR
598	43138 36134	6	   	234.49	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5LWND|6LHND|78CDMG|8BPWR|aRCR
599	43223 63352	4	   	234.45	DCR|4VULN|1DUR|1CDMG|1AART	1AART|236aVULN|4RCVC|56DUST|6BPWR|7RCR|8DUR|9CDMG
600	26221 15124	5	   	234.42	DCR|2VULN|2TLV|2DUR|2CDMG	15BEXP|29CDMG|36TLV|45VULN|5BPWR|78DUR|aRCR
601	43126 46134	5	   	234.39	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|4LWND|58CDMG|6LEGI|78DUR|8BPWR|aRCR
602	43127 36134	5	   	234.39	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|4LWND|58DUR|6LEGI|78CDMG|8BPWR|aRCR
603	43133 16134	4	   	234.39	DCR|3VULN|2DUR|2CDMG|1AART	1AART|289VULN|3MBVNT|48DUR|5DUST|6LWND|78CDMG|8BPWR|aRCR
604	43134 13745	5	   	234.39	DCR|3VULN|2DUR|1DMG|1AART	1AART|256VULN|3MBVNT|47DUR|8CGEN|9RCR|aDMG
605	44124 36134	5	   	234.39	DCR|3VULN|2DUR|2CDMG|1AART	1AART|28DUR|3MBVNT|4LWND|589VULN|6LEGI|78CDMG|8BPWR|aRCR
606	43134 14645	5	   	234.39	DCR|3VULN|2DUR|1DMG|1AART	1AART|256VULN|3MBVNT|48DUR|7CGEN|9RCR|aDMG
607	43134 12645	5	   	234.29	DCR|3VULN|2DUR|1DMG|1AART	1AART|256VULN|3MBVNT|48DUR|7ERES|9RCR|aDMG
608	43134 73226	5	   	234.29	DCR|3VULN|2DUR|2CDMG|1AART	1AART|257VULN|3MBVNT|49DUR|68CDMG|aRCR
609	43212 77341	10	   	234.29	DCR|3VULN|2DUR|1DMG|1AART	1AART|236VULN|4ERES|5MBVNT|7RCR|8aDUR|9DMG
610	43134 36333	6	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4DUR|6ASPD|7RCR|8RMIN|aTLV
611	43184 54333	4	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4ASPD|6RCR|7DUR|8RMIN|aTLV
612	43252 54333	5	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|239VULN|4ASPD|5MBVNT|6RCR|7DUR|8RMIN|aTLV
613	43124 41717	6	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4LWND|6LIT|7DUR|8RCR|aTLV
614	43124 42264	7	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|25aVULN|3MBVNT|4LWND|6LIT|7TLV|8DUR|9RCR
615	43134 42464	8	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|25aVULN|3MBVNT|4DUR|6LIT|7TLV|8LWND|9RCR
616	43134 43717	7	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4DUR|6LIT|7LWND|8RCR|aTLV
617	43134 44717	6	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4DUR|6LIT|7LWND|8RCR|aTLV
618	43144 24283	10	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|258VULN|3MBVNT|4RCVC|6LIT|7RCR|9TLV|aDUR
619	43144 24783	10	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|259VULN|3MBVNT|4RCVC|6LIT|7RCR|8TLV|aDUR
620	43213 13616	3	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|236VULN|4DUST|5LHND|7DUR|8RCR|9LIT|aTLV
621	43225 24283	10	   	234.26	DCR|3VULN|1TLV|1DUR|1AART	1AART|238VULN|4RCVC|5MBVNT|6LIT|7RCR|9TLV|aDUR
622	43253 13131	6	   	234.26	DCR|3VULN|1TLV|2ASPD|1AART	1AART|23aVULN|45ASPD|6CGEN|7RCR|8LIT|9TLV
623	43253 33131	6	   	234.26	DCR|3VULN|1TLV|2ASPD|1AART	1AART|23aVULN|45ASPD|6RMIN|7RCR|8LIT|9TLV
624	66312 32143	7	   	234.25	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	1LEGI|2RPLT|3aLIT|4aASPD|56DMG|7RCR|8DUR|9aVULN|aBPWR
625	36221 15124	5	   	234.22	DCR|2VULN|2TLV|2DUR|2CDMG	15DUST|29CDMG|36TLV|45VULN|5BPWR|78DUR|aRCR
626	43134 36533	6	   	234.16	DCR|3VULN|1TLV|1DUR|1NUKE|1AART	1AART|259VULN|3MBVNT|4DUR|6ASPD|7RCR|8NUKE|aTLV
627	43253 43131	5	   	234.16	DCR|3VULN|1TLV|2ASPD|1AART	1AART|23aVULN|45ASPD|6ERES|7RCR|8LIT|9TLV
628	41534 42461	1	   	234.13	DCR|3VULN|2TLV|1DUR|1AART	1AART|27TLV|3MBVNT|457VULN|6BELT|7BPWR|8RCR|9RPLT|aDUR
629	41534 42415	1	   	234.03	DCR|3VULN|3TLV|1DUR|1AART	1AART|279TLV|3MBVNT|457VULN|6BELT|7BPWR|8RCR|aDUR
630	41534 42482	1	   	234.03	DCR|3VULN|2TLV|1DUR|1AART	1AART|27TLV|3MBVNT|457VULN|6BELT|7BPWR|8RCR|9TBNT|aDUR
631	16221 11453	5	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15LHND|2CDMG|3CGEN|45aVULN|5BPWR|6TLV|7LWND|8RCR|9DMG
632	16221 16243	5	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15LHND|2CDMG|3CGEN|45aVULN|5BPWR|6TLV|7DMG|8LWND|9RCR
633	16221 16423	5	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15LHND|2CDMG|3CGEN|45aVULN|5BPWR|6TLV|7DMG|8RCR|9BEXP
634	16521 31124	10	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15LHND|2CDMG|3MLV|456VULN|5BPWR|7TLV|8BELT|9RCR|aDMG
635	16521 31234	9	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	158LHND|2CDMG|3MLV|456VULN|5BPWR|7TLV|9DMG|aRCR
636	26221 34342	9	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7LWND|8LHND|9DMG|aRCR
637	26221 35413	7	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8MLV|9LHND|aRCR
638	26221 35513	7	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8CGEN|9LHND|aRCR
639	16221 32534	9	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	15LHND|2CDMG|3CGEN|456VULN|5BPWR|7RCVC|8TLV|9DMG|aRCR
640	23216 66123	7	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	145BEXP|235VULN|5BPWR|6DMG|7TLV|8CDMG|9RPLT|aRCR
641	61236 33142	8	   	233.95	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|28LHND|368VULN|4DMG|5CDMG|78BEXP|8BPWR|9RCR|aTLV
642	12523 64213	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|2CGEN|367VULN|4DMG|5TLV|8FEWX|9CDMG|aRCR
643	12523 64313	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|2CGEN|367VULN|4DMG|5TLV|8LWND|9CDMG|aRCR
644	22113 64213	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4CGEN|567VULN|8FEWX|9CDMG|aRCR
645	22113 64313	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4CGEN|567VULN|8LWND|9CDMG|aRCR
646	22113 64413	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4CGEN|567VULN|8LHND|9CDMG|aRCR
647	22123 64213	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4RMIN|567VULN|8FEWX|9CDMG|aRCR
648	22123 64313	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4RMIN|567VULN|8LWND|9CDMG|aRCR
649	22123 64413	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4RMIN|567VULN|8LHND|9CDMG|aRCR
650	22123 66213	2	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|3DMG|4RMIN|568VULN|7LHND|9CDMG|aRCR
651	22531 64213	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|367VULN|4RMIN|5DMG|8FEWX|9CDMG|aRCR
652	22531 64313	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|367VULN|4RMIN|5DMG|8LWND|9CDMG|aRCR
653	22531 66213	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|368VULN|4RMIN|5DMG|7LHND|9CDMG|aRCR
654	23213 55213	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
655	23213 55313	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
656	23213 55413	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|235VULN|4CGEN|6TLV|7DMG|8LHND|9CDMG|aRCR
657	23231 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LHND|5MLV|7DMG|8TLV|9CDMG|aRCR
658	23235 62113	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LHND|5RMIN|7DMG|8TLV|9CDMG|aRCR
659	23235 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LHND|5CGEN|7DMG|8TLV|9CDMG|aRCR
660	23236 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LHND|5RMIN|7DMG|8TLV|9CDMG|aRCR
661	23245 62113	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LWND|5RMIN|7DMG|8TLV|9CDMG|aRCR
662	23251 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4FEWX|5MLV|7DMG|8TLV|9CDMG|aRCR
663	23255 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4FEWX|5CGEN|7DMG|8TLV|9CDMG|aRCR
664	23255 62113	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4FEWX|5RMIN|7DMG|8TLV|9CDMG|aRCR
665	23256 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4FEWX|5RMIN|7DMG|8TLV|9CDMG|aRCR
666	23263 55213	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
667	23263 55313	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
668	23266 62113	5	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4CGEN|5FEWX|7DMG|8TLV|9CDMG|aRCR
669	26221 33342	9	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DUST|8LHND|9DMG|aRCR
670	26221 35115	9	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8RCVC|9DLOT|aRCR
671	26221 35141	7	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9RCR|aRMIN
