0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32126 16352	10	 * 	275.09	DCR|4VULN|2DMG|1TLV|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aTLV
519	32125 31331	6	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1ERES|248aVULN|346DMG|4BPWR|5RCR|7DUR|9CDMG
520	32125 42331	6	   	245.90	ACR|4VULN|3DMG|1DUR|1CDMG	1ERES|248aVULN|347DMG|4BPWR|5RCR|6DUR|9CDMG
521	32387 13224	8	   	245.90	DCR|3VULN|2DMG|1TLV	1ERES|256VULN|3MBVNT|47DMG|8LIT|9RCR|aTLV
522	32352 52431	4	   	245.87	DCR|3VULN|2DMG|2TLV	19ERES|259VULN|3MBVNT|45TLV|59BPWR|68LWND|79DMG|aRCR
523	32352 73431	4	   	245.87	DCR|3VULN|2DMG|2TLV	19ERES|259VULN|3MBVNT|45TLV|59BPWR|6LHND|7RCVC|89DMG|aRCR
524	32121 62553	6	   	245.85	DCR|3VULN|2DMG|1TLV|1SELL	1ERES|24aVULN|34DMG|4BPWR|5LIT|6CGEN|7SELL|8RCR|9TLV
525	52121 32553	6	   	245.85	DCR|3VULN|2DMG|1TLV|1SELL	1MLV|24aVULN|34DMG|4BPWR|5LIT|6ERES|7SELL|8RCR|9TLV
526	32125 31261	6	   	245.84	ACR|3VULN|3DMG|2DUR|2CDMG	19ERES|24aVULN|346DMG|49BPWR|5RCR|79DUR|89CDMG
527	32125 42153	9	   	245.84	ACR|3VULN|3DMG|2DUR|2CDMG	19ERES|249VULN|34aDMG|49BPWR|5RCR|67DUR|89CDMG
528	32125 42261	6	   	245.84	ACR|3VULN|3DMG|2DUR|2CDMG	19ERES|24aVULN|347DMG|49BPWR|5RCR|69DUR|89CDMG
529	22336 61253	9	   	245.84	DCR|4VULN|2DUR|1DMG|1SELL	19LWND|2FEWX|3569VULN|49DUR|7SELL|8RCR|9BPWR|aDMG
530	31636 23131	7	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1ERES|2RCVC|39TLV|4ZMB|5ASPD|69DMG|7DUR|89VULN|9BPWR|aRCR
531	31636 23431	8	   	245.83	DCR|2VULN|2DMG|2TLV|1DUR	1ERES|2RCVC|39TLV|4ZMB|5ASPD|69DMG|7DUR|89VULN|9BPWR|aRCR
532	32121 13232	8	   	245.80	DCR|3VULN|2DMG|1DUR|1AART	1ERES|24aVULN|34DMG|4BPWR|5LIT|6DUR|7MLV|8RCR|9AART
533	52121 16634	9	   	245.80	DCR|3VULN|2DMG|1DUR|1AART	1MLV|247VULN|34DMG|4BPWR|5LIT|6DUR|8AART|9MBVNT|aRCR
534	32124 42215	9	   	245.80	DCR|3VULN|2DMG|1DUR|1AART	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9AART|aDUR
535	32124 42231	10	   	245.80	DCR|3VULN|2DMG|1DUR|1AART	1ERES|246VULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9DUR|aAART
536	32312 72437	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|268aVULN|3MBVNT|4LHND|5DMG|78DUR|8BPWR|9RCR
537	32314 12437	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|258aVULN|3MBVNT|4LHND|6DMG|78DUR|8BPWR|9RCR
538	32322 72432	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|268aVULN|3MBVNT|4LWND|5DMG|78DUR|8BPWR|9RCR
539	32324 12432	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|258aVULN|3MBVNT|4LWND|6DMG|78DUR|8BPWR|9RCR
540	32331 12432	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|248aVULN|3MBVNT|5LWND|6DMG|78DUR|8BPWR|9RCR
541	32387 72432	8	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|258aVULN|3MBVNT|4DMG|6LWND|78DUR|8BPWR|9RCR
542	52337 14734	8	   	245.78	DCR|4VULN|2DUR|1DMG	1MLV|2478VULN|3MBVNT|5aDUR|6DMG|9RCR
543	52342 42737	8	   	245.78	DCR|4VULN|2DUR|1DMG	1MLV|268aVULN|3MBVNT|47DUR|5DMG|9RCR
544	52342 44734	8	   	245.78	DCR|4VULN|2DUR|1DMG	1MLV|2678VULN|3MBVNT|4aDUR|5DMG|9RCR
545	52344 14734	8	   	245.78	DCR|4VULN|2DUR|1DMG	1MLV|2578VULN|3MBVNT|4aDUR|6DMG|9RCR
546	32322 72448	9	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|2689VULN|3MBVNT|4LWND|5DMG|78DUR|8BPWR|aRCR
547	32324 12448	9	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|2589VULN|3MBVNT|4LWND|6DMG|78DUR|8BPWR|aRCR
548	32331 12448	9	   	245.78	DCR|4VULN|2DUR|1DMG	18ERES|2489VULN|3MBVNT|5LWND|6DMG|78DUR|8BPWR|aRCR
549	52344 12737	8	   	245.78	DCR|4VULN|2DUR|1DMG	1MLV|258aVULN|3MBVNT|47DUR|6DMG|9RCR
550	32312 62631	5	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|269VULN|3MBVNT|4LHND|57DMG|89TLV|9BPWR|aRCR
551	32312 72631	6	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|269VULN|3MBVNT|4LHND|57DMG|89TLV|9BPWR|aRCR
552	32314 12631	6	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|259VULN|3MBVNT|4LHND|67DMG|89TLV|9BPWR|aRCR
553	32322 62631	5	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|269VULN|3MBVNT|4LWND|57DMG|89TLV|9BPWR|aRCR
554	32322 72631	6	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|269VULN|3MBVNT|4LWND|57DMG|89TLV|9BPWR|aRCR
555	32324 12631	6	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|259VULN|3MBVNT|4LWND|67DMG|89TLV|9BPWR|aRCR
556	32331 12631	6	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|249VULN|3MBVNT|5LWND|67DMG|89TLV|9BPWR|aRCR
557	32334 37851	10	   	245.77	DCR|3VULN|2DMG|2TLV	1aERES|24aVULN|3MBVNT|5MLV|68DMG|7RCR|9aTLV|aBPWR
558	32387 31631	7	   	245.77	DCR|3VULN|2DMG|2TLV	19ERES|259VULN|3MBVNT|46DMG|7LWND|89TLV|9BPWR|aRCR
559	32125 12133	8	   	245.75	ACR|4VULN|3DMG|1DUR|1CDMG|1SELL	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aSELL
560	32125 12333	7	   	245.75	ACR|4VULN|3DMG|1DUR|1CDMG|1SELL	17ERES|2467VULN|347DMG|47BPWR|5RCR|8DUR|9CDMG|aSELL
561	32235 12356	9	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|249aVULN|3DUST|57DUR|6DMG|8RCR
562	32336 12537	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|248aVULN|3MBVNT|57DUR|6DMG|9RCR
563	32336 12737	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|248aVULN|3MBVNT|57DUR|6DMG|9RCR
564	32336 14534	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2478VULN|3MBVNT|5aDUR|6DMG|9RCR
565	32336 14734	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2478VULN|3MBVNT|5aDUR|6DMG|9RCR
566	32342 72537	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|268aVULN|3MBVNT|47DUR|5DMG|9RCR
567	32342 72737	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|268aVULN|3MBVNT|47DUR|5DMG|9RCR
568	32342 74534	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2678VULN|3MBVNT|4aDUR|5DMG|9RCR
569	32342 74734	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2678VULN|3MBVNT|4aDUR|5DMG|9RCR
570	32344 12537	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|258aVULN|3MBVNT|47DUR|6DMG|9RCR
571	32344 12737	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|258aVULN|3MBVNT|47DUR|6DMG|9RCR
572	32344 14534	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2578VULN|3MBVNT|4aDUR|6DMG|9RCR
573	32344 14734	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2578VULN|3MBVNT|4aDUR|6DMG|9RCR
574	32387 14534	7	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2568VULN|3MBVNT|4DMG|7aDUR|9RCR
575	32387 14734	8	   	245.68	DCR|4VULN|2DUR|1DMG	1ERES|2568VULN|3MBVNT|4DMG|7aDUR|9RCR
576	32387 14631	6	   	245.67	DCR|3VULN|2DMG|2TLV	19ERES|256VULN|3MBVNT|49DMG|7LEGI|89TLV|9BPWR|aRCR
577	32357 13171	6	   	245.55	DCR|4VULN|1TLV|1DUR	1ERES|2568VULN|3MBVNT|4TLV|7ASPD|9DUR|aRCR
578	52123 21531	7	   	245.51	DCR|3VULN|3DMG|1AART	17MLV|247VULN|346DMG|47BPWR|57CGEN|8LIT|9AART|aRCR
579	32352 43537	4	   	245.42	DCR|4VULN|2TLV|1DUR	1ERES|258aVULN|3MBVNT|45TLV|5BPWR|6DUR|7RCVC|9RCR
580	32344 86631	7	   	245.42	DCR|4VULN|2TLV|1DUR	19ERES|2569VULN|3MBVNT|4DUR|7ZMB|89TLV|9BPWR|aRCR
581	52124 42212	9	   	245.31	DCR|3VULN|3DMG|1AART	1MLV|246VULN|34aDMG|4BPWR|5DMSP|7RCR|8LIT|9AART
582	52123 22531	6	   	245.31	DCR|3VULN|3DMG|1AART	1MLV|247VULN|346DMG|4BPWR|5CGEN|8LIT|9AART|aRCR
583	32121 11362	5	   	245.21	DCR|3VULN|3DMG|1AART	1ERES|247VULN|34aDMG|4BPWR|5LIT|6RPLT|8RCR|9AART
584	32124 42212	9	   	245.21	DCR|3VULN|3DMG|1AART	1ERES|246VULN|34aDMG|4BPWR|5DMSP|7RCR|8LIT|9AART
585	14233 53531	4	   	245.21	DCR|3VULN|3DMG|1AART	1RCVC|2LIT|369DMG|456VULN|6BPWR|7DUST|8AART|aRCR
586	52126 32141	9	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	1MLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8TLV|9RCR|aZMB
587	52126 32142	10	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	1aMLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8TLV|9RCR
588	52126 32143	10	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	1MLV|24VULN|346DMG|4BPWR|5LWND|7DUR|8TLV|9RCR|aLHND
589	52383 32141	10	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	17MLV|27VULN|3MBVNT|467DMG|5DMSP|7BPWR|8DUR|9TLV|aRCR
