0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
463	23451 63221	   	175.91	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4MLV|5aDMG|6SPLARM|7RCVC|89BEXP
464	11124 23443	   	175.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8ERES|9BEXP|aDMG
465	11124 23543	   	175.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2FEWX|3MLV|4RCR|5VULN|6ASPD|7AART|8AME|9BEXP|aDMG
466	11224 23143	   	175.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8RMIN|9BEXP|aDMG
467	11224 23543	   	175.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|7AART|8CGEN|9BEXP|aDMG
468	14224 23143	   	175.89	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|7AART|8RMIN|9BEXP|aDMG
469	13431 15251	   	175.89	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7ASPD|8VULN|9BEXP|aCDMG
470	23436 35323	   	175.89	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|6BEXP|7CDMG|8ASPD|9ERES|aDMG
471	54141 84234	   	175.89	ACR|1VULN|1ASPD|1DMG|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6DMG|7VULN|8ASPD|9MDPS|aBEXP
472	13324 13641	   	175.89	ACR|2VULN|2BEXP|1AART|1CDMG	1DUST|2RMIN|3aBEXP|4RCR|58VULN|6AME|7AART|9CDMG
473	11124 23424	   	175.87	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2FEWX|3MLV|4RCR|5aVULN|6ASPD|7AART|8ERES|9DMG
474	11124 23524	   	175.87	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2FEWX|3MLV|4RCR|5aVULN|6ASPD|7AART|8AME|9DMG
475	11224 23124	   	175.87	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2FEWX|3ERES|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
476	11224 23524	   	175.87	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2FEWX|3ERES|4RCR|5aVULN|6ASPD|7AART|8CGEN|9DMG
477	14224 23124	   	175.87	ACR|2VULN|1ASPD|1DMG|1AART	1DUST|2LWND|3ERES|4RCR|5aVULN|6ASPD|7AART|8RMIN|9DMG
478	23461 63221	   	175.81	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4ERES|5aDMG|6SPLARM|7RCVC|89BEXP
479	23421 23253	   	175.60	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9FEWX|aAART
480	13321 51321	 * 	175.52	ACR|3ASPD|1DMG|1BEXP	18DUST|2RMIN|3BEXP|4RCR|5RCVC|68aASPD|78ERES|8BPWR|9DMG
481	23441 23236	   	175.52	ACR|2DMG|1VULN|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4CGEN|57DMG|6RPLT|8RCVC|9CDMG|aBEXP
482	23451 23236	   	175.52	ACR|2DMG|1VULN|1CDMG|1BEXP	1VULN|2RMIN|3RCR|4MLV|57DMG|6RPLT|8RCVC|9CDMG|aBEXP
483	23441 61231	   	175.52	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4CGEN|59aDMG|6SPLARM|7DMSP|8BEXP
484	23441 62131	   	175.52	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|48CGEN|59aDMG|6SPLARM|7BEXP
485	23451 61231	   	175.52	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4MLV|59aDMG|6SPLARM|7DMSP|8BEXP
486	23421 23212	   	175.50	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AIRARM|aAART
487	23421 23263	   	175.50	ACR|2VULN|2ASPD|1AART	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9LEGI|aAART
488	23461 23236	   	175.42	ACR|2DMG|1VULN|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4ERES|57DMG|6RPLT|8RCVC|9CDMG|aBEXP
489	23461 61231	   	175.42	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4ERES|59aDMG|6SPLARM|7DMSP|8BEXP
490	23426 23251	   	175.40	ACR|2VULN|2ASPD|1CDMG	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9FEWX|aCDMG
491	23432 28234	   	175.40	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9MDPS|aCDMG
492	23432 28241	   	175.40	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9DUST|aCDMG
493	23461 13231	   	175.32	ACR|3DMG|1VULN|1BEXP	1VULN|2RMIN|3RCR|4ERES|59aDMG|6AEMAG|7SNIFST|8BEXP
494	23426 23261	   	175.30	ACR|2VULN|2ASPD|1CDMG	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9LEGI|aCDMG
495	13426 16221	 * 	175.30	ACR|2ASPD|1AART|1BEXP|1CDMG	1DUST|2RMIN|3RCR|4MDPS|5AART|6DUR|7BEXP|8CDMG|9aASPD
496	51431 31161	   	175.27	ACR|1BASARM|1DMG|1VULN	147ZMB|246LWND|3RCR|4BPWR|5DMG|8MLV|9BASARM|aVULN
497	51431 31261	   	175.17	ACR|1BASARM|1DMG|1VULN	147ZMB|246LWND|3RCR|4BPWR|5DMG|8ERES|9BASARM|aVULN
498	13324 21643	   	175.07	ACR|2BEXP|1VULN|1ASPD|1AART|1AAC	1DUST|2RMIN|38BEXP|4RCR|5VULN|6ASPD|7AAC|9CGEN|aAART
499	23433 22164	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8TLV|9BASARM|aCGEN
500	23433 22166	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5aFEWX|6ASPD|7LIT|8TLV|9BASARM
501	23433 22364	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8AME|9BASARM|aCGEN
502	23433 22366	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5aFEWX|6ASPD|7LIT|8AME|9BASARM
503	23433 22461	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8CGEN|9BASARM|aSPLREG
504	23433 22462	   	175.07	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8CGEN|9BASARM|aERES
505	54131 12218	   	175.07	ACR|1BASARM|1DMG|1VULN	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8DUR|9BASARM|aVULN
506	23421 21213	   	175.02	ACR|2ASPD|1VULN|2AAC|1BEXP	1VULN|2RMIN|3RCR|4MDPS|5DMSP|68ASPD|7aAAC|9BEXP
507	13432 43234	 * 	174.98	ACR|2BEXP|1VULN|1ASPD|1BASICY	14DUST|2RMIN|3RCR|4BPWR|5aBEXP|6FLTARM|7VULN|8BASICY|9ASPD
508	13324 11163	   	174.97	ACR|2BEXP|1VULN|1DMG|1AART|1AAC	1DUST|2RMIN|39BEXP|4RCR|5VULN|6AME|7AAC|8DMG|aAART
509	13324 11463	   	174.97	ACR|2BEXP|1VULN|1ASPD|1AART|1AAC	1DUST|2RMIN|39BEXP|4RCR|5VULN|6AME|7AAC|8ASPD|aAART
510	54144 23248	   	174.97	ACR|2VULN|1ASPD|1DMG|1CDMG	19ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LHND|7DMG|aASPD
511	54144 43248	   	174.97	ACR|2VULN|1ASPD|1DMG|1CDMG	19ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LWND|7DMG|aASPD
512	23421 22164	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8TLV|9BASARM|aCGEN
513	23421 22166	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8TLV|9BASARM|aFEWX
514	23421 22461	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8CGEN|9BASARM|aSPLREG
515	23421 22462	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8CGEN|9BASARM|aERES
516	23433 12661	   	174.97	ACR|1BASARM|1VULN|1DMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6AME|7LIT|8DMG|9BASARM|aSPLREG
517	23433 12662	   	174.97	ACR|1BASARM|1VULN|1DMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6AME|7LIT|8DMG|9BASARM|aERES
518	23433 22161	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8TLV|9BASARM|aSPLREG
519	23433 22162	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8TLV|9BASARM|aERES
520	23433 22361	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8AME|9BASARM|aSPLREG
521	23433 22362	   	174.97	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7LIT|8AME|9BASARM|aERES
522	52436 21222	   	174.97	ACR|1BASARM|1VULN|1ASPD	14ZMB|24DUST|3RCR|4BPWR|5SNIHEL|6VENTOX|7VULN|8LIT|9BASARM|aASPD
523	54137 21222	   	174.97	ACR|1BASARM|1VULN|1ASPD	14ZMB|2MBVNT|3RCR|4BPWR|5SNIHEL|6VENTOX|7VULN|8LIT|9BASARM|aASPD
524	61222 26334	 * 	174.95	ACR|2ASPD|2DMG|1BEXP	1LWND|2aFEWX|3ERES|4RCR|5BEXP|6aASPD|7BELT|8CGEN|9aDMG|aBPWR
525	54146 21143	   	174.89	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5DMSP|6BEXP|7VULN|8AEMAG|9BASICY|aASPD
526	54131 43154	   	174.88	ACR|1ASPD|1DMG|1AART|1BEXP|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7DUR|8AART|9CDMG|aASPD
527	23421 22161	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8TLV|9BASARM|aSPLREG
528	23421 22162	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7LIT|8TLV|9BASARM|aERES
529	23435 22161	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7LIT|8TLV|9BASARM|aSPLREG
530	23435 22162	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7LIT|8TLV|9BASARM|aERES
531	23435 22361	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7LIT|8AME|9BASARM|aSPLREG
532	23435 22362	   	174.87	ACR|1BASARM|1VULN|1ASPD	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7LIT|8AME|9BASARM|aERES
533	13436 21222	   	174.87	ACR|1BASARM|1VULN|1ASPD	14DUST|2RMIN|3RCR|4BPWR|5SNIHEL|6VENTOX|7VULN|8LIT|9BASARM|aASPD
534	23421 12661	   	174.87	ACR|1BASARM|1VULN|1DMG	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6AME|7LIT|8DMG|9BASARM|aSPLREG
535	23421 12662	   	174.87	ACR|1BASARM|1VULN|1DMG	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6AME|7LIT|8DMG|9BASARM|aERES
536	23421 21643	   	174.87	ACR|2VULN|1ASPD|1BEXP|1CDMG|1AAC	1aVULN|2RMIN|3RCR|4MDPS|5DMSP|6ASPD|7AAC|8BEXP|9CDMG
537	54142 23414	   	174.85	ACR|1BASARM|1BEXP|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7CGEN|8AAC|9BASARM|aBEXP
538	54142 63414	   	174.85	ACR|1BASARM|1BEXP|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6DUR|7CGEN|8AAC|9BASARM|aBEXP
539	61122 23423	 * 	174.82	ACR|2ASPD|1DMG|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6aASPD|7AART|8ERES|9DMG
540	61122 23523	   	174.82	ACR|2ASPD|1DMG|1AART|1BEXP	1LWND|2FEWX|3MLV|4RCR|5BEXP|6aASPD|7AART|8AME|9DMG
541	61222 23523	   	174.82	ACR|2ASPD|1DMG|1AART|1BEXP	1LWND|2FEWX|3ERES|4RCR|5BEXP|6aASPD|7AART|8CGEN|9DMG
542	35332 24162	 * 	174.79	ACR|2AART|1ASPD|1VULN|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|6AAC|7ASPD|89AART|aVULN
543	13324 11624	   	174.77	ACR|2VULN|1ASPD|1AART|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|5aVULN|6AME|7AAC|8AART|9ASPD
544	54142 22414	   	174.75	ACR|1BASARM|1BEXP|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7ERES|8AAC|9BASARM|aBEXP
545	54142 62414	   	174.75	ACR|1BASARM|1BEXP|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6DUR|7ERES|8AAC|9BASARM|aBEXP
546	13442 15332	   	174.73	ACR|1BASARM|1VULN|1DMG|1SELL	19DUST|2RMIN|3RCR|4CGEN|5LIT|6VULN|7SELL|8BASARM|aDMG
547	13321 51121	   	174.71	ACR|2ASPD|2BEXP|1DMG	1DUST|2RMIN|38BEXP|4RCR|5RCVC|6aASPD|7ERES|9DMG
548	23441 63132	   	174.70	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4CGEN|59DMG|6SPLARM|7RCVC|aCDMG
549	23451 63132	   	174.70	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4MLV|59DMG|6SPLARM|7RCVC|aCDMG
550	23441 23533	   	174.70	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4CGEN|57aDMG|6RPLT|8aLWND|9MDPS|aBPWR
551	23441 23633	   	174.70	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4CGEN|57aDMG|6RPLT|8aLHND|9MDPS|aBPWR
552	23451 23533	   	174.70	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4MLV|57aDMG|6RPLT|8aLWND|9MDPS|aBPWR
553	23451 23633	   	174.70	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4MLV|57aDMG|6RPLT|8aLHND|9MDPS|aBPWR
554	23433 21255	   	174.69	ACR|2ASPD|1VULN|1DMG|1AAC	1VULN|2RMIN|3RCR|49LWND|5FEWX|68ASPD|7AAC|aDMG
555	23433 23141	   	174.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|28RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|9CDMG|aBEXP
556	23433 23633	   	174.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aLHND
557	23433 23635	   	174.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aDUR
558	23433 23641	   	174.68	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9MLV|aBEXP
559	23433 25225	   	174.66	ACR|3VULN|2BEXP|1ASPD	18aVULN|2RMIN|3RCR|48LWND|5FEWX|6ASPD|78BEXP|8BPWR|9RCVC
560	13462 15332	   	174.63	ACR|1BASARM|1VULN|1DMG|1SELL	19DUST|2RMIN|3RCR|4ERES|5LIT|6VULN|7SELL|8BASARM|aDMG
561	61124 23623	   	174.62	ACR|2ASPD|1VULN|1AART|1CDMG	1LWND|29FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8CDMG
562	23461 23533	   	174.60	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4ERES|57aDMG|6RPLT|8aLWND|9MDPS|aBPWR
563	23461 23633	   	174.60	ACR|3DMG|2VULN	1aVULN|2RMIN|3RCR|4ERES|57aDMG|6RPLT|8aLHND|9MDPS|aBPWR
564	23435 23141	   	174.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|28RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|9CDMG|aBEXP
565	23435 23633	   	174.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|8CDMG|9BEXP|aLHND
566	23433 23631	   	174.58	ACR|1VULN|1ASPD|1AART|1CDMG|1BEXP	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aAIRARM
567	23433 23632	   	174.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aERES
568	23433 23634	   	174.58	ACR|1VULN|1ASPD|1AART|1CDMG|1BEXP	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aFLTARM
569	23433 23636	   	174.58	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BEXP|aMULARM
570	54144 23237	 * 	174.57	ACR|3VULN|1DMG|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|589VULN|6LHND|7DMG|aBEXP
571	54144 43237	   	174.57	ACR|3VULN|1DMG|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|589VULN|6LWND|7DMG|aBEXP
572	54131 48243	 * 	174.56	ACR|3VULN|2BEXP|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68BEXP|78aVULN|9RCVC
573	23452 21321	   	174.55	ACR|2VULN|1AART|1BEXP|1CDMG|1AAC	19VULN|2RMIN|3RCR|4MLV|5LIT|6AAC|7AART|8BEXP|aCDMG
574	55432 31233	 * 	174.53	ACR|3BEXP|1DMG|1AART|1AAC|1SELL	14ZMB|245BEXP|3RCR|4BPWR|6SELL|7DUR|8AAC|9AART|aDMG
575	55432 31332	   	174.53	ACR|3BEXP|1ASPD|1AART|1AAC|1SELL	14ZMB|245BEXP|3RCR|4BPWR|6SELL|7DUR|8ASPD|9AART|aAAC
576	11124 23643	   	174.52	ACR|2ASPD|1VULN|1AART|1CDMG	1DUST|2FEWX|39MLV|4RCR|5VULN|6aASPD|7AART|8CDMG
577	14124 23633	   	174.52	ACR|2ASPD|1VULN|1AART|1CDMG	1DUST|2LWND|3MLV|4RCR|5VULN|6aASPD|7AART|8CDMG|9DMSP
578	23421 23241	   	174.50	ACR|3ASPD|2VULN	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68aASPD|8BPWR|9AEMAG
579	23435 23631	   	174.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|8CDMG|9BEXP|aAIRARM
580	23435 23632	   	174.48	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|8CDMG|9BEXP|aERES
581	11124 23663	   	174.42	ACR|2ASPD|1VULN|1AART|1CDMG	19DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8CDMG
582	13426 34744	   	174.36	ACR|2VULN|1ASPD|1AART|1BEXP	1DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|7aVULN|8ASPD|9BEXP
583	13426 34844	   	174.36	ACR|2VULN|1DMG|1AART|1BEXP	1DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|7aVULN|8DMG|9BEXP
584	61122 23611	   	174.06	ACR|2BEXP|1ASPD|1AART|1CDMG|1AAC	1LWND|2FEWX|3MLV|4RCR|5aBEXP|6ASPD|7AART|8CDMG|9AAC
585	51513 12343	   	174.01	ACR|1BASARM|1VULN|1BEXP|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC|aBEXP
586	63513 12343	   	174.01	ACR|1BASARM|1VULN|1BEXP|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC|aBEXP
587	61561 32324	 * 	174.00	ACR|1BASARM|3BEXP	158LWND|2FEWX|3MBVNT|4RCR|6BASARM|79aBEXP
588	13324 23233	   	173.90	ACR|2VULN|2ASPD|1BEXP|1AAC	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AAC|aBELT
589	13324 23235	   	173.90	ACR|2VULN|2ASPD|1BEXP|1AAC	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AAC|aDUR
590	21166 13214	   	173.89	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP	1VULN|2FEWX|3VENICY|4AART|5RCR|6ZMB|7ASPD|8MDPS|9DMG|aBEXP
591	13321 51123	   	173.89	ACR|2BEXP|1ASPD|1DMG|1VULN	1DUST|2RMIN|38BEXP|4RCR|5RCVC|6ASPD|7ERES|9DMG|aVULN
592	11124 21264	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2FEWX|3MLV|4RCR|59VULN|68ASPD|7AAC|aBEXP
593	13324 21245	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|5aVULN|68ASPD|7AAC|9CGEN
594	13324 21263	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|68ASPD|7AAC|aBELT
595	13324 21265	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|68ASPD|7AAC|aDUR
596	13324 23231	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AAC|aERES
597	13324 23232	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AAC|aMDPS
598	13324 23236	   	173.80	ACR|2VULN|2ASPD|1BEXP|1AAC	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AAC|aAEFBLL
599	23441 61221	   	173.71	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4CGEN|5aDMG|6SPLARM|7DMSP|89BEXP
600	23441 62121	   	173.71	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|48CGEN|5aDMG|6SPLARM|79BEXP
601	23441 62332	   	173.71	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4CGEN|59DMG|6SPLARM|78BEXP|aMLV
602	23451 61221	   	173.71	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4MLV|5aDMG|6SPLARM|7DMSP|89BEXP
603	54131 44126	   	173.71	ACR|2DMG|2BEXP|1VULN	14ZMB|2MBVNT|3RCR|4BPWR|5aDMG|69BEXP|7VENTOX|8VULN
604	11224 21264	   	173.70	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2FEWX|3ERES|4RCR|59VULN|68ASPD|7AAC|aBEXP
605	13324 21261	   	173.70	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|68ASPD|7AAC|aERES
606	13324 21262	   	173.70	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|68ASPD|7AAC|aMDPS
607	13324 21266	   	173.70	ACR|2VULN|2ASPD|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|68ASPD|7AAC|aAEFBLL
608	23452 23226	   	173.66	ACR|3VULN|2DMG|1AAC	18aVULN|2RMIN|3RCR|48aMLV|578LIT|6AAC|8aBPWR|9aDMG
609	23461 61221	   	173.61	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4ERES|5aDMG|6SPLARM|7DMSP|89BEXP
610	54131 41127	   	173.61	ACR|2DMG|2BEXP|1VULN	14ZMB|2MBVNT|3RCR|4BPWR|59DMG|68BEXP|7ERES|aVULN
611	13324 23255	 * 	173.60	ACR|3VULN|2ASPD|1BEXP	18DUST|2RMIN|3BEXP|4RCR|58aVULN|68ASPD|7DMSP|8BPWR|9FEWX
612	13324 51253	 * 	173.59	ACR|2VULN|2BEXP|2AAC|1AART	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9FEWX|aAART
613	54131 43184	   	173.58	ACR|1VULN|1DMG|1AART|1BEXP|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7DUR|8AART|9VULN|aCDMG
614	13321 51325	 * 	173.52	ACR|2ASPD|1DMG|1BEXP|1CDMG	18DUST|2RMIN|3BEXP|4RCR|5RCVC|68ASPD|78ERES|8BPWR|9DMG|aCDMG
615	11124 23144	   	173.52	ACR|2ASPD|1VULN|1AART|1BEXP	1DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8RMIN|9BEXP
616	23441 23136	   	173.52	ACR|2DMG|1VULN|1CDMG|1BEXP	1VULN|2RMIN|3RCR|4CGEN|57DMG|6RPLT|8AEMAG|9CDMG|aBEXP
617	23451 23136	   	173.52	ACR|2DMG|1VULN|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4MLV|57DMG|6RPLT|8AEMAG|9CDMG|aBEXP
618	54144 23471	   	173.52	ACR|2DMG|1VULN|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LHND|79DMG|8DUR|aBEXP
