0	Index      	 *	Score 	Summary	Detail	
1	24423 11241	 * 	191.74	ACR|3DMG|2VULN|1AART|1CDMG	16DUST|247DMG|3AART|5RCR|89VULN|aCDMG
498	25515 32321	   	162.49	DCR|2VULN|1AART|1DMG|2CDMG	18DUST|2AART|38CDMG|4DMG|5ERES|68VULN|7RCVC|8BPWR|9BELT|aRCR
499	61132 31332	   	162.49	ACR|2AART|2DMG|1VULN	1FEWX|2RCR|3LIT|4CGEN|57AART|6LHND|8aDMG|9VULN
500	61142 31332	   	162.49	ACR|2AART|2DMG|1VULN	1FEWX|2RCR|3LIT|4RMIN|57AART|6LHND|8aDMG|9VULN
501	24423 21252	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5RCR|6LHND|7MBVNT|89VULN|aBEXP
502	24423 21253	   	162.43	ACR|2VULN|2DMG|1AART	1DUST|24DMG|3AART|5RCR|6LHND|7MBVNT|89VULN|aDMSP
503	24423 24233	   	162.43	ACR|2VULN|2DMG|1AART	19DUST|24DMG|3AART|5RCR|6LHND|7BEXP|8aVULN
504	21132 11342	   	162.39	ACR|2AART|2DMG|1VULN	1DUST|2RCR|3LIT|4CGEN|57AART|6FEWX|8aDMG|9VULN
505	21132 21332	   	162.39	ACR|2AART|2DMG|1VULN	1DUST|2RCR|3LIT|4CGEN|56AART|7LHND|8aDMG|9VULN
506	21132 51215	   	162.39	ACR|2AART|2VULN|1DMG	189DUST|2RCR|3LIT|48CGEN|57AART|68VULN|8BPWR|aDMG
507	21142 31332	   	162.39	ACR|2AART|2DMG|1VULN	1DUST|2RCR|3LIT|4RMIN|56AART|7LHND|8aDMG|9VULN
508	21142 51215	   	162.39	ACR|2AART|2VULN|1DMG	189DUST|2RCR|38LIT|4RMIN|57AART|68VULN|8BPWR|aDMG
509	61112 31332	   	162.39	ACR|2DMG|2AART|1VULN	1FEWX|2RCR|3LIT|4ERES|57AART|6LHND|8aDMG|9VULN
510	61112 51342	   	162.39	ACR|2DMG|2AART|1VULN	1FEWX|2RCR|3LIT|4ERES|57AART|6BEXP|8aDMG|9VULN
511	61132 61352	   	162.39	ACR|2AART|2DMG|1VULN	1FEWX|2RCR|3LIT|4CGEN|57AART|6MBVNT|8aDMG|9VULN
512	61331 43433	   	162.35	ACR|2AART|2VULN|2CDMG|1SELL	18FEWX|2RCR|3MGNLIT|4SELL|5aAART|68VULN|78CDMG|8BPWR|9CGEN
513	24423 21235	   	162.33	ACR|2VULN|2DMG|1AART	19DUST|24DMG|3AART|5RCR|6LHND|7MBVNT|8aVULN
514	24423 21254	   	162.33	ACR|2VULN|2DMG|1AART	1aDUST|24DMG|3AART|5RCR|6LHND|7MBVNT|89VULN
515	24423 51233	   	162.33	ACR|2VULN|2DMG|1AART	19DUST|24DMG|3AART|5RCR|6BEXP|7MBVNT|8aVULN
516	21112 33313	   	162.29	ACR|2VULN|2AART|1DMG	1aDUST|2RCR|3aLIT|48ERES|59AART|6DMG|7aVULN|aBPWR
517	21112 11342	   	162.29	ACR|2DMG|2AART|1VULN	1DUST|2RCR|3LIT|4ERES|57AART|6FEWX|8aDMG|9VULN
518	21112 21332	   	162.29	ACR|2DMG|2AART|1VULN	1DUST|2RCR|3LIT|4ERES|56AART|7LHND|8aDMG|9VULN
519	21112 61342	   	162.29	ACR|2DMG|2AART|1VULN	1DUST|2RCR|3LIT|4ERES|57AART|6BEXP|8aDMG|9VULN
520	21132 26342	   	162.29	ACR|2DMG|2AART|1VULN	1DUST|2RCR|3LIT|4CGEN|56AART|7LEGI|8aDMG|9VULN
521	21132 61352	   	162.29	ACR|2AART|2DMG|1VULN	1DUST|2RCR|3LIT|4CGEN|57AART|6MBVNT|8aDMG|9VULN
522	24222 63362	   	162.25	DCR|2VULN|2DMG|1AART|1DUR	1DUST|28DMG|3TLV|4ERES|5DUR|67VULN|9RCR|aAART
523	61331 43413	   	162.25	ACR|2AART|2VULN|2CDMG|1SELL	18FEWX|2RCR|3MGNLIT|4SELL|5aAART|68VULN|78CDMG|8BPWR|9ERES
524	62523 35212	 * 	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	17FEWX|2TLV|3CDMG|4DMG|589VULN|6RCR|aZMB
525	21221 54646	   	162.22	ACR|2VULN|2AART|1CDMG|1DUR	1DUST|2RCR|3CGEN|4MBVNT|57VULN|69AART|8DUR|aCDMG
526	13622 35422	   	162.20	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	19LIT|2AART|3VULN|4CDMG|5RCR|6TLV|7DUR|8DMG|aFLTHEA
527	21112 33314	   	162.19	ACR|2DMG|2AART|1VULN	1DUST|2RCR|3LIT|48ERES|59AART|6aDMG|7VULN
528	21223 88422	 * 	162.19	ACR|2VULN|2DMG|2CDMG	17DUST|2RCR|3CGEN|4MBVNT|57CDMG|67VULN|7BPWR|8aDMG|9TLV
529	21223 88472	   	162.19	ACR|2VULN|2DMG|2CDMG	17DUST|2RCR|3CGEN|4MBVNT|57CDMG|67VULN|7BPWR|8aDMG|9ERES
530	21423 88422	   	162.19	ACR|2VULN|2DMG|2CDMG	17DUST|2RCR|3MLV|4MBVNT|57CDMG|67VULN|7BPWR|8aDMG|9TLV
531	21523 82483	   	162.19	ACR|3VULN|1DMG|1CDMG|1ASPD	1DUST|2RCR|3ASPD|4MBVNT|5CDMG|679VULN|8DMG|aRCVC
532	21411 15622	   	162.15	ACR|2DMG|1AART|1VULN|1ZMB	18DUST|2RCR|38MLV|4RCVC|5LWND|6ZMB|78DMG|8BPWR|9VULN|aAART
533	21331 43433	   	162.15	ACR|2AART|2VULN|2CDMG|1SELL	18DUST|2RCR|3MGNLIT|4SELL|5aAART|68VULN|78CDMG|8BPWR|9CGEN
534	46216 11231	   	162.15	ACR|2VULN|2DMG|2CDMG|1SELL	1SELL|2RCR|3aDMG|4LIT|5aVULN|6ERES|7LWND|8aCDMG|9LEGI|aBPWR
535	14111 11153	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2RPLT|3ERES|4AART|58VULN|6DUR|7DMG|9RCR|aCDMG
536	14111 11253	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2RPLT|3ERES|4AART|5VULN|6DUR|78DMG|9RCR|aCDMG
537	14611 11153	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2RPLT|3TLV|4AART|58VULN|6DUR|7DMG|9RCR|aCDMG
538	14611 11253	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2RPLT|3TLV|4AART|5VULN|6DUR|78DMG|9RCR|aCDMG
539	15311 11153	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2ERES|3RPLT|4AART|58VULN|6DUR|7DMG|9RCR|aCDMG
540	15311 11253	   	162.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2ERES|3RPLT|4AART|5VULN|6DUR|78DMG|9RCR|aCDMG
541	24423 11212	   	162.10	ACR|3DMG|1AART|1VULN	16DUST|247DMG|3AART|5RCR|8VULN|9RCVC|aCGEN
542	24423 11215	   	162.10	ACR|3DMG|1AART|1VULN	16DUST|247DMG|3AART|5RCR|8VULN|9RCVC|aMLV
543	13622 32312	   	162.10	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1LIT|2AART|3VULN|4CDMG|5RCR|67TLV|8DUR|9DMG|aFLTHEA
544	21331 43413	   	162.05	ACR|2AART|2VULN|2CDMG|1SELL	18DUST|2RCR|3MGNLIT|4SELL|5aAART|68VULN|78CDMG|8BPWR|9ERES
545	61142 23342	   	162.05	ACR|2DMG|1AART|1VULN|1ZMB	1FEWX|2RCR|3LIT|4RMIN|5AART|6MLV|7ZMB|8aDMG|9VULN
546	24423 11213	   	162.00	ACR|3DMG|1AART|1VULN	16DUST|247DMG|3AART|5RCR|8VULN|9RCVC|aERES
547	64127 12112	 * 	161.98	DCR|3DMG|1AART|1VULN	1FEWX|259DMG|3LWND|4MBVNT|6RCR|7BELT|8AART|aVULN
548	36351 21433	   	161.97	ACR|2VULN|1AART|1DMG|1CDMG|2RCVC	14RCVC|2BEXP|3DUST|5RCR|6CDMG|7DMG|8aVULN|9AART
549	21321 34523	 * 	161.96	ACR|1AART|1VULN|1DMG|3DUR|2ASPD	18DUST|2RCR|35MGNLIT|458DUR|58BPWR|68ASPD|7AART|9DMG|aVULN
550	61331 43325	   	161.95	ACR|3VULN|1AART|1CDMG|1SELL	1FEWX|2RCR|3MGNLIT|4SELL|5AART|69aVULN|7CDMG|8RCVC
551	61221 54384	   	161.94	ACR|4VULN|1AART	1FEWX|2RCR|3CGEN|4MBVNT|579aVULN|6AART|8RCVC
552	24127 12112	   	161.88	DCR|3DMG|1AART|1VULN	1DUST|259DMG|3LWND|4MBVNT|6RCR|7BELT|8AART|aVULN
553	24327 12112	   	161.88	DCR|3DMG|1AART|1VULN	1DUST|259DMG|3FEWX|4MBVNT|6RCR|7BELT|8AART|aVULN
554	54631 12118	   	161.88	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|35aVULN|4DUST|6RCR|7BELT|8AART|9DMG
555	21345 32611	 * 	161.86	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1DUST|2RCR|3MGNLIT|46ZMB|5AART|7VULN|8DMG|9FEWX|aCDMG
556	21331 43325	   	161.85	ACR|3VULN|1AART|1CDMG|1SELL	1DUST|2RCR|3MGNLIT|4SELL|5AART|69aVULN|7CDMG|8RCVC
557	13622 12142	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1LIT|2AART|389VULN|4CDMG|5RCR|6LHND|7LWND|aDUR
558	24423 21418	   	161.80	ACR|3DMG|1AART|1VULN	1DUST|248DMG|3AART|5RCR|6LHND|7MBVNT|9VULN|aRCVC
559	21553 13511	   	161.79	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR	18DUST|2RCR|38ASPD|4CDMG|5RCVC|6DUR|78DMG|8BPWR|9VULN|aFEWX
560	21553 13513	   	161.79	ACR|2DMG|1VULN|2ASPD|1CDMG|1DUR	18DUST|2RCR|38ASPD|4CDMG|5RCVC|6DUR|78DMG|8BPWR|9VULN|aBELT
561	61321 35352	   	161.78	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1FEWX|2RCR|35MGNLIT|45DUR|5BPWR|6ASPD|7VULN|8DMG|9aAART
562	54681 13222	   	161.76	DCR|4VULN|1AART|1DUR	1MBVNT|2RMIN|3579VULN|4LHND|6RCR|8DUR|aAART
