0	Index      	 *	Score 	Summary	Detail	
1	22211 43251	 * 	192.39	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1ASPD	1RCVC|29DMG|3BEXP|49DUR|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aAART
500	11534 51733	   	163.85	DCR|2VULN|2DMG|1AART|1DUR	1BELT|27aCGEN|3MBVNT|4DUR|57VULN|67DMG|7BPWR|8AART|9RCR
501	11325 51813	   	163.82	DCR|3VULN|3DMG	1BELT|27CGEN|3FEWX|47aVULN|5MBVNT|678DMG|7BPWR|9RCR
502	22233 24526	   	163.82	DCR|2VULN|2DMG|1AART	1RCVC|2aDMG|3BEXP|4LWND|5RMIN|69VULN|7AART|8RCR
503	24331 43251	   	163.80	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1RCVC|2LEGI|39LHND|49DMG|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aDUR
504	22353 53335	   	163.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCVC|2DMG|3LHND|4AART|5CDMG|67VULN|8NUKE|9ASPD|aRCR
505	22331 43253	   	163.70	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1RCVC|29DMG|3LHND|49DUST|5ZMB|6ASPD|79VULN|8RCR|9BPWR|aDUR
506	21534 12621	   	163.60	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79LHND|89VULN|9BPWR|aCDMG
507	34332 26115	   	163.56	DCR|4VULN|1AART|1ASPD	1DUST|268aVULN|3AART|4ASPD|5LIT|7RCR|9LHND
508	34332 26135	   	163.56	DCR|4VULN|1AART|1ASPD	1DUST|268aVULN|3AART|4ASPD|5LIT|7RCR|9BEXP
509	34332 26153	   	163.46	DCR|4VULN|1AART|1ASPD	1DUST|268aVULN|3AART|4ASPD|5LIT|7RCR|9NUKE
510	22143 16313	   	163.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2DMG|3ERES|4RCR|5ASPD|6AART|7CDMG|8AIRHEA|9ZMB|aVULN
511	21531 31426	   	163.44	DCR|2VULN|2DMG|3DUR|2RCVC	12RCVC|39DMG|4RMIN|5LHND|6RCR|79VULN|89aDUR|9BPWR
512	22143 11366	   	163.43	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1RCVC|2aDMG|3ERES|4RCR|5ASPD|6AART|7LHND|8VULN|9DUR
513	14533 13521	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	15BELT|2LHND|36DMG|46DUR|6BPWR|7AART|8CDMG|9VULN|aRCR
514	21534 11121	   	163.40	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79VULN|89DUST|9BPWR|aCDMG
515	21534 13621	   	163.40	ACR|2VULN|2DMG|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RMIN|5RCR|6DUR|79DUST|89VULN|9BPWR|aCDMG
516	32623 41333	   	163.39	ACR|3DMG|2VULN|1ZMB	17DUST|2TLV|3BELT|47VULN|5RCR|67aDMG|7BPWR|8ZMB|9RCVC
517	22251 36133	   	163.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2DMG|3BEXP|4LIT|5AART|6DUST|7RCR|89VULN|aCDMG
518	54333 34231	   	163.37	DCR|4VULN|1AART|1CDMG	17BEXP|2789VULN|3AART|4CGEN|5CDMG|67LWND|7BPWR|aRCR
519	22141 13163	   	163.30	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|27DMG|37ERES|4RCR|57MLV|6AART|7BPWR|8BEXP|9CDMG|aVULN
520	22141 13563	   	163.30	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|27DMG|37ERES|4RCR|57MLV|6AART|7BPWR|8FEWX|9CDMG|aVULN
521	22145 13163	   	163.30	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|27DMG|37ERES|4RCR|57CGEN|6AART|7BPWR|8BEXP|9CDMG|aVULN
522	22645 12223	   	163.30	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|29DMG|3MLV|4RCR|5CGEN|6AART|7BEXP|8CDMG|aVULN
523	22211 25116	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3BEXP|4DUR|5ZMB|6RCR|7VULN|8CDMG|9LIT|aAART
524	22211 25256	   	163.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|3BEXP|4DUR|5ZMB|6RCR|7VULN|8LIT|9CDMG|aAART
525	22141 12223	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|29DMG|3ERES|4RCR|5MLV|6AART|7BEXP|8CDMG|aVULN
526	22141 13363	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|27DMG|37ERES|4RCR|57MLV|6AART|7BPWR|8DUST|9CDMG|aVULN
527	22141 15223	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|29DMG|3ERES|4RCR|5MLV|6AART|7FEWX|8CDMG|aVULN
528	22145 12223	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|29DMG|3ERES|4RCR|5CGEN|6AART|7BEXP|8CDMG|aVULN
529	22145 13363	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|27DMG|37ERES|4RCR|57CGEN|6AART|7BPWR|8DUST|9CDMG|aVULN
530	22145 15223	   	163.20	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|29DMG|3ERES|4RCR|5CGEN|6AART|7FEWX|8CDMG|aVULN
531	41611 21231	   	163.17	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4569VULN|7LHND|8CDMG|aRCR
532	41611 22231	   	163.17	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4569VULN|7BEXP|8CDMG|aRCR
533	51611 21231	   	163.17	DCR|4VULN|1AART|1CDMG	1BEXP|2MLV|3AART|4569VULN|7LHND|8CDMG|aRCR
534	51621 26231	   	163.17	DCR|4VULN|1AART|1CDMG	1BEXP|2MLV|3AART|4LHND|5679VULN|8CDMG|aRCR
535	13162 23366	   	163.15	DCR|4VULN|1AART|2DUR	1BELT|248LWND|378aVULN|5AART|68DUR|8BPWR|9RCR
536	54322 42122	   	163.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	14BEXP|2VULN|37AART|5CDMG|6RMIN|8RCR|9DMG|aZMB
537	21144 23225	   	163.14	ACR|1AART|1VULN|1DMG|2CDMG|2RCVC|1DUR	12RCVC|3VULN|4RCR|5AART|6DUR|7CGEN|8aCDMG|9DMG
538	21116 25342	   	163.13	DCR|2VULN|1AART|1CDMG|1ZMB|2RCVC|1DUR	12RCVC|36VULN|4DUR|5LWND|7RCR|8AART|9CDMG|aZMB
539	22322 21421	   	163.11	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1RCVC|29DMG|39LHND|4ZMB|5DMSP|6RCR|7VULN|89DUR|9BPWR|aCDMG
540	22326 21421	   	163.11	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1RCVC|29DMG|359LHND|4ZMB|6RCR|7VULN|89DUR|9BPWR|aCDMG
541	22366 21421	   	163.11	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1RCVC|29DMG|349LHND|5ZMB|6RCR|7VULN|89DUR|9BPWR|aCDMG
542	34332 26113	   	163.11	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|268VULN|3AART|4ASPD|5LIT|7RCR|9LHND|aCDMG
543	34332 26133	   	163.11	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|268VULN|3AART|4ASPD|5LIT|7RCR|9BEXP|aCDMG
544	34353 22611	 * 	163.07	DCR|3AART|2VULN|1CDMG|1DUR	1DUST|26VULN|389AART|4ERES|5CDMG|7RCR|aDUR
545	41613 21231	   	163.07	DCR|4VULN|1AART|1CDMG	1LWND|2MLV|3AART|4689VULN|5CDMG|7DUST|aRCR
546	34331 23123	   	163.07	DCR|4VULN|1AART|2ASPD	17DUST|2567VULN|3AART|47ASPD|7BPWR|8BEXP|9CGEN|aRCR
547	34331 23523	   	163.07	DCR|4VULN|1AART|2ASPD	17DUST|2567VULN|3AART|47ASPD|7BPWR|8FEWX|9CGEN|aRCR
548	34353 34231	   	163.07	DCR|4VULN|1AART|1CDMG	17DUST|2789VULN|3AART|4ERES|5CDMG|67LHND|7BPWR|aRCR
549	42611 21231	   	163.07	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4569VULN|7LHND|8CDMG|aRCR
550	42611 22231	   	163.07	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4569VULN|7BEXP|8CDMG|aRCR
551	51611 23231	   	163.07	DCR|4VULN|1AART|1CDMG	1BEXP|2MLV|3AART|4569VULN|7LEGI|8CDMG|aRCR
552	52611 21231	   	163.07	DCR|4VULN|1AART|1CDMG	1BEXP|2TLV|3AART|4569VULN|7LHND|8CDMG|aRCR
553	52621 26231	   	163.07	DCR|4VULN|1AART|1CDMG	1BEXP|2TLV|3AART|4LHND|5679VULN|8CDMG|aRCR
554	54331 36231	   	163.07	DCR|4VULN|1AART|1CDMG	1BEXP|2579VULN|3AART|4CGEN|6LEGI|8CDMG|aRCR
555	21526 11121	   	163.06	ACR|2DMG|1VULN|2ZMB|1CDMG|2RCVC|1DUR	12RCVC|39DMG|4RCR|59ZMB|6DUR|7VULN|89DUST|9BPWR|aCDMG
556	21144 11233	   	163.06	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6CGEN|7LHND|8CDMG
557	21144 13233	   	163.06	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6CGEN|7LWND|8CDMG
558	21144 61233	   	163.06	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6MLV|7LHND|8CDMG
559	21144 63233	   	163.06	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6MLV|7LWND|8CDMG
560	21536 31522	   	163.04	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4RMIN|5LWND|6RCR|79aVULN|89LHND|9BPWR
561	21536 32622	   	163.04	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4RMIN|5LWND|6RCR|79LHND|89aVULN|9BPWR
562	22643 12263	   	163.03	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RCVC|2DMG|3MLV|4RCR|5ZMB|6AART|7BEXP|89CDMG|aVULN
563	22634 11342	   	163.03	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	14RCVC|2DMG|3MLV|5RCR|6DUR|7VULN|8AART|9CDMG|aZMB
564	53331 53533	   	163.01	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2FEWX|36AART|4CGEN|59VULN|7DMG|8RCR|aDUR
565	34332 26151	   	163.01	DCR|3VULN|1AART|1CDMG|1ASPD	1DUST|268VULN|3AART|4ASPD|5LIT|7RCR|9NUKE|aCDMG
566	34353 22433	   	163.01	DCR|3VULN|1AART|1CDMG|1DUR	1DUST|269VULN|3AART|4ERES|5CDMG|7RCR|8RPLT|aDUR
567	22353 52611	   	162.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2DMG|3LHND|48AART|5CDMG|6VULN|79DUR|aRCR
568	34331 13223	   	162.97	DCR|4VULN|1AART|2ASPD	167DUST|2578VULN|3AART|47ASPD|7BPWR|9CGEN|aRCR
569	34331 23153	   	162.97	DCR|4VULN|1AART|2ASPD	17DUST|2567VULN|3AART|47ASPD|7BPWR|8BEXP|9ERES|aRCR
570	34331 23323	   	162.97	DCR|4VULN|1AART|2ASPD	178DUST|2567VULN|3AART|47ASPD|7BPWR|9CGEN|aRCR
571	34331 23553	   	162.97	DCR|4VULN|1AART|2ASPD	17DUST|2567VULN|3AART|47ASPD|7BPWR|8FEWX|9ERES|aRCR
572	34351 21231	   	162.97	DCR|4VULN|1AART|1CDMG	1DUST|2569VULN|3AART|4ERES|7LHND|8CDMG|aRCR
573	34351 23231	   	162.97	DCR|4VULN|1AART|1CDMG	1DUST|2569VULN|3AART|4ERES|7LWND|8CDMG|aRCR
574	42613 21231	   	162.97	DCR|4VULN|1AART|1CDMG	1LWND|2TLV|3AART|4689VULN|5CDMG|7DUST|aRCR
575	52611 23231	   	162.97	DCR|4VULN|1AART|1CDMG	1BEXP|2TLV|3AART|4569VULN|7LEGI|8CDMG|aRCR
576	21144 31233	   	162.96	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6ERES|7LHND|8CDMG
577	21144 33233	   	162.96	ACR|3VULN|1AART|1CDMG|2RCVC	12RCVC|39aVULN|4RCR|5AART|6ERES|7LWND|8CDMG
578	22134 11342	   	162.93	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	14RCVC|2DMG|3ERES|5RCR|6DUR|7VULN|8AART|9CDMG|aZMB
579	34325 23533	   	162.91	DCR|2AART|2VULN|1DMG|1DUR	1DUST|29VULN|35AART|4BEXP|6CGEN|7DMG|8RCR|aDUR
580	21514 31122	   	162.84	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4LHND|5RMIN|6RCR|79aVULN|89DUST|9BPWR
581	21531 31122	   	162.84	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4RMIN|5LHND|6RCR|79aVULN|89DUST|9BPWR
582	21536 31122	   	162.84	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4RMIN|5LWND|6RCR|79aVULN|89DUST|9BPWR
583	21544 31122	   	162.84	DCR|3VULN|2DMG|2RCVC	12RCVC|39DMG|4FEWX|5RMIN|6RCR|79aVULN|89DUST|9BPWR
584	22314 31426	   	162.84	DCR|2VULN|2DMG|3DUR|2RCVC	14RCVC|29DMG|3LHND|5RMIN|6RCR|79VULN|89aDUR|9BPWR
585	33351 53533	   	162.81	DCR|2AART|2VULN|1DMG|1DUR	1DUST|2FEWX|36AART|4ERES|59VULN|7DMG|8RCR|aDUR
586	34331 43163	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3AART|4ASPD|6DMG|7CGEN|8LIT|9RCR|aCDMG
587	34332 16163	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|28VULN|3AART|4ASPD|5LIT|6CGEN|7DMG|9RCR|aCDMG
588	34332 22263	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|26VULN|3AART|4ASPD|5LIT|7DMG|8CGEN|9RCR|aCDMG
589	34332 22363	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|26VULN|3AART|4ASPD|5LIT|7DMG|8RMIN|9RCR|aCDMG
590	21143 11313	   	162.69	ACR|3VULN|1AART|2RCVC|1ASPD|1DUR	12RCVC|389VULN|4RCR|5ASPD|6AART|7LHND|aDUR
591	21143 12313	   	162.69	ACR|3VULN|1AART|2RCVC|1ASPD|1DUR	12RCVC|389VULN|4RCR|5ASPD|6AART|7BEXP|aDUR
592	34332 22463	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|26VULN|3AART|4ASPD|5LIT|7DMG|8ERES|9RCR|aCDMG
593	22316 21452	   	162.60	DCR|3VULN|1DMG|1ZMB|2RCVC|1DUR	14RCVC|2DMG|3LHND|5ZMB|6RCR|79aVULN|8DUR
594	22316 21616	   	162.60	DCR|3VULN|1DMG|1ZMB|2RCVC|1DUR	14RCVC|2DMG|3LHND|5ZMB|6RCR|789VULN|aDUR
595	11522 51732	   	162.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1BELT|27CGEN|3MBVNT|4VULN|57DUR|67DMG|7BPWR|8AART|9RCR|aZMB
596	21143 12225	   	162.54	ACR|1AART|1VULN|1DMG|2CDMG|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6AART|7BEXP|8aCDMG|9DMG
597	21143 15225	   	162.54	ACR|1AART|1VULN|1DMG|2CDMG|2RCVC|1ASPD	12RCVC|3VULN|4RCR|5ASPD|6AART|7FEWX|8aCDMG|9DMG
598	21143 13112	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8BEXP|aFEWX
599	21143 13115	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8BEXP|aLWND
600	21143 13133	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8BEXP|9LWND
601	21143 13512	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8aFEWX
602	21143 13515	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|379VULN|4RCR|57ASPD|6AART|7BPWR|8FEWX|aLWND
603	21143 13533	   	162.46	ACR|3VULN|1AART|2ASPD|2RCVC	12RCVC|37aVULN|4RCR|57ASPD|6AART|7BPWR|8FEWX|9LWND
604	22641 11342	   	162.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2DMG|35MLV|4RCR|6DUR|7VULN|8AART|9CDMG|aZMB
605	26523 11342	   	162.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|23CGEN|3BPWR|4RCR|5DMG|6DUR|7VULN|8AART|9CDMG|aZMB
