0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
482	25245 22344	   	152.48	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6CGEN|7AART|8VULN|9DMG|aCDMG
483	53335 23131	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|27MLV|3ZMB|4DMG|5RCR|6FEWX|8aVULN|9AART
484	53335 25131	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2MLV|3ZMB|4DMG|5RCR|67FEWX|8aVULN|9AART
485	53335 35231	   	152.45	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|27MLV|3ZMB|4DMG|5RCR|6BELT|8aVULN|9AART
486	12341 66321	   	152.42	DCR|4VULN|1AART	1LHND|2BEXP|379aVULN|4BELT|5LEGI|6AART|8RCR
487	25225 12144	   	152.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7AART|8ASPD|9VULN|aCDMG
488	25245 12344	   	152.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6ERES|7AART|8VULN|9DMG|aCDMG
489	53335 11623	   	152.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|47DMG|5RCR|6TLV|8BEXP|9AART|aVULN
490	53335 14231	   	152.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2MLV|3ZMB|4DMG|5RCR|6TLV|7aVULN|8CGEN|9AART
491	53335 33822	   	152.35	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2MLV|3ZMB|4DMG|5RCR|6BELT|7MBVNT|8aVULN|9AART
492	53335 34232	   	152.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|47DMG|5RCR|6BELT|8VULN|9AART|aERES
493	53335 34233	   	152.35	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|47DMG|5RCR|6BELT|8VULN|9AART|aTLV
494	25425 43744	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7DMSP|8DUR|9DMG|aCDMG
495	25425 44224	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8FEWX|9CDMG|aDMG
496	25425 44424	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8LWND|9CDMG|aDMG
497	25425 44812	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4aLHND|5VULN|6RCR|7ASPD|8CDMG|9DMG
498	25425 44813	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8CDMG|9DMG|aBEXP
499	25425 44844	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8CDMG|9MLV|aDMG
500	24211 31636	   	152.32	DCR|3VULN|1AART|1ZMB	1RMIN|24CANSTR|348VULN|4BPWR|5LHND|6RCR|7LWND|9AART|aZMB
501	22332 52213	   	152.29	DCR|3DMG|1AART|1ASPD|1DUR	1RMIN|2FEWX|3ASPD|459DMG|6DUR|7RCR|8BEXP|aAART
502	53335 11423	   	152.25	ACR|2DMG|1AART|1VULN|1ZMB	1DMSP|2MLV|3ZMB|47DMG|5RCR|6TLV|8MBVNT|9AART|aVULN
503	53335 12131	   	152.25	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2MLV|3ZMB|4DMG|5RCR|6TLV|7ERES|8aVULN|9AART
504	25425 44644	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8ERES|9DMG|aCDMG
505	25425 44324	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8DUST|9CDMG|aDMG
506	25425 44811	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8CDMG|9DMG|aDUST
507	25425 44814	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|5VULN|6RCR|7ASPD|8CDMG|9DMG|aNUKE
508	55633 31123	 * 	152.20	ACR|4VULN|1DMG	1DMSP|2CGEN|3RCR|45FEWX|678aVULN|9DMG
509	43342 22413	   	152.19	DCR|3DMG|1AART|1DUR|1ASPD	1DUST|2CGEN|3ASPD|459DMG|6FEWX|7RCR|8DUR|aAART
510	22141 33333	   	152.16	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2FEWX|3DUR|479VULN|5AART|6ZMB|8LWND|aRCR
511	25416 63442	   	152.13	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3AART|4CGEN|5RCVC|6RCR|7BELT|8DMG|9aVULN
512	36141 33351	   	152.10	DCR|2VULN|1AART|2ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|47VULN|5AART|69ZMB|8RCR|aLHND
513	12241 61126	   	152.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2BEXP|3ASPD|4VULN|5DUR|6ZMB|7RCR|8DMG|9AART|aRCVC
514	23335 62135	   	152.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2TLV|3AART|4LHND|5RCR|6CDMG|7DMG|8RPLT|9ZMB|aVULN
515	36141 33353	   	152.00	DCR|2VULN|1AART|2ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|47VULN|5AART|69ZMB|8RCR|aDUST
516	25425 48113	   	151.95	DCR|3VULN|1AART|1ASPD	1RMIN|2MBVNT|3AART|479LHND|57aVULN|6RCR|7BPWR|8ASPD
517	25425 48121	   	151.95	DCR|3VULN|1AART|1ASPD	1RMIN|2MBVNT|3AART|47aLHND|579VULN|6RCR|7BPWR|8ASPD
518	25322 61613	   	151.95	DCR|3DMG|1VULN|2DUR|1ASPD	1RMIN|2MBVNT|359DMG|4ASPD|6aDUR|7VULN|8RCR
519	16113 12516	   	151.91	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|39RCVC|4AART|5VULN|6FEWX|7CDMG|8RCR|aDMG
520	26635 12131	   	151.89	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCVC|3ASPD|4DMG|5RCR|6TLV|7ERES|8aVULN|9AART
521	24242 61223	 * 	151.89	ACR|4VULN|1CDMG|1ZMB	1RMIN|2CANSTR|3689VULN|4ZMB|5RCR|7LIT|aCDMG
522	25315 22137	   	151.89	ACR|3DMG|1AART|2ASPD	1RMIN|2MBVNT|39aDMG|4FEWX|5RCR|6aCGEN|7AART|8aASPD|aBPWR
523	23335 24152	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|6RPLT|7DMG|8DUR|9aVULN
524	23335 63163	   	151.88	ACR|2VULN|1AART|2CDMG|1DUR	1RMIN|2aTLV|3AART|4LHND|5RCR|6aCDMG|7DUR|8CGEN|9aVULN|aBPWR
525	12342 15325	   	151.88	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|358VULN|4BELT|6DMG|7LWND|9AART|aRCR
526	25425 48122	   	151.85	DCR|3VULN|1AART|1ASPD	1RMIN|2MBVNT|3AART|47LHND|579VULN|6RCR|7BPWR|8ASPD|aDUST
527	25425 43123	   	151.85	DCR|3VULN|1AART|1ASPD	1RMIN|2MBVNT|3AART|4LHND|59aVULN|6RCR|7DMSP|8ASPD
528	11521 12342	   	151.85	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2LIT|3CGEN|48VULN|5RCR|6BEXP|7DMG|9ZMB|aAART
529	11521 12442	   	151.85	ACR|2DMG|1AART|1VULN|1ZMB	1LHND|2LIT|3CGEN|4VULN|5RCR|6BEXP|78DMG|9ZMB|aAART
530	11521 22342	   	151.85	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2LIT|3CGEN|48VULN|5RCR|6FEWX|7DMG|9ZMB|aAART
531	11521 22442	   	151.85	ACR|2DMG|1AART|1VULN|1ZMB	1LHND|2LIT|3CGEN|4VULN|5RCR|6FEWX|78DMG|9ZMB|aAART
532	23335 11653	   	151.78	ACR|2VULN|1AART|2CDMG|1DUR	1RMIN|2aTLV|3AART|4LHND|5RCR|6aVULN|7DUR|8ERES|9aCDMG|aBPWR
533	23335 11661	   	151.78	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2TLV|3AART|4LHND|5RCR|69VULN|7DUR|8ERES|aDMG
534	53151 61132	   	151.76	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|2MLV|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR|aRCVC
535	24211 32264	   	151.72	DCR|3VULN|1AART|1ZMB	1RMIN|24CANSTR|349VULN|4BPWR|57LHND|6RCR|8ZMB|aAART
536	25315 12137	   	151.69	ACR|3DMG|1AART|2ASPD	1RMIN|2MBVNT|39aDMG|4FEWX|5RCR|6aERES|7AART|8aASPD|aBPWR
537	21423 16232	   	151.66	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|27LWND|3BELT|4CGEN|57DUR|67DMG|7BPWR|8AART|9RCR|aVULN
538	62151 13131	   	151.66	DCR|2VULN|2DMG|1ZMB|1ASPD	1ERES|2RCVC|35DMG|45VULN|5BPWR|6RPLT|7ASPD|8ZMB|9BELT|aRCR
539	51235 12351	   	151.64	ACR|3VULN|1AART|1ZMB	1DMSP|27LWND|3AART|4LHND|5RCR|68aVULN|9ZMB
540	32367 47434	   	151.59	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	12BEXP|3AART|4MBVNT|5CDMG|6LIT|7VULN|8RCR|9ZMB|aDMG
541	25333 55322	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2MBVNT|37DMG|4RPLT|5LHND|6AART|8CDMG|9VULN|aRCR
542	32532 33334	   	151.56	DCR|3VULN|1AART|1ZMB|1DUR	12BEXP|359VULN|4RPLT|6AART|7DUR|8ZMB|aRCR
543	23335 15351	   	151.54	ACR|3VULN|1AART|1ZMB	1RMIN|2TLV|3AART|47LHND|5RCR|68aVULN|9ZMB
544	22332 52561	   	151.50	DCR|2DMG|1AART|2ZMB|1ASPD|1DUR	1RMIN|2FEWX|3ASPD|45DMG|6DUR|7RCR|89ZMB|aAART
545	16332 51151	   	151.42	DCR|4VULN|1DMG|1ASPD	1aLHND|2ASPD|3ERES|4678VULN|5DMG|9RCR
546	16332 51153	   	151.42	DCR|4VULN|1DMG|1ASPD	1LHND|2ASPD|3ERES|4678VULN|5DMG|9RCR|aLIT
547	25323 61131	   	151.42	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR|aLHND
548	25323 61136	   	151.42	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR|aLIT
549	25323 61137	   	151.42	DCR|4VULN|1DMG|1ASPD	1aRMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR
550	25323 61138	   	151.42	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR|aCGEN
551	33343 51131	   	151.42	DCR|4VULN|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|5678VULN|9RCR|aLHND
552	33343 51135	   	151.42	DCR|4VULN|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|5678VULN|9RCR|aLIT
553	33343 51136	   	151.42	DCR|4VULN|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|5678VULN|9RCR|aRMIN
554	16332 51152	   	151.32	DCR|4VULN|1DMG|1ASPD	1LHND|2ASPD|3aERES|4678VULN|5DMG|9RCR
555	25323 61133	   	151.32	DCR|4VULN|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|5678VULN|9RCR|aAIRHEA
556	33343 51133	   	151.32	DCR|4VULN|1DMG|1ASPD	1BEXP|2NUKE|3ASPD|4DMG|5678VULN|9RCR|aAIRHEA
557	11256 12211	 * 	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|2LIT|3MLV|4RCR|5aVULN|6BEXP|79DMG|8CDMG
558	11256 22211	   	151.28	ACR|2VULN|2DMG|1CDMG	1LHND|2LIT|3MLV|4RCR|5aVULN|6FEWX|79DMG|8CDMG
559	31256 62211	   	151.28	ACR|2VULN|2DMG|1CDMG	1BEXP|2LIT|3MLV|4RCR|5aVULN|6FEWX|79DMG|8CDMG
560	25323 24645	   	151.26	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1RMIN|2MBVNT|3aDMG|46ASPD|5VULN|7DUR|8RCR|9CDMG
561	25441 12335	   	151.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2MBVNT|3AART|4ASPD|5ZMB|6FEWX|7CDMG|89VULN|aRCR
562	53335 16221	 * 	151.19	ACR|3DMG|1AART|2ZMB	1DMSP|2MLV|37ZMB|489DMG|5RCR|6TLV|aAART
563	16232 41153	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19LHND|2ASPD|39BEXP|4NUKE|5DUR|6aVULN|7RCR|89DMG|9BPWR
564	33114 11153	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49LHND|5aVULN|6ASPD|7RCR|89DMG|9BPWR
565	33362 41153	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3ASPD|49LHND|5DUR|6aVULN|7RCR|89DMG|9BPWR
566	33541 11151	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3LWND|49VULN|5DUR|6ASPD|7RCR|89DMG|9BPWR|aRPLT
567	33541 11152	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3aLWND|49VULN|5DUR|6ASPD|7RCR|89DMG|9BPWR
568	33541 11153	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3LWND|49VULN|5DUR|6ASPD|7RCR|89DMG|9BPWR|aLIT
569	33641 11151	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3LHND|49VULN|5DUR|6ASPD|7RCR|89DMG|9BPWR|aRPLT
570	33641 11152	   	151.19	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3LHND|49VULN|5DUR|6ASPD|7RCR|89DMG|9BPWR|aLWND
571	53415 23113	   	151.18	ACR|2VULN|1AART|2CDMG|1DUR	1DMSP|2MLV|3aVULN|4AART|5RCR|6NUKE|78CDMG|9DUR
572	41256 12211	   	151.18	ACR|2VULN|2DMG|1CDMG	1DUST|2LIT|3MLV|4RCR|5aVULN|6BEXP|79DMG|8CDMG
573	41256 22211	   	151.18	ACR|2VULN|2DMG|1CDMG	1DUST|2LIT|3MLV|4RCR|5aVULN|6FEWX|79DMG|8CDMG
574	22232 52463	 * 	151.15	DCR|3DMG|1AART|2DUR	1RMIN|2FEWX|3ERES|45aDMG|68DUR|7RCR|9AART
575	25251 38224	   	151.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7LHND|8CGEN|9CDMG|aDMG
576	36142 61223	   	151.11	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	1BEXP|2aASPD|3DUR|4VULN|5aDUST|6ZMB|7RCR|8BELT|9aDMG|aBPWR
577	16632 31151	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19LHND|2ASPD|39VULN|4NUKE|5DUR|6DUST|7RCR|89DMG|9BPWR|aRPLT
578	16632 31152	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19LHND|2ASPD|39VULN|4NUKE|5DUR|6DUST|7RCR|89DMG|9BPWR|aLWND
579	33142 11151	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aRPLT
580	33142 11152	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aLWND
581	33142 11154	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aFEWX
582	33142 11155	   	151.09	DCR|2VULN|2DMG|1ASPD|1DUR	19BEXP|2NUKE|3DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR|aLIT
583	33142 11156	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19aBEXP|2NUKE|3DUR|49VULN|5DUST|6ASPD|7RCR|89DMG|9BPWR
584	33142 11223	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1aBEXP|2NUKE|3DUR|4aVULN|5DUST|6ASPD|7RCR|8BELT|9aDMG|aBPWR
585	33145 31151	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49VULN|5ASPD|6DUST|7RCR|89DMG|9BPWR|aRPLT
586	33145 31152	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3DUR|49VULN|5ASPD|6DUST|7RCR|89DMG|9BPWR|aLWND
587	33145 31223	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1aBEXP|2NUKE|3DUR|4aVULN|5ASPD|6DUST|7RCR|8BELT|9aDMG|aBPWR
588	33332 31151	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3ASPD|49VULN|5DUR|6DUST|7RCR|89DMG|9BPWR|aRPLT
589	33332 31152	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3ASPD|49VULN|5DUR|6DUST|7RCR|89DMG|9BPWR|aLWND
590	33332 31154	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19BEXP|2NUKE|3ASPD|49VULN|5DUR|6DUST|7RCR|89DMG|9BPWR|aFEWX
591	33332 31155	   	151.09	DCR|2VULN|2DMG|1ASPD|1DUR	19BEXP|2NUKE|3ASPD|49VULN|5DUR|6DUST|7RCR|89DMG|9BPWR|aLIT
592	33332 31156	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	19aBEXP|2NUKE|3ASPD|49VULN|5DUR|6DUST|7RCR|89DMG|9BPWR
593	33332 31223	   	151.09	DCR|2VULN|2DMG|1DUR|1ASPD	1aBEXP|2NUKE|3ASPD|4aVULN|5DUR|6DUST|7RCR|8BELT|9aDMG|aBPWR
594	35131 61362	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1BEXP|2DUST|3MLV|4DUR|56AART|7ASPD|8RCR|9VULN|aDMG
595	35231 63362	   	151.06	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1BEXP|2DUST|3ASPD|4DUR|56AART|7CGEN|8RCR|9VULN|aDMG
596	42131 61362	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUST|2BEXP|3MLV|4DUR|56AART|7ASPD|8RCR|9VULN|aDMG
597	42231 63362	   	151.06	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|56AART|7CGEN|8RCR|9VULN|aDMG
598	25251 33744	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7LEGI|8DMSP|9DMG|aCDMG
599	25251 36444	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7DMSP|8DUST|9DMG|aCDMG
600	25251 33224	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7LEGI|8CGEN|9CDMG|aDMG
601	25251 34224	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3DUR|4VULN|5AART|6RCR|7DUST|8CGEN|9CDMG|aDMG
602	16513 22621	   	150.99	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|26ASPD|3RMIN|4FEWX|5ZMB|7RCR|8AART|9VULN|aDMG
603	22363 22621	   	150.99	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1RMIN|2FEWX|36ASPD|4LHND|5ZMB|7RCR|8AART|9VULN|aDMG
604	34363 22621	   	150.99	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB	1BEXP|2CGEN|36ASPD|4LHND|5ZMB|7RCR|8AART|9VULN|aDMG
605	25215 81113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4LHND|5aVULN|68DMG|7RCR|9ASPD
606	25223 51118	   	150.99	DCR|2VULN|2DMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|48DMG|5LWND|6aVULN|7RCR|9ASPD
607	25227 51113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5LHND|6aVULN|7RCR|9ASPD
608	25228 51113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|48DMG|5FEWX|6aVULN|7RCR|9ASPD
609	25253 81113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4aVULN|5BEXP|68DMG|7RCR|9ASPD
610	25372 51113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|38DMG|4LHND|5DUR|6aVULN|7RCR|9ASPD
611	33632 41113	   	150.99	DCR|2VULN|2DMG|1ASPD|1DUR	1BEXP|2NUKE|3LHND|48DMG|5DUR|6aVULN|7RCR|9ASPD
612	51522 11153	   	150.97	DCR|3VULN|1DMG|1CDMG|1ASPD	1DMSP|2LWND|378VULN|4ASPD|5DMG|6TLV|9RCR|aCDMG
613	12212 62621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2BEXP|3ASPD|5aDMG|6CGEN|7RCR|8AART|9VULN
614	16212 62621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2ASPD|3BEXP|5aDMG|6CGEN|7RCR|8AART|9VULN
615	22332 42623	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|6LHND|7RCR|8AART|9VULN|aLWND
616	22332 42625	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|6LHND|7RCR|8AART|9VULN|aBEXP
617	32122 62621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	12BEXP|3LWND|4ASPD|5aDMG|6CGEN|7RCR|8AART|9VULN
618	53233 42621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|4aDMG|5BEXP|6LHND|7RCR|8AART|9VULN
619	53236 22621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|4aDMG|5LHND|6FEWX|7RCR|8AART|9VULN
620	53236 32621	   	150.96	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2MLV|3ASPD|4aDMG|5LHND|6BEXP|7RCR|8AART|9VULN
621	52111 24153	   	150.95	ACR|3VULN|1AART|1DUR|2RCVC	1DMSP|2LIT|36RCVC|4DUR|5RCR|7AART|89aVULN
622	31253 23424	   	150.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LIT|3MLV|4RCR|5ZMB|6VULN|7FEWX|8DMG|9AART|aCDMG
623	12223 22621	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|2BEXP|36ASPD|4ERES|5ZMB|7RCR|8AART|9VULN|aDMG
624	16223 22621	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|26ASPD|3BEXP|4ERES|5ZMB|7RCR|8AART|9VULN|aDMG
625	16313 22621	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|26ASPD|3ERES|4FEWX|5ZMB|7RCR|8AART|9VULN|aDMG
626	16325 22622	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|24ASPD|3ERES|5DMG|6FEWX|7RCR|8AART|9VULN|aZMB
627	16325 32622	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|24ASPD|3ERES|5DMG|6BEXP|7RCR|8AART|9VULN|aZMB
628	36263 22621	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1BEXP|26ASPD|3ERES|4LHND|5ZMB|7RCR|8AART|9VULN|aDMG
629	36623 22621	   	150.89	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1BEXP|26ASPD|3LHND|4ERES|5ZMB|7RCR|8AART|9VULN|aDMG
630	43363 22621	   	150.89	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB	1DUST|2CGEN|36ASPD|4LHND|5ZMB|7RCR|8AART|9VULN|aDMG
631	25252 81113	   	150.89	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|3DUR|4aVULN|5DUST|68DMG|7RCR|9ASPD
632	33126 31113	   	150.89	DCR|2VULN|2DMG|1ASPD|1DUR	1BEXP|2NUKE|3DUR|48DMG|5aVULN|6DUST|7RCR|9ASPD
633	12212 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2BEXP|3ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
634	12212 52621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2BEXP|3ASPD|5aDMG|6ERES|7RCR|8AART|9VULN
635	15212 62621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2DUST|3ASPD|5aDMG|6CGEN|7RCR|8AART|9VULN
636	16212 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2ASPD|3BEXP|5aDMG|6TLV|7RCR|8AART|9VULN
637	16212 52621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2ASPD|3BEXP|5aDMG|6ERES|7RCR|8AART|9VULN
638	16342 22623	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2ASPD|3ERES|45DMG|6FEWX|7RCR|8AART|9VULN|aLWND
639	16342 32623	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2ASPD|3ERES|45DMG|6BEXP|7RCR|8AART|9VULN|aLWND
640	16342 32631	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2ASPD|3ERES|45DMG|69BEXP|7RCR|8AART|aVULN
641	22232 42624	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2FEWX|3ERES|45DMG|6LHND|7RCR|8AART|9VULN|aASPD
642	22322 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2FEWX|3ASPD|4CGEN|5aDMG|6TLV|7RCR|8AART|9VULN
