0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
484	62323 32441	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8LHND|9ZMB|aMBVNT
485	62323 32653	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9BEXP|aZMB
486	36521 22743	   	164.83	ACR|2VULN|2DMG|1AART	18TLV|2NUKE|3RCR|48VULN|58MLV|6MBVNT|7AART|8BPWR|9aDMG
487	54332 33116	 * 	164.83	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1CDMG|2ASPD|3RCR|45ZMB|67VULN|8DUR|9LHND|aDMG
488	15361 24331	 * 	164.82	ACR|3DMG|1AART|2ASPD|1DUR	17CGEN|2DLOT|3RCR|479DMG|5AART|67ASPD|7BPWR|8RMIN|aDUR
489	54314 21232	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7aLHND
490	54314 22232	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LWND|aLHND
491	54314 22233	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LWND|aRPLT
492	54314 32312	   	164.82	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|47aVULN|5AART|6BEXP|8LWND|9FEWX
493	25236 61321	 * 	164.80	DCR|2DMG|1AART|1CDMG|2ASPD|2DUR	18LHND|28ASPD|3aDMG|4CDMG|58DUR|6AART|7RCR|8BPWR|9FEWX
494	42321 44133	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4LHND|5VULN|7ERES|8DMG|9CDMG|aDUR
495	42331 44133	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4FEWX|5VULN|7ERES|8DMG|9CDMG|aDUR
496	42332 35314	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|26AART|3RCR|4FEWX|5CDMG|7VENICY|8VULN|9DUR|aDMG
497	62323 32141	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8DUST|9ZMB|aMBVNT
498	62323 32144	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8aDUST|9ZMB
499	62323 32354	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8ERES|9ZMB|aDLOT
500	62323 32355	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8aERES|9ZMB
501	62323 32356	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8ERES|9ZMB|aCANHEL
502	62323 32633	   	164.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUR|6RCR|7AART|8BASHEA|9DUST|aZMB
503	54312 51213	   	164.75	ACR|3VULN|1DMG|2CDMG|1ASPD|1SELL	15CDMG|2ASPD|3RCR|48aVULN|6DMG|7SELL|9LHND
504	54312 51233	   	164.75	ACR|3VULN|1DMG|2CDMG|1ASPD|1SELL	15CDMG|2ASPD|3RCR|48aVULN|6DMG|7SELL|9FEWX
505	36521 22243	   	164.73	ACR|2VULN|2DMG|1AART	1TLV|2NUKE|3RCR|48VULN|5MLV|6MBVNT|7AART|9aDMG
506	36526 22243	   	164.73	ACR|2VULN|2DMG|1AART	1TLV|2NUKE|3RCR|48VULN|5RMIN|6MBVNT|7AART|9aDMG
507	36551 32243	   	164.73	ACR|2VULN|2DMG|1AART	1TLV|2NUKE|3RCR|4MBVNT|5MLV|68VULN|7AART|9aDMG
508	54314 21231	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LHND|aDUST
509	54314 21233	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LHND|aERES
510	54314 22231	   	164.72	ACR|3VULN|1AART|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|489VULN|5AART|6DMSP|7LWND|aDUST
511	54333 34112	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ASPD|3RCR|4ZMB|5FEWX|6DUR|78VULN|9AART|aRCVC
512	54333 34113	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2ASPD|3RCR|4ZMB|5FEWX|6DUR|78VULN|9AART|aLHND
513	51316 13114	   	164.65	ACR|3VULN|1DMG|2CDMG|1DUR|1SELL	16CDMG|2TLV|3RCR|458VULN|7DUR|9SELL|aDMG
514	51313 53163	   	164.65	ACR|3VULN|1DMG|2CDMG|1DUR|1SELL	15CDMG|2TLV|3RCR|47aVULN|6DMG|8DUR|9SELL
515	42314 31133	   	164.65	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1SELL	1LWND|26AART|3RCR|4RPLT|5VULN|7SELL|8DMG|9CDMG|aDUR
516	42321 42263	   	164.62	ACR|3VULN|2AART|1DUR	19LWND|26AART|3RCR|49LHND|589VULN|7RMIN|9BPWR|aDUR
517	42331 42263	   	164.62	ACR|3VULN|2AART|1DUR	19LWND|26AART|3RCR|49FEWX|589VULN|7RMIN|9BPWR|aDUR
518	54314 32221	   	164.58	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|478VULN|5AART|6BEXP|9SELL|aLHND
519	22153 61131	   	164.56	ACR|2AART|2DMG|1CDMG|1ASPD|1DUR	1LHND|28AART|3LWND|4ASPD|5RCR|6aDMG|7DUR|9CDMG
520	35141 62333	   	164.56	DCR|4VULN|1AART|1DUR	1TLV|2DLOT|3ERES|479aVULN|5AART|6RCR|8DUR
521	54343 31112	 * 	164.56	ACR|3DMG|3CDMG|1AART|3ASPD|1MSE	178CDMG|278ASPD|3RCR|4LHND|5MSE|678DMG|78BPWR|9AART|aRMIN
522	54343 31113	 * 	164.56	ACR|3DMG|3CDMG|1AART|3ASPD|1MSE	178CDMG|278ASPD|3RCR|4LHND|5MSE|678DMG|78BPWR|9AART|aCGEN
523	33342 23236	   	164.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|389VULN|4CDMG|5ZMB|6LWND|7AART|aRCR
524	42321 12621	   	164.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4LHND|5VULN|6DUR|7DMG|8MLV|9ZMB|aCDMG
525	42331 12621	   	164.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4FEWX|5VULN|6DUR|7DMG|8MLV|9ZMB|aCDMG
526	42331 13626	   	164.42	ACR|3VULN|2AART|1DUR	1LWND|27AART|3RCR|4FEWX|59aVULN|6DUR|8MLV
527	13323 41266	   	164.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|2ASPD|34VULN|57DUR|6RCR|8FEWX|9DMG|aAART
528	62323 31266	   	164.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1MLV|2DMG|34VULN|57DUR|6RCR|8FEWX|9ASPD|aAART
529	42343 22521	   	164.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4TLV|5ZMB|6DUR|7FEWX|8DMG|9VULN|aCDMG
530	51316 51331	   	164.34	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1CDMG|2TLV|3RCR|45VULN|6aDMG|7SELL|8LWND|9ZMB
531	54343 31111	 * 	164.31	ACR|3DMG|3CDMG|1AART|3ASPD|1SELL|1MSE	178CDMG|278ASPD|3RCR|4LHND|5MSE|678DMG|78BPWR|9AART|aSELL
532	54312 23111	 * 	164.30	ACR|3CDMG|1AART|1VULN|2ZMB|2ASPD	15aCDMG|2aASPD|3RCR|4VULN|6LWND|7AART|8NUKE|9aZMB|aBPWR
533	33323 41266	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1TLV|2ASPD|34VULN|57DUR|6RCR|8FEWX|9DMG|aAART
534	62321 12562	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|34VULN|5DUST|7AART|8FEWX|9RCR|aDUR
535	62321 12662	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|34VULN|5DUST|7AART|8LWND|9RCR|aDUR
536	62325 12362	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|34VULN|5LWND|7AART|8DUST|9RCR|aDUR
537	42343 23521	   	164.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2AART|3RCR|4TLV|5ZMB|6DUR|7DUST|8DMG|9VULN|aCDMG
538	22461 24113	 * 	164.23	DCR|3AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LHND|258AART|3ZMB|4DMG|6ASPD|7RCR|9DUR|aCDMG
539	54332 33411	 * 	164.20	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9DMG|aMLV
540	54332 33412	   	164.20	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9DMG|aRCVC
541	54332 33413	   	164.20	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	18CDMG|2ASPD|3RCR|45ZMB|67VULN|9DMG|aFEWX
542	13526 63113	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|48VULN|5RMIN|6DMG|7RPLT|9AART|aZMB
543	33343 35484	   	164.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|37VULN|4CDMG|5MBVNT|6DUR|8AART|9DMG|aRCR
544	22423 56131	   	164.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|28AART|3ZMB|4FEWX|5RCR|6ERES|7VULN|9CDMG|aDMG
545	54332 23311	 * 	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|6DUST|7VULN|8FEWX|9AART|aDMG
546	54332 35311	   	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|6VULN|7DUST|8FEWX|9AART|aDMG
547	54332 43211	   	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|6FEWX|7VULN|8DUST|9AART|aDMG
548	54332 53211	   	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|45ZMB|6BEXP|7VULN|8DUST|9AART|aDMG
549	42322 52631	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCR|4LHND|5CDMG|6ERES|78VULN|9CGEN|aDMG
550	42322 62631	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCR|4LHND|5CDMG|6TLV|78VULN|9CGEN|aDMG
551	42331 22634	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCR|4FEWX|5aVULN|6BEXP|7DMG|8AIRHEA|9CDMG
552	42332 56131	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2AART|3RCR|47FEWX|5CDMG|6ERES|8aDMG|9VULN
553	42332 62621	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2AART|3RCR|49FEWX|5CDMG|6TLV|7VULN|8aDMG
554	42332 62632	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCR|4FEWX|5CDMG|6TLV|79VULN|8DMG|aCGEN
555	42332 66131	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2AART|3RCR|47FEWX|5CDMG|6TLV|8aDMG|9VULN
556	42331 14325	   	163.98	ACR|3VULN|1AART|1ZMB|1DUR	1LWND|2AART|3RCR|4FEWX|589VULN|6DUR|7MLV|aZMB
557	54311 13612	   	163.96	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD|1SELL	19CDMG|2ASPD|3RCR|47VULN|5SELL|6DMG|8aZMB
558	42314 51132	   	163.95	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	16LWND|2AART|3RCR|4RPLT|56VULN|6BPWR|7SELL|8DMG|9CDMG|aCGEN
559	62343 38112	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9AART|aCGEN
560	62343 38411	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1MLV|2aDMG|3VULN|4CDMG|5MBVNT|6DUR|7RCR|8DMSP|9AART
561	62243 38113	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|3BEXP|4CDMG|5MBVNT|68VULN|7RCR|9AART|aDUR
562	62343 28113	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2DMG|38VULN|4CDMG|5MBVNT|6BEXP|7RCR|9AART|aDUR
563	13243 36111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|3BEXP|4CDMG|5MBVNT|68VULN|7RCR|9AART|aDMG
564	13258 36111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|3BEXP|4MBVNT|5CDMG|68VULN|7RCR|9AART|aDMG
565	13343 26111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|38VULN|4CDMG|5MBVNT|6BEXP|7RCR|9AART|aDMG
566	13343 66111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|38VULN|4CDMG|5MBVNT|6FEWX|7RCR|9AART|aDMG
567	13358 26111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|38VULN|4MBVNT|5CDMG|6BEXP|7RCR|9AART|aDMG
568	42326 26231	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|3RCR|4LHND|5ERES|6NUKE|78VULN|9CDMG|aDMG
569	42332 52621	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2AART|3RCR|4FEWX|5CDMG|69ERES|7VULN|8aDMG
570	42332 62611	   	163.89	ACR|2DMG|1AART|1VULN|1CDMG	1LWND|2AART|3RCR|4FEWX|5CDMG|69TLV|7VULN|8aDMG
571	51316 53132	   	163.88	ACR|3VULN|1DMG|1CDMG|2DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8aDUR|9RCVC
572	42331 16325	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1LWND|2AART|3RCR|4FEWX|589VULN|6DUR|7ERES|aZMB
573	42314 11131	   	163.85	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	16LWND|2AART|3RCR|4RPLT|5VULN|7SELL|8aDMG|9CDMG
574	16551 21113	   	163.83	ACR|2VULN|2DMG|1AART	1aCGEN|2NUKE|3RCR|4MBVNT|5MLV|6RPLT|7aVULN|8aDMG|9AART|aBPWR
575	16551 23113	   	163.83	ACR|2VULN|2DMG|1AART	1aCGEN|2NUKE|3RCR|4MBVNT|5MLV|6RPLT|7aDMG|8aVULN|9AART|aBPWR
576	16343 36111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2NUKE|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9AART|aDMG
577	33243 38111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4CDMG|5MBVNT|68VULN|7RCR|9AART|aDMG
578	33258 38111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3BEXP|4MBVNT|5CDMG|68VULN|7RCR|9AART|aDMG
579	33343 28111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|38VULN|4CDMG|5MBVNT|6BEXP|7RCR|9AART|aDMG
580	33343 68111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|38VULN|4CDMG|5MBVNT|6FEWX|7RCR|9AART|aDMG
581	33358 28111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|38VULN|4MBVNT|5CDMG|6BEXP|7RCR|9AART|aDMG
582	36343 38111	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2NUKE|38VULN|4CDMG|5MBVNT|6DUR|7RCR|9AART|aDMG
583	62321 36233	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2DMG|34VULN|5DUST|6RCR|7ZMB|8FEWX|9AART|aDUR
584	36551 21113	   	163.63	ACR|2VULN|2DMG|1AART	1aTLV|2NUKE|3RCR|4MBVNT|5MLV|6RPLT|7aVULN|8aDMG|9AART|aBPWR
585	36551 23113	   	163.63	ACR|2VULN|2DMG|1AART	1aTLV|2NUKE|3RCR|4MBVNT|5MLV|6RPLT|7aDMG|8aVULN|9AART|aBPWR
586	22461 24122	 * 	163.60	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|258AART|3ZMB|4DMG|6ASPD|7RCR|9MBVNT|aVULN
587	22423 33211	   	163.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2AART|3ZMB|4FEWX|5RCR|6LIT|78DMG|9VULN|aDUR
588	22423 33411	   	163.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3ZMB|4FEWX|5RCR|6LIT|7DMG|89VULN|aDUR
589	22231 61641	   	163.56	DCR|2AART|2VULN|1CDMG|1ZMB	1LHND|2aAART|3DUST|4ZMB|5BEXP|6CDMG|7RCR|89VULN
590	62323 31633	   	163.56	DCR|3VULN|1DMG|1CDMG|2DUR	1MLV|2DMG|349VULN|57DUR|6RCR|8LIT|aCDMG
591	51314 13214	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|46aVULN|5DUR|7AART|8LHND|9FEWX
592	51314 13251	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|469VULN|5DUR|7AART|8LHND|aLWND
593	51314 13252	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|469VULN|5DUR|7AART|8LHND|aFEWX
594	51314 13253	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|469VULN|5DUR|7AART|8LHND|aCGEN
595	22233 53411	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3DUST|4ZMB|5RCR|6LIT|7DMG|89VULN|aDUR
596	22233 36263	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2AART|3DUST|4ZMB|5RCR|6DMSP|78VULN|9ASPD|aDMG
597	22233 53211	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2AART|3DUST|4ZMB|5RCR|6LIT|78DMG|9VULN|aDUR
598	51314 13512	   	163.42	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|46aVULN|5DUR|7AART|8DUST|9FEWX
599	62221 33111	   	163.41	DCR|2VULN|2DMG|1AART	15MLV|2aDMG|3BEXP|48VULN|6RCR|7RPLT|9AART
600	62225 33111	   	163.41	DCR|2VULN|2DMG|1AART	1MLV|2aDMG|35BEXP|48VULN|6RCR|7RPLT|9AART
601	62331 33111	   	163.41	DCR|2VULN|2DMG|1AART	15MLV|2aDMG|38VULN|4FEWX|6RCR|7RPLT|9AART
602	13542 15131	   	163.39	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1CGEN|2ASPD|3RCR|46CDMG|5ZMB|7LEGI|89VULN|aAART
603	22233 16263	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2AART|36DUST|4ZMB|5RCR|78VULN|9ASPD|aDMG
604	54322 15131	   	163.39	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	16CDMG|2ASPD|3RCR|4CGEN|5ZMB|7LEGI|89VULN|aAART
605	51322 23652	   	163.38	ACR|2VULN|2AART|1CDMG|1ZMB	1CDMG|2TLV|3RCR|4CGEN|5ZMB|6LWND|7aAART|89VULN
606	54315 13221	   	163.38	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|468VULN|5aLHND|7AART|9SELL
607	54315 13222	   	163.38	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|468VULN|5LHND|7AART|9SELL|aLWND
608	54315 13223	   	163.38	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1CDMG|2ASPD|3RCR|468VULN|5LHND|7AART|9SELL|aCGEN
609	11343 44482	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2MLV|3aVULN|4CDMG|5MBVNT|6AART|7DMG|8RCR|9DUR
610	62321 33411	   	163.31	DCR|2VULN|2DMG|1AART	1MLV|2aDMG|34VULN|5DUST|6RCR|78RPLT|9AART
611	33542 15131	   	163.29	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|46CDMG|5ZMB|7LEGI|89VULN|aAART
612	51314 13621	   	163.28	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2TLV|3RCR|468VULN|5DUR|7AART|9SELL|aLHND
613	51314 13623	   	163.28	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2TLV|3RCR|468VULN|5DUR|7AART|9SELL|aCGEN
614	51312 13622	   	163.28	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2TLV|3RCR|468VULN|5BEXP|7AART|9SELL|aDUR
615	51316 23622	   	163.28	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2TLV|3RCR|458VULN|6LWND|7AART|9SELL|aDUR
616	31343 44482	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2MLV|3aVULN|4CDMG|5MBVNT|6AART|7DMG|8RCR|9DUR
617	62321 33211	   	163.21	DCR|2VULN|2DMG|1AART	1MLV|2aDMG|34VULN|58DUST|6RCR|7RPLT|9AART
618	54623 21133	   	163.07	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	19CDMG|2ASPD|39VULN|4LSRHEA|5NUKE|6RCR|7ZMB|89LWND|9BPWR|aAART
619	15361 52122	   	162.99	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2DLOT|3RCR|4DMG|59AART|6LHND|7VULN|8CDMG|aDUR
620	54314 11313	   	162.99	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1CDMG|2ASPD|3RCR|4VULN|57AART|6RPLT|8ERES|9CGEN|aDMG
621	54353 13213	   	162.99	ACR|2DMG|1VULN|2CDMG|2ASPD|1DUR	14CDMG|24ASPD|3RCR|4BPWR|5RPLT|6aDMG|7VULN|8FEWX|9DUR
622	62326 32331	   	162.92	DCR|3VULN|1AART|1DMG|1ASPD	1MLV|2DMG|347VULN|5LIT|6ASPD|8RCR|9DUST|aAART
623	51313 23632	   	162.90	ACR|3VULN|1AART|2CDMG	15CDMG|2TLV|3RCR|489VULN|6LWND|7AART|aLHND
624	51313 23635	   	162.90	ACR|3VULN|1AART|2CDMG	15CDMG|2TLV|3RCR|489VULN|6aLWND|7AART
625	51611 33622	   	162.86	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|2TLV|348VULN|5BEXP|6RCR|7AART|9SELL|aDUR
626	51621 33622	   	162.86	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1CDMG|24TLV|348VULN|4BPWR|5BEXP|6RCR|7AART|9SELL|aDUR
627	62323 31531	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	1MLV|2aDMG|34VULN|57DUR|6RCR|8CGEN|9ZMB
628	15361 24121	   	162.82	ACR|2DMG|1AART|2ASPD|1CDMG|1DUR	17CGEN|2DLOT|3RCR|47DMG|5AART|67ASPD|7BPWR|8CDMG|9LHND|aDUR
629	51313 23631	   	162.80	ACR|3VULN|1AART|2CDMG	15CDMG|2TLV|3RCR|489VULN|6LWND|7AART|aDUST
630	51313 23633	   	162.80	ACR|3VULN|1AART|2CDMG	15CDMG|2TLV|3RCR|489VULN|6LWND|7AART|aMBVNT
631	13543 42441	   	162.77	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	17CGEN|27ASPD|3RCR|47CDMG|5MBVNT|6LEGI|7BPWR|8AART|9VULN|aDMG
632	13543 42482	   	162.77	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	17CGEN|27ASPD|3RCR|47CDMG|5MBVNT|6LEGI|7BPWR|8AART|9DMG|aVULN
633	54323 42441	   	162.77	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	17CDMG|27ASPD|3RCR|47CGEN|5MBVNT|6LEGI|7BPWR|8AART|9VULN|aDMG
634	54323 42482	   	162.77	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	17CDMG|27ASPD|3RCR|47CGEN|5MBVNT|6LEGI|7BPWR|8AART|9DMG|aVULN
635	13346 13812	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2ASPD|3aVULN|4CDMG|5DMG|6MBVNT|7AART|8RCR|9FEWX
636	62321 36252	   	162.68	DCR|4VULN|1DMG|1ZMB	1MLV|2DMG|349aVULN|5DUST|6RCR|7ZMB|8FEWX
637	62321 36512	   	162.68	DCR|4VULN|1DMG|1ZMB	1MLV|2DMG|348aVULN|5DUST|6RCR|7ZMB|9BEXP
638	62321 36523	   	162.68	DCR|4VULN|1DMG|1ZMB	1MLV|2DMG|348aVULN|5DUST|6RCR|7ZMB|9RCVC
639	42331 12323	   	162.68	ACR|2VULN|1AART|1DMG|2DUR	18LWND|2AART|3RCR|4FEWX|59VULN|6aDUR|7DMG
640	51313 23624	   	162.65	ACR|3VULN|1AART|2CDMG|1SELL	15CDMG|2TLV|3RCR|48aVULN|6LWND|7AART|9SELL
641	33346 13812	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3aVULN|4CDMG|5DMG|6MBVNT|7AART|8RCR|9FEWX
642	33346 13831	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2ASPD|3VULN|4CDMG|5aDMG|6MBVNT|7AART|8RCR|9CGEN
643	33346 13842	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3aVULN|4CDMG|5DMG|6MBVNT|7AART|8RCR|9BEXP
644	62343 73314	   	162.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2DMG|37VULN|4CDMG|5MBVNT|6AART|8BEXP|9ZMB|aRCR
