0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
504	14221 26423	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LWND|249DMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|aLIT
505	24221 26413	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|24aDMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|9BEXP
506	24221 26421	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|aFEWX
507	24221 26423	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|249DMG|3TLV|5ZMB|6RCR|7CDMG|8VULN|aLIT
508	53321 46111	   	162.21	DCR|2VULN|2DMG|1AART	1aMLV|2aDMG|3AART|4LHND|59DUST|6RMIN|7aVULN|8RCR|aBPWR
509	24223 14325	   	162.20	DCR|3DMG|2AART|1ASPD	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LWND|aASPD
510	53653 22212	   	162.17	DCR|4VULN|2DMG	1MLV|26DMG|3467VULN|5DMSP|6BPWR|8DUST|9RCR|aCGEN
511	53653 22213	   	162.17	DCR|4VULN|2DMG	1MLV|26DMG|3467VULN|5DMSP|6BPWR|8DUST|9RCR|aRPLT
512	53341 12122	   	162.01	DCR|2VULN|2DMG|1AART	1MLV|29DMG|3AART|4aVULN|5DUST|6BEXP|7ERES|8RCR
513	53342 22122	   	162.01	DCR|2VULN|2DMG|1AART	1MLV|29DMG|3AART|4aVULN|5LHND|6DUST|7ERES|8RCR
514	24323 11131	 * 	161.98	DCR|2DMG|1AART|1VULN|2ASPD	1aLHND|24DMG|3aCGEN|5AART|6RCR|7VULN|8LWND|9aASPD|aBPWR
515	24323 11331	   	161.98	DCR|2DMG|1AART|1VULN|2ASPD	1aLHND|24DMG|3aCGEN|5AART|6RCR|7VULN|8BEXP|9aASPD|aBPWR
516	53111 24213	 * 	161.96	DCR|2DMG|2AART|1CDMG|1ZMB	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7BELT|8CDMG|9aAART
517	53151 24213	   	161.96	DCR|2DMG|2AART|1CDMG|1ZMB	13MLV|23DMG|3BPWR|4FEWX|5ZMB|6RCR|7BELT|8CDMG|9aAART
518	33226 33164	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|78VULN|9AART|aDUR
519	33226 36323	   	161.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2CDMG|3SNIHEL|47DMG|5RCR|6LHND|8DUR|9AART|aVULN
520	24323 13413	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|38CGEN|5AART|6RCR|7LIT|9CDMG|aVULN
521	44321 24213	   	161.86	DCR|2DMG|2AART|1CDMG|1ZMB	1BEXP|24DMG|3CGEN|5ZMB|6RCR|7BELT|8CDMG|9aAART
522	24323 11244	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9CDMG|aBEXP
523	24323 11245	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9CDMG|aLIT
524	24323 11441	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9CDMG|aDUST
525	24323 11443	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8RMIN|9CDMG|aLEGI
526	24223 13463	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8CGEN|9CDMG|aVULN
527	24323 13363	   	161.78	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8TLV|9CDMG|aVULN
528	44221 24213	   	161.76	DCR|2DMG|2AART|1CDMG|1ZMB	1BEXP|24DMG|3TLV|5ZMB|6RCR|7BELT|8CDMG|9aAART
529	24551 33213	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	1LHND|2aDMG|34CDMG|5DUR|67VULN|8RCR|9BEXP
530	24551 33221	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	1LHND|29DMG|34CDMG|5DUR|67VULN|8RCR|aLWND
531	14521 53222	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	1LWND|29DMG|3aCDMG|4DUR|5DMSP|67VULN|8RCR
532	24521 33222	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	1LHND|29DMG|3aCDMG|4DUR|5DMSP|67VULN|8RCR
533	24524 33222	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	1LHND|29DMG|3aCDMG|4DUR|5RCVC|67VULN|8RCR
534	24561 33222	   	161.71	DCR|2VULN|2DMG|2CDMG|1DUR	14LHND|29DMG|3aCDMG|5DUR|67VULN|8RCR
535	24223 11244	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8NUKE|9CDMG|aBEXP
536	24223 11245	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8NUKE|9CDMG|aLIT
537	24223 11441	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8RMIN|9CDMG|aDUST
538	24223 11443	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8RMIN|9CDMG|aLEGI
539	24323 11241	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9CDMG|aDUST
540	24323 11243	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8NUKE|9CDMG|aLEGI
541	24323 12246	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3CGEN|5AART|6RCR|7LEGI|8NUKE|9CDMG|aVULN
542	24223 13663	   	161.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8ERES|9CDMG|aVULN
543	31351 44211	   	161.66	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|2aCGEN|3AART|4aDUR|59DUST|6RCR|7VULN|8aDMG|aBPWR
544	31351 44321	   	161.66	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|2aCGEN|3AART|4aDUR|58DUST|6RCR|7VULN|9aDMG|aBPWR
545	24323 11653	   	161.63	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8SELL|9CDMG|aBEXP
546	24223 11241	   	161.58	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8NUKE|9CDMG|aDUST
547	24223 11243	   	161.58	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8NUKE|9CDMG|aLEGI
548	24223 12246	   	161.58	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|24DMG|3TLV|5AART|6RCR|7LEGI|8NUKE|9CDMG|aVULN
549	24223 11653	   	161.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8SELL|9CDMG|aCGEN
550	24323 11652	   	161.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8SELL|9CDMG|aTLV
551	24323 12652	   	161.53	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7LEGI|8SELL|9CDMG|aVULN
552	52312 63612	 * 	161.53	ACR|2VULN|2AART|2CDMG|1DUR	1MLV|2aCDMG|3MGNLIT|4DUR|5RCR|69AART|78VULN
553	24223 11652	   	161.43	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3aTLV|5AART|6RCR|7VULN|8SELL|9CDMG
554	24223 12652	   	161.43	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7LEGI|8SELL|9CDMG|aVULN
555	11411 41334	   	161.40	DCR|2AART|2VULN|1CDMG|1ASPD	1LWND|2LHND|3aAART|45VULN|6RCR|7ASPD|8BELT|9CDMG
556	31341 35242	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CGEN|36AART|4VULN|5DUST|7RCR|8DMG|9CDMG|aASPD
557	33226 52252	 * 	161.33	ACR|2VULN|2DMG|3CDMG	1RMIN|29aCDMG|3SNIHEL|49DMG|5RCR|6MLV|7LWND|89VULN|9BPWR
558	31356 61121	 * 	161.29	ACR|2DMG|1AART|1VULN|3DUR	1RMIN|2aCGEN|3AART|46aDUR|5RCR|7VULN|8LWND|9aDMG|aBPWR
559	23362 34132	 * 	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|3aDMG|4aVULN|5RCR|6CGEN|7aDUR|8ERES|9CDMG|aBPWR
560	33226 43424	 * 	161.21	ACR|2VULN|1AART|1DMG|2CDMG	1RMIN|2aCDMG|3SNIHEL|4DMG|5RCR|67VULN|8MBVNT|9AART
561	31356 61321	   	161.19	ACR|2DMG|1AART|1VULN|3DUR	1RMIN|2aCGEN|3AART|46aDUR|5RCR|7VULN|8DUST|9aDMG|aBPWR
562	23362 12662	   	161.11	ACR|2VULN|2DMG|1CDMG|2DUR	1LHND|2LIT|37DMG|49VULN|5RCR|6aDUR|8CDMG
563	53314 11135	   	160.97	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5FEWX|6RCR|7VULN|8aLWND
564	53314 11323	   	160.97	DCR|2AART|2DMG|1VULN	14MLV|24DMG|3aAART|4BPWR|5FEWX|6RCR|7VULN|8BEXP|9LWND
565	53314 12132	   	160.97	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5FEWX|6RCR|7LHND|8LWND|aVULN
566	33226 41141	   	160.95	ACR|4VULN|1DMG|1CDMG	17RMIN|2CDMG|3SNIHEL|4DMG|5RCR|689aVULN
567	33226 43111	   	160.95	ACR|4VULN|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|678aVULN|9LHND
568	33226 43131	   	160.95	ACR|4VULN|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|678aVULN|9FEWX
569	33226 43142	   	160.95	ACR|4VULN|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6789VULN|aLIT
570	31346 14221	   	160.90	ACR|3VULN|1AART|1DMG	1RMIN|2aCGEN|3AART|47aVULN|5RCR|6BEXP|8DMG|9aLWND|aBPWR
571	53232 22322	   	160.88	DCR|3DMG|1AART|1VULN	1MLV|258DMG|3LIT|4LWND|6RCR|7VULN|9RPLT|aAART
572	53312 11136	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5DUST|6RCR|7VULN|8LWND|aLHND
573	53312 11143	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|3aAART|4BPWR|5DUST|6RCR|7VULN|8LWND|9FEWX
574	53312 11323	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|3aAART|4BPWR|5DUST|6RCR|7VULN|8BEXP|9LWND
575	53312 12132	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5DUST|6RCR|7LHND|8LWND|aVULN
576	53314 11134	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5FEWX|6RCR|7VULN|8LWND|aDUST
577	53314 11136	   	160.87	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5FEWX|6RCR|7VULN|8LWND|aLEGI
578	53322 11132	   	160.87	DCR|2AART|2VULN|1DMG	1MLV|2DMG|39AART|45LHND|6RCR|7aVULN|8LWND
579	53322 14226	   	160.87	DCR|2AART|2VULN|1DMG	1MLV|2DMG|37AART|45LHND|6RCR|8CGEN|9aVULN
580	53334 11132	   	160.87	DCR|2AART|2VULN|1DMG	1MLV|2DMG|39AART|4RCVC|5FEWX|6RCR|7aVULN|8LWND
581	33226 43121	   	160.85	ACR|4VULN|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|678aVULN|9DUST
582	31346 24221	   	160.80	ACR|3VULN|1AART|1DMG	1RMIN|2aCGEN|3AART|47aVULN|5RCR|6DUST|8DMG|9aLWND|aBPWR
583	31326 24221	   	160.80	ACR|3DMG|1AART|1VULN	1RMIN|2aCGEN|3AART|4aLHND|5RCR|6DUST|7VULN|89aDMG|aBPWR
584	11411 46223	   	160.77	DCR|2AART|2VULN|1DMG	1LWND|2LHND|3aAART|45VULN|6RCR|7BEXP|8DMG|9TLV
585	11414 42232	   	160.77	DCR|2AART|2VULN|1DMG	1LWND|28LHND|35AART|4aVULN|6RCR|7ERES|9DMG
586	53312 11134	   	160.77	DCR|2AART|2DMG|1VULN	14MLV|24DMG|39AART|4BPWR|5aDUST|6RCR|7VULN|8LWND
587	53332 11132	   	160.77	DCR|2AART|2VULN|1DMG	1MLV|2DMG|39AART|4RCVC|5DUST|6RCR|7aVULN|8LWND
588	53314 11133	   	160.73	DCR|2AART|2DMG|1VULN|1SELL	14MLV|24DMG|39AART|4BPWR|5FEWX|6RCR|7VULN|8LWND|aSELL
589	53621 15122	   	160.72	DCR|3VULN|2DMG|2ZMB	17MLV|24DMG|367VULN|57ZMB|7BPWR|8RCVC|9LHND|aRCR
590	31366 14221	   	160.70	ACR|3DMG|1AART|1VULN	1RMIN|2aCGEN|3AART|4aDUST|5RCR|6BEXP|7VULN|89aDMG|aBPWR
591	14525 13213	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1LWND|2aDMG|3CDMG|46DUR|57VULN|8RCR|9BEXP
592	14525 13221	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1LWND|29DMG|3CDMG|46DUR|57VULN|8RCR|aLHND
593	24521 33226	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|29DMG|3CDMG|4aDUR|5DMSP|67VULN|8RCR
594	24525 13213	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|2aDMG|3CDMG|46DUR|57VULN|8RCR|9BEXP
595	24525 13221	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1LHND|29DMG|3CDMG|46DUR|57VULN|8RCR|aLWND
596	44523 13223	   	160.69	DCR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2aDMG|3CDMG|46DUR|57VULN|8RCR|9LWND
597	53312 11133	   	160.63	DCR|2AART|2DMG|1VULN|1SELL	14MLV|24DMG|39AART|4BPWR|5DUST|6RCR|7VULN|8LWND|aSELL
598	35321 14632	   	160.62	DCR|3DMG|2VULN|2ZMB	1RMIN|248DMG|37FEWX|58ZMB|68VULN|8BPWR|9LEGI|aRCR
599	53621 15132	   	160.62	DCR|3VULN|2DMG|2ZMB	17MLV|24DMG|367VULN|57ZMB|7BPWR|8RCVC|9DUST|aRCR
600	23112 22635	   	160.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2LIT|3DUR|4DMG|5RCR|6DMSP|7AART|89VULN|aZMB
601	53314 11322	   	160.53	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8BEXP|9LWND|aZMB
602	53314 11335	   	160.53	DCR|2DMG|1AART|1VULN|1ZMB	149MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8BEXP|aZMB
603	52312 63115	 * 	160.51	ACR|2VULN|2AART|1CDMG|2DUR	1MLV|2CDMG|3MGNLIT|48DUR|5RCR|69AART|7aVULN
604	11414 31314	   	160.47	DCR|3VULN|2AART|1ZMB	168LWND|28LHND|35AART|478VULN|8BPWR|9RCR|aZMB
605	53312 11142	   	160.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8LWND|9FEWX|aZMB
606	53312 11322	   	160.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8BEXP|9LWND|aZMB
607	53312 11335	   	160.43	DCR|2DMG|1AART|1VULN|1ZMB	149MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8BEXP|aZMB
608	53312 11352	   	160.43	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8BEXP|9LIT|aZMB
609	13325 16222	   	160.40	DCR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|459DMG|6VULN|7CDMG|8RCR|aDUR
610	13525 43213	   	160.40	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3CDMG|4DUR|567VULN|8RCR|9BEXP|aDMG
611	13525 43221	   	160.40	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3CDMG|4DUR|567VULN|8RCR|9DMG|aBEXP
612	13525 43222	   	160.40	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3CDMG|4DUR|567VULN|8RCR|9DMG|aRCVC
613	43523 43223	   	160.40	DCR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3CDMG|4DUR|567VULN|8RCR|9LWND|aDMG
614	23362 12653	 * 	160.40	ACR|3DMG|1VULN|2CDMG|1DUR	1aLHND|2LIT|37aDMG|4VULN|5RCR|6DUR|8aCDMG|9BELT|aBPWR
615	11411 46222	   	160.33	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2LHND|3AART|45VULN|6RCR|7BEXP|8DMG|9TLV|aZMB
616	53312 11416	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8RMIN|9LSRHEA|aZMB
617	53314 11216	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5FEWX|6RCR|7VULN|8NUKE|9LSRHEA|aZMB
618	44131 51132	   	160.32	ACR|3VULN|2DMG|1ASPD	17BEXP|27DMG|3RCVC|4RCR|5LEGI|679VULN|7BPWR|8RMIN|aASPD
619	13225 16222	   	160.30	DCR|3DMG|1VULN|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|459DMG|6VULN|7CDMG|8RCR|aDUR
620	23363 26312	   	160.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2LIT|3aDMG|4aVULN|5ERES|6RCR|7aFEWX|8CDMG|9ASPD|aBPWR
621	23343 25312	   	160.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2LIT|3aDMG|4aFEWX|5ERES|6RCR|7aVULN|8CDMG|9ASPD|aBPWR
622	53342 43121	   	160.28	DCR|3DMG|1AART|1VULN	1aMLV|29aDMG|3AART|4VULN|5LHND|6RMIN|7aDUST|8RCR|aBPWR
623	53312 11216	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|24DMG|3AART|4BPWR|5DUST|6RCR|7VULN|8NUKE|9LSRHEA|aZMB
624	13321 26424	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3CGEN|49DMG|5DMSP|6RCR|7CDMG|8aVULN
625	53252 22162	   	160.20	DCR|2VULN|2DMG|1CDMG|1DUR	1MLV|25DMG|3LIT|4FEWX|6RCR|79VULN|8DUR|aCDMG
626	53342 12152	   	160.18	DCR|3VULN|1AART|1DMG	1MLV|2DMG|3AART|49aVULN|5LHND|6BEXP|7ERES|8RCR
627	44111 11132	   	160.17	DCR|2AART|2VULN|1DMG	1BEXP|2DMG|3RCVC|49AART|5ERES|6RCR|7aVULN|8LWND
628	13221 26424	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3TLV|49DMG|5DMSP|6RCR|7CDMG|8aVULN
629	23333 25312	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2LIT|3aDMG|4aDUST|5ERES|6RCR|7aVULN|8CDMG|9ASPD|aBPWR
630	24223 14243	   	160.10	DCR|2AART|2DMG|1CDMG|1ASPD	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9ASPD|aCDMG
631	24323 14343	   	160.10	DCR|2AART|2DMG|1CDMG|1ASPD	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9ASPD|aCDMG
632	23363 25333	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1LHND|2LIT|38DMG|47VULN|5ERES|6RCR|9CDMG|aASPD
633	23322 35216	   	160.08	ACR|2VULN|2DMG|1CDMG|1ZMB	18LHND|2LIT|38DMG|4LWND|5RCR|6CGEN|78VULN|8BPWR|9ZMB|aCDMG
634	53341 12152	   	160.08	DCR|3VULN|1AART|1DMG	1MLV|2DMG|3AART|49aVULN|5DUST|6BEXP|7ERES|8RCR
635	53342 22152	   	160.08	DCR|3VULN|1AART|1DMG	1MLV|2DMG|3AART|49aVULN|5LHND|6DUST|7ERES|8RCR
636	53111 23236	   	160.06	DCR|3DMG|1AART|1ZMB|1DUR	13MLV|239DMG|3BPWR|4BEXP|5ZMB|6RCR|7LWND|8AART|aDUR
637	53151 23236	   	160.06	DCR|3DMG|1AART|1ZMB|1DUR	13MLV|239DMG|3BPWR|4FEWX|5ZMB|6RCR|7LWND|8AART|aDUR
638	35621 23231	   	159.96	DCR|3DMG|1AART|1ZMB|1DUR	1RMIN|249DMG|3DUR|5ZMB|6RCR|7aLWND|8AART
639	14321 24236	   	159.96	DCR|3DMG|1AART|1ZMB|1DUR	1LWND|249DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|aDUR
640	35321 23236	   	159.96	DCR|3DMG|1AART|1ZMB|1DUR	1RMIN|249DMG|3FEWX|5ZMB|6RCR|7LWND|8AART|aDUR
641	44321 23236	   	159.96	DCR|3DMG|1AART|1ZMB|1DUR	1BEXP|249DMG|3CGEN|5ZMB|6RCR|7LWND|8AART|aDUR
642	13325 21442	   	159.95	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3CGEN|45DMG|6RCR|7SELL|8aVULN|9CDMG
643	13325 33243	   	159.94	DCR|3DMG|1AART|1CDMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|456DMG|7DUR|8AART|9CDMG|aRCR
644	43325 33243	   	159.94	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	1BEXP|2ASPD|3CGEN|456DMG|7DUR|8AART|9CDMG|aRCR
645	21215 35363	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	12LHND|3CDMG|4RPLT|5DMG|69aVULN|7RCR|8ZMB
646	22215 35363	   	159.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCVC|3CDMG|4RPLT|5DMG|69aVULN|7RCR|8ZMB
647	35621 26332	   	159.93	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7aCDMG|8MGNLIT|9VULN
648	35621 23233	   	159.86	DCR|3DMG|1AART|1ZMB|1DUR	1RMIN|249DMG|3DUR|5ZMB|6RCR|7LWND|8AART|aDUST
649	14221 24236	   	159.86	DCR|3DMG|1AART|1ZMB|1DUR	1LWND|249DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|aDUR
650	35521 23236	   	159.86	DCR|3DMG|1AART|1ZMB|1DUR	1RMIN|249DMG|3LEGI|5ZMB|6RCR|7LWND|8AART|aDUR
651	44221 23236	   	159.86	DCR|3DMG|1AART|1ZMB|1DUR	1BEXP|249DMG|3TLV|5ZMB|6RCR|7LWND|8AART|aDUR
652	13225 21442	   	159.85	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3TLV|45DMG|6RCR|7SELL|8aVULN|9CDMG
653	13225 33243	   	159.84	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|456DMG|7DUR|8AART|9CDMG|aRCR
654	43225 33243	   	159.84	DCR|3DMG|1AART|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3TLV|456DMG|7DUR|8AART|9CDMG|aRCR
655	14324 54433	   	159.80	DCR|3DMG|2VULN|1DUR	1LWND|245DMG|35CGEN|5BPWR|6MBVNT|7RCR|8DUR|9aVULN
656	24324 54433	   	159.80	DCR|3DMG|2VULN|1DUR	1LHND|245DMG|35CGEN|5BPWR|6MBVNT|7RCR|8DUR|9aVULN
657	53114 54411	   	159.78	DCR|3DMG|1AART|1VULN	13MLV|235DMG|35BPWR|45aBEXP|6MBVNT|7RCR|8AART|9VULN
658	53114 54412	   	159.78	DCR|3DMG|1AART|1VULN	13MLV|235DMG|35BPWR|45BEXP|6MBVNT|7RCR|8AART|9VULN|aRMIN
659	53114 54413	   	159.78	DCR|3DMG|1AART|1VULN	13MLV|235DMG|35BPWR|45BEXP|6MBVNT|7RCR|8AART|9VULN|aLHND
660	53114 54414	   	159.78	DCR|3DMG|1AART|1VULN	13MLV|235DMG|35BPWR|45BEXP|6MBVNT|7RCR|8AART|9VULN|aCGEN
661	52111 21611	   	159.77	DCR|2VULN|2DMG|2CDMG	1aMLV|28CDMG|3RMIN|4RPLT|5DMSP|6RCR|7aDMG|9aVULN|aBPWR
662	12153 11432	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2ERES|3RCVC|4AART|5ZMB|6RCR|7aVULN|8RMIN|9DMG
663	35621 23235	   	159.71	DCR|3DMG|1AART|1ZMB|1DUR|1SELL	1RMIN|249DMG|3DUR|5ZMB|6RCR|7LWND|8AART|aSELL
664	24323 11162	   	159.67	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|5aAART|6RCR|7VULN|8LWND|9LIT
665	24323 14412	   	159.67	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8BEXP|9FEWX|aVULN
666	24323 14432	   	159.67	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8BEXP|9LWND|aVULN
667	33511 21511	   	159.67	DCR|2VULN|2DMG|2CDMG	1RMIN|2aCDMG|3ERES|4RPLT|58DMSP|6RCR|7aDMG|9aVULN|aBPWR
668	24223 11135	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|59AART|6RCR|7VULN|8aLWND
669	24223 11136	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|59AART|6RCR|7VULN|8LWND|aDMSP
670	24223 11143	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8LWND|9FEWX
671	24223 11162	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8LWND|9LIT
672	24223 11323	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8BEXP|9LWND
673	24223 11343	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8BEXP|9FEWX
