0	Index      	 *	Score 	Summary	Detail	
1	51211 46231	 * 	200.49	DCR|3ASPD|1AART|1DMG|1CDMG|2DUR	18DUR|28CANARM|3LWND|4CDMG|58aASPD|6RCR|7AART|8BPWR|9DMG
469	36613 23632	 * 	173.43	DCR|1MDPS|1VULN|1AART|1DMG|1NUKE|1DUR	1aLHND|2LWND|3DUR|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE
470	36613 23633	   	173.43	DCR|1MDPS|1AART|1VULN|1NUKE|1DMG|1DUR	1LHND|2LWND|3DUR|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE|aAME
471	56213 23126	   	173.43	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1DUR|2LWND|3LHND|4DMG|5VULN|6MDPS|7RCR|8AAC|9ASPD|aAART
472	56213 23631	   	173.43	DCR|1MDPS|1VULN|1AART|1DMG|1NUKE|1DUR|1MSE	1DUR|2LWND|3LHND|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE|aMSE
473	56213 23632	   	173.43	DCR|1MDPS|1VULN|1AART|1DMG|1NUKE|1DUR	1DUR|2LWND|3aLHND|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE
474	56213 23633	   	173.43	DCR|1MDPS|1AART|1VULN|1NUKE|1DMG|1DUR	1DUR|2LWND|3LHND|4DMG|5VULN|6MDPS|7RCR|8AART|9NUKE|aAME
475	61441 11211	   	173.43	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1DUR	1BELT|2DMG|3LHND|4DUST|5ASPD|6AAC|7RCR|8VULN|9AART|aDUR
476	62421 11211	   	173.43	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1BELT|2DUST|3DMG|4LWND|5ASPD|6AAC|7RCR|8VULN|9AART|aDUR
477	61212 43241	 * 	173.38	DCR|3VULN|2DMG|1AAC	1BELT|28DMG|35FEWX|4AAC|68aVULN|78MLV|8BPWR|9RCR
478	61341 21221	   	173.38	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5CGEN|6ERES|78FEWX|8BPWR|9RCR
479	61342 21221	   	173.38	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5ERES|6CGEN|78FEWX|8BPWR|9RCR
480	14263 23631	 * 	173.33	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1DUR|1MSE	1LWND|2ASPD|3LEGI|4DUR|5VULN|6MDPS|7RCR|8AART|9NUKE|aMSE
481	14263 23632	 * 	173.33	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1DUR	1LWND|2ASPD|3LEGI|4DUR|5VULN|6MDPS|7RCR|8AART|9NUKE|aLHND
482	14263 23633	   	173.33	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1DUR	1LWND|2ASPD|3LEGI|4DUR|5VULN|6MDPS|7RCR|8AART|9NUKE|aMLV
483	34327 21361	   	173.33	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LHND|2ASPD|3MBVNT|45ERES|6DUR|7RCR|8DMG|9VULN|aAART
484	61343 31221	   	173.28	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5FEWX|6CGEN|78ERES|8BPWR|9RCR
485	51211 43521	   	173.24	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR	17DUR|2CANARM|3LWND|4CDMG|5ASPD|6RCR|8VULN|9FEWX|aDMG
486	61526 13123	   	173.24	DCR|2ASPD|1VULN|1AART|1DMG	1BELT|2DMG|3ERES|49ASPD|58DUST|6AART|7VULN|aRCR
487	34553 11322	 * 	173.20	DCR|2DMG|2ASPD|2CDMG|1SELL	1aLHND|29ASPD|3aCDMG|4LWND|5SELL|6FEWX|7RCR|8aDMG|aBPWR
488	61213 63241	   	173.18	DCR|3VULN|2DMG|1AAC	1BELT|28DMG|37FEWX|4AAC|58ERES|68aVULN|8BPWR|9RCR
489	61341 23241	   	173.18	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5CGEN|6ERES|78DUST|8BPWR|9RCR
490	61342 23241	   	173.18	DCR|3VULN|2DMG	1BELT|28DMG|3DMSP|48aVULN|5ERES|6CGEN|78DUST|8BPWR|9RCR
491	61212 41241	   	173.18	DCR|3VULN|2DMG|1AAC	1BELT|28DMG|35FEWX|4AAC|68aVULN|78ERES|8BPWR|9RCR
492	61133 13642	   	173.18	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1BELT|29DMG|3MDPS|4LIT|5CDMG|6TSLFST|7ASPD|8RCR|aVULN
493	51211 43633	   	173.14	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2CANARM|3LWND|4CDMG|5ASPD|6RCR|8AART|9DMG|aERES
494	51211 43632	   	173.14	DCR|1MDPS|1AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|2CANARM|3LWND|4CDMG|5ASPD|6RCR|8AART|9DMG|aMDPS
495	61213 61241	 * 	173.08	DCR|3VULN|2DMG|2AAC	1BELT|28DMG|3FEWX|47AAC|58ERES|68aVULN|8BPWR|9RCR
496	15213 23336	   	173.08	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB	1LWND|2BEXP|3LHND|48DMG|5VULN|6MDPS|7RCR|9ZMB|aAART
497	25213 23336	   	173.08	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB	1FEWX|2BEXP|3LHND|48DMG|5VULN|6MDPS|7RCR|9ZMB|aAART
498	15613 23315	 * 	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	1LWND|2BEXP|39DUR|48DMG|5aVULN|6MDPS|7RCR
499	15613 23333	   	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	1LWND|2BEXP|3aDUR|48DMG|59VULN|6MDPS|7RCR
500	35313 23315	   	172.90	DCR|2VULN|1MDPS|2DMG|2DUR	1LHND|2BEXP|39DUR|48DMG|5aVULN|6MDPS|7RCR
501	35313 23333	   	172.90	DCR|2VULN|1MDPS|2DMG|2DUR	1LHND|2BEXP|3aDUR|48DMG|59VULN|6MDPS|7RCR
502	36613 23315	   	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	1LHND|2LWND|39DUR|48DMG|5aVULN|6MDPS|7RCR
503	36613 23333	   	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	1LHND|2LWND|3aDUR|48DMG|59VULN|6MDPS|7RCR
504	55213 23315	   	172.90	DCR|2VULN|1MDPS|2DMG|2DUR	19DUR|2BEXP|3LHND|48DMG|5aVULN|6MDPS|7RCR
505	55213 23333	   	172.90	DCR|2VULN|1MDPS|2DMG|2DUR	1aDUR|2BEXP|3LHND|48DMG|59VULN|6MDPS|7RCR
506	56213 23315	   	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	19DUR|2LWND|3LHND|48DMG|5aVULN|6MDPS|7RCR
507	56213 23333	   	172.90	DCR|2VULN|2DMG|1MDPS|2DUR	1aDUR|2LWND|3LHND|48DMG|59VULN|6MDPS|7RCR
508	61112 64331	 * 	172.67	DCR|3DMG|1MDPS|1AART|1CDMG|1AAC	1BELT|258DMG|3MDPS|4AAC|6RCR|7DUST|9CDMG|aAART
509	53311 36112	   	172.50	DCR|2VULN|2CDMG|1ASPD|1DUR	1DUR|2TLV|36CDMG|4aVULN|5ASPD|7BELT|8RCR|9RCVC
510	51511 21135	 * 	172.31	DCR|2AART|1DMG|3DUR|1CDMG	139DUR|23CANARM|3BPWR|46AART|5AME|7RCR|8CDMG|aDMG
511	51514 21132	   	172.31	DCR|2AART|1DMG|3DUR|1CDMG	139DUR|23CANARM|3BPWR|46AART|5DMG|7RCR|8CDMG|aCGEN
512	51514 21133	   	172.31	DCR|2AART|1DMG|3DUR|1CDMG	139DUR|23CANARM|3BPWR|46AART|5DMG|7RCR|8CDMG|aMLV
513	34351 21335	 * 	172.30	DCR|3ASPD|1VULN|1AART	1LHND|28aASPD|3MBVNT|4LWND|5CGEN|6AART|7RCR|9VULN
514	24133 51352	   	172.26	DCR|2VULN|1ASPD|1DMG|1ZMB	1FEWX|2ASPD|34BEXP|59VULN|6ZMB|7RCR|8DMG|aRPLT
515	25333 51352	   	172.26	DCR|2VULN|1ASPD|1DMG|1ZMB	1FEWX|24BEXP|3ASPD|59VULN|6ZMB|7RCR|8DMG|aRPLT
516	53311 13253	   	172.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DUR|2TLV|3CDMG|4VULN|5ASPD|6LIT|7ERES|8DMG|9RCR|aZMB
517	53336 13252	 * 	172.23	DCR|1VULN|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1DUR|2TLV|3CDMG|4ZMB|5VULN|6LIT|7ERES|8DMG|9RCR|aNUKE
518	51514 21131	   	172.21	DCR|2AART|1DMG|3DUR|1CDMG	139DUR|23CANARM|3BPWR|46AART|5DMG|7RCR|8CDMG|aDUST
519	14251 21335	   	172.20	DCR|3ASPD|1VULN|1AART	1LWND|28aASPD|3LEGI|4MBVNT|5CGEN|6AART|7RCR|9VULN
520	34516 21233	   	172.17	DCR|2VULN|1ASPD|1DMG|1CDMG	158LHND|2ASPD|3CDMG|45VULN|5BPWR|6ERES|7LWND|9DMG|aRCR
521	34213 51352	   	172.16	DCR|2VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3LEGI|4AME|5RMIN|6ZMB|7RCR|8DMG|9aVULN
522	34513 11325	   	172.09	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1LHND|29ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|aRCVC
523	13214 24232	 * 	172.07	DCR|1SPLARM|2VULN|2AART	1LWND|2TLV|3DMSP|4aAART|5LHND|68VULN|7SPLARM|9RCR
524	33212 24232	   	172.07	DCR|1SPLARM|2VULN|2AART	1LHND|2TLV|3DMSP|4aAART|5LWND|68VULN|7SPLARM|9RCR
525	33412 24232	   	172.07	DCR|1SPLARM|2VULN|2AART	13LHND|2TLV|4aAART|5LWND|68VULN|7SPLARM|9RCR
526	34221 51352	   	172.06	DCR|2VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3LEGI|4ERES|5AME|6ZMB|7RCR|8DMG|9aVULN
527	34222 51352	   	172.06	DCR|2VULN|1ASPD|1DMG|1ZMB	1LHND|2ASPD|3LEGI|4ERES|5MLV|6ZMB|7RCR|8DMG|9aVULN
528	36253 23326	   	172.06	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1LHND|2LWND|3LEGI|4ZMB|5aVULN|6MDPS|7RCR|8DMG|9ASPD
529	63153 47243	   	172.06	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB	1BELT|2ZMB|3MDPS|4MBVNT|5LHND|6aVULN|7RCR|8ASPD|9DMG
530	61522 31121	 * 	171.99	DCR|2DMG|1MDPS|2ASPD|1AART	1BELT|29DMG|357ERES|49ASPD|6AART|8RCR|9BPWR|aMDPS
531	24233 52253	   	171.97	DCR|2VULN|1AART|1ASPD|1ZMB	1FEWX|2ASPD|3LHND|4BEXP|5aVULN|6RPLT|7AART|8ZMB|9RCR
532	25213 52253	   	171.97	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2BEXP|3LHND|4DMG|5aVULN|6RPLT|7AART|8ZMB|9RCR
533	26333 52253	   	171.97	DCR|2VULN|1AART|1ASPD|1ZMB	1FEWX|2LWND|3ASPD|4BEXP|5aVULN|6RPLT|7AART|8ZMB|9RCR
534	31211 54431	   	171.94	DCR|2ASPD|1AART|1DMG|1CDMG	1LHND|2CANARM|3LWND|4CDMG|5aASPD|6RCVC|7AART|8RCR|9DMG
535	34513 32316	   	171.93	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1LHND|2ASPD|3CDMG|49VULN|5SELL|6DMG|7AME|8DMSP|aRCR
536	14353 71321	   	171.91	DCR|2ASPD|1VULN|1DMG|1CDMG	14LWND|29ASPD|3MBVNT|5VULN|6CGEN|7RCR|8DMG|aCDMG
537	14161 26231	   	171.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1LWND|2ASPD|35BEXP|4AART|67VULN|8MDPS|9RCR|aZMB
538	14163 26231	   	171.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	15LWND|2ASPD|3BEXP|4AART|67VULN|8MDPS|9RCR|aZMB
539	15361 26231	   	171.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1LWND|25BEXP|3ASPD|4AART|67VULN|8MDPS|9RCR|aZMB
540	15363 26231	   	171.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	15LWND|2BEXP|3ASPD|4AART|67VULN|8MDPS|9RCR|aZMB
541	34413 26231	   	171.87	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	13LHND|2ASPD|4AART|5BEXP|67VULN|8MDPS|9RCR|aZMB
542	61241 62211	   	171.85	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG	1BELT|2DMG|3FEWX|4DUST|5ASPD|6RCR|7AART|8VULN|9RPLT|aMDPS
543	61241 62223	   	171.85	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG	1BELT|2DMG|3FEWX|4DUST|5ASPD|6RCR|7AART|8VULN|9AME|aMDPS
544	11214 43242	   	171.85	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG	13LWND|2CANARM|4AART|5DMG|6RCR|7LHND|8VULN|9ASPD|aMDPS
545	14133 21365	   	171.84	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2ASPD|34BEXP|5VULN|6LHND|7RCR|8ZMB|9AART|aCDMG
546	15333 21365	   	171.84	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|24BEXP|3ASPD|5VULN|6LHND|7RCR|8ZMB|9AART|aCDMG
547	24333 21321	   	171.81	DCR|2ASPD|1VULN|1DMG|1CDMG	15FEWX|29ASPD|3ERES|4MBVNT|6VULN|7RCR|8DMG|aCDMG
548	61121 32452	 * 	171.81	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG	1BELT|2DMG|3MDPS|4VULN|5DMSP|6DUST|7RCR|89ASPD|aCDMG
549	34513 11322	   	171.77	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1LHND|29ASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|aLWND
550	34513 11363	   	171.77	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1LHND|2aASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|9CGEN
551	53311 36143	   	171.74	DCR|2VULN|2CDMG|1ASPD|1DUR	1DUR|2TLV|36CDMG|49VULN|5ASPD|7BELT|8RCR|aLHND
552	11111 36141	   	171.71	ACR|2VULN|2ASPD|1AART|1CDMG	1LWND|2CANARM|3RCR|4CDMG|5aASPD|6RMIN|78VULN|9AART
553	31111 36141	   	171.71	ACR|2VULN|2ASPD|1AART|1CDMG	1LHND|2CANARM|3RCR|4CDMG|5aASPD|6RMIN|78VULN|9AART
554	11311 43152	   	171.71	DCR|1AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7DUR|8BEXP|9CGEN|aAART
555	11311 46126	   	171.71	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8DMSP|9MLV|aDUR
556	11311 46226	   	171.71	DCR|1AART|1VULN|1ASPD|1CDMG|1DUR	18LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|9MLV|aDUR
557	11311 46326	   	171.71	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8aLIT|9DUR
558	24337 21321	   	171.71	DCR|2ASPD|1VULN|1DMG|1CDMG	1FEWX|29ASPD|35ERES|4MBVNT|6VULN|7RCR|8DMG|aCDMG
559	34513 11333	   	171.67	DCR|2ASPD|1VULN|1DMG|1CDMG|1SELL	1LHND|2aASPD|3CDMG|4VULN|5SELL|6FEWX|7RCR|8DMG|9ERES
560	53311 36141	   	171.64	DCR|2VULN|2CDMG|1ASPD|1DUR	1DUR|2TLV|36CDMG|49VULN|5ASPD|7BELT|8RCR|aERES
561	13653 71311	   	171.61	DCR|3VULN|1AART|1DUR	16LWND|2TLV|3DUR|4MBVNT|569VULN|6BPWR|7RCR|8AART|aCGEN
562	13653 71312	   	171.61	DCR|3VULN|1AART|1DUR	16LWND|2TLV|3DUR|4MBVNT|569VULN|6BPWR|7RCR|8AART|aRPLT
563	13653 71313	   	171.61	DCR|3VULN|1AART|1DUR	16LWND|2TLV|3DUR|4MBVNT|569VULN|6BPWR|7RCR|8AART|aRMIN
564	13653 71324	   	171.61	DCR|3VULN|1AART|1DUR	16LWND|2TLV|3DUR|4MBVNT|56aVULN|6BPWR|7RCR|8AART|9RMIN
565	11111 26141	   	171.61	ACR|2VULN|2ASPD|1AART|1CDMG	1LWND|2CANARM|3RCR|4CDMG|5aASPD|6TLV|78VULN|9AART
566	21111 26141	   	171.61	ACR|2VULN|2ASPD|1AART|1CDMG	1FEWX|2CANARM|3RCR|4CDMG|5aASPD|6TLV|78VULN|9AART
567	31111 26141	   	171.61	ACR|2VULN|2ASPD|1AART|1CDMG	1LHND|2CANARM|3RCR|4CDMG|5aASPD|6TLV|78VULN|9AART
568	11311 43262	   	171.61	DCR|1AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7DUR|8MBVNT|9CGEN|aAART
569	11311 46321	   	171.61	DCR|1AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8LIT|9DUR|aTLV
570	11311 46322	   	171.61	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8LIT|9DUR|aDUST
571	11311 46323	   	171.61	DCR|1AART|1VULN|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8LIT|9DUR|aMSLFST
572	11311 46324	   	171.61	DCR|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2CANARM|3VULN|4CDMG|5ASPD|6RCR|7AART|8LIT|9DUR|aMBVNT
573	15413 21363	   	171.60	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2BEXP|3SELL|4CDMG|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
574	26413 21363	   	171.60	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1FEWX|2LWND|3SELL|4CDMG|5VULN|6LHND|7RCR|8ZMB|9AART|aDMG
575	24343 32124	 * 	171.57	DCR|3VULN|2ASPD|1SELL	1FEWX|26ASPD|3ERES|4AME|56aVULN|6BPWR|7DUST|8RCR|9SELL
576	24363 32124	 * 	171.57	DCR|3VULN|2ASPD|1SELL	1FEWX|26ASPD|3ERES|4CGEN|56aVULN|6BPWR|7DUST|8RCR|9SELL
577	21336 21615	   	171.57	DCR|2AART|1VULN|1ASPD|1ZMB	1FEWX|2CANARM|3CGEN|46AART|5AELBLL|7RCR|8ZMB|9VULN|aASPD
578	21511 21615	   	171.57	DCR|2AART|1VULN|1ASPD|1ZMB	13FEWX|23CANARM|3BPWR|46AART|5AME|7RCR|8ZMB|9VULN|aASPD
579	13653 71314	   	171.51	DCR|3VULN|1AART|1DUR	16LWND|2aTLV|3DUR|4MBVNT|569VULN|6BPWR|7RCR|8AART
580	61522 31125	   	171.47	DCR|2DMG|2ASPD|1AART	1BELT|29DMG|357ERES|49ASPD|6AART|8RCR|9BPWR|aRCVC
581	21514 21611	   	171.47	DCR|2AART|1VULN|1DMG|1ZMB	13FEWX|23CANARM|3BPWR|46AART|5DMG|7RCR|8ZMB|9VULN|aDLOT
582	21514 21612	   	171.47	DCR|2AART|1VULN|1DMG|1ZMB|1MSE	13FEWX|23CANARM|3BPWR|46AART|5DMG|7RCR|8ZMB|9VULN|aMSE
583	11412 41613	   	171.36	DCR|2DMG|1VULN|1ASPD|1ZMB	1LWND|2CANARM|3RPLT|4aDMG|5MULFIG|6RCR|7VULN|8ASPD|9ZMB
584	31412 41613	   	171.36	DCR|2DMG|1VULN|1ASPD|1ZMB	1LHND|2CANARM|3RPLT|4aDMG|5MULFIG|6RCR|7VULN|8ASPD|9ZMB
585	11412 34313	 * 	171.29	DCR|2AART|2DMG|1CDMG	1LWND|2CANARM|3RPLT|4aDMG|5MULFIG|68AART|7RCR|9CDMG
586	31412 34313	   	171.29	DCR|2AART|2DMG|1CDMG	1LHND|2CANARM|3RPLT|4aDMG|5MULFIG|68AART|7RCR|9CDMG
587	61112 61631	   	171.26	DCR|1MDPS|2DMG|1VULN|1ASPD|1AAC|1ZMB	1BELT|25DMG|3MDPS|4AAC|6RCR|7LIT|8ASPD|9ZMB|aVULN
588	61135 31631	   	171.26	DCR|1MDPS|2DMG|1VULN|1ASPD|1AAC|1ZMB	1BELT|27DMG|3MDPS|4LIT|5AAC|6RCR|8ASPD|9ZMB|aVULN
589	53325 61311	 * 	171.23	DCR|1VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1DUR|2TLV|3CDMG|4DUST|5AART|6RPLT|7RCR|8ASPD|9VULN|aAAC
590	21514 21124	   	171.19	DCR|2AART|2DMG|1CDMG	13FEWX|23CANARM|3BPWR|46AART|5aDMG|7RCR|8CDMG|9TLV
591	61124 21432	   	171.18	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1BELT|25DMG|3MDPS|4VULN|6LHND|7DUST|8ASPD|9RCR|aCDMG
592	61124 33432	   	171.18	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1BELT|25DMG|3MDPS|4VULN|6DUST|7LHND|8ASPD|9RCR|aCDMG
593	61522 31124	   	171.15	DCR|2DMG|2ASPD|1AART	1BELT|29DMG|357ERES|49ASPD|6AART|8RCR|9BPWR|aRMIN
594	24333 21387	   	171.09	DCR|2VULN|1MDPS|1ASPD|1DMG	15FEWX|2ASPD|3ERES|4MBVNT|69VULN|7RCR|8DMG|aMDPS
595	61122 66323	   	171.08	DCR|3DMG|2VULN|1MDPS|1SELL	1BELT|267DMG|3MDPS|48VULN|5SELL|9RCR|aRCVC
596	24343 33141	   	171.08	DCR|2VULN|2ASPD|1CDMG	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7BEXP|8RCR|9RCVC|aCDMG
597	24363 33141	   	171.08	DCR|2VULN|2ASPD|1CDMG	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7BEXP|8RCR|9RCVC|aCDMG
598	35314 11351	   	171.05	DCR|2DMG|1VULN|1AART|1DUR	1LHND|2BEXP|3DUR|48DMG|5ERES|6CGEN|7RCR|9VULN|aAART
599	55123 31351	   	171.05	DCR|2DMG|1VULN|1AART|1DUR	1DUR|2BEXP|3CGEN|4ERES|5FEWX|68DMG|7RCR|9VULN|aAART
600	56123 31351	   	171.05	DCR|2DMG|1VULN|1AART|1DUR	1DUR|2LWND|3CGEN|4ERES|5FEWX|68DMG|7RCR|9VULN|aAART
601	61522 31123	   	171.05	DCR|2DMG|2ASPD|1AART	1BELT|29DMG|357ERES|49ASPD|6AART|8RCR|9BPWR|aMBVNT
602	53311 33354	 * 	171.04	DCR|1VULN|2CDMG|1ASPD|1DMG|1AAC|1DUR	1DUR|2TLV|36CDMG|4VULN|5ASPD|7RPLT|8DMG|9RCR|aAAC
603	23311 32642	 * 	171.04	DCR|1VULN|1AART|2CDMG|1ASPD|1DUR	1FEWX|2TLV|36CDMG|4VULN|5ASPD|7DUR|8BASARM|9AART|aRCR
604	53311 31642	   	171.04	DCR|1AART|1VULN|2CDMG|1ASPD|1DUR	1DUR|2TLV|36CDMG|4VULN|5ASPD|7LWND|8BASARM|9AART|aRCR
605	34513 21251	   	171.00	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1SELL	1LHND|2ASPD|3CDMG|4VULN|5SELL|69DUR|7RCR|8DUST|aDMG
606	24343 32141	   	170.98	DCR|2VULN|2ASPD|1CDMG	1FEWX|26ASPD|3ERES|4AME|56VULN|6BPWR|7DUST|8RCR|9RCVC|aCDMG
607	24363 32141	   	170.98	DCR|2VULN|2ASPD|1CDMG	1FEWX|26ASPD|3ERES|4CGEN|56VULN|6BPWR|7DUST|8RCR|9RCVC|aCDMG
608	63522 31122	 * 	170.83	DCR|2ASPD|1VULN|1AART|2ZMB	1BELT|29ZMB|357ERES|49ASPD|6AART|8RCR|9BPWR|aVULN
609	25633 24121	   	170.78	DCR|2DMG|1VULN|1ASPD|2DUR	15FEWX|24BEXP|34DUR|4BPWR|6VULN|7aDMG|8RCR|9ASPD
610	11214 44211	   	170.78	DCR|2VULN|1AART|1DMG|1AAC	13LWND|2CANARM|4AART|5DMG|6RCR|78VULN|9AAC|aDLOT
611	11214 44212	   	170.78	DCR|2VULN|1AART|1DMG|1AAC|1MSE	13LWND|2CANARM|4AART|5DMG|6RCR|78VULN|9AAC|aMSE
612	61122 66321	   	170.76	DCR|3DMG|2VULN|1MDPS|1SELL	1BELT|267DMG|3MDPS|48VULN|5SELL|9RCR|aFEWX
613	61112 14352	 * 	170.67	DCR|3DMG|1MDPS|2AAC|1VULN|1CDMG	1BELT|258DMG|3MDPS|46AAC|7RCR|9VULN|aCDMG
614	61122 66322	   	170.66	DCR|3DMG|2VULN|1MDPS|1SELL	1BELT|267DMG|3MDPS|48VULN|5SELL|9RCR|aDUST
